Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5845.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5846.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5847.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5848.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5849.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5850.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5851.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5852.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5853.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5854.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5855.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5856.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5857.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5858.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5859.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5865.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5866.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5867.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5868.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_200nlmin_15cm_4-28-2024_Slot2-91_5869.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5870.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5871.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5872.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5873.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_250nlmin_15cm_4-28-2024_Slot2-91_5874.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5875.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_II_300nlmin_15cm_4-28-2024_Slot2-91_5876.d
P30101	P30101	PDIA3_HUMAN	PDIA3	Protein disulfide-isomerase A3	11444.4	12501.9	12404.1	11913.4	12523.3	11369.8	12017.8	11443.2	11881.2	11654.5	11119.2	12998.5	12606.1	12591.3	11772.4	11948.2	11881.5	12806.6	11018.2	10640.5		12385	13242	12263.3	12707.1	12670.6	12929.7	11741.5	12330.2	12644.1												
P30153	P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	3408.79	3578.9	3388.83	3609.17	2938.1	4095.36	3396.99	3790.6	3401.08	3193.49	3747.64	3827	4309.92	3742.37	3449.64	3363.21	3576.86	3690.02	3828.94	2931.32		3790.64	3666.17	3601.06	4537	3366.49	3551.99	3185.31	3501.99	3470.44												
P30260	P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog					2425.27								1531.28		1621.83			2249.71	2746.24										278.884													
P30408	P30408	T4S1_HUMAN	TM4SF1	Transmembrane 4 L6 family member 1											529.055	891.99	805.755	715.865	663.181				442.587																							
P30419	P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	1623.49	3028.21	1444.64	2269.59	2539.6	2319.19	2371.6	1429.11	1795.45	1522.48	2360.59	1531.28	1211.75	1913.16	1375.34	1869.74	1937.99	1445.7	1989.61	2060.3		1972.4	2216.15	1461.72	2901.73	1893.67	1305.2	1843.39	1595.88	1462.19												
P30520	P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2		939.312	1364.71					1137.33	1621.94		844.715	775.772	867.22	592.832	791.124		1202.95	921.88	1197.27	963.605		1367.09	1136.89	860.105	974.668	1065.13	1038.33	980.941	744.254	877.878												
P30533	P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	2136.22	1312.46	2058.42	1935.92		1612.13	1622.7	1346.8	1782.45	1761.19	3993.99	2047.25		1933.26	2113.75	2189.14	1700.8	1044.24	1747.86	2104.09			1507.69	1638.83		978.417	1470.22	2114.38	1923.61	1387.3												
P30566	P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase	883.598					806.577	442.523	824.106	407.969				696.265	869.703	957.715		1024.91	1836.39	713.72			1017.54	703.087	786.668	423.182	824.418	1418.84	312.332	1053.63	715.53												
P30622	P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1		707.771											835.749			836.888							1325.26					1017.31														
P30626	P30626	SORCN_HUMAN	SRI	Sorcin	3648.05	4211.84	4397.02	4200.16	4070.22	4464.83	3581.51	3374.89	3535.61	3754.54	2595.24	3106.45	3572.33	2379.57	3918.54	3232.6	3311.33	3569.16	2979.95	3420.27		3692.4	3445.68	3437.01	2713.67	3924.58	3164.09	3131.76	3734.84	3683.6												
P30740	O75830;P50453;P50452;P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor					1556.21		1417.79	1911.95	1551.27				940.08		1079.86			442.403		565.732		816.328	590.527		655.195	652.363	355.434	389.838	618.282	530.962												
P30825	P30825	SL7A1_HUMAN	SLC7A1	High affinity cationic amino acid transporter 1								388.625							442.032											500.882		547.717														
P30837	P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	2517.35	1724.62	2612.25	1316.73	1278.63	1566.75	1479.35	1436.71	1657.53	1345.05	1361.09	1766.07	1683.13	1718.04	2419.63	2191.37	1489.69	1738.94	2133.97	1855.37		1702.08	2418.53	1945.94	2546.5	1574.25	1588.17	1761.16	1808.01	1962.11												
P30838	P30838	AL3A1_HUMAN	ALDH3A1	Aldehyde dehydrogenase, dimeric NADP-preferring		1022.71				1153.41	1275.21			728.536	821.892			659.009	492.189											542.025				338.054												
P31040	P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	4000.95	4604.75	3683.95	3665.46	3595.13	4402.37	4387.67	3901.5	4079.77	4761.95	4389.7	4177.47	4185.96	4327.24	3812.82	4175.22	3895.98	3704.76	3944.77	4415.5		4011.01	3986.25	4153.44	4883.41	4091.76	4910.05	3591.96	4043.46	4551.58												
P31150	P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha	1337.27	1429.07	1794.46	1316.64	1378.35	1017.69	1413.99	750.198	1211.39	1174.65	727.218	1235.41	992.694	1177.47	779.155		651.382	829.058	625.933	959.637		984.265	1485.24	1247.69	1255.19	917.849	699.542	1218.44	996.037	946.883												
P31153	P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	1535.94	1584.17	1985.27	1932.13	1191.64	1623.51	1272.85	1525.75	1398.56	1426.14	1629.78	1268.85	1823.61	2045.98	1278.65	1503.01	1378.77	1243.7	1528.24	1409.02		1348.12	1735.94	1959.69	1987.51	1660.71	1786.16	1659.04	1731.25	1721.43												
P31327	P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	7744.41	7631.03	7981.79	7536.13	7025.33	7749.67	7583.09	7373.06	7856.11	6858.81	6952.75	7976.04	8188.5	7564.47	7409.98	7600.45	7219.25	7980.28	7849.96	7189.92		8302.24	8296.34	7365.54	7641.73	7777.66	7162.27	7120.28	7576.33	7315.01												
P31350	P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2																284.855				557.839		723.352	1006.71	384.361		862.547	340.693	294.499		667.111												
P31483	P31483;Q01085	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1																556.571																										
P31689	P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	2353.36	2301.34	2366.91	2662.94	2529.33	2050.9	3010.05	2356.89	2361.78	2893.15	1890.4	3122.2	2529.86	2674.29	2186.6	2803.72	2908.67	2819.88	2001.02	2037.36		2222.94	1514.4	2661.33	3007.49	2821.32	2583.95	2788.31	2847.42	2629.6												
P31930	P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	4024.13	3509.83	3424.88	4046.03	4402.69	3764.43	3813.38	4013.44	3119.31	4646.36	4006.68	4050.96	3727.69	4724.77	3616.91	3433.68	3015.09	3797.31	3308.3	3157.09		4278.75	4348.63	3047.74	4276.89	2908.66	3614.95	4416.73	3401.15	3348.89												
P31937	P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	800.338					568.333	436.336	866.577	653.433	1297.04	322.777			623.739		1302.73	744.363	534.243	682.628	1029.96		727.278	1252.68	758.359	774.279	708.615	576.514	520.436	834.194	643.89												
P31939	P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	3651.17	3755.13	3919.35	4844.03	4286.13	3763.78	3747.57	3885.87	3972.29	4113	4415	4625.76	3901.59	4573.65	4520.3	4613.61	4369.03	4670.68	4231.43	4188.34		3873.31	4079.67	4462.48	4434.2	4267.91	3611.94	3567.26	4066.48	3814.63												
P31942	P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	2865.62	2986.15	3142.88	2878.08	2094.21	2942.1	3102.95	2655.07	3250.66	3701.53	3248.96	3104.69	3101.21	2937.89	2625.09	3796.62	2859.83	3152.64	3336.66	3063.03		3755.41	3187.67	3690.46	2950.49	2892.66	2881.37	2742.7	2700.24	3134.08												
P31943	P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	8378.89	7101.47	8923.15	8902.75	8400.13	8219.22	8645.36	8333.88	8407.62	9499.68	7878.1	8505.23	7751.98	7971.25	8673.82	8874.15	7964.11	8467.23	9424.24	7025.71		9011.52	8901.68	7528.05	9144.82	9461.57	9112.16	7964.33	9566.33	9475.58												
P31946	P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	7201.83	8627.17	8202.82	8480.96	8384.47	8256.22	8343.7	8195.36	7681.58	8309.55	8478.56	8437.73	7958.98	7829.52	7622.38	9016.51	6483.86	8969.87	6776.46	7784.05		7284.88	8637.61	7015.09	7800.34	9876.33	10165.2	8776.08	8084.78	8508.36												
P31947	P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	2899.06	2659.64	2254.19	3225.04	2552.57	2525.21	2886.46	2400.41	2659.18	2815.52	2416.54	1990.17	2554.48	2787.37	2638.87	3146.8	2881.91	3652.6	2805.32	2454.44		1933.98	2925.43	3338.57	3243.39	2966.85	2571.27	2447.8	2861.98	2233.52												
P31948	P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	9512.39	9049.94	6968.32	9073.53	8732.7	8571.98	9138.32	9333.42	8857.01	8751.44	9633.68	9546.6	9728.73	8747.84	10273.8	8353.15	7552.35	8605.79	7810.54	7826.42		8115.47	7635.55	8631.78	8147.67	8430.17	8446.5	8467.26	7740.33	8625.1												
P31949	P31949	S10AB_HUMAN	S100A11	Protein S100-A11	10370.4	10950.2	13107.4	11044.6	10900.5	13017.4	11739.5	11437.7	11726.3	12170.9	13078.9	12830.6	12593.3	10763.9	11210.8	13094.6	13631.7	11215.3	13226.4	13085.6		13507	14492.6	13137.2	14591.2	12661.5	12558.9	13902.4	12392.1	13065.3												
P32004	P32004	L1CAM_HUMAN	L1CAM	Neural cell adhesion molecule L1		774.624	1242.33	641.422		493.227				346.257			380.668	614.263		640.805	1038.55	1294.65		919.357					1116.12	459.746	575.89	1023.84	765.503	735.305												
P32119	P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	10499.7	10810.4	11518.3	11292.2	9725.54	10538.3	11059	10203.8	10105.9	9574.35	9709.97	9150.65	9805.85	9343.44	9877.94	8756.29	9498.4	8565.21	9423.11	9076.44		10808.5	9800.95	8382.01	10189.7	10542.6	10112.8	9792.84	9429.45	9656.99												
P32320	P32320	CDD_HUMAN	CDA	Cytidine deaminase	523.468															690.182		964.45	327.182	284.438		907.747	380.689		363.117	908.744	714.782		789.543	618.877												
P32322	Q96C36;P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	1009.07	958.074	1429.8	1400.88	1420.52	1223.94	1188.71	940.543	1026.91	965.115	1241.8	1312.31	947.864	806.336	1184.05	941.531	1374.35	1217.55	1625.02	1179.18		1438.55	1693.26	1700	1719.79	1460.37	1280.54	1676.04	1326.52	1260.11												
P32455	P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1												319.343	581.098		10769.6										10653.4				7663.82	7896.76												
P32456	P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2		870.592	803.647		935.635		608.898								629.804	914.012												469.868		398.924												
P32969	P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	3866.5	3075.99	3731.74	2396.11	4147.24	2293.11	3247.87	2805.15	2936.08	2362.16	2256.91	1715.92	2565.97	1826.95	2645.98	3115.79	3133.33	3592.55	2950.3	3170.48		3170.9	3926.3	2613.95	1932.83	2630.58	2545.98	2514.48	2872.08	2684.98												
P33176	P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	1590.22	1418.82	2091.88	2089.23	1890.73	1857.28	1441.8	1336.46	1029.75	2665.83	1913.55	1754.91	1280.55	1740.03	1946.04	1776.84	2051.78	1415.64	1830.47	1553.66		1806.24	1434.51	1160.43	1622.36	2108.7	1371.2	1616.17	1349.38	1667.55												
P33240	P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	1432.26		998.902	755.465	494.734	755.008		656.423	1024.01		938.285	869.348	1062.28	501.939		1015.16	1452.92	1200.72	1535.29	1122.83					2009.69	882.259		700.082	1326.5	754.547												
P33316	P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	5822.6	7430.38	6363.15	6300.58	6735.15	7604.98	6622.58	8266.3	6483.05	7926.61	7284.49	5935.91	7741.36	5625.88	7950.09	5520.59	5213.16	5862.25	5363.54	6949.4		5501.29	5762.15	7031.04	6266.02	6550.22	5914.05	6858.74	6161.18	6426.19												
P33527	P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1	1499.63		1008.47			1515.62		984.295		1011.92		573.279	621.233	1037.61			1699.36			2236.92		1406.83		2089.06				798.633	914.835	818.834												
P33897	P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1											800.128				628.84	303.993				558.082			621.829				605.089															
P33908	P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA					5103.97		3249.43	5768.31		4643						5123.41		2882.5	4937.56	4836.32		4954.92			3780.08	4882.95		3237.87	5497.98													
P33991	P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	2548.47	2491.89	2793.26	3005.02	3022.94	2419.62	2285.13	3083.51	2830.58	2530.11	2140.88	2529.52	2874.92	2417.43	2624.9	2348.92	3020.7	3153.93	2990.7	2499.14		3650.97	2650.52	3331.2	3563.81	2843.54	2558.82	2562.38	2160.84	2183.59												
P33992	P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	3905.52	3443.02	3016.84	4387.53	3288.34	3448.11	3536.55	3659.24	3501.86	3489.88	3120.17	3348.32	3606.94	3948.94	3642.63	4740.19	4399.09	4689.31	4052.26	3925.76		4812.4	4280.16	3827.19	3384.33	3758.42	4345.06	3580.26	3523.72	3500.65												
P33993	P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	1715.13	1663.93	2040.97	2080.17	2731.46	4029.62	2898.37	1439.92	2170.16	2231.79	2471.22	2032.92	2380.91	3141.68	1771.66	3108.1	3244.6	2516.22	2707.13	3322.69		2736.2	2648.47	4084.29	3189.89	2675.4	2389.06	2389.98	2502.65	2331.61												
P34896	P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic	2140.51		1899.41	2071.19	2574.3	3040.06	2215.69	1434.44	2505.77	1680.46	1779.06	3696.11	1870.93	1642.61	2158.87		3143.88	1996.13	1669.41			2570.03	2229.38	2342.93	2050.29	2060.18	3617.51	2388.48	1777.92	1840.74												
P34897	P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	5110.73	4529.53	6550.01	5503.9	4933.09	6035.12	5703.31	5914.55	6154.12	5715.88	5078.77	4527.05	5125.67	4017.36	4350.73	4741.25	5374.98	5287.78	4768.61	5601.11		5163.23	5066.14	5441.94	5626.2	5661.27	5599.38	5920.72	5560.85	5607.67												
P34932	P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	2453	2207.84	2202.64	2941.91	2308.15	2747.04	2472.49	2382.48	2688.35	2406.6	2757.99	2641.43	2597.15	2252.53	2752.59	2362.53	2232.04	2315.57	2521.31	2189.67		2188.73	2542	2492.61	2380.47	2128.6	2068.62	2136.11	1995.82	2156.7												
P35080	P35080	PROF2_HUMAN	PFN2	Profilin-2	1578.68	1445.14	1626.82	1070.75	1061.04	703.169	1334.12	901.404	978.529	763.672	826.342	1180.42	653.881	1734.89	709.048	910.896	1180.52	1451.61	1502.96	953.379			937.318	955.77	1569.95	1402.94	544.234	1241.96	1019.73	1945.88												
P35221	P26232;P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1	2942.38	2525.65	2558.77	2267.34	2350.12	2644.61	3051.38	2785.84	2312.91	2318.91	2497.96	2757.49	2638.22	2400.68	2440.43	2955.32	2809.88	2593.55	2302.16	2594.55		2674.37	2657.28	2950.32	2923.28	3056.13	1949.85	2735.61	2939.63	3038.29												
P35222	P35222	CTNB1_HUMAN	CTNNB1	Catenin beta-1							3881.6					3311.22					5229.15			5263.59				4945.03			4641.62															
P35232	P35232	PHB1_HUMAN	PHB1	Prohibitin 1	6105.94	5514.95	5514.63	6414.47	6447.4	7173.85	6003.64	6375.76	6510.49	5712.3	6169.33	5709.9	5144.74	6268.55	6431.03	7473.08	7029.88	6513.44	6385.19	6376.79		6851.57	7313.85	6668.61	7537.98	7414.01	7381.1	6631.45	7461.16	6962												
P35237	P35237;P50452	SPB6_HUMAN	SERPINB6	Serpin B6	1802.58	1061.39	1595.1	1081.12	1483.13	1124.15	1274.47	1103.36	1397.27		1182.91	847.057	1484.07		1665.42	2077.73	1641.41	1796.66	1687.69	1300.92		1599.83	1568.4	1942.96	1792.81	1282.27	1471.15	1558.1	1667.94	1904.35												
P35241	P35241	RADI_HUMAN	RDX	Radixin	2491.01	2657.1	2653.8	3251.83	2862.74	2580.74	2454.02	2656.56	2726.61	2613.19	1932.13	2626.22	2758.3	2279.15	2993.7	3277.32	2843.87	3230.19	3083.63	3298.48		3249.78	4625.31	2982.04	3967.35	2680.57	2830.11	3062.96	3565.31	3209.43												
P35244	P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit					1674.25												1430.79	888.167		1077.83		512.33			1118.98	1003.12		960.603	404.41	1021.18												
P35249	P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4						1260.11						663.978	1376.83	1302.54	813.395	1465.72	1587.52	2212.31	1914.1	2861.09		1669.89	2451.89	486.811		1063.36	1305.8	1679.82	978.044	774.055												
P35250	P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2	985.541	1614.3	1712	1168.77	800.337	1679.07	1228.01	872.04	903.962	1534.34	1454.81	788.08	1510.32	1624.83	1099.2	1564.7	1466.94	1028.29	1041.29	1425.38		1013.96		1209.91	1586.06	915.09	1287.07	1778.43	990.223	1052.94												
P35251	P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1																317.859						445.327								297.224												
P35268	P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	6963.4	6902.72	7304.67	7908.53	7906.39	6435.48	8995	6913.89	6791.68	7420.1	8470.29	11088.9	9253.59	11069.1	7548.42	8468.28	9718.86	7833.43	9057.33	9288.05		7369.45	8545.62	9169.59	9157.75	8619.92	9377.98	10726.4	8491.05	8931.77												
P35270	P35270	SPRE_HUMAN	SPR	Sepiapterin reductase							310.941					864.577	698.79	909.913	709.824			412.366		663.485		1149.56	491.778	293.99		416.817	310.142	547.405	382.357	622.821												
P35520	P35520	CBS_HUMAN	CBS	Cystathionine beta-synthase	847.145	430.618				519.309	201.703	1057.89	797.656	718.178	870.164	1012.04	446.594	735.295		891.443	863.679	505.791	765.588	634.265		1130.78		1301.43	961.7	633.858	1127.7	737.994	580.784	783.913												
P35527	P35527;CONT|P35527|K1C9_HUMAN	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9	1129.85	420.258	809.102	922.174	1191.21			533.909		1024.12	486.972		420.63	877.423	365.076	1025.57	849.146	834.623		1302.05		935.315	774.219	856.016		1061.92	1137.7		1011.11	507.851												
P35555	P35555	FBN1_HUMAN	FBN1	Fibrillin-1						358.579			173.691	331.212																	1822.53		3610.44													
P35573	P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme												1108.65							599.1	53.2182		728.836	144.144			817.969	302.528		744.474	696.739												
P35579	P35579	MYH9_HUMAN	MYH9	Myosin-9	11764.2	11818.8	11965.4	11574.7	12121.6	12883.4	12324.4	11782.7	12599.6	11881.7	12269.1	12186.8	11732.6	12106.4	11777.5	10849.7	10822.6	10810.2	11368.7	11581.5		11364.7	11545.8	11311.4	11947.1	12744.2	11846.1	11929.1	11920.5	11239.1												
P35606	P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	2676.63	2463.64	2538.21	3541.18	2574.36	2610.45	2545.7	2739.97	2648.74	3022.79	2642.3	3034.43	2618.73	2990.55	2849.89	3260.32	1801.15	2767.67	2473.94	3222.98		2640.37	2969.85	2566.71	4360.21	2606.75	2162.95	2510.98	2472.22	2905.68												
P35611	P35611	ADDA_HUMAN	ADD1	Alpha-adducin	545.542		681.256			786.433																508.576	696.113	227.636	374.279																	
P35613	P35613	BASI_HUMAN	BSG	Basigin	13545.9	11837.1	15084.8	14227.5	12127.4	14737	14397.6	12700.4	15748.2	12769.2	13532.4	14112.2	14082	13026.7	14534	16197.5	16703.5	13668.5	14235.5	13870.4		13444.7	17941.9	11902.3	13026.8	12559.1	12524.5	13110.4	13615.4	15488.2												
P35637	P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	9313.18	12485.1	9966.95	13155.2	9941.48	11158.5	11930	9846.11	12944.8	10851.7	12228.7	11188.8	10077	11872.9	11004.8	11604.4	10926.2	8614.26	11536.2	12386.7		11764	9429.77	10899.7	14856.7	11555.8	10994.2	10372.5	10594.3	11113.7												
P35658	P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214		994.518					617.444			1270.73			413.24		1350.55		731.934			765.997		1253.15		1339.9	665.124	1039.99	706.124		806.384	705.044												
P35659	P35659	DEK_HUMAN	DEK	Protein DEK	2091.11	2657.56	3618.66	2755.88	2230.6	2138.6	2308.07	2176.53	1855.61	2140.86	3223.09	3065.58	2534.49	2967.65	2715.9	3006.85	2579.18	2977.55	2440.55	2512.26		2451.52	3173	3288.4	2094.48	2852.25	2408.98	2282.88	2679.03	2701.4												
P35754	P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1																874.411	497.55		751.266	903.921					442.322	464.884	525.489	589.062	1104.83	510.654												
