Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5628.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5629.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5630.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5631.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_100nlminA_25cm_4-20-2024_Slot2-91_5632.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5633.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5634.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5635.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5636.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_150nlminA_25cm_4-21-2024_Slot2-91_5637.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5639.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5640.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5641.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5642.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminA_25cm_4-21-2024_Slot2-91_5643.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5659.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5660.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5661.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5662.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminB_25cm_4-21-2024_Slot2-91_5663.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-21-2024_Slot2-91_5664.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5665.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5666.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5667.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_25cm_4-22-2024_Slot2-91_5668.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5644.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5645.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5646.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5647.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_25cm_4-21-2024_Slot2-91_5648.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5649.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5650.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5651.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5652.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_25cm_4-21-2024_Slot2-91_5653.d
P32455	P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1												790.207	1465.12	2079.88		863.749	1350.35	793.418	1182.5		1100.63	1514.12			1729.26	1299.55	2005.63	803.417		1401.25	1930.48	1131.72	1453.31	1208.78	1926.72
P32456	P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2									579.818		489.284		481.488	1216.27		558.235			344.296		1087.21	791.912			819.384			789.981		1034.01				1026.19	
P32969	P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9						9076.74	8010.68	8441.14	8041.33	9174.99	7924.41	7603.6	8615.62	8283.1	7148.65	6990.11	8371.78	8959.55	7227.53	7072.66	9087.96	7529.85	8084.11	6934.99	7864.63	9533.9	10438.6	8012.2	10427.7	12146.3	7357.61	8257.08	7222.75	7232.8	6830.97
P33176	P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain			47058.9	55459		2558.48	1907.91	2356.64	2143.05	2215.5	1967.79	2142.1	2146.63	2290.44	2229.81	2186.83	2216.38	1835.45	2201.23	2281.7	2190.29	2335.14	2325.41	2032.53	2036.24	2062.83	2272.95	1831.95	2078.24	2226.74	2638.64	2201.36	2378.26	1945.22	1861.56
P33240	P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2						1386.89	1134.18	2204.95		1285.63	1832.18	1455.78	1458.74	1666.29	1319.76	1207.33	1221.85	1469.16	1382.54	2013.61	1620.99	1687.16	822.269	1456.27	1142.72	1211.15	1423.75	1382.43	1323.48	1600.08	621.714	973.669	1258.36	1682.31	549.883
P33316	P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	187551	154274	103104		205862	15649.9	15544.2	11734.5	15431.1	16168.6	13573.5	14452.3	16920.3	13377.9	12726.9	12529.2	16239.1	12867.1	12063.8	13313.4	13300.6	13499.5	14961.9	13090.6	12670.1	14669.4	14341.7	13124.7	14083.6	15446.5	10362.2	10874	11312.6	10279.3	13259.5
P33527	P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1										731.606	1119.96			675.15		1326.79	572.321	475.83		1555.72	1128		1054.88	1511.72	860.634	967.399	854.103	409.926	719.839	1184	792.032	572.057	1525.07	495.559	895.406
P33897	P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1																301.289										240.943	930.724		672.594	467.959	459.603	1306.07			736.463
P33991	P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4					213290	5673.99	5467.34	5738.92	4894.6	5548.92	5124.48	4660.51	4791.45	5996.6	6149.56	5993.11	5225.17	5957.9	5509.81	5999.01	5938.52	5428.13	6628.91	6794.5	5273.24	5991.23	5446.87	5910.35	5941.72	4827.37	5155.38	5618.67	5852.62	5174.74	5316.38
P33992	P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5						8636.95	6816.3	8406.87	7227.83	7258.03	6811.34	7426.26	7829.37	7525.12	5930.23	7513.76	7636.02	8752.5	7105.32	8151.91	6183.4	7217.48	6553.53	6868.3	6715.13	6439.68	6737.59	6342.7	6094.85	6201.94	7035.54	6556.37	5463	6644.96	6167.41
P33993	P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7						4308.55	5047.93	5504.62	5044.71	3839	5504.76	5366.85	5177.85	4931.04	3964.68	4480.06	4967.32	4957.82	5696.34	4107.58	4671.24	4115.57	4991.4	4553.04	4475.91	4147.29	4038.91	4562.35	4668.1	3668.1	3976.08	3521.86	2885.58	3846.45	4603.06
P34896	P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic						3328.88	4099.94	2064.23	4226.95	2495.51	3461.79	4022.32	4875.85	3957.96	3301.45	3764.43	4131.67	3704.68	2439.09	3132.18	3869.17	2969.27	3591.16	3676.02	3400.92	3252.5	3054.46	4665.04	3254.71	4104.44	2520.31	2778.14	2241.82	3833.32	3163.12
P34897	P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial						8770.85	12189.5	10101.7	9119.04	10266.2	9662.37	10172.1	10946.5	9616.1	8808.14	10875.9	8279.45	10021.1	10855.9	10080.8	10819.7	9258.75	9097.07	9641.35	10221.2	9888.08	10092.9	8819.26	9025.16	8288.61	9222.95	10179.6	9028.12	7992.74	10092
P34932	P34932	HSP74_HUMAN	HSPA4	Heat shock 70 kDa protein 4	297955	116990	481303	225144	263794	4250.56	4579.22	4807.63	4388.74	5296.92	4955.17	5171.23	5109.35	5553.08	4509.43	4854.38	5259.84	4522.18	5649.68	5185.75	4472.68	5077.72	4888.23	5016.55	4620.1	5078.4	5084.86	4973.94	4673.81	4375.23	4857.89	5163.72	4573.5	4639.53	4623.05
P34949	P34949	MPI_HUMAN	MPI	Mannose-6-phosphate isomerase																		740.261	694.508						264.446	637.639						364.106			
P35080	P35080	PROF2_HUMAN	PFN2	Profilin-2					34150.6	1072.45			1836.32	2136.26	1429.93	1427.74	1276.05	1713.44	2186.12	1420.54	1956.29	2241.7	1021.06	1486.78	1159.47	1827.1	1297.86	1186.51	1786.96	1035.74	1458.86	1409.39	1549.82	1414.37	1474.36	1134.75	2029.85	1856.26	2088.45
P35221	P26232;P35221	CTNA1_HUMAN	CTNNA1	Catenin alpha-1						4822.15	5012.79	5086.11	4587.04	4731.97	3981.22	3725.9	3972.89	3716.88	3328.27	4297.44	3933.36	4305.31	4554.68	3821.75	3521.14	4373.38	3837.39	4037.25	3971.21	3756.73	4308.81	4489.16	4151.96	4451.79	3862.55	4094.37	4444.1	4177.77	4140.2
P35222	P35222	CTNB1_HUMAN	CTNNB1	Catenin beta-1								3295.25		2296.76	2159.48	1228.98				4357.38	1895.88	7818	3603.62	2751.01	2541.82	1416.38	3793.59		1242.81	3676.42		1712.92						2690.56	1327.59
P35232	P35232	PHB1_HUMAN	PHB1	Prohibitin 1						10386.9	8460.87	7545.28	7515.53	7105.74	7802.04	8674.94	8213.27	6348.57	6584.93	7823.27	8383.84	7850.42	6659.37	6616.09	7579.52	7630.6	8297.8	7090.27	7233.04	7470.56	6798.14	8030.2	7293.72	6984.74	6495.08	8078.22	6885.02	6392.54	8381.02
P35237	P35237	SPB6_HUMAN	SERPINB6	Serpin B6						1141.26	2197.47	1633.09		1348.85	1302.8	1145.09	1435.24	1519.52	1996.06	1752.37	1302.59	1701.4	1794.4	1954.82	2091.14	1613.79	2036.88	2361.39	1786.55	1636.25	2208.13	2288.61	1861.59	2024.14	2340.52	3021.85	2011.52	1844.11	2319.28
P35241	P35241	RADI_HUMAN	RDX	Radixin		202781			193802	7503.19	6540.59	7269.27	5610.02	7484.67	6148.55	6414.61	5696.86	5970.17	7093.25	6991.11	6593.96	7424.21	6559.46	6684.38	5315.29	5499.66	6424.04	6440.73	5685.99	6264.16	5956.97	6614.15	5603.33	6096.45	5464.33	6571.93	4397.56	5158.94	4935.24
P35244	P35244	RFA3_HUMAN	RPA3	Replication protein A 14 kDa subunit						724.043		954.434			399.472	522.01		609.642		353.733	610.316	662.895		354.39	727.341	653.53	773.754	523.201	541.047	788.044		417.406						320.913	1236.84
P35249	P35249	RFC4_HUMAN	RFC4	Replication factor C subunit 4						789.117	1824.34	1501.5	1809.79	1622.35	1337.34	1476.63	1249.26	1028.19	1674.74	1740.72	1656.79	1672.16	1463.24	1265.89	1509.71	1305.69	1467.49	1258.77	1662.26	1325.5	1614.62	1540.02	1285.88	1774.78	1391.49	1570.33	1985.69	1514.2	1600.38
P35250	P35250	RFC2_HUMAN	RFC2	Replication factor C subunit 2							1772.24	2695.2	1624.18	2182.51	1461.52	2300.42	2584.59	1850.35	1583.2	1448.4	1910.84	1866.23	1018.34	1447.45	1655.07	1788	1878.51	1668.93	1564.04	1747.9	2061.38	1999.89	1953.52	2544.76	1614.25	1424.73	1684.4	2115.9	1252.82
P35251	P35251	RFC1_HUMAN	RFC1	Replication factor C subunit 1						707.486		598.387			249.364	889.669	410.924	516.197		362.605		284.102		566.84	463.708		498.112	266.623	285.4	411.414	2014.32	708.53				374.164			319.107
P35268	P35268	RL22_HUMAN	RPL22	60S ribosomal protein L22	749227	470954	552977	480918	440115	20430.2	23505.6	21304.6	18301.2	21905.3	24388.5	22708.3	23909	21348.8	21791.9	22569.5	23000.2	25151.3	22464.2	22835.2	22210.1	26553.7	21742.4	22054.8	23727.2	21529.5	24853.5	24190.2	22124	24251.6	23608.2	22647.7	22257.5	24580.4	23913.7
P35269	P35269	T2FA_HUMAN	GTF2F1	General transcription factor IIF subunit 1											542.323		469.191		388.274	601.45		724.887			1219.47		1093.62		1040.21			391.988			119.289		93.2481		
P35270	P35270	SPRE_HUMAN	SPR	Sepiapterin reductase											770.126	664.294	953.623	1228.32	1133.69		329.967	403.734	472.839	504.13	998.426	568.542	732.977	667.841	862.299	841.639	576.556	676.063	458.826	892.111	700.892			521.362	
P35520	P35520	CBS_HUMAN	CBS	Cystathionine beta-synthase				97172		2594.76	1955.07	1066.26	2149.48	1301.3	1294.95	1158.71	1140.18	1549.15	1907.6	1352.26	1815.32	1654.96	2331.76	2007.96	1684.57	1049.13	1453.99	1886.83	1308.25	1202.13	1132.09	1668.07	1316.31	1717.66	1662.28	1379.14	1241.55	1274.76	746.026
P35527	P35527;CONT|P35527|K1C9_HUMAN	K1C9_HUMAN	KRT9	Keratin, type I cytoskeletal 9			548317													1338.69	1772.92	1941.21	2501.37		2542.42	1520.85	1984.18	2095.11	1836.85	944.367	1250.57	2396.45	1003.8	1374.02	1746.93	1288.83	1832.23	799.986	926.151
P35555	P35555	FBN1_HUMAN	FBN1	Fibrillin-1											1449.89	865.745				167.943	854.365	2453.76		78.5583	765.45		2346.22		982.695	340.402	1025.65	1584.48	1445.19	598.137	1185.83	803.51			
P35573	P35573	GDE_HUMAN	AGL	Glycogen debranching enzyme						1874.57	1817.97				825.938	620.33	1377.02	1231.14	3959.12	658.842	621.228	1111.28	1290.43		951.615	1126.18	773.326	1443.61	1405.77	1160.99	1436.11	1210.87	862.342	3390.73	778.529	858.912	785.446	2081.61	709.562
P35579	P35579	MYH9_HUMAN	MYH9	Myosin-9	879138	714728	814782	555086	532847	21398.4	22045.8	22640	21758.4	22001.5	22006.6	22789.4	21637.3	22635.3	20804.4	21572.6	21964.2	22471.8	22355.1	22480.8	22441.7	20744.9	21012.7	21830.5	22018	20539.5	19294.1	21738.1	19764.9	19534	20712.6	21221.8	19162.2	20370.4	20135.2
P35580	P35580	MYH10_HUMAN	MYH10	Myosin-10											504.076	606.892	648.933		551.66	328.31			511.152	263.69		356.055	320.3		370.149	677.595					1137.5		243.686		
P35606	P35606	COPB2_HUMAN	COPB2	Coatomer subunit beta'	535509				358223	4271.26	6672.01	5008.97	4851.6	5557.62	4949.6	4810.93	3891.95	5024.61	4178.78	3653.62	6041.28	4347.65	4628.05	3799.49	4087.72	4087.76	4827.73	5218.47	5137.33	3675.31	4719.29	4644.75	5554	4335.88	4324.7	4370.66	5057.26	4714.33	4405.26
P35610	P35610	SOAT1_HUMAN	SOAT1	Sterol O-acyltransferase 1														580.691						411.043					517.561	599.259					1097.72			600.569	521.419
P35611	P35611	ADDA_HUMAN	ADD1	Alpha-adducin							430.088		699.731		672.158	363.979	598.841		493.465	491.409					398.971	747.364	125.233	504.783				1043.93	551.549		715.845	456.015	189.684		1138.47
P35613	P35613	BASI_HUMAN	BSG	Basigin	308669		229093			24837.8	24802.8	23495.8	26232.4	26469.5	28596.9	24851.8	26607.9	26149.7	28994.3	28173.8	27812.8	26187.2	25807.9	25906.5	25434.8	28959.4	27515.3	24980.9	24434.4	27511.7	27657.8	25427.4	24253.8	25813.3	23129.4	28035.7	27761.3	27641.5	24252.5
P35637	P35637	FUS_HUMAN	FUS	RNA-binding protein FUS	181098	84498.4	279810	192457		21121.5	18990.5	7571.04	7758.24	18105.5	16377.9	18329.9	16823.3	18510.5	17913.8	22355.8	20382	20057.8	18094.8	17872.8	19617.9	19771.1	19156	19556.3	13993.3	15974.8	21154.3	20335.5	19930.1	20590.1	17053.6	17213.9	19644.2	21102.3	19290.7
P35658	P35658	NU214_HUMAN	NUP214	Nuclear pore complex protein Nup214						813.891	827.098	911.3	1305.74	457.209	824.302	413.247	876.958	1224.82	616.915	925.9	921.333	874.826	817.105	956.55	994.009	702.463	633.018	886.3	504.405	889.31	2551.5	1000.44	730.016	1632.85	1307.41	959.231	746.328	443.758	803.28
P35659	P35659	DEK_HUMAN	DEK	Protein DEK						2777.02	3164.7	3386.48	4980.55	3794.79	2963.67	3039.3	2887.32	3036.45	3263.21	2775.56	3377.87	3518.42	2766.56	3643.29	3424.4	3325.79	2908.34	2952.39	3104.83	3352.1	3097.09	2625.28	2777.29	3477.96	3215.34	2586.31	2710.39	3952.25	3470.87
P35754	P35754	GLRX1_HUMAN	GLRX	Glutaredoxin-1											810.539	435.554	877.012	384.072	324.392	525.914	619.377	555.279	861.415	955.176	497.62	1152.88	666.578	1079.46	1339.03			800.71	497.914			1022.23		477.317	813.378
P35998	P35998	PRS7_HUMAN	PSMC2	26S proteasome regulatory subunit 7	85240.8					1869.57	1713.88	2547.11	1950.12	2058.02	2095.56	2123.34	1967.64	2345.58	2061.37	2459.04	2103.95	2294.41	2230.43	2560.27	1985.36	1884.9	2482.21	2233.63	2227.24	2049.61	2500.06	1625.14	2329.24	1970.74	2109.42	2177.04	2072.29	1931.03	2484.41
P36404	P36404	ARL2_HUMAN	ARL2	ADP-ribosylation factor-like protein 2									1536.8		956.347	950.684	1033.92	758.538	1199.5	1160.9	880.12	1012.92	748.833	628.399	781.93	712.148	804.76	976.984	1162.29			860.552			918.176			664.527	656.354
P36405	P36405	ARL3_HUMAN	ARL3	ADP-ribosylation factor-like protein 3								655.283	529.805	992.098	467.333	1189.26	1377.35	1228.7	1148.46	991.282	1010.34	1310.04	865.117	1418.28	740.71	1046.59	1127.01	990.333	679.097	1585.42	2472.98	917.79	1451.64	4001.73	1405.39	1158.5	1122.96	1730.01	1518.34
P36507	P36507	MP2K2_HUMAN	MAP2K2	Dual specificity mitogen-activated protein kinase kinase 2						2523.62	2577.8	3661.45	2918.75	1482.8	2060.72	2074.28	2117.99	2328.54	1886.75	2260.3	1472.99	1804.79	1789.23	2070.93	2313.98	1829.35	2189.58	2265.53	1890.16	2045.37	1989.06	2161.73	2162.27	1907.26	1454.6	1382.69	1538.18	1735.24	2082.3
P36542	P36542	ATPG_HUMAN	ATP5F1C	ATP synthase subunit gamma, mitochondrial						4714.86	3587.13	3771.73	3176.82	2808.7	3183.2	4134.04	4108.06	3843.03	3402.46	3538.76	3498.35	2478.88	3218.49	4510.81	4022.95	4145.73	2559.99	3545.94	3475.57	4075.8	4423.97	4440.11	3170.55	4254.27	4130.15	4103.43	3783.05	4073.97	4128.19
P36543	P36543;Q96A05	VATE1_HUMAN	ATP6V1E1	V-type proton ATPase subunit E 1											660.318	1224.22	1342.76	1435.59	1989.72	1172.42	1218.28		932.339					1689.68		996.638	977.35		3413.06	865.879	1909.71	882.779	872.78	688.076	1674.35
P36551	P36551	HEM6_HUMAN	CPOX	Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial												706.954			275.984				313.939			830.498	284.974		335.379									401.255	
P36578	P36578	RL4_HUMAN	RPL4	60S ribosomal protein L4		381877	472203	316903		20134.5	17468.1	18912.3	18513	20717.6	18329.6	18325.6	19725.6	20070.9	21983.7	18264.7	18433.8	17778.2	17511.2	19173.2	19289	16826.3	16652.2	17326.5	18846.5	18546.8	17350.9	18334	17758.3	18193.1	19738.1	18386.5	17362	19179.6	19169
P36639	P36639	8ODP_HUMAN	NUDT1	Oxidized purine nucleoside triphosphate hydrolase						1056.36	1002.1	1491.07	1249.63	717.986	1023.83	1677.22	1307.19			938.779	811.925		1137.21	967.655	1317.51	1190.26	843.451	973.135	949.133	1296.71		657.185			420.475	1154.67	1167.8	805.711	792.473
P36776	P36776	LONM_HUMAN	LONP1	Lon protease homolog, mitochondrial						2121.18	2473.45	2609.53	2626.22	1966.7	2368.43	2095.24	1967.13	1668.41	2724.47	2124.65	2438.45	2521.14	2228.47	2384.21	2362.28	1452.1	2195.28	2024.93	1692.16	2105.03	1900.57	2175.37	1775.99	1755.12	2139.99	2241.39	1763.04	2537.83	1930.51
P36871	P36871	PGM1_HUMAN	PGM1	Phosphoglucomutase-1						4404.24	3246.83	3512.82	3966.99	4091.14	3268.25	3864.99	3963.66	3690.12	3555.03	3675.67	3648.47	3967.83	3809.95	3452.31	3787.96	2798.73	3632.28	3877.62	4035.19	3344.73	2993.38	3811	3551.95	4313.38	3284.71	3675.91	3454.07	3744.74	3353.07
P36915	P36915	GNL1_HUMAN	GNL1	Guanine nucleotide-binding protein-like 1																					241.199	592.63		1046.18	570.688	504.202	422.228		539.517	399.614		90.3377	511.237		188.687
P36952	P36952	SPB5_HUMAN	SERPINB5	Serpin B5						2815.72	2939.97	3665.81	4104.07	2588.96	3154.2	2675.4	2706.77	2288.11	2630.33	3227.93	2705.1	2495.91	2887.76	2038.73	2760.7	2948.26	3052.11	2858.12	2772.83	1991.59	2590.9	2779.16	2911.68	2912.38	2527.97	2830.92	3011.38	2221.92	2994.97
P36954	P36954	RPB9_HUMAN	POLR2I	DNA-directed RNA polymerase II subunit RPB9												1055.83								576.338	309.312										1469.29				896.03
P36957	P36957	ODO2_HUMAN	DLST	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial				66509.9		2779.67	2961.17	3011.17	2491.91	2962.42	2884.37	3408.11	3308.1	3519.12	3678.89	2328.43	3397.57	2872.08	3229.81	3332.92	2823.65	3261.65	3359.44	3049.41	2909.86	3094.55	3634.52	3051.73	3606.6	2937.84	4102.93	3293.33	3561.22	3845.64	3469.45
P37108	P37108	SRP14_HUMAN	SRP14	Signal recognition particle 14 kDa protein					803629	4052.91	4693.06	7643.35	5623.15	7588.48	5774.97	5548.69	5794.48	5144.19	4397.05	6228.84	6298.3	6085.93	5281.22	6364.9	5562.82	6176.75	6491.36	5686.31	5679.14	5746.01	6574.19	6214.99	6482.6	6032.93	4880.78	6045.34	6268.25	6354.18	5036.1
P37198	P37198	NUP62_HUMAN	NUP62	Nuclear pore glycoprotein p62								686.131	233.214		321.801		392.263	454.338		515.973	732.457		936.893		387.19	903.198				547.912		505.054	1197.12	1416.69		741.429			
P37235	P37235	HPCL1_HUMAN	HPCAL1	Hippocalcin-like protein 1						1830.31	2159.04	2612.1	1662.02	2806.66	2622.47	1894.52	2211.69	2177.74	1481.35	2149.44	2407.8	2123.67	2288.64	2581.75	1877.56	2031.43	2126.4	1829.57	2081.02	2202.01	2163.93	1941.59	2168.51	1804.38	2642.83	2190.19	2372.69	2121.81	1919.99
P37268	P37268	FDFT_HUMAN	FDFT1	Squalene synthase											848.524	1482.95	1546.17	856	1419.77	1360.53	1126.68	1912.56			1173.77	1353.79	811.691	1487.71	822.252	771.571	796.924	1556.74	936.907	1629.5	722.634	904.274	746.495	488.647	1450.13
P37802	P37802	TAGL2_HUMAN	TAGLN2	Transgelin-2	594441	453434			511839	45355.3	29091.5	37827.2	32264	10910.7	40994.3	45282.2	45152.6	41051.7	40477.8	38599.2	44099.3	41464.9	36707	37789.6	43049.3	39393.9	41863	38572.5	37939.8	42252.8	45694.8	46508.9	47167.5	44890.3	43847	41485.3	41754.3	45732.7	42332.3
P37837	P37837	TALDO_HUMAN	TALDO1	Transaldolase	221790	197574	242888			6202.69	5869.98	7233.72	5587.08	6809.38	7237.19	8100.48	7534.21	7664.92	7242.14	7117.76	8092.34	7872.5	7322.32	7352.21	8075.43	6903.91	7615.71	7332.08	7969.97	7481.07	7484.88	7920.28	7781.14	6440.72	5801.39	7152.4	6776.63	6218.99	8087.23
P37840	P37840	SYUA_HUMAN	SNCA	Alpha-synuclein						994.877	2747.64	1192.44	1517.69	1790.27	1282.19	5103.42	1348.77	2048.83	2085.1		1633.86	1993.09	2335.13	1023.95	1956.26	1529.88	1513.06	1730.87	1126.37	2414.47	2534.54	1448.88	702.449	1772.4	1175.25	1315.07		1001.95	1755.37
P38117	P38117	ETFB_HUMAN	ETFB	Electron transfer flavoprotein subunit beta			191789	114379		6535.11	6818.88	7186.7	5944.48	5570.1	6652.57	6513.85	6680.38	6609.03	7201.48	6422.72	5699.47	5540.25	6323.75	6491.45	6153.08	5810.49	6344.41	6964.59	6494.55	6444.32	7003.22	6218.79	6349.7	5299.95	6838.71	6634.85	6207.86	7554.12	6622.77
P38159	P38159;Q96E39	RBMX_HUMAN	RBMX	RNA-binding motif protein, X chromosome	341989	336955	560508	414639	302623	9757.55	8325.24	6987.66	11134.7	9334.07	9226.98	9530.72	9848.78	10690	9310.85	9205.37	11567	8071.08	10830.7	8612.61	10304.1	8742.75	8746.95	9557.11	8583.62	10922.2	10552.1	9673.92	8968.75	10100.7	8978.86	9595.7	9021.28	10010.7	10279.3
P38435	P38435	VKGC_HUMAN	GGCX	Vitamin K-dependent gamma-carboxylase																	1183.56					989.216									651.679				
P38571	P38571	LICH_HUMAN	LIPA	Lysosomal acid lipase/cholesteryl ester hydrolase																										322.593			485.062	1097.55					
P38606	P38606	VATA_HUMAN	ATP6V1A	V-type proton ATPase catalytic subunit A	268124				233946	4849.9	4676.4	5670.47	4479.66	4009.06	4224.39	3558.19	4299.36	4329.54	4638.78	4233.89	4270.6	4761.58	4547.91	4741.72	3950.38	4233.14	4063.55	3737.03	4079.01	5011.86	4691.66	4613.09	3952.06	4231.43	4629.56	4028.41	5038.54	4782.29	4813.61
P38646	P38646	GRP75_HUMAN	HSPA9	Stress-70 protein, mitochondrial	418913	278647	541028	329150	188924	18418.7	18777.4	18607.9	16980.6	17187.7	18902.4	17726.1	18357.4	18458.5	15869.3	18155.5	19752.9	19742.4	18255.9	18872.8	18462.3	18990.9	18939.8	18404	18990	19713.4	18836.1	19149.7	18635.3	17710.3	17217.2	17725.4	16848.9	17622.9	19907.4
P38919	P38919	IF4A3_HUMAN	EIF4A3	Eukaryotic initiation factor 4A-III						4589.08	3285.25	4672.98	4047.29	3932.43	4328	3729.47	3600.09	4085.79	3535.41	4009.82	4285.75	4431.48	4750.74	3806.34	4375.63	4460.62	3330.82	4133.29	3963.12	3825.41	4953.57	4275.14	3726.38	4666.75	4236.05	4071.84	5070.74	4667.72	4587.83
P39019	P39019	RS19_HUMAN	RPS19	40S ribosomal protein S19	287240	183217			161463	15177.1	17855.3	14047.5	16431.7	17634.2	13721.9	15063.2	15533.5	15516.2	13140.6	16498.9	17291.9	14601.4	14785.3	15973.6	15954.1	15961	17047.7	15759.4	15213.8	15517.5	13380	16161.7	13971.7	13466.7	15624.5	17749.4	14679.9	13424.1	15403
