Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5680.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5681.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5682.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5683.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_0.5ul_4-22-2024_Slot2-90_5684.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5675.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5676.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5677.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5678.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_1ul_4-22-2024_Slot2-89_5679.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5670.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5671.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5672.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5673.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_2ul_4-22-2024_Slot2-88_5674.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5685.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5686.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5687.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5688.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_3ul_4-22-2024_Slot2-87_5689.d
P15586	P15586	GNS_HUMAN	GNS	N-acetylglucosamine-6-sulfatase	3334.6	2838.4	2955.23	3252.8	2565.16	2873.12	3028.26	2959.14	3151.48	3009.23	2405.95	2388.44	3264.44	1967.57	3338.32	2679.71	2671.98	2988.51	3203.11	2575.09
P15848	P15848	ARSB_HUMAN	ARSB	Arylsulfatase B					1217.98	1613.38		1549.07	686.642			526.165	305.537	857.038			1112.07	1784.46	766.149	1391.72
P15880	P15880	RS2_HUMAN	RPS2	40S ribosomal protein S2	18676.1	16808.3	18368.2	17269.4	17023.9	16176.5	17105.7	16461.4	17331.8	18452.5	16344.3	19026.7	19253.7	18460.2	17531.2	17957.4	18284.2	19313.6	18353.1	18331.5
P15924	P15924	DESP_HUMAN	DSP	Desmoplakin			1164.08		1133.25							623.198	302.236	1184.89	1077.39	851.268	398.377		667.692	963.39
P15927	P15927	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit	2467.74	3080.3	2776.98	3353.12	3725.28	2277.27	2447	2454.88	2417.02	2426.19	2637.65	2724.85	2471.81	3766.51	3286.12	2688.17	1942.96	2471.84	2794.38	3593.37
P15954	P15954	COX7C_HUMAN	COX7C	Cytochrome c oxidase subunit 7C, mitochondrial	3397.12	4067.25	3759.84	3885.57	4137.94	3834.92	3164.81	3739.76	3833.74	3577.49	4228.11	4381.92	3791.67	4423.73	2997.84	4266.83	3755.87	3468.55	3520.51	3063.03
P16066	P16066	ANPRA_HUMAN	NPR1	Atrial natriuretic peptide receptor 1			1153.67		580.336	892.002						412.022		550.296			927.202	569.207	687.145	625.906
P16070	P16070	CD44_HUMAN	CD44	CD44 antigen	10829.3	11002	10882.2	11600.5	11648.6	11453.6	10798.4	10877.5	10944.3	9419.84	10460	10384.2	8589.96	11716.3	10810.4	11162	11052.8	10894.9	9700.51	10090.7
P16083	P16083	NQO2_HUMAN	NQO2	Ribosyldihydronicotinamide dehydrogenase [quinone]	3727.63	3502.3	3101.83	3374.44	3639	4099.46	3682.78	3708.73	3621.22	3124.8	2973.54	2771.02	3795.23	3785.71	4208.9	2579.19	3346.21	3342.99	3122	3338.35
P16104	P16104	H2AX_HUMAN	H2AX	Histone H2AX	883441	831518	777017	850307	843209	849056	810662	782477	774465	832595	778376	814004	665488	767703	720969	764739	548412	633329	644703	627924
P16152	P16152	CBR1_HUMAN	CBR1	Carbonyl reductase [NADPH] 1	12016.3	11965.1	11234.8	11239.6	9994.5	10409	10673.6	12559.6	10156.9	10131.1	10540.8	11867.8	11659.3	11558.3	10049.3	11446	11852.1	10899.6	11446.4	11238.4
P16220	P18846;P16220	CREB1_HUMAN	CREB1	Cyclic AMP-responsive element-binding protein 1	3795.44	2296.39	1669.99	2757.44	2172.9	2396.34	1616.12	2195.24	1726.37	1873.74	2016.15	2122.92	1743.9	2333.11	1771.16	2091.31	2749.22	1442.22	1955.6	1931.76
P16278	P16278	BGAL_HUMAN	GLB1	Beta-galactosidase	1692.14	1408.45	2752.5	1230.03	1354.49	1244.16	1221.27	1466.19	1752.07	1550.14	1473.92	1592.96	1369.2	1395.74	2248.44	1445.26	1538.67	1647.07	1239.81	1239.95
P16333	P16333	NCK1_HUMAN	NCK1	Cytoplasmic protein NCK1			1460.23				1698.77										1362.72	1355.32	1500.47	1444.25
P16401	P16401	H15_HUMAN	H1-5	Histone H1.5	68250.7	63806	71389.7	70786.6	64839.2	62069.2	70177	63253.4	63743.3	63980.7	58138.7	63261.1	66697.7	64368.8	61841.1	64100.8	68115.6	62515.1	63281.1	66803
P16402	P16402	H13_HUMAN	H1-3	Histone H1.3	4951.04	3374.35	3554.6	2901.88	4624.5	5580.64	4713.45	3116.53	4936.72	5414.27	5123.22	4292.52	3740.16	4948.61	5074.68	4785.5	3841.1	4531	5360.85	5360.52
P16403	P16402;P10412;P16403	H12_HUMAN	H1-2	Histone H1.2	179620	169249	172809	181008	173699	171357	170665	174997	173445	174848	171406	169965	172914	175232	178461	177641	174991	167259	166594	166119
P16435	P16435	NCPR_HUMAN	POR	NADPH--cytochrome P450 reductase	3034.31	3007.4	2678.58	2888.25	3005.72	3385.85	2292.58	2851.84	3310.31	2520.23	2748.3	3093.09	3026.12	2859.15	3505.81	2421.88	2844.45	2948.94	2722.29	2767.03
P16455	P16455	MGMT_HUMAN	MGMT	Methylated-DNA--protein-cysteine methyltransferase	668.746	661.281	1462.84	937.314	1052.07	538.857	1731.95	342.817	530.922	655.513	809.826	692.489	1324.29	828.413	430.619	1080.03	825.863	598.719	863.8	915.55
P16615	P16615	AT2A2_HUMAN	ATP2A2	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	5348.56	5320.55	5176.83	5997.45	5125.08	5482.14	4990.92	5263.82	5651.37	5660.01	4136.77	5797.91	4682.18	4993.8	4923.63	5571.53	5552.26	5308.69	4924.29	5075.47
P16930	P16930	FAAA_HUMAN	FAH	Fumarylacetoacetase	1661.9	1424.87			950.863			1209.65			990.339	1002.37		1277.77		1486.44	1174.4	939.39	891.843	1383.81
P16949	P16949	STMN1_HUMAN	STMN1	Stathmin	15626	15780.3	15527.2	15405.3	16372	15484.7	16596.5	14839.5	16161.4	16329.2	16296.1	15155.5	14459.2	14584.6	15954.2	16072.5	16673.4	16192	14994.4	15444
P16989	P16989	YBOX3_HUMAN	YBX3	Y-box-binding protein 3	2897.39	2227.3	2751.82	2084.89	2576.35	2129.86	2965.16	2184.14	2474.57	2358.9	2048.53	2054.08	2029.34	2304.97	2729.15	1996.68	2644.72	2893.45	1930.8	2590.99
P17050	P17050	NAGAB_HUMAN	NAGA	Alpha-N-acetylgalactosaminidase	743.782		730.033			1315.25	698.737		914.814	1600.29		1291.14		1084.38	866.647	831.249		1005.8	403.477	751.319
P17096	P17096	HMGA1_HUMAN	HMGA1	High mobility group protein HMG-I/HMG-Y	11298.9	11667.1	12498.6	12256.6	12244.6	9038.64	12075.2	11798	11059.4	14329.6	9643.22	12391.7	11266.1	11823.1	11343.9	11225	9188.19	11697.5	8611.43	9289.16
P17152	P17152	TMM11_HUMAN	TMEM11	Transmembrane protein 11, mitochondrial		722.639			1221.19				864.662			931.962		964.712			1064.46	732.569	1253.17	575.919
P17174	P17174	AATC_HUMAN	GOT1	Aspartate aminotransferase, cytoplasmic	3178.45	3512.72	3602.83	4015.11	3988.13	3887.39	3055.78	3871.55	3984.8	3812.91	4299.16	3786.42	3951.75	3878.26	3676.93	3482.98	3796.26	4342.27	3280.69	3975.92
P17252	P17252	KPCA_HUMAN	PRKCA	Protein kinase C alpha type		916.286	870.295	1500.68	1518.45	2243.07	2345.09	2596.9	1432.05	1432.41	1306.05	1605.94	1558.79	2390.23	1457.97	1521.44	2410.93	1806.05	1800.1	1888.75
P17275	P17275	JUNB_HUMAN	JUNB	Transcription factor JunB			775.395									780.475	675.486				431.703	791.149	871.295	485.965
P17301	P17301	ITA2_HUMAN	ITGA2	Integrin alpha-2		536.509								1034.08							369.768		362.105	
P17405	P17405	ASM_HUMAN	SMPD1	Sphingomyelin phosphodiesterase		820.211	541.351	1226.17		532.026						648.227	1441.7	1244.16		870.285	1003.01	767.751	1020.17	772.806
P17480	P17480	UBF1_HUMAN	UBTF	Nucleolar transcription factor 1		1458.53	1356.28	1888.79	1077.46	1313.64	803.208	1133.48	1189.8	1705	1166.2	1047.19	1728.16	1268.51	1373.6	1387	1810.34	1255.14	1159.05	1539.62
P17535	P17535	JUND_HUMAN	JUND	Transcription factor JunD																				348.479
P17612	P17612	KAPCA_HUMAN	PRKACA	cAMP-dependent protein kinase catalytic subunit alpha	3228.97	3199.06	1490.13	1871.07	1790.79	1836.04	1320.82	2127.09	4000.36	2077.64	1981.55	3427.78	3957.91	3068.19	2444.28	3238.22	2623.48	3726.69	3589.16	3621.44
P17655	P17655	CAN2_HUMAN	CAPN2	Calpain-2 catalytic subunit	4074.01	3771.82	3700.77	3891.72	3693.97	3693.45	3698.38	3095.29	4006.14	3578.06	3240.73	3033.44	3831.42	3583.19	4120.7	3434.59	3489.16	3503.02	3112.42	3315.04
P17812	Q9NRF8;P17812	PYRG1_HUMAN	CTPS1	CTP synthase 1	3891.66	3683.69	3510.82	4218.3	4048.83	3882.44	4405.5	3881.76	4636.97	4535.54	3954.51	4240.89	3566.32	3849.82	3942.46	3413.29	3934.23	3738.74	4267.55	3483.23
P17813	P17813	EGLN_HUMAN	ENG	Endoglin	1411.91	1510.36	1614.73	1386.51	920.926	628.944	1018.26	744.65	1019.82	1492.51	1948.77	1080.4	1204.24	744.635	1209.2	1239.96	1589.84	1286.46	1000.39	1185.97
P17844	P17844	DDX5_HUMAN	DDX5	Probable ATP-dependent RNA helicase DDX5	18668.1	18608.8	18373.2	17492.8	17854.3	18654.6	17869.2	18697.2	19345.5	17087.7	20591.1	18072.5	18593.1	20001.2	18227.9	18300.6	17463.7	17275.5	18723.3	19721.8
P17858	P17858	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type	954.523				1163.06		1115.62	946.771	1013.57			1059.66		779.559	727.546	877.777	1501.06	875.534	1019.2	902.023
P17900	P17900	SAP3_HUMAN	GM2A	Ganglioside GM2 activator				1053.34				864.311									1107.78			
P17931	P17931	LEG3_HUMAN	LGALS3	Galectin-3	9299.13	8697.43	8650.66	8124.65	8364.06	9818.48	9762.76	8367.43	9601.84	9845.97	9210.78	9608.82	8697.57	9354.43	8888.12	10232.7	9375.99	10417.5	10047.2	9372.1
P17980	P17980	PRS6A_HUMAN	PSMC3	26S proteasome regulatory subunit 6A	8425.95	8893.64	8426.08	9486.79	7099.93	8560.42	10391	8339.33	6700.67	8766.42	10153.4	8695.25	8737.5	9384.95	7680.79	7006.32	9963.09	9103.99	8774.12	8428.14
P17987	P17987	TCPA_HUMAN	TCP1	T-complex protein 1 subunit alpha	10808.9	11222.8	10525.9	10374.8	10784	9914.74	10820.7	10978.7	10338.4	10471.3	9225.6	10446.8	11039.9	11565.6	10428.5	10757.6	10209.6	11415	11118.7	11130.6
P18031	P18031	PTN1_HUMAN	PTPN1	Tyrosine-protein phosphatase non-receptor type 1	1017.31		1521.41		970.249		1159.12		866.119				1276.26	872.72	1253.28	804.182	1441.81		758.48	605.496
P18077	P18077	RL35A_HUMAN	RPL35A	60S ribosomal protein L35a	15844.6	18593.4	16622.3	17154.5	17632.1	14452.8	16986.1	15145.2	17354.9	15414	15740.7	15694.6	15570.1	16008.5	15505.4	16758	15758.4	14687.5	16916.7	16188.6
P18084	P18084	ITB5_HUMAN	ITGB5	Integrin beta-5		2396.78	3987.65	900.277	3029.68	3088.51	2737.98	2202.29	2266.79	2742.21	2089.41	3540.38	2252.14	2069.83	3101.22	2548.02	2592.74	2668.18	2589.24	3587.4
P18085	P18085	ARF4_HUMAN	ARF4	ADP-ribosylation factor 4	11040.7	16168	17019.2	15368.7	15347.3	11920.2	13004.7	12612.7	15916.5	13446.5	13746.5	14322.1	13454	10689.9	13670	13417.1	16843.5	17708.2	18157.5	14376
P18124	P18124	RL7_HUMAN	RPL7	60S ribosomal protein L7	21417.6	23271	22102	23560.8	23323.4	23172.8	20662.8	24379.2	22218.5	24093.8	22038.8	23844	22333.2	23778.7	23751.9	23267.8	24587.4	23372.9	23701.2	23659.7
P18206	P18206	VINC_HUMAN	VCL	Vinculin	12729.5	12452.8	12551.2	13271	13040.1	12739	12596.1	12361.3	12925.1	12625.4	12497.7	12640.7	13048.9	12735.6	12830.3	12875	13625.1	13065.5	13089.8	12603.4
P18564	P18564	ITB6_HUMAN	ITGB6	Integrin beta-6	4557.34	9204.5	6064.71	7356.03	6505.72	5766.2	8520.16	6046.17	7353.24	7336.21	7889.94	5608.62	5275.08	6455	5997.5	5721.49	6818.93	7022.7	6587.29	7170.59
P18583	P18583	SON_HUMAN	SON	Protein SON	2618.23	3530.1	2451.97	3684.68	4240.92	1250.23	4107.72	2806.65	3546.71	2830.52	2444.84	3994.12	3429.09	2848.86	3889.18	2980.65	1571.87	3823.05	3329.5	3340.87
P18615	P18615	NELFE_HUMAN	NELFE	Negative elongation factor E	522.655	1299.52			807.344		1196	1119.76	1031.35				1110.11	1085.93	897.851	1323.11	554.2	1240.02	914.34	1042.66
P18621	P18621	RL17_HUMAN	RPL17	60S ribosomal protein L17	13639.1	11063.9	14235.6	14908.1	17482	12745.4	17889.9	14183.8	14873.4	17903.7	12834	15735.3	14288.3	13963.7	14916.2	15103.2	16545.3	14774.4	14941.8	15156.9
P18669	P18669	PGAM1_HUMAN	PGAM1	Phosphoglycerate mutase 1	6440.92	5672.12	7585.13	6750.88	7584.02	6041.28	7428.11	6426.84	5685.91	5827.15	5789.66	6826.88	6205.34	6569.1	5243.78	8032.75	7586.86	7780.24	8515.4	8714.58
P18754	P18754	RCC1_HUMAN	RCC1	Regulator of chromosome condensation	7545.24	6992.88	7313.11	6793.48	6709.86	7465.18	7670.11	7252.99	7207.43	7438.71	7529.05	7291.66	6325.54	6374.11	7735.64	8241.13	7642.77	7140.14	7629.58	8176.04
P18858	P18858	DNLI1_HUMAN	LIG1	DNA ligase 1			894.074	703.209									648.863	947.513		1383.06		908.305		1178.01
P18859	P18859	ATP5J_HUMAN	ATP5PF	ATP synthase-coupling factor 6, mitochondrial	1360.75	1580.87	3472.59	2951.57	2014.87		2670.9	1974.34		2171.9		2323.82		2518.77	2175.99	1416.66	1664.6	2346.05	1987.91	1987.25
P18887	P18887	XRCC1_HUMAN	XRCC1	DNA repair protein XRCC1		716.475	841.232	1328.88	973.822	973.214	676.129	871.128	1235.19	977.141	864.839	871.718		1024.9	1059.87	1915.44	1211.17	1106.05	906.596	1087.81
P19012	P13646;P19012;CONT|P13646|K1C13_HUMAN;CONT|P19012|K1C15_HUMAN;CONT|O77727|K1C15_SHEEP	K1C15_HUMAN	KRT15	Keratin, type I cytoskeletal 15	8036.48	7288.88	6920.31	8410.47	6909.6	6602.45	7802.67	6438.58	9378.03	9554.5	8383.83	9510.62	7185.38	6771.49	8303.83	5101.1	6035.41	7052.33	7782	6339.76
P19022	P19022	CADH2_HUMAN	CDH2	Cadherin-2	760.558	1031.44	1248.46	1463.58	999.74		1300.69		1619.64	1908.43	659.859	1336.76	783.576	675.879	1570.14	1549.89	1178.92	1737.93	1096.65	1357.05
P19174	P19174	PLCG1_HUMAN	PLCG1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1		1648.68	629.995	823.634		1188.55		950.695			991.193	1544.6	479.555				527.533	1501.07		599.069
P19256	P19256	LFA3_HUMAN	CD58	Lymphocyte function-associated antigen 3		2664.78	2349.33	3032.64		3624.93	2116.47	2685.87	2341.55	1845.53			2208.21			1458.55	2984.47	1806.5	1799.7	2581.82
P19338	P19338	NUCL_HUMAN	NCL	Nucleolin	30812.2	30751.2	30417.8	31442.1	30604.9	32182.8	31207.3	31393.5	31780.7	32108.4	31324.7	31585.9	31056	31130.4	31720.9	32784.3	32345.1	32048.9	32186.1	31515.7
P19367	P19367	HXK1_HUMAN	HK1	Hexokinase-1	3339.2	4048.97	3467.29	3078.52	3613.04	3803.34	3294.23	3655.65	3443.7	3219.41	3653.43	3600.96	3020.14	3572.59	3940.03	3130.95	3241.19	3725.82	3598.26	3574.52
P19387	P19387	RPB3_HUMAN	POLR2C	DNA-directed RNA polymerase II subunit RPB3	1067.98		1328.73	1142.82	486.526	565.635					427.492	859.119		997.171	1038.97		2003.97	602.255	495.323	
P19388	P19388	RPAB1_HUMAN	POLR2E	DNA-directed RNA polymerases I, II, and III subunit RPABC1	2699.23	2891.25	2191.92	2115.74	1509.14	1942.87	2121.46	2625.73	2182.62	2617.25	2355.42	2588.94	2440.73	2406.59	1545.2	2248.64	2890.28	2053.94	2065.22	2052.26
P19404	P19404	NDUV2_HUMAN	NDUFV2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	1589.58	1858.63	754.738	666.601	1543.71			2071.04	1024.87	1442.73	1174.92		1447.75	877.05	1363.04	2104.2	1517.95	1614.95	1605.76	1955.63
P19447	P19447	ERCC3_HUMAN	ERCC3	General transcription and DNA repair factor IIH helicase subunit XPB													698.235		646.973					
P19525	P19525	E2AK2_HUMAN	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase	1298.48	1176.89	1117.79	1294.11	1603.94	1703.55	1545.95	1371.99	1555.75	1647.38	2286.76	1371.77	1229.34	1674.26	1324.88	1091.63	1463.23	1383.26	1408.19	1746.56
P19623	P19623	SPEE_HUMAN	SRM	Spermidine synthase	8542.09	8250.87	8521.6	7931.22	9758.85	7198.27	9434.81	9374.64	9422.9	8510.08	8818.16	8450.13	8669.59	10278.4	9342.6	10084.4	9224.45	9186.79	9823.47	9888.96
P19784	P19784	CSK22_HUMAN	CSNK2A2	Casein kinase II subunit alpha'	1445.9	674.469		1324.57			676.865	1530.63	669.038		768.643	1518.65	614.783	1437.33		622.195			868.434	1054.25
P19971	P19971	TYPH_HUMAN	TYMP	Thymidine phosphorylase											790.244						698.851	1003.24		980.331
P20020	P20020;P23634	AT2B1_HUMAN	ATP2B1	Plasma membrane calcium-transporting ATPase 1	1264.22		2141.11	1814.49	1981.41	1700.2	1546.65	1332.13	1642.4	1747	919.984	2336.03	1189.86	580.917	1128.44	2068.04	1850.06	1976.85	1402.12	1779.46
P20042	P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2	4051.52	3951.66	4483.79	4284.76	4156.64	3311.8	3239.77	4035.75	3846.89	4114.72	4087.75	4053.32	3986.64	3608.85	4101.69	4281.96	4059.24	3445.82	4109.87	3996.87
P20073	P20073	ANXA7_HUMAN	ANXA7	Annexin A7	4025.79	4047.42	4432.21	3878.07	4112.16	3938.03	4193.73	4375.99	4324.32	4176.07	4064.28	4119.84	4209.93	4064.15	4655.5	4524.67	4102.66	4068.79	4470.06	4017.17
P20290	P20290	BTF3_HUMAN	BTF3	Transcription factor BTF3	7392.16	7463.04	6635.71	5672.59	7240.4	4126.71	5615.24	6439.97	4707.79	5850.2	9162.55	7850.56	8329.72	8705.59	4434.35	6326.5	7801.13	9627.38	9280.97	10333.2
P20336	O95716;P20336	RAB3A_HUMAN	RAB3A	Ras-related protein Rab-3A								1269.62												897.6
P20338	P20338	RAB4A_HUMAN	RAB4A	Ras-related protein Rab-4A																1214.59		853.188		
P20339	P20339	RAB5A_HUMAN	RAB5A	Ras-related protein Rab-5A	2459.35	1999.56	2412.46	2454.81	2091.94	2073.67	2631.55	2968.59	2189.2	2446.94	2650.2	3408.95	2329.16	2548.57	2622.28	1868.54	2414.43	2723.48	2940.41	2403.93
P20340	P20340;Q53S08	RAB6A_HUMAN	RAB6A	Ras-related protein Rab-6A	2047.06	2273.34	2006.53	2307.86	2289.13	1794.73	3052.18	1975.88	2721.91	1847.37	2532.8	2444.23	2034.39	1980.6	2612.18	2229.52	2112.65	2903.13	1629.98	2500.41
P20618	P20618	PSB1_HUMAN	PSMB1	Proteasome subunit beta type-1	8650.59	9465.79	8171.55	9923.88	7911.69	8534.23	8999.18	9646.53	7431.1	9610.42	8577.34	8720.71	9088.14	9237.46	9253.56	8464.62	9073.48	7747.89	9131.68	7605.03
P20645	P20645	MPRD_HUMAN	M6PR	Cation-dependent mannose-6-phosphate receptor	2954.75	2500.36	3349.98	1859.9	3664.04	3153.76	2340.73	2990.5	3258.68	3576.88	2781.75	2807.06	2774.23	2215.3	1968.38	2777.08	1725.61	3339.41	3365.1	2529
P20674	P20674	COX5A_HUMAN	COX5A	Cytochrome c oxidase subunit 5A, mitochondrial	18180.4	20655.1	18215.8	17822.4	18981.9	17902.1	17655.1	17470.6	19080.2	20195.5	15723.6	17212.1	16374.8	16056.8	14926.5	16174.3	16098.2	16578.5	20629.4	19775.6
P20700	P20700	LMNB1_HUMAN	LMNB1	Lamin-B1	12221.5	12607.6	12217.6	11470.8	11517.9	12646.4	12007.8	13026.7	12194.9	12024.8	11886.5	12305.8	11827.8	12124.1	12624.5	11655.3	12233.1	11566.2	12304.9	11950
P20810	P20810	ICAL_HUMAN	CAST	Calpastatin	4563.96	3430.33	3853.61	5185.88	4553.47	4042.6	3745.36	4176.4	3776.07	2930.1	3846.06	3911.99	3851.92	3841.13	3900.44	4935.74	4105.31	3380.55	3182.93	3379.81
P20839	P20839	IMDH1_HUMAN	IMPDH1	Inosine-5'-monophosphate dehydrogenase 1	1132.64	1089.72	1144.26	1282.16	1683.57	1469.31	1405.49	1616.96	1178.33	1697.59	1465.99	1006.61	814.388	1515.01	1134.46	875.676	1200	1477.37	1676.52	1484.06
P20908	P20908	CO5A1_HUMAN	COL5A1	Collagen alpha-1(V) chain	1698.46	1445.06	1528.03	1698.83		2164.72	2019.34	1763.37		1613.31		1441.14	2589.55	1249.4	1487.71		1721.37	1719.13	1146.57	1123.82
P20962	P20962	PTMS_HUMAN	PTMS	Parathymosin	33256.6	30686	29159.2	29021.7	29645.2	27194.8	28872.2	34071.7	33556	29561.4	31479.6	31517.9	33003.8	22147.9	34734.1	31229.3	35121.7	33564.6	31853.1	36735.7
P21127;Q9UQ88	Q9UQ88;P21127	CD11A_HUMAN;CD11B_HUMAN	CDK11A;CDK11B	Cyclin-dependent kinase 11B	1018.79		1820.13	1555.81	1169.64	1228.72	1014.03	1670.08	1224.82	1781.22	1556.07	1451.4	1669.19	1155.18	1704.51	1979.58	1321.01	1056.71	1426.86	1506.25
P21266	P21266	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3	10630.4	9347.51	11619.8	9525.01	9863.96	11006.6	10201.9	9631.09	9805.22	10747.3	11049.8	10580.2	10079.1	9788.03	10839.8	11005	10714	11218.6	11141.1	10101.7
P21281	P21281	VATB2_HUMAN	ATP6V1B2	V-type proton ATPase subunit B, brain isoform	2493.02	3006.63	2590.28	2308.61	3254.04	2128.66	2396.98	1767.39	2164.71	3223.77	3046.86	2442.13	2444.05	2724.49	2093.83	2468.28	2388.62	2365.21	2352.27	2659.54
P21283	P21283	VATC1_HUMAN	ATP6V1C1	V-type proton ATPase subunit C 1	1450.38				1695.58	2673.79	1683.55	1629.55	1829.08	2659.32	1188.08	1370.51	986.488	2088.79	2280.37	1641.41	1493.58	1132.84	2242.79	1292.6
P21291	P21291	CSRP1_HUMAN	CSRP1	Cysteine and glycine-rich protein 1	17717.6	17505.8	16812.1	17257.3	16031.4	16605.1	15691.6	17951	18233	18770.7	18607.5	17158.4	17469.4	17004.1	18441.7	16594.3	18417	17733.1	16538.1	18068.2
P21333	P21333	FLNA_HUMAN	FLNA	Filamin-A	66612.5	64670.3	64502.5	64485.5	63646.2	64065.4	66313.9	64561.1	65305.3	64796.9	65551.7	68553.2	67422.9	65914.2	66854.8	67194.9	67045.1	67169.4	67232.3	66973
P21399	P21399	ACOHC_HUMAN	ACO1	Cytoplasmic aconitate hydratase	2133.17	1986.33	1635.59	1791.59	2309.19	2021.42	2293.73	2495.56	1816.99	2037.33	1656.75	1586.48	3138.62	2284.26	1923.23	1810.88	1913.79	1694.76	1974.7	1523.42
P21580	P21580	TNAP3_HUMAN	TNFAIP3	Tumor necrosis factor alpha-induced protein 3																379.028				566.415
P21589	P21589	5NTD_HUMAN	NT5E	5'-nucleotidase					1164.54											382.951	465.569	576.076		753.487
P21796	P21796	VDAC1_HUMAN	VDAC1	Voltage-dependent anion-selective channel protein 1	10714.4	10678.9	10866.1	10751	12014.1	10535.2	10498.7	10429.4	10348.9	10484	10989	12151.2	11449.2	10742.4	11407.7	11599.6	12205.1	13000.9	11954	12582.3
P21912	P21912	SDHB_HUMAN	SDHB	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	3926.15	4052.3	3464.96	4057.68	3266.25	3915.37	3006.23	3755.24	3110.54	2736.68	4005	3055.19	2473.84	3629.48	2675.08	3854.31	3430.73	3383.4	3510.61	3653.78
P21926	P21926	CD9_HUMAN	CD9	CD9 antigen	1409.07	2191.02	1668.71	2647.21	2479.34	2563.19	1791.49	2132.29	1391.26	2053.03	2835.27	1939.82	1587.52	2364.91	2387.83	2148.15	2106.73	1823.22	2152.6	2288.06
P21953	P21953	ODBB_HUMAN	BCKDHB	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	420.535		547.449	578.671	345.758					351.429		702.509	770.77	734.277	652.331	471.685	988.06	342.478	624.083	829.975
P21964	P21964	COMT_HUMAN	COMT	Catechol O-methyltransferase	861.016	3739.47	4699.3	3506.95	4467.46	4625.53	4588.2	5210.5		1627.2		4325.28		751.289	1024.74	1533.56		4102.52	3854.36	4523.87
P21980	P21980	TGM2_HUMAN	TGM2	Protein-glutamine gamma-glutamyltransferase 2	2455.73	3166.97	2723.38	3449.4	3480.85	3355.04	3029.95	2525.09	2699.25	2780.4	2896.4	3505.56	2654.47	2999.23	3252.76	3314.26	3086.16	2280.1	3329.07	3045.28
P22033	P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	1038.25	1992.4	1136.48	1623.19	771.968	874.146	1501.25	1527.9	1673.27	731.314	1294.85	1328.31	852.313	1096.83	1078.14	1508.39	1040.22	1721.78	1507.04	1597.93
