Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5790.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5791.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5792.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5793.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_15cm_4-26-2024_Slot2-91_5794.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5897.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5899.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5900.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5901.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_200nlmin_15cm_4-29-2024_Slot2-91_5902.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5903.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5904.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5905.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5906.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5907.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5913.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5914.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5915.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5916.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5917.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_15cm_4-27-2024_Slot2-91_5824.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5825.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5826.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5827.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_150nlmin_15cm_4-27-2024_Slot2-91_5828.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5829.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5830.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5831.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5832.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-27-2024_Slot2-91_5833.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5860.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5861.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5862.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5863.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_200nlmin_15cm_4-28-2024_Slot2-91_5864.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5908.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5909.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5910.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5911.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_300nlmin_15cm_4-29-2024_Slot2-91_5912.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5918.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-29-2024_Slot2-91_5919.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5920.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5921.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_20min_350nlmin_15cm_4-30-2024_Slot2-91_5922.d
P30153	P30153	2AAA_HUMAN	PPP2R1A	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform	3871.43	4470.9	4591.31	4642.01	4141.17	4190.45	4285.21	4118.73	4722.9	4360.6	4553.86	4321.27	4155.54	4360.61	4440.76	4417.76	4285.8	4375.56	4091.57	4384.19	4741.62	4369.61	4191.69	4019.36	3949.95	4488.19	4599.91	4455.64	4396.45	4322.19	4511.19					4148.4	4631.11	4651.36	4050.34	4761.1	4432.33	4512.17	4615.69	4262.09	4997.85
P30154	P30154	2AAB_HUMAN	PPP2R1B	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform						586.854																																							
P30260	P30260	CDC27_HUMAN	CDC27	Cell division cycle protein 27 homolog			2394.93				538.11				1865.11		562.927	486.413	433.575	270.429			461.896	263.624									670.232	515.393						2679.95	521.772		757.061		226.049	808.297			522.869
P30405	P30405	PPIF_HUMAN	PPIF	Peptidyl-prolyl cis-trans isomerase F, mitochondrial											506.236	145.093					619.352			452.384																									
P30408	P30408	T4S1_HUMAN	TM4SF1	Transmembrane 4 L6 family member 1								925.347											954.342																										
P30419	O60551;P30419	NMT1_HUMAN	NMT1	Glycylpeptide N-tetradecanoyltransferase 1	2592.69	3001.31	2478.19	2494.11	3165.47	2523.2	2833.36	2628.11	1960.13	3621.15	2363.3	2235.95	2092.4	2476.34	1990.28	2421.04	2198.78	2616.7	2196.73	1971.9	2254.52	3956.8	2959.16	1871.74	2351.03	2457.68	2249.94	2640.32	1920.2	2238.81	4947.55					2519.09	2070.26	2098.82	2378.42	2313.94	2130.77	2371.9	1631.68	2253.24	2395.56
P30519	P30519	HMOX2_HUMAN	HMOX2	Heme oxygenase 2										998.332		890.766		707.259	637.659		1024.29	522.147	635.915	776.313					1643.65	1346.57			927.658							846.293	585.751	376.227	866.663		678.32	734.353	369.51	1180.83	1221.71
P30520	P30520	PURA2_HUMAN	ADSS2	Adenylosuccinate synthetase isozyme 2	1403.7	1355.37	1338.43	2340.49	1704.43	1580.54	1851.75	1380.43	1419.04	1521.37	1448.95	1768.4	1229.09	1358.98	1320.52	1590.6	1435.92	1234.1	1380.4	1527.39	2556.62	1596.27	1792.8	1699.33	2291.37	1408.94	1801.84	1739.68	1154.03	1522.18						1608.83	1419.97	1521.25	1452.43	983.76	1777.91	1455.51	1325.13	1458.83	1533.95
P30530	P30530	UFO_HUMAN	AXL	Tyrosine-protein kinase receptor UFO						1357.14		563.331		372.02			567.332	409.545			302.333			778.863		449.239														592.348				663.751	553.973				501.35
P30533	P30533	AMRP_HUMAN	LRPAP1	Alpha-2-macroglobulin receptor-associated protein	1824.75	1801.59			2001.41		3050.44	2894.37	2539.1	1612.51	1669.01	1444.6	1777.58	1021.97	1541.05	1517.78	1558.6	1848.88	1723.68	1808.39	1603.21		3889.03	1147.5		1389.28	1729.93	1816.19	1626.25	1460.34						2495.07	2726.07	2016.26	2189.04	1643.01	1771.41	1786.91	2034.79	2007.14	2191.35
P30566	P30566	PUR8_HUMAN	ADSL	Adenylosuccinate lyase		1598.65	2783.36	744.995		2229.21	939.326	849.323	965.381	1016.12	973.575	967.563	1132.75	1037.11	1060.26	1016.17	950.459	983.389	833.853	1045.9	1377.22	1176.06	704.138	1065		1545.77	2003.35	316.058	1565.8	1636.1						1088.81	1132.34	902.635	950.254	990.064	1213.69	1266.54	1035.94	742.79	1269.36
P30622	P30622	CLIP1_HUMAN	CLIP1	CAP-Gly domain-containing linker protein 1				1041.34		897.227	754.308	1212.29			622.313	766.875	660.036	936.002	652.893	831.276	979.71	895.279	921.386	1244.99	1001.95		1302.81		1594.48			1228.31	721.298							773.303	1175.94	787.915	1391.09	1273.45	1115.89	819.457	1005	723.147	913.512
P30626	P30626	SORCN_HUMAN	SRI	Sorcin	3688.21	3815.8	3736.2	3292.11	2961.61	3686.49	4133.47	4247.48	4792.47	3746.02	4009.28	3899.68	4064.48	4305.79	4517.91	3984.72	4378.86	4067.06	3964.03	4097.77	2798.22	4402.66	3785.47	3445.27	2849.55	4023.13	3551.06	3749.28	3972.22	4067.46	3986.14					3848.68	3634.49	3398.7	4128.56	3903.47	4052.97	3674.5	3980.05	4018.08	4298.16
P30740	O75830;P50453;P50452;P30740	ILEU_HUMAN	SERPINB1	Leukocyte elastase inhibitor			983.151		1606.77	736.5	1180.05	1049.04	1311.08	1169.19	1129.38	1090.31	887.079	883.392	902.974	776.276	936.282	862.903	903.984	691.11	1745.53	1734.27	876.758		734.753	1489.11	921.782	986.431	1339.75	1283.78						651.501	574.59	1247.95	1243.39	761.305	947.207	890.447	944.452	1079.57	770.955
P30825	P30825	SL7A1_HUMAN	SLC7A1	High affinity cationic amino acid transporter 1							80.9359						480.188	329.802			223.765	380.663								473.056															582.191	218.847		616.533	
P30837	P30837	AL1B1_HUMAN	ALDH1B1	Aldehyde dehydrogenase X, mitochondrial	2252.83	2112.21	1917.29	2220.36	2185.18	2308.58	2204.2	2332.83	2400.65	2458.07	2378.55	2416.78	2197.23	2896.62	2118.6	2115.52	2389.41	1954.16	2186.64	1951.45	2502.14	1618.85	2478.16	2133.17	2517.91	2118.32	2121.2	2109.67	1940.04	2568.84	1505.19					2579.49	2066.1	2434.2	2161.32	2073.69	2033.83	2015.68	2356.03	2231.97	2388.3
P30838	P30838	AL3A1_HUMAN	ALDH3A1	Aldehyde dehydrogenase, dimeric NADP-preferring						1084.61						716.888		1093.81	1065.08	754.582	711.212		665.231	916.122						1536.13				1043.94							352.737	254.822		913.433	885.424	1109.37		582.144	742.936
P30876	P30876	RPB2_HUMAN	POLR2B	DNA-directed RNA polymerase II subunit RPB2		552.753				966.704	782.923					793.619	630.525	1157.65	727.687	588.196	743.676	873.407	761.313	876.804						965.24										773.182	917.621	643.666	712.929	1116.75	734.486	573.804	607.464	517.194	823.21
P31040	P31040	SDHA_HUMAN	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	4364.24	4064.06	4238.21	4435.44	5105.66	4763.4	5194.82	4925.79	4550.94	4517.54	4427.05	4489.49	4167.73	4289.47	4412.81	4635.25	4276.14	3979.22	4394.48	4156.95	3538.35	4148.44	4391.73	4070.16	5235.79	4760.98	5242.88	3681.94	4256.99	5041.13	7603.44					4730.86	4141.76	4484.56	4780.26	4382.19	3902.99	4327.86	4878.07	4856.63	4684.89
P31150	P31150	GDIA_HUMAN	GDI1	Rab GDP dissociation inhibitor alpha		1298.95		1898.19	1748.95	1947.15	2048.83	1373.38	1491.5	1468.52	1584.51	1529.08	1996.56	1777.8	1526.91	1451.51	1677.95	1623.21	1675.22	1871.7		1606.37	2359	2328.9	2524.06	1846.38	1277.69	1973.07	2592.51	2461.89						1534.2	1552.14	1924.66	1814.8	1787.02	1531.64	1315.73	1882.76	1993.88	1927.83
P31153	P31153	METK2_HUMAN	MAT2A	S-adenosylmethionine synthase isoform type-2	2202.56	2158.43	2188.68	2255.91	2366.92	2534.73	3140.88	2425.8	2133.17	2033.99	2691.26	2154.13	2299.5	2168.66	2590.14	2761.05	2067.17	2637.77	2380.47	2507.63	3065.93	2248.97	2407.12	2583.47	3340.34	3044.63	2773.81	2823.82	2675.69	2895.5	5140.18					2550.78	2097.06	2268.02	2481.41	2808.3	2674.9	2864.27	2685.43	2550.9	3071.13
P31327	P31327	CPSM_HUMAN	CPS1	Carbamoyl-phosphate synthase [ammonia], mitochondrial	9774.93	9495.43	10179	9940.88	9273.43	10010.1	9999.28	10157.6	10118.4	9944.47	10150.6	9588.31	9755.39	10221.1	10123.7	9910.54	10281.8	10090.6	9940.88	10141.9	9748.24	9776.73	9952.22	8815.99	9159.44	10049.1	9361.22	9108.79	9902.63	9383.32	9784.7					10213.9	9827.14	10031.5	10132.6	10089.2	9944.3	9265.37	9670.53	10180.8	9643.11
P31350	P31350	RIR2_HUMAN	RRM2	Ribonucleoside-diphosphate reductase subunit M2	763.325				1152.44	521.359	988.961	1597.19		694.233	1137.5	816.197	743.76	1253.24	903.362	1260.16	1476.35	1319.14	942.759	1227.29		913.423	1556.14	668.279		1092.55	1400.92			1046.16						1393.4	1117.72	1178.94	1458.97	854.301	1344.98	1102.5	1476.08	1166.87	945.875
P31483	P31483	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1	908.371									786.045											1200.56																			838.475				853.818	
P31689	P31689	DNJA1_HUMAN	DNAJA1	DnaJ homolog subfamily A member 1	3839.59	3943.01	2694.44	3214.86	2827.66	3067.76	2717.4	3115.21	3064.46	2337.25	2648.96	3044.78	2603.54	2800.12	2634.19	2877.7	2881.99	2693.61	2772.83	3193.58	3385.69	2855.57	2220.1	3133.32	4013.69	3379.25	2978.84	3675.06	3623.87	3650.43						2414.21	3628.81	2463.32	2408.34	2831.89	2820.05	2396.48	2865.39	3165.98	2520.36
P31930	P31930	QCR1_HUMAN	UQCRC1	Cytochrome b-c1 complex subunit 1, mitochondrial	3259.08	3131.24	3798.3	3178.52	3837.31	4276.83	3622.09	3074.33	4062.73	4145.93	4010.79	3912.51	3690.56	4293.93	4156.73	3852.88	4197.63	4284.4	4274.73	4291.62	3876.57	4436.56	4585.74	3230.74	4587.79	3371.6	3895.85	4606.94	4016.63	3080.87	4342.68					4253.92	3955.18	4216.67	4006	4258.83	3727.58	4099.79	4694.01	4640.91	3615.9
P31937	P31937	3HIDH_HUMAN	HIBADH	3-hydroxyisobutyrate dehydrogenase, mitochondrial	2146.92	1393.05	1566.6	1152.74	1629.4	1284	1275.96	813.659	1171.22	1332.04	955.756	838.008	1085.95	1032.32	1219.77	920.906	946.811	1282.16	1071.49	955.154	2105.11	1493.5	1921.14	1136.88	1190.27	1165.51	641.804	967.776	1593.92	1367.7						992.263	1389.07	1154.04	1156.82	1204.66	979.194	998.842	1257.49	1340.43	866.403
P31939	P31939	PUR9_HUMAN	ATIC	Bifunctional purine biosynthesis protein ATIC	6525.81	5887.86	5877.57	5612.53	5786.03	5829.09	5824.76	5679.11	5471.76	6085.62	5535.91	5526.45	5813.14	5608.97	5718.5	5687.83	5912.79	5802.98	5559.97	5538.12	5016.48	5443.19	5826.51	5907.19	6033.07	6023.94	5664.06	5544.9	5789.24	5412.11	5330.33					5948.95	5833.74	5517.04	5206.13	6174.29	5786.93	5345.66	5507.07	5279.44	5539.44
P31942	P31942	HNRH3_HUMAN	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3	4699.36	3799.64	4301.77	4376.61	4064.38	3288.15	3726.89	4153.9	3945.22	3511.21	3413.62	3481.02	3740.14	3499.71	4043.9	3848.06	3337.12	3636.53	3731.27	4123.25	3765.32	4698.71	3810.55	4619.45	3776.67	4421.5	3924.96	4155	3982.54	4011.87	4895.08					3668.85	4179.01	3856.56	3137.2	3595.42	4225.2	3416.53	3874.36	4004.14	4071.78
P31943	P31943	HNRH1_HUMAN	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H	10489.7	9863.93	11018.7	11381.2	9465.86	9604.7	11305.1	10071.6	9947.84	9243.1	10061.5	9626.2	10142.2	9433.22	9498.52	10198.4	10572.3	9895.89	10586.6	10946.3	12102	11009	9839.32	10212.3	9510.23	10974.7	10842.1	10446.8	11994.5	10246.8	9879.96					10572.6	10199.1	10298.5	11584.4	10188.2	11115.9	11284.9	10350.1	11234.7	11031.3
P31946	P31946	1433B_HUMAN	YWHAB	14-3-3 protein beta/alpha	9885.22	7758.58	9313.49	7903.17	8895.14	10220.2	9968.35	8997.3	8236.37	9714.84	8613.26	8978.15	8761.16	7762.48	8808.52	8606.99	8475.48	8150.59	8577.16	7825.41	9773.6	9298.77	8928.14	7213.01	9621.47	10089.4	11482.1	9279.57	8592.33	10066.2	6993.29					8265.76	8345.47	7828.35	8937.51	9442.38	7385.55	9340.91	7774.96	8152.75	8486.9
P31947	P31947	1433S_HUMAN	SFN	14-3-3 protein sigma	3237.02	2875.43	2575.19	2657.72	3442.52	3357.81	2646.27	2595	2785.22	2551.01	2713.09	2564.05	2583.83	2867.51	2571.75	2547.59	2632.63	2405.1	2532.13	2899.59	2814.32	2876.55	3069.95	3759.25	3120.34	3169.69	2790.97	2376.43	3216.84	2655.02	6228.94					3612.86	3275.6	3269.34	3301.96	2655.02	2925.61	3345.71	3090.56	3351.87	2885.3
P31948	P31948	STIP1_HUMAN	STIP1	Stress-induced-phosphoprotein 1	8917.62	8088.96	8927.01	8693.87	9414.98	9455.44	9854.3	8910.87	9091.31	9656.84	10549.6	10335.4	10025.9	10732.7	10822.1	10589.8	11035.8	10166.2	10581.2	11012.5	9500.54	9134.38	8455.63	9685.81	8467.03	9485.09	9184.78	9657.91	8538	9873.22	9696.7					9875.02	10401.3	9718.4	10863.9	10747.2	10530.5	10633.1	10769	10444.5	11171.3
P31949	P31949	S10AB_HUMAN	S100A11	Protein S100-A11	14389.4	15109.6	12282.9	13721.3	14031	12449.2	13091.5	11963.1	16282.9	13325	13594.8	11066.2	13782.4	13277.7	12797.9	13617.9	12124.7	13530.5	12635	13714.2	13874.6	14634.7	15886.6	14133.4	14980.6	12842.2	13950.8	13433.9	14284.7	13972.7	10557.4					14053.9	14623.3	13923.7	14825.5	14561.8	14208.2	13174.9	13361	13522.8	13512.5
P32004	P32004	L1CAM_HUMAN	L1CAM	Neural cell adhesion molecule L1	978.922	1061.1	951.572		1330.18	1440.61	1174.22	1970.55	2062.59		999.217	1083.51	891.466	1072.8	1336.44	868.599	1173.53	1054.57	1375.96		1589.14					561.613	701.293	1659.65	1428.22	691.824						1386.11	898.298	1579.19	967.838	1154.3	1073.75	583.47	1022.54	843.193	1361.78
P32119	P32119	PRDX2_HUMAN	PRDX2	Peroxiredoxin-2	9639.22	10118.1	9932.21	9298.44	9193.91	10101.3	11939.1	10791.4	11820.6	10699.4	11174.2	11354.9	11331.2	11689.5	11280.3	11467.7	10390.1	11338.2	10924.2	9725.09	12168.9	11230.7	10408.8	9550.8	10415.6	11408	10343	11033.7	9915.95	10909.3	10904.5					11015.6	11360.1	10984	11049.4	10296.5	11006.3	11191.8	10745.9	11535.9	10860.8
P32320	P32320	CDD_HUMAN	CDA	Cytidine deaminase	1066.41	1306.5	1580.57		452.625	633.423	534.839		661.63		689.13	413.573	711.671	538.647	660.407	789.428	688.857	626.872	478.354	1179.54		1565.68	887.808		561.435	1608.66	1236.24	563.462	1300.72	1202.19						473.136	219.979	977.512	876.306	455.193	564.213	1667.87	734.332	737.289	
P32322	Q96C36;P32322	P5CR1_HUMAN	PYCR1	Pyrroline-5-carboxylate reductase 1, mitochondrial	1374.84	1807.41	1563.59	2141.3	1083.83	1801.98	1622.15	1781.74	2079.53	2357.94	1435.66	1385.03	1628.37	1346.8	1780.32	1685.17	1790.02	1687.89	1425.78	1981.66	1676.06	2022.58	2066.61	1869.02	2139.41	1821.23	1684.44	1885.84	1724.23	1722.23	2163.64					1410.96	1309.85	1531.65	1526.36	1436.88	1646.83	1344.88	1847.07	2013.42	1559.38
P32455	P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1						1627.2						1047.74		334.092	3357.48	1411.94	1067.35	3115.55	1963.29	1638.24					5095.55	4277.24			2207.28	1476.54						1619.56	3181.25	2550.57		1583.19		2062.3			879.421
P32456	P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2	1192.44					716.444		999.762			681.525	828.761	568.449	693.622	619.005	530.381	620.932	703.288								511.69		895.532								761.527		808.78	736.853	703.384	735.682		578.324	676.541	928.632
P32754	P32754	HPPD_HUMAN	HPD	4-hydroxyphenylpyruvate dioxygenase											504.73	476.988	430.108													790.549				1046.9												333.613			
P32969	P32969	RL9_HUMAN	RPL9	60S ribosomal protein L9	6596.49	5813.17	6223.97	5641.97	5836.95	5870.75	6799.52	6459.43	6451.23	5469.22	5890.15	6375.93	5958.75	6211.63	5625.31	6087.35	6668.71	5876.72	5771.39	5314.45	5480.19	5206.93	6356.13	4780.22	3853.6	5078.95	5572.61	5068.46	5607.23	5517.55	2275.8					6201.18	5966.88	6759.03	5577.54	6420.56	5377.2	5930.25	6025.13	5112.76	5460.61
P33176	P33176	KINH_HUMAN	KIF5B	Kinesin-1 heavy chain	2637.49	2904.96	1905.45	2446.12	2208.5	2507.4	3209.07	2923.04	2215.49	2134.91	2377.07	2367.13	2493.28	2191.7	2007.22	2134.68	1973.03	2146.57	2105.52	2010.01	2870.99	2255.58	2002.18	1882.1	2204.16	2303.27	2486.85	1986.77	2326.13	2286.31	2234.55					1968.21	2304.29	2240.79	2025.13	2101.07	1828.52	2257.52	2201.77	1834.09	2061.71
P33240	P33240	CSTF2_HUMAN	CSTF2	Cleavage stimulation factor subunit 2	1775.61	999.505		2001.15	1516.3	1347.93	1425.02	2226.58	1482.36	1372.78	1424.31	1324.35	1026.97	1122.52	1587.23	1516.16	1252.8	1326.08	1147.85	1085.02						1275.16	2141.08	998.696	1941.48	1125.85						1292.7	1158.52	1251.27	1381.03	892.179	1308.87	926.124	843.972	1479.48	1018.83
P33316	P33316	DUT_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	7468.26	6246.7	6637.52	7226.18	7152.27	8259.25	8418.41	8065.24	7323.05	8057.04	8072.21	7428.02	8209.3	7395.27	8066.98	7302.05	7986.38	7857.16	7921.26	8751.37	7635.84	6940.25	6452.84	7964.9	7501.62	7682.87	7280.41	8349.11	7874.03	7190.37	8334.85					7057.07	7559.79	7313.33	8049.68	7500.18	8300.48	8782.46	7693.99	8775.42	7110.23
P33527	P33527	MRP1_HUMAN	ABCC1	Multidrug resistance-associated protein 1		1791.95			2374.65	1305.42	1764.39		1360.86	1275.87	1224.25	1133.41		1422.04	1312.48	1264.13	1416.05	1240.95	1131.55	1137.97	1137.25	1310.49	741.182	2511.6					1689.55							1141.76	1012.26	1046.9	1431.79	1509.82	1457.61	953.706	1540.27	1946.96	1119.55
P33897	P33897	ABCD1_HUMAN	ABCD1	ATP-binding cassette sub-family D member 1					720.791	527.848		535.44				676.717		399.141			485.872	256.18		838.923			697.788			318.84				615.142						405.765			893.958				669.921	800.225	684.544
P33908	P33908	MA1A1_HUMAN	MAN1A1	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA				5679.33	5280.88			4909.93	4993.58		5948.07	5543.06	5873.61			4912.81	5828.58	5565.57				5660.5			4369.02	5206.03	4751.86		6036.77							7409.36	6764.27	6238.94		6881.87	4625.17	5239.19	6544.95	5890.13	5161.42
P33991	P33991	MCM4_HUMAN	MCM4	DNA replication licensing factor MCM4	3747.68	4098.46	4193.69	4044.94	3950.96	3493.28	3511.13	3649.47	3217.31	3743.7	3756.87	3102.69	3083.46	2880.72	3375.38	3413.32	3225.24	3218.72	2892.97	2916.39	3926.94	4275.69	3918.53	3780.13	4022.9	3921.74	3689.74	3726.39	3274.72	3330.25	3856.87					3650.2	3215.72	2989.39	3580.52	3028.38	3157.24	3372.68	3310.09	3340.53	3184.14
P33992	P33992	MCM5_HUMAN	MCM5	DNA replication licensing factor MCM5	5104.03	4487.71	4755.32	4341.16	4486.03	4513.34	4641.35	4766.81	4745.93	4663.7	4290.53	4159.37	4247.31	4323.2	4443.45	4666.66	4246.07	4311.34	4161.29	4358.44	4648.25	4698.04	4296.81	4074.58	3668.07	4914.73	4518.24	4729.2	4226.21	4031.43	4638.23					4494.92	3915.82	4506.97	4554.53	4605.83	4382.59	4059.85	4379.34	4559.42	4365.33
P33993	P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7	4419.07	5153.42	3899.67	4101.84	5313.31	4158.91	3991.95	3912.96	4492.42	3775.86	3690.76	4001.98	3606.49	3452.56	3715.27	3732.47	3660.71	3753.61	3500.53	4175.52	4298.98	4295.3	4171.53	4218.59	4281.44	4434.84	4220.92	4444.29	4159.89	4415.88	3832.35					3996.5	3626.31	3675.03	3970.9	3758.86	3695.27	3511.75	3579.13	3696.26	3662
P34896	P34896	GLYC_HUMAN	SHMT1	Serine hydroxymethyltransferase, cytosolic		3119.55	2006.05	2285.78	1894.87	2356.24		1930.07	2112.57	3606.48	2048.15	2421.42	2205.11	2357.53	1575.44	1977.6	2115.31	2336.69	1962.41	2111.31		2687.82	2065.79	3056.67	2474.89	1713.54	2684.47	2242.07	2227.16	2003.59						1932.77	1950.28	2268.13	2504.06	1798.05	1930.82	2306.99	1941.26	2193.58	2498.34
P34897	P34897	GLYM_HUMAN	SHMT2	Serine hydroxymethyltransferase, mitochondrial	5566.72	5871.62	5509.55	5780.31	6385.21	6713.58	5981.58	5964.01	6033.46	6687.76	6741.22	6577.11	6040.89	6617.1	6525.41	6185.11	6957.59	6319.3	6513.45	7558.02	5857.22	5636.36	5736.18	5956.32	5318.36	6428.84	6341.49	6776.34	6489.59	6240.8	5825.23					6408.28	6306.37	6259.62	6329.4	6626.4	6468.83	6774.2	6201.65	6560.17	6361.68
