Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_0_25ng_1 Spectral Count	Hela_0_25ng_2 Spectral Count	Hela_0_25ng_3 Spectral Count	Hela_0_25ng_4 Spectral Count	Hela_0_5ng_1 Spectral Count	Hela_0_5ng_2 Spectral Count	Hela_0_5ng_3 Spectral Count	Hela_0_5ng_4 Spectral Count	Hela_10ng_1 Spectral Count	Hela_10ng_2 Spectral Count	Hela_10ng_3 Spectral Count	Hela_10ng_4 Spectral Count	Hela_1ng_1 Spectral Count	Hela_1ng_2 Spectral Count	Hela_1ng_3 Spectral Count	Hela_1ng_4 Spectral Count	Hela_5ng_1 Spectral Count	Hela_5ng_2 Spectral Count	Hela_5ng_3 Spectral Count	Hela_5ng_4 Spectral Count	Hela_0_25ng_1 Unique Spectral Count	Hela_0_25ng_2 Unique Spectral Count	Hela_0_25ng_3 Unique Spectral Count	Hela_0_25ng_4 Unique Spectral Count	Hela_0_5ng_1 Unique Spectral Count	Hela_0_5ng_2 Unique Spectral Count	Hela_0_5ng_3 Unique Spectral Count	Hela_0_5ng_4 Unique Spectral Count	Hela_10ng_1 Unique Spectral Count	Hela_10ng_2 Unique Spectral Count	Hela_10ng_3 Unique Spectral Count	Hela_10ng_4 Unique Spectral Count	Hela_1ng_1 Unique Spectral Count	Hela_1ng_2 Unique Spectral Count	Hela_1ng_3 Unique Spectral Count	Hela_1ng_4 Unique Spectral Count	Hela_5ng_1 Unique Spectral Count	Hela_5ng_2 Unique Spectral Count	Hela_5ng_3 Unique Spectral Count	Hela_5ng_4 Unique Spectral Count	Hela_0_25ng_1 Total Spectral Count	Hela_0_25ng_2 Total Spectral Count	Hela_0_25ng_3 Total Spectral Count	Hela_0_25ng_4 Total Spectral Count	Hela_0_5ng_1 Total Spectral Count	Hela_0_5ng_2 Total Spectral Count	Hela_0_5ng_3 Total Spectral Count	Hela_0_5ng_4 Total Spectral Count	Hela_10ng_1 Total Spectral Count	Hela_10ng_2 Total Spectral Count	Hela_10ng_3 Total Spectral Count	Hela_10ng_4 Total Spectral Count	Hela_1ng_1 Total Spectral Count	Hela_1ng_2 Total Spectral Count	Hela_1ng_3 Total Spectral Count	Hela_1ng_4 Total Spectral Count	Hela_5ng_1 Total Spectral Count	Hela_5ng_2 Total Spectral Count	Hela_5ng_3 Total Spectral Count	Hela_5ng_4 Total Spectral Count	Hela_0_25ng_1 Intensity	Hela_0_25ng_2 Intensity	Hela_0_25ng_3 Intensity	Hela_0_25ng_4 Intensity	Hela_0_5ng_1 Intensity	Hela_0_5ng_2 Intensity	Hela_0_5ng_3 Intensity	Hela_0_5ng_4 Intensity	Hela_10ng_1 Intensity	Hela_10ng_2 Intensity	Hela_10ng_3 Intensity	Hela_10ng_4 Intensity	Hela_1ng_1 Intensity	Hela_1ng_2 Intensity	Hela_1ng_3 Intensity	Hela_1ng_4 Intensity	Hela_5ng_1 Intensity	Hela_5ng_2 Intensity	Hela_5ng_3 Intensity	Hela_5ng_4 Intensity	Hela_0_25ng_1 MaxLFQ Intensity	Hela_0_25ng_2 MaxLFQ Intensity	Hela_0_25ng_3 MaxLFQ Intensity	Hela_0_25ng_4 MaxLFQ Intensity	Hela_0_5ng_1 MaxLFQ Intensity	Hela_0_5ng_2 MaxLFQ Intensity	Hela_0_5ng_3 MaxLFQ Intensity	Hela_0_5ng_4 MaxLFQ Intensity	Hela_10ng_1 MaxLFQ Intensity	Hela_10ng_2 MaxLFQ Intensity	Hela_10ng_3 MaxLFQ Intensity	Hela_10ng_4 MaxLFQ Intensity	Hela_1ng_1 MaxLFQ Intensity	Hela_1ng_2 MaxLFQ Intensity	Hela_1ng_3 MaxLFQ Intensity	Hela_1ng_4 MaxLFQ Intensity	Hela_5ng_1 MaxLFQ Intensity	Hela_5ng_2 MaxLFQ Intensity	Hela_5ng_3 MaxLFQ Intensity	Hela_5ng_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|P06756|ITAV_HUMAN	P06756	ITAV_HUMAN	ITGAV	1048	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin alpha-V	1.0	0.999	24	226	226	226	3	0	0	0	0	0	0	0	27	25	25	23	17	12	0	13	19	19	22	21	3	0	0	0	0	0	0	0	27	25	25	23	17	12	0	13	19	19	22	21	3	0	0	0	0	0	0	0	27	25	25	23	17	12	0	13	19	19	22	21	94474.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	483201.28	754328.94	507322.28	549359.25	699713.1	602283.56	0.0	348155.4	722734.44	595086.3	639773.2	800711.94	77164.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109817.93	108108.086	129194.164	119763.555	132300.61	140778.89	0.0	126420.83	118528.914	125701.22	118655.336	116917.27	
sp|P06858|LIPL_HUMAN	P06858	LIPL_HUMAN	LPL	475	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lipoprotein lipase	1.0	0.999	9	60	60	60	0	0	0	0	0	0	0	0	8	8	8	7	2	1	0	2	5	6	7	6	0	0	0	0	0	0	0	0	8	8	8	7	2	1	0	2	5	6	7	6	0	0	0	0	0	0	0	0	8	8	8	7	2	1	0	2	5	6	7	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122947.18	175003.28	207902.25	190752.34	208087.3	169771.56	0.0	42175.914	246797.81	135325.02	184047.08	236112.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41944.19	40113.113	48083.855	44058.152	56097.547	56567.434	0.0	0.0	60868.324	54594.633	56155.777	58530.027	
sp|P06865|HEXA_HUMAN	P06865	HEXA_HUMAN	HEXA	529	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-hexosaminidase subunit alpha	1.0	0.999	13	69	69	92	1	0	0	0	0	0	0	0	8	8	7	9	7	5	0	1	5	9	4	5	1	0	0	0	0	0	0	0	8	8	7	9	7	5	0	1	5	9	4	5	2	0	0	0	0	0	0	0	10	10	10	12	8	6	0	3	7	11	6	7	70438.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87066.36	354471.97	244634.78	118103.86	184969.19	162696.22	0.0	32207.148	127927.97	183202.38	132835.12	389948.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55603.23	57791.125	66930.1	53377.047	80763.41	68646.46	0.0	0.0	57240.113	77496.234	74214.445	61961.605	
sp|P07099|HYEP_HUMAN	P07099	HYEP_HUMAN	EPHX1	455	Homo sapiens OX=9606	1:Experimental evidence at protein level	Epoxide hydrolase 1	1.0	0.999	16	171	171	171	5	0	0	0	0	0	0	0	18	20	20	19	12	11	0	8	14	17	13	14	5	0	0	0	0	0	0	0	18	20	20	19	12	11	0	8	14	17	13	14	5	0	0	0	0	0	0	0	18	20	20	19	12	11	0	8	14	17	13	14	258894.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1187264.6	1298669.4	1398865.8	791060.0	902995.5	511392.22	0.0	468438.06	1258913.2	1098280.4	735059.06	1138083.5	185741.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265932.1	244462.14	266181.53	236932.25	236334.67	222780.9	0.0	234214.55	281763.44	281075.06	285309.12	279478.2	
sp|P07108|ACBP_HUMAN	P07108	ACBP_HUMAN	DBI	87	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-CoA-binding protein	1.0	0.999	3	40	40	40	0	0	0	0	0	0	0	0	5	7	5	7	0	0	0	0	4	5	4	3	0	0	0	0	0	0	0	0	5	7	5	7	0	0	0	0	4	5	4	3	0	0	0	0	0	0	0	0	5	7	5	7	0	0	0	0	4	5	4	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214137.47	237444.12	244807.1	241518.42	0.0	0.0	0.0	0.0	112664.78	133664.23	140804.4	97331.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140441.84	155813.6	162121.3	159334.2	0.0	0.0	0.0	0.0	76406.85	95412.91	96325.48	0.0	
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	Homo sapiens OX=9606	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1.0	0.999	16	782	701	782	24	1	0	0	0	0	0	0	78	77	74	72	53	45	2	43	72	84	82	75	22	1	0	0	0	0	0	0	67	69	68	68	47	37	1	39	65	77	72	68	24	1	0	0	0	0	0	0	78	77	74	72	53	45	2	43	72	84	82	75	5954931.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7804181.5	8220572.0	8411845.0	7730187.0	7158194.5	6703627.5	6471.3853	6386507.0	8259223.5	8248895.5	8734903.0	8097508.0	1319030.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1817765.6	1775220.6	1758322.2	1781335.4	1518769.8	1462577.9	0.0	1349789.4	1851464.8	1874316.9	1834918.6	1813809.1	
sp|P07199|CENPB_HUMAN	P07199	CENPB_HUMAN	CENPB	599	Homo sapiens OX=9606	1:Experimental evidence at protein level	Major centromere autoantigen B	1.0	0.999	5	21	21	21	0	0	0	0	0	0	0	0	2	4	4	4	0	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0	2	4	4	4	0	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0	2	4	4	4	0	1	0	0	1	1	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30705.648	36861.844	28706.814	49449.656	0.0	0.0	0.0	0.0	33310.883	15492.209	16256.275	31387.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16875.232	15805.406	15823.77	17233.566	0.0	0.0	0.0	0.0	18283.48	0.0	0.0	17155.168	
sp|P07203|GPX1_HUMAN	P07203	GPX1_HUMAN	GPX1	203	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione peroxidase 1	1.0	0.9987	3	6	6	6	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19428.906	15872.902	37468.805	0.0	30377.447	0.0	0.0	0.0	33127.168	0.0	19982.814	31866.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07204|TRBM_HUMAN	P07204	TRBM_HUMAN	THBD	575	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thrombomodulin	0.9657	0.999	1	4	4	4	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4249.0493	4728.0234	9569.083	5448.6816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07237|PDIA1_HUMAN	P07237	PDIA1_HUMAN	P4HB	508	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase	1.0	0.999	34	958	958	958	25	0	0	0	0	0	0	0	101	105	101	115	60	46	0	41	86	95	94	89	25	0	0	0	0	0	0	0	101	105	101	115	60	46	0	41	86	95	94	89	25	0	0	0	0	0	0	0	101	105	101	115	60	46	0	41	86	95	94	89	3035835.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5478967.0	5624609.0	5686588.5	5727847.0	4595759.0	4322068.0	0.0	3806474.8	5997815.0	6047294.0	6154931.0	6493130.0	408568.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	382281.6	374684.22	385043.25	386349.22	314372.3	308589.97	0.0	328220.7	377968.62	377949.72	389182.4	387607.34	
sp|P07305|H10_HUMAN	P07305	H10_HUMAN	H1-0	194	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.0	1.0	0.999	6	56	56	56	0	0	0	0	0	0	0	0	7	6	7	6	5	2	0	2	4	4	7	6	0	0	0	0	0	0	0	0	7	6	7	6	5	2	0	2	4	4	7	6	0	0	0	0	0	0	0	0	7	6	7	6	5	2	0	2	4	4	7	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111533.91	120298.41	120031.8	98677.484	157017.53	141927.0	0.0	164972.12	151023.5	117392.46	156553.83	151479.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53883.35	44477.18	45764.49	52391.945	77124.46	58128.42	0.0	67271.71	61635.07	60316.434	57187.617	55864.59	
sp|P07311|ACYP1_HUMAN	P07311	ACYP1_HUMAN	ACYP1	99	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acylphosphatase-1	1.0	0.999	4	28	28	28	0	0	0	0	0	0	0	0	6	3	3	3	2	1	0	0	3	1	2	4	0	0	0	0	0	0	0	0	6	3	3	3	2	1	0	0	3	1	2	4	0	0	0	0	0	0	0	0	6	3	3	3	2	1	0	0	3	1	2	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100896.69	100195.28	87154.5	85875.92	63307.168	35254.004	0.0	0.0	83756.125	37192.0	66346.53	77086.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34908.453	33774.88	34872.68	34922.31	35759.54	0.0	0.0	0.0	37473.332	0.0	37667.023	34306.44	
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	1:Experimental evidence at protein level	Cathepsin D	1.0	0.999	12	227	227	227	6	0	0	0	0	0	0	0	28	29	34	30	13	11	0	7	14	18	19	18	6	0	0	0	0	0	0	0	28	29	34	30	13	11	0	7	14	18	19	18	6	0	0	0	0	0	0	0	28	29	34	30	13	11	0	7	14	18	19	18	704240.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1016186.0	946174.2	914651.1	975986.5	932261.44	681729.0	0.0	795132.4	1021068.06	881144.75	880782.7	885621.75	241703.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265283.28	239244.42	251401.42	242523.47	230701.12	193606.73	0.0	241805.2	247503.17	249716.2	249038.92	241908.56	
sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A2	1.0	0.999	28	1436	223	1436	42	1	0	0	0	0	0	0	159	139	161	160	89	84	0	55	130	134	143	139	11	0	0	0	0	0	0	0	24	21	22	22	15	18	0	8	20	21	22	19	42	1	0	0	0	0	0	0	159	139	161	160	89	84	0	55	130	134	143	139	8496778.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.150726E7	1.1722455E7	1.154086E7	1.1682074E7	1.0638738E7	1.0394309E7	2083.217	1.0096465E7	1.2416914E7	1.2447195E7	1.2377943E7	1.2382081E7	1311208.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1495081.0	1527957.2	1499995.0	1506081.1	1478210.5	1333145.1	0.0	1289555.1	1538414.6	1560754.2	1533897.8	1512843.5	
sp|P07384|CAN1_HUMAN	P07384	CAN1_HUMAN	CAPN1	714	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calpain-1 catalytic subunit	1.0	0.999	16	91	91	91	0	0	0	0	0	0	0	0	10	9	14	13	4	4	0	2	8	10	9	8	0	0	0	0	0	0	0	0	10	9	14	13	4	4	0	2	8	10	9	8	0	0	0	0	0	0	0	0	10	9	14	13	4	4	0	2	8	10	9	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265282.75	258227.72	244978.3	230513.1	237399.58	223757.25	0.0	54133.793	198503.39	181477.92	249644.6	278639.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58097.758	54946.01	58486.2	61959.72	63604.203	60335.48	0.0	0.0	60497.22	57816.637	58265.37	60093.36	
sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin beta chain	1.0	0.999	17	245	135	2411	9	0	0	0	0	0	0	0	30	27	25	33	20	16	0	10	22	18	17	18	6	0	0	0	0	0	0	0	14	14	15	21	14	10	0	9	8	8	9	7	56	6	0	0	2	1	3	0	238	260	252	251	166	132	11	93	247	233	230	230	1805212.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1685171.6	1643444.5	1682291.6	1726129.1	1723249.4	1499874.0	4909.032	1267602.4	1678902.6	1679438.1	1633843.1	1625589.4	1489428.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1368651.9	1438254.1	1450436.0	1608239.9	1273740.4	911334.2	0.0	644091.1	1017598.2	1099353.0	1028617.3	1005747.6	
sp|P07602|SAP_HUMAN	P07602	SAP_HUMAN	PSAP	524	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prosaposin	1.0	0.999	12	164	164	164	5	0	0	0	0	0	0	0	18	16	18	11	12	8	0	7	19	16	16	18	5	0	0	0	0	0	0	0	18	16	18	11	12	8	0	7	19	16	16	18	5	0	0	0	0	0	0	0	18	16	18	11	12	8	0	7	19	16	16	18	853432.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1105675.6	1145196.9	1025825.75	917540.6	1249528.2	1090090.4	0.0	1089516.2	1262175.8	1265128.8	1258549.5	1297921.8	246087.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	255625.72	256652.03	251104.53	263658.22	294714.12	275968.03	0.0	298350.44	311356.06	305117.28	304837.53	306680.62	
sp|P07686|HEXB_HUMAN	P07686	HEXB_HUMAN	HEXB	556	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-hexosaminidase subunit beta	1.0	0.999	12	126	103	126	1	0	0	0	0	0	0	0	13	12	15	17	9	5	0	4	14	12	10	14	0	0	0	0	0	0	0	0	11	10	12	14	8	4	0	2	12	10	8	12	1	0	0	0	0	0	0	0	13	12	15	17	9	5	0	4	14	12	10	14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222983.19	372727.22	249669.55	297926.12	267763.66	291219.94	0.0	288436.84	380647.6	306341.25	330669.1	393620.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65368.316	63738.844	68124.664	75981.305	84422.234	78368.06	0.0	84227.18	83328.914	76477.92	71455.94	75912.01	
sp|P07711|CATL1_HUMAN	P07711	CATL1_HUMAN	CTSL	333	Homo sapiens OX=9606	1:Experimental evidence at protein level	Procathepsin L	1.0	0.999	3	27	24	27	0	0	0	0	0	0	0	0	4	2	2	4	3	1	0	0	3	2	3	3	0	0	0	0	0	0	0	0	4	2	2	4	2	1	0	0	2	2	2	3	0	0	0	0	0	0	0	0	4	2	2	4	3	1	0	0	3	2	3	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87945.984	92324.0	85306.12	92039.3	91246.09	75750.88	0.0	0.0	86503.96	59456.047	80968.59	80172.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99249.46	61395.805	50257.5	0.0	0.0	60877.07	0.0	52517.94	50517.15	
sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	140	Homo sapiens OX=9606	1:Experimental evidence at protein level	Profilin-1	1.0	0.999	9	689	689	689	14	2	0	0	0	2	3	0	68	69	72	62	45	39	3	33	72	68	73	64	14	2	0	0	0	2	3	0	68	69	72	62	45	39	3	33	72	68	73	64	14	2	0	0	0	2	3	0	68	69	72	62	45	39	3	33	72	68	73	64	3932263.0	5037.7773	0.0	0.0	0.0	1916.555	2944.67	0.0	5601842.5	5461199.0	5578787.0	5520902.5	4566603.0	3902705.0	7838.522	4176626.8	5754721.5	5647217.0	5674454.0	5594325.0	1104300.6	4164.918	0.0	0.0	0.0	0.0	0.0	0.0	1573359.8	1529644.6	1618292.6	1578649.9	1267119.0	1131807.0	6094.1055	1259297.2	1295249.2	1328845.0	1357317.6	1353710.9	
sp|P07738|PMGE_HUMAN	P07738	PMGE_HUMAN	BPGM	259	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bisphosphoglycerate mutase	0.9999	0.999	2	16	16	16	0	0	0	0	0	0	0	0	3	2	2	2	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	3	2	2	2	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	3	2	2	2	0	0	0	0	1	2	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26699.541	26289.455	33312.91	21435.088	0.0	0.0	0.0	0.0	31367.736	33420.84	44628.383	25676.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17839.951	17692.162	23593.793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34122.18	0.0	
sp|P07741|APT_HUMAN	P07741	APT_HUMAN	APRT	180	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenine phosphoribosyltransferase	1.0	0.999	7	71	71	71	2	0	0	0	0	0	0	0	11	10	9	7	5	5	0	2	3	6	6	5	2	0	0	0	0	0	0	0	11	10	9	7	5	5	0	2	3	6	6	5	2	0	0	0	0	0	0	0	11	10	9	7	5	5	0	2	3	6	6	5	65515.723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270174.06	267155.8	232725.72	234695.72	385849.7	279108.0	0.0	144504.22	453457.78	169676.5	295062.5	319279.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81868.94	76613.63	75621.04	87786.45	176550.88	182656.92	0.0	126085.98	138176.36	95941.125	113790.71	110271.57	
sp|P07814|SYEP_HUMAN	P07814	SYEP_HUMAN	EPRS1	1512	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bifunctional glutamate/proline--tRNA ligase	1.0	0.999	44	528	517	528	15	0	0	0	0	0	0	0	60	63	65	59	32	23	0	20	46	36	54	55	15	0	0	0	0	0	0	0	59	62	64	58	30	23	0	19	45	35	53	54	15	0	0	0	0	0	0	0	60	63	65	59	32	23	0	20	46	36	54	55	759828.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2223591.8	2095422.5	1768916.1	1673587.6	1539629.5	1408008.6	0.0	1271873.8	2124059.0	1652741.8	2164295.5	1947549.2	183833.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156857.36	152470.9	151686.27	150937.11	207791.86	206748.14	0.0	187226.55	178264.12	188101.9	185092.97	180447.14	
sp|P07858|CATB_HUMAN	P07858	CATB_HUMAN	CTSB	339	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cathepsin B	1.0	0.999	4	36	36	36	1	0	0	0	0	0	0	0	4	5	6	3	2	2	0	0	4	2	3	4	1	0	0	0	0	0	0	0	4	5	6	3	2	2	0	0	4	2	3	4	1	0	0	0	0	0	0	0	4	5	6	3	2	2	0	0	4	2	3	4	53849.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145281.4	210139.39	207627.72	135762.39	161243.69	109091.445	0.0	68246.695	197612.61	108444.625	191816.0	196536.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86100.5	74928.336	73080.3	77721.15	57570.223	53345.473	0.0	0.0	69747.66	71783.055	76698.17	70052.83	
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha	1.0	0.999	37	2127	789	2127	33	0	0	0	1	1	1	0	209	234	270	237	119	90	3	67	230	201	219	212	10	0	0	0	0	0	0	0	86	105	136	110	27	25	0	17	68	56	77	72	33	0	0	0	1	1	1	0	209	234	270	237	119	90	3	67	230	201	219	212	7584209.5	0.0	0.0	0.0	0.0	0.0	2106.1135	0.0	1.2748888E7	1.3757158E7	1.3704595E7	1.4029755E7	1.0049272E7	8763784.0	6086.502	8274451.5	1.2769974E7	1.3056428E7	1.3042961E7	1.3211747E7	995287.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1358420.1	1361706.2	1396633.1	1395667.9	994810.44	904634.2	6886.347	805773.0	1203475.6	1225028.8	1229085.1	1196650.9	
sp|P07910|HNRPC_HUMAN	P07910	HNRPC_HUMAN	HNRNPC	306	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoproteins C1/C2	1.0	0.999	18	496	321	496	20	1	0	0	0	0	0	0	49	54	48	51	38	24	1	20	53	42	49	46	8	0	0	0	0	0	0	0	36	40	30	38	20	11	0	9	35	30	32	32	20	1	0	0	0	0	0	0	49	54	48	51	38	24	1	20	53	42	49	46	2908603.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4036443.2	3798789.8	3902534.0	3891492.2	3873198.8	3538421.2	0.0	2697747.8	3870515.0	3712942.8	4305895.0	3804327.2	836752.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	884070.8	842055.25	877004.44	829120.75	822905.56	814647.5	0.0	628078.5	853421.8	864350.5	899317.94	824080.3	
sp|P07919|QCR6_HUMAN	P07919	QCR6_HUMAN	UQCRH	91	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 6, mitochondrial	1.0	0.999	3	34	17	34	1	0	0	0	0	0	0	0	3	4	6	5	2	2	0	1	3	3	2	2	0	0	0	0	0	0	0	0	2	2	4	4	0	0	0	0	2	1	1	1	1	0	0	0	0	0	0	0	3	4	6	5	2	2	0	1	3	3	2	2	124687.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174174.39	239538.27	266700.56	259515.38	177996.19	173287.72	0.0	104023.15	181423.12	161372.95	176125.31	190381.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103594.52	100633.695	106494.086	106540.35	121095.2	118060.945	0.0	0.0	100159.83	125575.61	136854.4	106628.38	
sp|P07942|LAMB1_HUMAN	P07942	LAMB1_HUMAN	LAMB1	1786	Homo sapiens OX=9606	1:Experimental evidence at protein level	Laminin subunit beta-1	1.0	0.999	14	52	52	52	0	0	0	0	0	0	0	0	4	8	5	7	1	1	0	1	5	6	6	8	0	0	0	0	0	0	0	0	4	8	5	7	1	1	0	1	5	6	6	8	0	0	0	0	0	0	0	0	4	8	5	7	1	1	0	1	5	6	6	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112390.484	219132.7	131030.12	149260.19	21940.527	43106.63	0.0	29096.096	179065.98	142612.16	162404.16	224878.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60873.133	56514.11	61815.254	63255.87	0.0	0.0	0.0	0.0	68753.38	69510.695	66756.83	61838.062	
sp|P07947|YES_HUMAN	P07947	YES_HUMAN	YES1	543	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein kinase Yes	1.0	0.999	6	13	1	37	0	0	0	0	0	0	0	0	1	1	1	3	2	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	3	5	5	4	2	0	1	3	2	5	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45432.996	0.0	0.0	0.0	0.0	24123.547	20161.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
