Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-18-2024_Slot2-91_5563.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-18-2024_Slot2-91_5564.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5565.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5566.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_100nlminA_25cm_4-19-2024_Slot2-91_5567.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5569.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5570.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5571.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5572.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_150nlminA_25cm_4-19-2024_Slot2-91_5573.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5575.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5576.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5577.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5578.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminA_25cm_4-19-2024_Slot2-91_5579.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5581.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5582.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5583.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5584.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminB_25cm_4-19-2024_Slot2-91_5585.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5587.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5588.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5589.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5590.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_25cm_4-19-2024_Slot2-91_5591.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5592.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5593.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5594.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5595.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_25cm_4-19-2024_Slot2-91_5596.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5597.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5598.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5599.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5600.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_25cm_4-20-2024_Slot2-91_5601.d
P25325	P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase									1402.12		1239.49	615.609	659.112	1196.56	775.024	1110.19	737.098	1099.53		518.714	962.903	1728.22	755.2	1104.8	706.778	740.001	1024.12	1032.02	1011.26	850.335	1004.93	521.848	1653.35	1125.73	1224.42
P25398	P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12						10662.7	9587.13	8994.87	10900.1	8871.51	11117.9	11723.2	9708.6	10342.5	9270.1	10943.6	10690.2	10765.4	10420.6	10584.4	11423.8	9556.61	10109.7	10768	10096.7	10313.3	10844.5	10293	11175.2	10709	10006.6	9823.74	10352.1	9887.62	10116.5
P25490	P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1																						360.042	581.143	287.834		423.347							1089.7	524.28	501.704
P25685	P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1						2192.7	2284.78	1743.47	1655.99	2626.36	2828.37	1973.3	2347.82	2369.51	1871.75	2452.16	2214.33	1534.15	1726.76	2601.15	1683.04	2471.2	2706.31	2030.66	1706.56	2806.18	2094.87	2210.54	2211.54	2404.07	1997.02	2152.39	2450.65	2396.84	2192.22
P25705	P25705	ATPA_HUMAN	ATP5F1A	"ATP synthase subunit alpha, mitochondrial"					2.20E+06	17758.9	16723.9	16914.1	17302.4	17287.2	18977.3	19577.3	19215.7	18834.7	16082.6	18418.2	17275.6	18554	17949.3	19447	18921.6	17903.4	18937.7	18264.6	19303.3	18194.7	18562.9	18645.7	18557.8	19136	17193	18852.1	18485.9	18333.2	17631.7
P25786	P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1				286028		5846.55	5722.97	5247.65	6105.96	5479.47	5723.31	4377.58	5258.37	5303.76	3980.25	6298.98	5831.34	5066.92	5258.02	5664.28	4427.2	5441.57	4970.4	5048.25	6004.07	5020.5	5371.07	5462.32	5377.67	6594.64	5196.56	5040.3	5989.7	5453.02	4574.74
P25787	P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2											1655.39	1457.72	1314.79	1708.46	1312.44	1986.28	1443.34	1199.26	1267.53	1636.99	998.805	1255.54	1103	1493.76	1784.55	1444.92	1253.62	1589.11	969.527	1750.03	1476.18	1983.6	1501.5	1705.61	1464.14
P25788	P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3						3642.23	2669.65	3829.21	3809.27	2940.93	3712.27	3818.47	3660.18	3494.84	3446.77	4147.41	4536.5	3735.92	3456.22	3827.06	3783.68	3530.6	3529.09	3898.94	4097.91	4262.7	2506.65	4341.06	2845.56	4762.16	4264.01	3636.52	3449.63	3326.84	4350.17
P25789	P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4						4076.62	5115.58	5662.16	3601.44	4119.85	5894.44	2509.38	4358.93	4317.66	4364.11	5743.86	5391.55	5026.74	3438.63	3730.77	4231.17	3696.48	3145.73	3057.24	2762.91	5290.17	5456.85	5476.15	4955.36	5598.49	4292.19	4964.32	4753.48	5274.51	4426.2
P26006	P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3						748.785	755.807	1026.36	990.359		1009.06	791.616	1137.44	1071	1247.49	1320.84	1333.46	1429	1389.2	1354.14	1089.57	1559.49	969.069	1195.43	767.568	1273.27	1484.95	1241.13	1086.2	1016.86	1533.76	1388.07	1421.91	1577.77	1182.12
P26038	P26038;P15311;P35241	MOES_HUMAN	MSN	Moesin		9.02E+06			4.05E+06	14129.1	15195	15067.6	14459.9	14884.4	15691	15875	15283.8	15856.6	15032.6	14588.6	16103.1	16189.2	15526.5	14516.1	15917	16348.6	15727.1	15725.5	14059.3	15506.5	16394.5	14849.6	15817.8	15062.1	15004.5	16202.4	15875.9	17260.8	16808.5
P26196	P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6						578.544	539.179	524.721	926.12	1009.37	639.956	475.169	514.924	687.696	555.859	680.207	359.527	672.833	722.822	1011.87	495.505	722.618	542.66	606.57	535.803	424.044	413.813	237.348	612.695	765.58	824.077	990.089	1145.41		422.285
P26358	P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1						1482.8			1614.53		1393.59	1352.93	1146.33	1335.45	1770.37	1263.01	1114.7	996.81	1100.38	847.086	1165.82	757.911	1490.84	991.287	1421.92	961.691	728.455	1274.44	1094.04	871.305	1137.53	1128.24	1394.37	968.337	824.122
P26368	P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit						3186.56	2827.96	2525.81	2409.78	3622.03	2982.86	2271.77	2379.24	1564.53	2192.63	1339.33	1892.62	1702.19	1742.45	2392.08	2088.82	1412.92	1507.32	1492.8	1925.74	1424.51	859.259	1903.23	1769	1615.31	1842.26	1716.91	1937.68	1502.28	2271.24
P26373	P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13		1.69E+06	2.61E+06		749880	13218.9	11522.4	13328.4	13955.1	13861.3	14385.9	14845.6	14427.5	13194.7	13231	14471.9	13874.8	15901.7	15512	15219.1	12563	14579.2	15034.1	13090.5	13850.3	14092.6	13324.5	14224.2	13922.1	14482.2	13031.5	15351.4	14469.5	12753.9	14265.6
P26440	P26440	IVD_HUMAN	IVD	"Isovaleryl-CoA dehydrogenase, mitochondrial"						580.635	1146.98				1333.33	1014.02	1541.29	842.271		715.379	1104.78	826.121	1033.3	589.052	1648.54	1189.89	1065.88	1095.35	1232.59	852.153	772.992	1269.39	819.523	922.047	831.368	668.632	1093.21	1251.93	1513.59
P26447	P26447	S10A4_HUMAN	S100A4	Protein S100-A4	1.37E+07		8.27E+06	3.67E+06		17333.3	8718.63	16342.5	7321.95	10816.3	19395.5	22801.3	21983.8	18614.9	23282.8	30012.3	26424	26807.4	26663.1	26349.3	19777.2	21990.3	22157.3	20740.2	18651.7	23880.6	22121.8	21759.3	21151.8	20255.4	26296.9	24497.8	23176.9	21702.5	22622.2
P26583	P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2				646646		4702.63	4990.12	4059.23	2906.16		3016.57	2463.83	3437.71	3144.87	3516.22	3758.62	3416.97	4277.46	4286.8	3415.12	3637.92	3236.4	3365.95	2876.76	3656.49	4116.92	4474.43	3796.6	3802.49	3439.11	4185.64	3956.02	3448.39	3778.11	3795.54
P26599	P26599;O95758	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	1.80E+06	760026	857328	444813		5344.16	5786.61	5620.59	6117.82	4463.63	5834.24	4966.81	5011.74	5415.69	5294.25	5115.22	6177.46	5878.13	4600	5209.64	4702.03	4413.89	4869.73	5065.52	4507.92	5079.35	5501.24	5199.28	5154.85	4615.62	5416.87	4694.75	4711.91	5196.37	4409.87
P26639	P26639	SYTC_HUMAN	TARS1	"Threonine--tRNA ligase 1, cytoplasmic"		1.01E+06	2.96E+06	638719	3.98E+06	10219.7	10635.6	11327.1	9003.63	8638.31	9131.02	9933.32	10124.3	10069.2	9423.77	9735.55	9671.21	9603.04	10140.1	10240.8	9332.23	9232.18	9958.93	9656.48	9101.28	9908.67	9720.93	9475.02	9003.56	10438.2	9945.71	9524.48	9115.11	9891.53	9569.51
P26640	P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase			399894			1849.74	1817.03	2078.52	1316.15	1692.21	1626.28	1541.21	2315.47	1662.91	1907.73	1612.95	1636.46	1642.18	1934.92	1508.63	1886.07	2067.36	1691.56	1793.42	1859.58	1795.96	1318.75	1678.51	1676.25	1905.21	1524.25	1898.57	1856.9	1870.3	1563.56
P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1.12E+06	4.81E+06	3.11E+06	1.76E+06	1.35E+06	12052.2	13249.1	12974	12717	12950.2	13425.2	13454.7	13324.2	13513.4	13511.8	13890.8	13358.7	14223.3	13222.5	14595.2	13275.2	13987	12871.2	14351.8	12283.4	13656.7	12913	12937.1	13803.2	13493.7	13844.8	13686	13715.5	12784.9	13916.6
P26885	P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2						2661.59	2240.54	2881.79	2766.36	2839.39	2318.05	4997.98	3777.33	4236.62	4750.53	3818.17	5102.88	4503.37	3814.82	5070.95	4468.37	5219.34	3939.99	4273.83	4563.64	3927.6	3373.49	4568.1	3340.02	4195.63	4454.19	4539.75	4276.73	3939.53	4923.73
P27105	P27105	STOM_HUMAN	STOM	Stomatin						3005.64	3288.48	3045.26	4031.55	2056.69	3562.35	2932.63	3030.17	3790.15	3000.89	3483.25	2412.39	3690.11	2779.79	1643.66	3383.52	3338.84	2475.4	2948.27	3554.44	2842.04	2779.13	3015.39	3143.24	2352.05	2641.92	2933.67	2770	1747.19	2903.59
P27144	P27144	KAD4_HUMAN	AK4	"Adenylate kinase 4, mitochondrial"						1786.94		1386.45	1508.83	938.473	1156.06	834.045	1713.26	1321.54	733.426	1487.17	818.901	1740.39	1178.15	1491.95	1508.74	1499.73	1379.35	1384.88	1950.35	984.396	1043.96	1107.85	850.933	1561.4	779.022	967.755	899.333	1203.62	1057.2
P27348	P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	4.53E+06	3.05E+06		2.94E+06		13051.1	12321.1	11745.6	11588.3	10341.1	9896.2	9951.5	10430.9	9415.24	10594.9	10820	9948	9207.85	8286.34	9879.83	10224.4	12155.7	10640.8	10706.3	9614.35	9967.23	9564.92	10575.6	9869.81	10746.7	10811.7	11900.1	11047.4	11293.3	10320.5
P27361	P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3							1205.04				631.91			828.55			330.526	501.517			570.438	487.242			429.363						467.887				275.956
P27635	Q96L21;P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10		6.49E+06	2.32E+06		2.69E+06	9412.18	12301.3	9189.51	8583.46	6754.43	7745.59	8575.61	7611.08	9118.15	5377.1	7067.3	7197.96	8036.22	8606.18	7182.43	6994.23	6963.08	6332.56	7934.45	6194.36	7555.74	6656.89	6954.31	5035.22	6892.58	6291.63	6152.38	6975.37	7725.72	5677.67
P27694	P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit		482944				1602.18	1062.62	672.16	779.948	697.772	710.423	1075.15	825.645	734.801	618.149	933.389	536.026	526.396	937.658	994.667	814.538	1175.32	890.404	729.676	627.636	1012.8	1135.28	834.895	975.759	773.279	707.055	755.332	625.99	485.432	1159.21
P27695	P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease		1.40E+07	1.16E+07		5.32E+06	4231.22	3944.33	3455.55	3163.75	3983.66	3351.96	3556.32	3064.18	3577.91	3814.43	2954.97	4343.9	2793.37	3983.73	4184.43	3204.19	3933.14	3149.27	3157.15	3665.58	3624.25	3018.98	3257.41	2877.87	3053.03	2865.09	3225.71	3120.35	3671.66	3415.77
P27707	P27707	DCK_HUMAN	DCK	Deoxycytidine kinase						750.792	720.848		642.077	589.849		522.771				932.823	552.764	416.443		337.333			350.9	238.613		561.614	466.97				412.851	542.259	313.528		576.081
P27708	P27708	PYR1_HUMAN	CAD	CAD protein						1749.9	2402.12	1778.56	2216.87	2023.69	1755.11	2147.57	1676.66	2049.14	1853.86	2206.86	1759.89	2367.58	1823.28	2327.91	1822.83	1915.8	1915.61	2371.31	1779.58	1671.46	1894.05	2070.13	2112.23	1639.36	1859.84	2150.86	2368.31	2109.46	2278
P27797	P27797	CALR_HUMAN	CALR	Calreticulin				3.07E+06	684185	17803.1	19773.2	18270.6	17993.2	16060.5	17967.9	18133.8	18557.9	18344.2	13190.4	17740.5	17570	17425.5	18075.6	18464	17716.2	17704.9	16670.2	18266	14120.2	18167.2	18981.6	18430.8	18874.3	17923.8	21843.8	19391.2	20840	20806.4	20306
P27816	P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4		827343	625726		453666	2644.73	3186.45	3089.61	3169.58	2998.15	3417.18	2948.76	3036.61	3285.55	2904.73	2811.11	3113.51	3298.07	3265.29	3649.55	2772.3	2969.57	3321.11	2894.03	3159.37	3051.64	3180.62	3149.58	3277.57	3177.5	2908.04	3248.54	3264.53	3160.97	2932.19
P27824	P27824	CALX_HUMAN	CANX	Calnexin						5543.96	7607.51	12134.1	6807.27	5725.09	6182.31	7111.6	6731.37	6577.18	7965.22	6948.34	6356.49	6662.2	6448.15	6446.85	6831.37	7202.06	6364.72	7330.76	6917.95	6723.36	5261.12	7219.09	6178.25	7472.5	7207.26	6637.16	6098.39	6330.17	6184.85
P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5						6468.77	6478.7	8034.19	1702.13	6361.07	4492.88	5054.26	5369.95	4334.5	5095.33	3510.91	4746.78	5398.23	4993.88	6507.33	3418.68	4861.97	4859.09	4548.44	3643.19	3668.44	3642.86	4829.67	3644.07	3928.5	3073.49	3341.01	3931.16	3786.45	3945.46
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4						4371.73	2474.28	3000.34	2547.19	1843.08	2010.22	1946.85	1664.98	1960.85	2056.66	2289.85	2239.67	2466.41	1461.44		1859.83	2509.63	2293.89	1750.4	2207.73	2352.83	1893.48	2240.77	1515.61	1808.29	1920.72	2813.15	1753.64	1833.3	1113.97
P28072	P28072	PSB6_HUMAN	PSMB6	Proteasome subunit beta type-6						4607.18	4593.64	4745.45	4940.44	4446.23	3404.2	4307.52	4917.32	4609.01	5146.12	4253.17	4937.47	3632.26	3900.32	5168.64	4103.69	3716.24	3931.5	3427.05	3404.09	5298.8	3682.81	4033.81	3349.11	4284.66	3688.13	3317.53	3906.44	3810.79	4091.58
P28074	P28074	PSB5_HUMAN	PSMB5	Proteasome subunit beta type-5				477692		1885.89	1440	1636.46	1534.09	1636.5	1511.04	2015.73	1751.86	1929.01	1386.45	2258.69	1345.95	1476.26	1388.7	2282.07	2005.66	1059.64	1741.72	1664.21	1219.85	1233.27	1616.16	1510.86	1853.02	1237.15	1118.03	1124.82	1496.58	1475.78	1135.47
P28288	P28288	ABCD3_HUMAN	ABCD3	ATP-binding cassette sub-family D member 3						616.962	1211.69	258.611	589.681	1055.28	435.817	857.088	451.259	899.969	437.111	490.468	700.306	932.787	900.214	707.803	1211.65	356.276	684.319	411.185	624.948	648.246	522.689	884.708	610.11	805.25	480.478	500.716	519.709	710.612	766.381
P28290	P28290	ITPI2_HUMAN	ITPRID2	Protein ITPRID2							379.125		538.168					523.785		505.258	289.854	812.012		601.84				525.826	347.425	572.513	502.89				531.554			527.49	
P28331	P28331	NDUS1_HUMAN	NDUFS1	"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"						1026.02	1168.6	1275.22	1043.51	1508.87	1267.65	1105.53	862.664	1148.79	1274.86	1293.18	1127.59	1004.33	883.435	1351.93	1172.07	1023.32	1106.44	1156.27	717.236	896.324	1054.66	884.704	1044.89	734.985	1256.98	1296.28	1109.85	831.722	1110.24
P28340	P28340	DPOD1_HUMAN	POLD1	DNA polymerase delta catalytic subunit						7899.93	12626	8068.36	6834.62	9674.14	9823.29	7235.14	7168.99	11316.3	5064.76	9639.97	7180.36	7161.96	8273.56	6064.69	6643.41	8679.88	6625.61	5792.83	5823.78	5395.82	9439.9	7585.79	6051.85	7262.92	8066.06	12708.2	7203.4	9138.45	9390.58
P28347	P28347	TEAD1_HUMAN	TEAD1	Transcriptional enhancer factor TEF-1											453.97		570.628	1018.86		555.803	1027.5			525.496	596.105								364.58	410.702	292.875	513.07		924.54	
P28370	P28370	SMCA1_HUMAN	SMARCA1	Probable global transcription activator SNF2L1							560.908					412.178								758.298	823.603			579.874						260.945	447.824	394.199		247.576	
P28482	P28482	MK01_HUMAN	MAPK1	Mitogen-activated protein kinase 1				282577		1891.18	1618.7	2001.94	1417.21	1005.32	1397.31	1007	982.525	1308.52	1334.08	1116.98	1492.48	1364.46	1456.73	799.548	1261.42	1662.09	1329.86	453.086	756.903	1007.33	1461.02	1429.52	1034.5	1411.63	1310.97	1045.98	1482.2	1225.34	1098.36
P28799	P28799	GRN_HUMAN	GRN	Progranulin											1043.16				325.543				186.932			527.276	643.183		277.576		404.433	197.33			1041.37	782.586	414.702		599.895
P28838	P28838	AMPL_HUMAN	LAP3	Cytosol aminopeptidase						947.224	1230.66	854.19	1557.86	761.029	939.897	929.546	1324.49	826.607	1039.62	1126.2	834.944	1131.48	1534.84	1640.27	836.938	869.642	1108.92	1138.16	793.228	1078	850.875	885.446	1028.21	1095.68	1126.88	818.048	966.714	696.019	610.744
P29034	P29034	S10A2_HUMAN	S100A2	Protein S100-A2						2133.14	1742.96	1384.63	2024.69	2806.64	2342.13	3544.04	2058.95	2831.24	3187.31	1832.35	3483.7	1582.45	2083.41	2332.12	3024.95	2452.44	2167.58	2492.94	2412.44	2856.36	2451.07	2574.56	2356.2	2605.87	1766.82	3090.03	2971.64	2717.22	2049
P29084	P29084	T2EB_HUMAN	GTF2E2	Transcription initiation factor IIE subunit beta									293.532			194.123		328.756	293.783			261.717									109.832	74.791					229.324		321.408
P29144	P29144	TPP2_HUMAN	TPP2	Tripeptidyl-peptidase 2						2184.67	1326.3	1510.6		1099.35	1092.83	1297.01	1026.88	954.383	897.551	883.455	1292.41	538.524	1121.37	1671.4	1238.6	1262.17	1026.17	1050.8	734.52	967.966	751.904	1520.09	770.303	906.583	1089.73	951.11	1478.3	816.168	864.479
P29218	P29218	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1							888.279	1606.91	684.593		521.919				1106.41		1121.36					776.313	861.941	923.198		1106.65	909.789	710.518	662.32	654.438	761.029	790.698		1180.63	
P29353	P29353	SHC1_HUMAN	SHC1	SHC-transforming protein 1																	511.444	269.675							257.342						248.522			407.047	
P29372	P29372	3MG_HUMAN	MPG	DNA-3-methyladenine glycosylase						554.788						588.898				757.745	287.889			493.54	445.043	873.639		588.035	435.161		392.238	415.878		451.257	437.33		495.77		
P29373	P29373	RABP2_HUMAN	CRABP2	Cellular retinoic acid-binding protein 2																			313.168				560.358												
P29401	P29401	TKT_HUMAN	TKT	Transketolase	4.35E+07	3.39E+07	3.15E+07	7.97E+06	1.18E+07	41718.4	39352.2	41682	41600.9	36012.2	46060	48908.2	44670.2	46573.1	46946.9	47860.6	47188.2	46315.6	47978.8	48372.6	44226.9	45277.8	46232.1	44779.3	43091.3	45349	46545.4	45632.9	43080.3	44519.9	41377.5	43750.9	43521.6	41209.5	39056.1
P29558	P29558	RBMS1_HUMAN	RBMS1	"RNA-binding motif, single-stranded-interacting protein 1"						456.037	258.002		334.606	375.831	507.331	396.039	501.067	636	518.728	502.877	251.696	235.878	566.872	221.43	387.825	313.842	537.512	363.765	344.8		356.332	282.594	574.323	424.398					350.005
P29590	P29590	PML_HUMAN	PML	Protein PML									467.969							343.338										114.549		214.538	261.912		187.185			459.449	313.001
P29692	P29692	EF1D_HUMAN	EEF1D	Elongation factor 1-delta	3.25E+06	5.01E+06	3.61E+06	1.59E+06	2.25E+06	17204	16892.1	15627.2	17512.9	14739.7	16013.6	17099.9	17829.4	17239.6	17651.6	15881.3	15998.1	17579.6	18633.3	17616.9	16217.5	16080.4	15824.6	16275.4	16932.7	15856.2	17923.7	17438.8	15181.1	16660.7	18619	15505.6	17009.7	18147.4	17896.4
P29966	P29966	MARCS_HUMAN	MARCKS	Myristoylated alanine-rich C-kinase substrate						6448.32		3208.38			2623.09	2826.35	3013.01	1647.68	2438.81	2140.2	2933.47	3127.99	2617.69	2711.57	2386.82	2864.34	2836.25	3038.27	2607.89	2482.11	2406.95	2840.12	2212.3	1910.35	2333.18	2591.52	2125.77	2195.64	2107.32
P29992	P29992	GNA11_HUMAN	GNA11	Guanine nucleotide-binding protein subunit alpha-11													1335.2		2618.76		994.644	3623.28	460.528		1332.41	1510.15	1398.02	1148.86	1112.77			999.825	932.726	1175.86		1547.4	1392.81	2168.35	1716.31
P30040	P30040	ERP29_HUMAN	ERP29	Endoplasmic reticulum resident protein 29				915398	623769	5029.69	6059.09	5589.35	5538.65	6108.9	5545.98	5709.34	5823.57	5361.83	4965.65	5915.71	6373.11	6146.49	6179.66	5189.02	5634.12	5937.49	5353.03	6116.83	5388.01	4896.06	6874.3	6203.12	5166.41	5668.28	6383.72	7652.27	5964.89	6009.87	4995.21
P30041	P30041	PRDX6_HUMAN	PRDX6	Peroxiredoxin-6			4.48E+06			31650.2	29939.5	33165.2	29304.2	28153.2	29416.7	31371.4	31057	29185.1	26865.1	30852.1	31691.9	31015.3	29110.9	29933.1	30979.6	30327.1	32214	29790.7	30711.7	32279.7	31346.9	27268.1	30191.6	28156.9	31158	31308.7	30502.7	30475.7	31309.6
P30043	P30043	BLVRB_HUMAN	BLVRB	Flavin reductase (NADPH)											942.246	368.622	449.22	563.792	852.856	1018.86	954.213	1018.23		663.619	725.349		810.113		420.512	219.632	661.926	669.424		793.04	439.23	577.595		664.88	429.147
P30044	P30044	PRDX5_HUMAN	PRDX5	"Peroxiredoxin-5, mitochondrial"						11844.3	12516	13265.6	12885.8	12612.3	11549.8	12129.3	10521.1	12302.7	9704.87	10315.5	11312.5	11510.5	10822.3	13419.1	11181.3	12031.9	10482.5	11160	13783.7	11563.8	11737.8	11167.6	10523.3	12289.8	11013.6	11979.8	14143.9	12233.2	13480.1
P30046	A6NHG4;P30046	DOPD_HUMAN	DDT	D-dopachrome decarboxylase						4538.85	5618.43	4067.34	6307.43	5357.07	6091.97	6364.67	8154.43	5443.01	5776.53	6622.03	5873.6	6588.4	6699.54	7628.42	6288.02	6119.99	5376.66	7094.12	4869.97	6893.54	6064.86	6816.13	7155.97	6373.84	6241.22	6347.68	4698.5	5537.95	6383.27
P30048	P30048	PRDX3_HUMAN	PRDX3	"Thioredoxin-dependent peroxide reductase, mitochondrial"		416977		540162		6301.53	6772.97	4910.88	3436.54	2452.99	5305.35	4416	3760.66	4750.79	4736.47	4148.24	4851.46	5862.99	4959.52	5204.24	5113.02	4117.97	5084.71	4714.35	4491.82	4945.9	4707.41	4281.5	3648.89	5615.89	4385.37	5150.68	4849.53	4479.62	4568.82
P30049	P30049	ATPD_HUMAN	ATP5F1D	"ATP synthase subunit delta, mitochondrial"	676150		640607			4224.82	4034.75	3979.82	2657.24	3395.89	3555.68	3109.37	4691.03	3269.68	4492.99	5140.02	4333.55	4605.5	4099.65	4063.94	4302.97	2989.39	4153.97	4623.57	4084.08	4076.81	4746.32	4321.45	4431.08	4991.84	4924.28	3654.37	3928.9	3349.62	4385.07
