Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5765.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5766.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5767.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5768.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_200nlminC_15cm_4-25-2024_Slot2-91_5769.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5770.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5771.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5772.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5773.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_250nlminA_15cm_4-25-2024_Slot2-91_5774.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5775.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5776.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5777.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5778.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_300nlminB_15cm_4-25-2024_Slot2-91_5779.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5780.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5782.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-25-2024_Slot2-91_5783.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5788.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_350nlminB_15cm_4-26-2024_Slot2-91_5789.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5840.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5841.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5842.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5843.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_058_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5844.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5796.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5797.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5798.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5799.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_200nlminC_15cm_4-26-2024_Slot2-91_5800.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5801.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5802.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-26-2024_Slot2-91_5803.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5804.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_250nlminA_15cm_4-27-2024_Slot2-91_5805.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5806.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5807.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5808.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5809.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_300nlminB_15cm_4-27-2024_Slot2-91_5810.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5811.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5812.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5813.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5814.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_350nlminB_15cm_4-27-2024_Slot2-91_5815.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5834.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5835.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5836.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5837.d	D:\LucyC\20240413_Hela250pg_LCMS_methodtest\Hela_250ng_087_DIA_400nlminB_15cm_4-27-2024_Slot2-91_5838.d
Q13330	Q9BTC8;Q13330	MTA1_HUMAN	MTA1	Metastasis-associated protein MTA1										657.333			684.89			920.68	600.702	454.246				373.528	697.528										441.8			673.992	578.103		505.825						396.612		467.852		203.797	1051
Q13347	Q13347	EIF3I_HUMAN	EIF3I	Eukaryotic translation initiation factor 3 subunit I	2362.52	1930.38	1515.79	2075.61	2393.23	1787.19	1698.86	1711.66	1940.85	2150.19	1701.96	1721.4	1531.11	2092.42	1988.98	1631.62	1742.06	1492.77	1775.84	1886.92	1825.28	1898.35	1764.82	1661.46	2466.89	1504.97	1957.1	1700.33	2125.24	1435.25	1772.85	2042.72	1604.01	1778.67	1794.17	2309.63	1826.99	1883.98	1686.95	2112.02	2005.71	2013.95	1623.14	1769.05	1566.6	1338.29	1813.7	1761.94	2218.16	1815.88
Q13363	Q13363	CTBP1_HUMAN	CTBP1	C-terminal-binding protein 1	726.693					654.942	862.928	953.262		665.251	483.917	955.866	799.206	159.794	503.444	606.906	1104.49	636.977	1099.4	550.747	1030.14	436.493	561.818		540.279	818.586		1453.36		770.289	554.591			624.84	310.277	452.057	888.861		1521.44	593.026	411.398		1134.31			461.206	227.529	414.601	1463.79	1242.3
Q13371	Q13371	PHLP_HUMAN	PDCL	Phosducin-like protein																	1530.67											1579.56				916.176	1047.07						1086.77		746.8						679.398			
Q13404	Q13404	UB2V1_HUMAN	UBE2V1	Ubiquitin-conjugating enzyme E2 variant 1	7355.54	6227.85	6115.93	6892.97	6585.94	7060.93	6429.17	7187.04	6465.26	6590.84	7268.76	6416.15	7322.29	6682.79	6771.8	6666.25	7181.22	6031.64	7302.48	6477.72	6856.27	7356.05	5964.27	6985.78	7229.33	7974.54	7563.28	7038.43	6499.53	7214.18	7780.73	5709.12	6756.21	7400.58	6452.07	6887.71	6866.96	7335.95	6095.16	6679.82	7355.21	7298.61	7046.11	7108.97	6924.28	7335.1	7381.91	6655.63	7144.99	6574.46
Q13405	Q13405	RM49_HUMAN	MRPL49	39S ribosomal protein L49, mitochondrial	556.015	323.745		741.478		155.638	514.665	374.535	661.082			454.051	333.818	570.892	317.392	414.94	799.018	464.812		474.466	638.154	598.716	559.828	472.538			871.739		470.277	774.846	191.935	103.213	701.23	322.723	422.639	812.496	405.547	289.929	406.926	478.543			455.25	510.788	373.425			365.296	401.904	
Q13409	Q13409	DC1I2_HUMAN	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2	1848.87	2078.47	1328.83	941.354	979.588	1662.08	1467.78	1389.47	2078.38	2158.41	1444.54	1273.82	996.224	1413.2	1380.61	1102.65	1329.85	1644.1	933.243	1240.07	1217.21	1243.54	1172.35	1295.95	901.999	1634.29	2287.23	1552.28		923.689	699.875	1914.83	715.494	1889.81	846.854	1498.82	1475.22	1283.78	638.727	954.18	1491.69	1564.38	1353.37	1953.85	1358.42		1569.32	1025	1122.36	1851.35
Q13416	Q13416	ORC2_HUMAN	ORC2	Origin recognition complex subunit 2	1443.73							1536.96			384.268	375.251	413.039	362.337	467.256						2101.4				613.48								508.653											909.207	1477.67		1132.57			344.213
Q13418	Q13418	ILK_HUMAN	ILK	Integrin-linked protein kinase	1742.87	1761.41	1559.59	1321.49	1664.48	1859.9	1525.09	1862.84	1558.84	1843.6	1755.59	1873.57	1723.06	1891.22	2111.04	2124.79	1782.55	2103.21	2222.94	1758.08	1665.48	1826.11	1945.66	2090.94	2006.4	1583.34	1579.49	1524.23	1546.05	1765.44	1691.82	1928.83	1759.91	1804.95	1780.26	1997.2	1734.98	1623	1950.81	2131.14	1760.53	1961.81	1719.16	1910.99	1900.79	1560.46	1474.48	1937.08	2294.64	2050.06
Q13423	Q13423	NNTM_HUMAN	NNT	NAD(P) transhydrogenase, mitochondrial	2589.19	2857.3	2526.01	3024.96	2239.04	2771.04	2519.96	2709.72	2358.35	2579.8	2638.87	2486.76	2875.86	2667.29	2736.61	2199.29	2624.32	2492.03	2513.6	2293.62	2384.54	2450.93	2435.55	2504.81	2362.35	2588.99	2691.05	2902.46	2497.08	2422.19	2898.48	3046.39	3025.49	2959.8	2550.24	3029.47	2827.62	2858.35	2933.4	2656.98	2780.44	2832.5	2738.7	2872.64	2737.34	2651.3	2456.67	2707.07	2905.64	2896.88
Q13425	Q13425	SNTB2_HUMAN	SNTB2	Beta-2-syntrophin		500.255											667.422					696.397																									253.782	736.929	690.437				733.151	659.242
Q13427	Q13427	PPIG_HUMAN	PPIG	Peptidyl-prolyl cis-trans isomerase G				1777.87			1686.25	1191.21	617.912		1216.98	967.07	914.875	1043.5	1012.11	1099.74		975.681		998.419	1113.27	1051.89	848.332	1841.24	1252.49	1782.98			739.15		1232.64	1555.87	963.219			1240.53	1330.48	618.797			903.77	513.03	832.669	585.392	1553.48	915.449	1873.78	1480.47	1494.88	793.231
Q13428	Q13428	TCOF_HUMAN	TCOF1	Treacle protein	1258.29	1769.34	1195.88	1705.48	1289.75	1680.15	1758.4	1819.67	1809.4	1449.6	1691.51	1508.48	1423.82	1555.56	1745.47	1783.84	1581.16	1215.11	1702.18	1331.05	1514.25	1173.64	1626.8	1579.86	1597.86	1687.01	1363.21	1825.28	1648.3	1754.3	2212.7	1922.65	1834.07	1749.14	1795.79	1245.03	1869.84	1544.29	1481.39	1871.59	1846.98	1637.5	1783.51	1554.96	1476.03	1538.71	1536.62	1733.28	1342.37	1565.71
Q13435	Q13435	SF3B2_HUMAN	SF3B2	Splicing factor 3B subunit 2	3028.93	2894.94	2988.29	3411.55	3647.41	2662.18	3289.82	2977.36	3115.01	3079.31	3234.37	2973.04	2831.41	2700.04	2959.09	2924.51	3120.63	2966.48	2748.4	2615.9	3136.71	2791.48	2780.5	3000.89	2797.58	3265	2627.53	3048.25	3403.54	2730.2	2913.69	2732.18	2834.96	2991.39	2957.49	2718.98	2877.22	2903.85	2940.93	2858.15	3654.91	3040.01	2595.9	2951.17	3128.45	3643.94	3130.06	3143.82	2712.29	2869.77
Q13442	Q13442	HAP28_HUMAN	PDAP1	28 kDa heat- and acid-stable phosphoprotein	4156.1	5048.39	4638.88	3876.75	4525.3	3529.44	4129.41	3154.1	3506.27	5006.64	3240.79	3726.29	3108.16	3364.14	4166.78	4630.02	3334.94	3860.04	3730.56	3126.56	3710.8	4270.68	2928.57	3309.54	3763.8	3939.68	3295.61	3077.03	4151.8	3425.82	4177.45	3744.52	4860.05	3559.69	4082.34	3100.97	3398.8	3341	3222.27	3606.26	3777.63	3139.53	3175	3887.64	3684.15	3274.23	3813.67	4109.13	3679.34	3681.34
Q13443	Q13443	ADAM9_HUMAN	ADAM9	Disintegrin and metalloproteinase domain-containing protein 9	1725.44		895.462		501.973			1575.26	1523.3		571.086	927.255	1977.05	1152.36	1021.91	1525.05	789.214		716.12		709.774	763.112	854.719	1044.62	1110.05	1307.49		445.201	1659.41	1895.06				1442.65	906.837	1683.41	563.348	597.708	1259.52			2765.56	1526.05		1345.79	1094.25		1010.8	881.221	1278.36
Q13445	Q13445	TMED1_HUMAN	TMED1	Transmembrane emp24 domain-containing protein 1	400.718	502.053		297.134	309.309	350.129	464.986				680.25	1009.95	508.205	695.031	434.25	758.14	792.441	402.759		493.851	700.375	947.21	527.905	538.246	670.228						568.134					508.158	594.334	693.61	1476.03	1067.17					983.211				268.432	875.948
Q13454	Q13454	TUSC3_HUMAN	TUSC3	Tumor suppressor candidate 3	705.564						1207.91										663.356	770.889	911.254	1299.27	674.458	732.93	757.781		580.035		845.081	673.249				192.93	886.151			580.346	867.624	698.171	585.442	750.221						596.416			584.704	995.43
Q13492	Q13492	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein	679.972	824.409	1336.42		1697.66	1091.55	741.07	1423.31	1069.04	540.511	696.15	987.956	1066.35	1096.81	587.097	942.401	1080.09	735.118	1091.45		744.272	1029.1	1189.28	889.242	823.45	1504.38	1077.77	1165.2	895.987	1018.71	1150.87	608.65	847.577	653.456	441.702	794.862	744.864	665.218	1279.52	1264.89	977.814	1155.57	706.39	905.508	955.272	509.251	745.225	936.309	865.839	1049.88
Q13501	Q13501	SQSTM_HUMAN	SQSTM1	Sequestosome-1	1369.33	1167.31	848.123	1994.8	1915.81	1079.96	1371.21		814.852	1580.83	1293.35	1466.76	1495.9	1481.77	1030.36	916.414	1521.25	1340.75	1429.45	1021.45	971.427	937.95	798.913	1587.51	854.012	1917.87	1635.61	1760.34		1314.84	1689.62		1711.38	1011.31	1155.42	1030.63	1922.38	1441.64	1412.26	1649.68	1519.62	1870.88	1090.11	768.109	1191.84	1177.63	798.591	1314.77	1531.72	1123.02
Q13505	Q13505	MTX1_HUMAN	MTX1	Metaxin-1			1025.56	345.679		1086.38	755.355	918.705			592.445	596.959	630.76	829.017	665.894		667.766		929.245	1233.78	918.405		1041.25	872.838			1356.95	1175.99	836.45		1009.28		1253		1200.59	1279.36	1064.56		1197	732.841		1015.87		1287.24			672.746	638.12	367.823	622.75
Q13509	Q13509	TBB3_HUMAN	TUBB3	Tubulin beta-3 chain	631.567	1084.29		723.674		577.489	500.308	1068.14	444.235	898.578	307.529	613.014	785.867	696.186	877.257	708.349	334.473	325.043	962.944	1063.48	1186.81	480.27	909.987	742.818	1233.81	908.346	747.609	1522.02	760.198	1255.63	614.509	923.117	622.605	1000.98	384.404	798.126	613.213		831.452	1194.83	1192.38	707.297	844.29	933.126	686.065	836.052	517.118	444.628	864.826	487.167
Q13510	Q13510	ASAH1_HUMAN	ASAH1	Acid ceramidase	1117.86	1609.22	1435.3	1632.67	2035.06	1853.86	1462.76	883.896	1486.77	1388.86	1370.18	1286.96	1324.51	1291.98	1196.96	1655.22	1347.54	1332.03	1790.44	1614.71	1505.6	1862.94	1668.98	1905.67	1413.64	1970.5	1326.18	1386.74		1882.64	1452.12	1977.82	1387.3	1487.38	1633.89	1536.83	2520.54	1561.29	1542.57	2006.39	1768.27	1201.52	1556.17	747.847	1537.43	1838.91	1332.98	1430.97	1549.73	1312.78
Q13523	Q13523	PRP4B_HUMAN	PRPF4B	Serine/threonine-protein kinase PRP4 homolog		1069.33	254.958		1047.71	1030.63	681.658	676.983	709.805	602.317	541.676	916.585	567.245	471.058	874.79	592.997	1020.7	771.947			250.798		703.11	282.44	591.1	531.108	501.472	487.177	424.522	802.352	542.611		1109.52	727.957	915.771			700.521	537.734	780.016	1012.96	676.441	523.586	592.919	604.949			791.302		688.792
Q13526	Q13526	PIN1_HUMAN	PIN1	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	691.439	974.16	1010.83	720.395		584.627	590.032	796.582	759.072	594.68	661.021	1025.32	698.887	565.113	619.347	814.319	627.334	733.472	650.112	752.034	773.272	595.467	618.833	743.666	650.823	2096.59				544.918	708.025	818.799	1147.56	810.424	641.971	819.626	818.345	950.529	407.363	252.724	510.687	662.225		573.072	407.95		775.851			1006.17
Q13541	Q13541	4EBP1_HUMAN	EIF4EBP1	Eukaryotic translation initiation factor 4E-binding protein 1	1142.02	929.445	1487.87	1107.45	1697.69	1669.65	2000.11	1336.46	1109.78	1486.99	1108.08	1199.61	1297.2	976.569	2000.97	812.492	1207.35	1484.08		1591.16	1108.61	1400.47	1868.59	1432.21	764.697	1416.96	1597.65	853.013	1398.31	1549.69	1009.29	837.787	1258.89		1308.65	1027.33	665.35	807.644	1355.46	1476.76	1530.64	1644.33	1096.58	430.795	1196.28	1278.81	1457.87	895.34	1337.81	809.049
Q13546	Q13546	RIPK1_HUMAN	RIPK1	Receptor-interacting serine/threonine-protein kinase 1	704.501						796.586		584.102	785.173								853.678	362.542								1019.48																				543.775			
Q13547	Q13547	HDAC1_HUMAN	HDAC1	Histone deacetylase 1	3829.21	4763.96	2988.04	3667.63	4497.99	3464.39	3866.36	2841.96	3964.54	3435.33	3090.74	3328.21	3527.58	2900.9	3351.17	3817.16	3425.94	3608.39	3325.89	3901.39	3795.93	3058.42	3250.63	3261.38	3538.01	4357.62	3520.03	4729.23	5849.13	3687.94	3937.91	3576.54	4405.24	3674.27	5196	3344.33	2982.48	3158.1	4175.31	3877.5	4137.17	2566.12	3971.22	4007.87	3332.36	3590.16	1929.62	2029.09	2919.93	3226.39
Q13555	Q13555	KCC2G_HUMAN	CAMK2G	Calcium/calmodulin-dependent protein kinase type II subunit gamma	460			266.856																				268.546																						761.651				
Q13557	Q13554;Q9UQM7;Q13557	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta					682.083	474.17	471.339	2005.92	886.803	656.262	843.724	751.927	1201.43	542.618	1263.02	755.488	617.343	390.474	777.105	997.726		740.547	842.455	601.227	783.51	796.073			998.897		1120.6	435.467		512.136		791.882	725.931		780.276	542.248	1310.99	687.534	492.573	395.492	986.705	842.699	673.484		1024.52	
Q13561	Q13561	DCTN2_HUMAN	DCTN2	Dynactin subunit 2	2369.34	2120.88	2102.52	2570	1960.92	2406.35	2025.68	2324.47	1897.95	2322.32	2245.16	2339.26	1966.72	2178.98	2134.36	2067.41	2159.95	2099.16	2037.08	2270.94	2099.01	2013.72	2513.27	2155.51	1827.88	2069.82	2058.53	2516.03	1626.53	2340.7	2204.49	2501.38	2372.72	2515.04	1941.87	2277.19	2124.73	2038.01	2178.08	2419.49	2336.82	1785.78	1752.53	2101.59	2309.16	2524.3	2530.79	1752.99	1665.67	2150.46
Q13564	Q13564	ULA1_HUMAN	NAE1	NEDD8-activating enzyme E1 regulatory subunit	427.409	1084.48		1312.06	1056.34	594.035	753.809	959.506	1211.9	786.61	1040.05	821.857	876.175	638.602	786.843	823.715	701.764	884.226	1683.44	754.515	832.687	964.27	1499.82	1047.2	1339.07	1725.84	1362.34	1051.58	1138.73	1291.11	1007.34	1303.61	1447.68	1127.45	1051.14	1017.63	1175.17		913.173	656.274	787.892	633.836	755.891	654.146	1315.62	1202.88	1330.39	1264.78	415.536	745.528
Q13573	Q13573	SNW1_HUMAN	SNW1	SNW domain-containing protein 1	1471.44		1135.07		1110.89	1076.83	837.285	768.682	695.623	778.152	917.752	941.268	1052.87	936.644	735.705	885.934	846.927	1005.32	1184.2	670.588	933.46	715.918	692.922	961.208	1011.97	749.299		1154.48	1272.71	984.27	452.22	859.386		1143.65	691.746	1370.53	841.977	1519.3	1163.66	1270.14	1430.2	1137.64	1046.43	1204.1	1120.88	664.362	924.045	1351	1120.08	1208.3
Q13576	Q13576	IQGA2_HUMAN	IQGAP2	Ras GTPase-activating-like protein IQGAP2	612.176	1045.71	1016.72	1074.9	481.331	493.65	928.46	858.462		465.947	704.207	576.69	657.582	568.573	869.996	443.126	502.975	391.837	963.491	972.564	536.482	421.906	751.66	632.187	981.232	1350.92	1065.53	529.923	1605.1	1264.63	1228.62	385.906	807.335	2302.15	1002.85	385.261	894.619	698.881	946.468	971.898	1027.87	428.594	577.311	606.068	654.531	706.562	599.751	658.819	489.041	1208.85
Q13595	Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha	891.117		334.444	377.052		551.893	555.364	927.071		749.884	555.618	261.909	593.849	677.139	772.282		496.291	531.852	974.989	957.264	743.364	349.101	564.644	761.37	773.107		414.257	1865.9		379.406			719.384	768.331	721.298	586.268	441.824	347.937	530.583		829.606		663.647	480.908	405.666	648.564	475.248	368.081	711.908	450.015
Q13596	O60749;Q13596	SNX1_HUMAN	SNX1	Sorting nexin-1	1689.69	1603.78	1300.07	1244.94	1628.53	1655.99	1181.35	1658.02	1264.09	1514.6	1307.61	1357	1484.84	1459.77	1400.58	1389.66	1329.37	1166.52	1485.87	1442.34	1296.18	1475.13	1555.03	1130.24	1419.11	1246.4	1336.54	1764.13	1687.71	1567.91	1254.52	1886.46	1336.12	1824.5	1399.47	1496.98	1580.78	1577.17	1714.56	1155.15	1741.09	1301.81	1438.53	1167.58	1808.95	1325.2	1249.64	1796.06	1582.8	1225.19
Q13601	Q13601	KRR1_HUMAN	KRR1	KRR1 small subunit processome component homolog						992.671		1150.59			382.98	620.219	558.718		863.555		532.809	692.848	730.676	1093.18	499.561		1296.67									955.265	1052.52			649.122			396.195		546.045	950.121		367.11	570.703	855.169	737.378		606.148	
Q13610	Q13610	PWP1_HUMAN	PWP1	Periodic tryptophan protein 1 homolog												564.902	269.924	519.374				552.78																																
Q13614	Q13614	MTMR2_HUMAN	MTMR2	Myotubularin-related protein 2			754.009			453.685	848.494	680.966	1118.23		907.553	628.066	622.91	940.909	592.914	629.501	728.173	779.192	623.394	648.146		613.347	278.72	448.817	972.052	1231.42		584.871			539.097				593.217	761.732	1490.43	1004.09	1090.36	1233.15	1054.95	760.386	501.497	458.357	918.089	991.195		463.396	913.255	1189.3
Q13616	Q13616	CUL1_HUMAN	CUL1	Cullin-1				1788.4			2028.06			744.034												531.409									1078.77	2112.11		662.713		802.075				1669.47						1575.32	1117.31	891.581	827.798	
Q13617	Q13617	CUL2_HUMAN	CUL2	Cullin-2												847.091	350.898	307.722			688.783		441.896							807.919											678.175							787.204		552.18	970.202			
Q13618	Q13618	CUL3_HUMAN	CUL3	Cullin-3	497.089					1055.89	385.052		823.443	475.607			713.222	671.558	654.837		469.201			682.07	693.245	304.205	710.939	800.22	724.474						2047.6		961.702	873.92	819.373				603.15	482.685				695.275	567.94					339.738
Q13619	Q13619	CUL4A_HUMAN	CUL4A	Cullin-4A	1139.42	1612.44	1036.61	1507.62	979.006	529.421	878.945	1250.66	1099.97	674.305	859.267	2218.38	828.854	667.296	871.44	836.543	992.826	870.498	861.776	878.962	866.797	1094.04	727.045	766.024	773.322	888.019	642.249	1074.28		869.385	997.599	1551.52	1054.3	932.961	891.771	903.812	550.628	625.782	1126.83	1575.61	1111.26	1340.25	1003.18	883.227	634.604	633.878	1680.42	792.437	470.174	485.036
Q13620	Q13620;Q13619	CUL4B_HUMAN	CUL4B	Cullin-4B	1521.76	1606.24	2408.45	1708.9	1805.5	1587.12	1770.22	1701.87	1662.98	1660.73	1694.73	1551.44	1906.14	1636.91	1699.86	1723.73	1873.66	1265.82	1715.9	1930.89	1945.4	1754.99	1412.04	1455.7	1631.84	1562.08	1589.14	1602.83	2382.08	2220.18	2307.18	1883.56	2130.52	2240.71	1732.74	1682.77	2338.89	1667.38	1721.84	1976.38	1255.54	1686.73	2051.15	1860.6	1863.76	1628.38	1572.73	1794.98	1544.54	1359.69
Q13630	Q13630	FCL_HUMAN	GFUS	GDP-L-fucose synthase	1768.71	2277.97	1701.05	1228.43	1296.99	1397.51	1798.44	1483.95	1849.1	1712.88	1249.06	1312.75	1351.36	1390.73	1594.61	1292.04	963.596	1271.03	1111.67	871.831	1119.44	1595.58	1240.27	1313.39	1028.11	1334.52	2236.41	1958.33	1784.08	1539.44	2150.42	1261.38	1347.69	1028.65	1069.27	1037.43	1050.01	1988.41	1746.37	1301.11	2060.7	1654.71	1574	1360.99	1234.18	1114.71	1242.3	987.607	1214.31	1169.68
Q13636	Q13636	RAB31_HUMAN	RAB31	Ras-related protein Rab-31	1789.82	2148.91	1767.24	3174.72	1865.78	1261.81	2436.19	1850.71	1574.98	2352.14	1580.18	1855.53	1951.63	1489.13	1747.18	2358.59	1874.87	2072.18	1592.89	1741.6	1890.78	1361.1	1770.82	1752.93	1908.1	2436.81	1619.47	1695	2118.44	1705.66	1946.4	1975.95	1893.64	1913.26	1582.96	2342.5	2025.49	1830.02	3060.38	2193.43	1755.56	1493.12	2269.51	1846.36	1905.09	2022.92	2042.83	2282.95	2067.66	1646.41
Q13637	Q13637	RAB32_HUMAN	RAB32	Ras-related protein Rab-32	2692.32		1102.36			941.95	993.18	1147.99	1453.53	1460.28	1087.19	713.722	1216.93	1371.19	958.681	1364.01	1682.68	886.49	889.518	1039.07	998.325	1003.31	1041	1582.44	1042.1		2140.87	1651.87	1659.31	1363.89	1421.2	1330.79	1507.94	1869.74	2012.89	1250.02	1797.65	1234.23		1280.93	409.652	720.959	1309.06	914.142	1032.59	1185.18	780.475	1785.26	1720.01	1222.65
Q13642	Q13642	FHL1_HUMAN	FHL1	Four and a half LIM domains protein 1	890.479		995.243	682.364	1504.96	602.567	688.404	508.346	748.45	1068.81	697.071	902.396	916.558	816.287	774.929	703.831	712.15	881.092	1242.29	765.066	764.139	788.238	469.145	734.123	727.664	1259.79	1113	1240.43		226.511	481.895	380.917	716.596	664.976		668.688	854.682	672.061	693.564	858.909	751.65	1075.53	559.64	859.589	589.415	871.888	807.2	568.871	844.459	940.215
