Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score CHIMERYS Identification: CHIMERYS Identification,# Peptides (by Search Engine): CHIMERYS Identification,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Ensembl Gene ID,Gene Symbol,Gene ID,Reactome Pathways,WikiPathways,# Protein Pathway Groups,Abundances (Grouped): Diffrentiated,Abundances (Grouped): Undiffrentiated,Abundances (Grouped) CV [%]: Diffrentiated,Abundances (Grouped) CV [%]: Undiffrentiated,"Abundance: F223: Sample, Diffrentiated","Abundance: F231: Sample, Diffrentiated","Abundance: F233: Sample, Diffrentiated","Abundance: F234: Sample, Diffrentiated","Abundance: F235: Sample, Diffrentiated","Abundance: F201: Sample, Undiffrentiated","Abundance: F215: Sample, Undiffrentiated","Abundance: F216: Sample, Undiffrentiated","Abundance: F217: Sample, Undiffrentiated","Abundance: F218: Sample, Undiffrentiated","Found in Sample: F223: Sample, Diffrentiated","Found in Sample: F231: Sample, Diffrentiated","Found in Sample: F233: Sample, Diffrentiated","Found in Sample: F234: Sample, Diffrentiated","Found in Sample: F235: Sample, Diffrentiated","Found in Sample: F201: Sample, Undiffrentiated","Found in Sample: F215: Sample, Undiffrentiated","Found in Sample: F216: Sample, Undiffrentiated","Found in Sample: F217: Sample, Undiffrentiated","Found in Sample: F218: Sample, Undiffrentiated",# Protein Groups,Modifications
FALSE,High,Master Protein,A0A8I6A2Y2,Serine/arginine repetitive matrix 2 OS=Rattus norvegicus OX=10116 GN=Srrm2 PE=1 SV=1,0,FALSE,34.503,5,9,20,9,2689,293.3,12.03,5.63,9,RNA metabolism OR transcription;other metabolic processes,nucleus,nucleic acid binding activity;other molecular function,,,ENSRNOG00000058561,Srrm2,A0A8I6A2Y2,,,0,115149.575,282355.4688,117.08,125.38,,103441.6875,613286.6875,128182.6016,49630.31641,2382271.719,249798.6719,263288.5625,512870.8125,282355.4688,n/a,Peak Found,High,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,A6IB44,RCG56325 OS=Rattus norvegicus OX=10116 GN=rCG_56325 PE=4 SV=1,0,FALSE,34.254,26,8,56,8,456,50.2,6.42,13.82,8,,,,,,,,A6IB44,,,0,268398.5082,2263619.172,90.39,52.16,,969893.9375,245801.0781,293073.4063,150078.7969,221184,2157575.094,2511340.328,2263619.172,2973746.906,n/a,Peak Found,Peak Found,Peak Found,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,A6JJQ5,"RCG60876, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=rCG_60876 PE=4 SV=1",0,FALSE,34.079,33,6,107,6,217,24.8,9.94,51.74,6,,,,,,,,A6JJQ5,,,0,768072.3125,14691948.25,71.71,42.97,1018147.094,768072.3125,1320148.344,94840.77344,305932.8828,2955753.188,13282611.19,15545675.88,14905907.44,14691948.25,High,Peak Found,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A6I6G9,"Serine (Or cysteine) proteinase inhibitor, clade H, member 1, isoform CRA_b OS=Rattus norvegicus OX=10116 GN=Serpinh1 PE=2 SV=1",0,FALSE,33.977,18,6,40,6,417,46.5,8.82,15.86,6,cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes,non-structural extracellular;other membranes;ER/Golgi,enzyme regulator activity;other molecular function,,29345,,Serpinh1,A6I6G9; rno:29345,,,0,,4634918.705,,0.82,,,,,,,4652634.375,4627536.531,4642312.656,4567959.219,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,Q566E4,Heterogeneous nuclear ribonucleoprotein R OS=Rattus norvegicus OX=10116 GN=Hnrnpr PE=1 SV=1,0,FALSE,33.919,12,8,75,5,632,70.8,8.13,34.78,8,other biological processes,nucleus;other cell component,nucleic acid binding activity,"Pf00076, Pf18360",319110,ENSRNOG00000011910,Hnrnpr,F1LUZ6; Q566E4; rno:319110,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA,mRNA processing,3,94268.04688,8834128.125,56.79,47.21,93591.21875,148490.418,266862.1563,79286.42969,94268.04688,1177336.883,8834128.125,9105012.109,9425388.969,8747561.758,n/a,n/a,n/a,n/a,n/a,n/a,High,High,High,High,1,
FALSE,High,Master Protein,Q6IFX2,"Keratin, type I cytoskeletal 42 OS=Mus musculus GN=Krt42 PE=1 SV=1",0,TRUE,33.871,17,8,178,0,452,50.1,5.16,109.72,8,cell organization and biogenesis;other biological processes,cytoskeleton;other cell component,other molecular function,Pf00038,68239,ENSMUSG00000053654,Krt42,A7MAW4; mmu:68239; Q2M1G8; Q6IFX2; Q6SEK1,,,0,6628420.523,10855049.12,8.98,136.41,6280184.773,6628420.523,6937235.391,6987355.168,5570978.688,557927.4297,10313005.93,71894179.31,11813834.86,10855049.12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,B2RZC6,Interleukin enhancer binding factor 2 OS=Rattus norvegicus OX=10116 GN=Ilf2 PE=4 SV=1,0,FALSE,33.864,24,7,92,7,390,43,5.26,29.87,7,,,,Pf07528,310612,ENSRNOG00000014154,Ilf2,B2RZC6,,,0,,6091853.688,,50.47,,,,,,496813.8125,6404405.813,6091853.688,6141973.5,5941792.875,n/a,n/a,n/a,n/a,n/a,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I5Y6U8,"Proteasome (Prosome, macropain) subunit, beta type 1 OS=Rattus norvegicus OX=10116 GN=Psmb1 PE=2 SV=1",0,FALSE,33.593,35,6,82,6,240,26.4,7.8,34.54,6,protein metabolism;other metabolic processes,nucleus;other cell component,,,94198,,Psmb1,A0A8I5Y6U8,,,0,92640.10156,4205218.516,104.48,36.34,66280.02344,69507.46875,629356.2656,92640.10156,306342.0703,1330639.344,4205218.516,4477621.625,4524661.016,3928590.438,High,Peak Found,High,Peak Found,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,Q29443,Serotransferrin OS=Bos taurus GN=TF PE=2 SV=1,0,TRUE,33.536,14,9,123,8,704,77.7,7.08,67.59,9,stress response;transport;other biological processes,non-structural extracellular;plasma membrane;other membranes;other cytoplasmic organelle,other molecular function,Pf00405,280705,,TF,bta:280705; Q0IIK2; Q29443,,,0,3415504.688,4723679.414,44.19,20.27,3415504.688,3873060.516,2352605,4539341.148,1104928.375,3451122.281,3904762.109,4723679.414,5720368.781,5247313.594,Peak Found,Peak Found,Peak Found,Peak Found,n/a,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6G5X8,Heterogeneous nuclear ribonucleoprotein H1 OS=Rattus norvegicus OX=10116 GN=Hnrnph1 PE=1 SV=1,0,FALSE,33.489,18,6,78,4,472,51.2,6.8,27.13,6,,nucleus,nucleic acid binding activity,,,ENSRNOG00000003399,Hnrnph1,A0A8I6G5X8,,mRNA processing,1,116780.4844,6752180.688,109.94,26.5,79953.28125,310632.2031,789130.9219,80307.17188,116780.4844,3267440.094,5958121.594,7190269.23,6801228.572,6752180.688,Peak Found,Peak Found,High,Peak Found,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,Q38PG1,AHNAK 1 (Fragment) OS=Rattus norvegicus OX=10116 PE=2 SV=1,0,FALSE,33.465,17,8,157,3,543,58.7,5.45,85.45,8,,,,,,,,,,,0,2771932.137,11801877.7,50.81,56.43,1519324.207,2771932.137,5157722.242,1714154.594,3919453.402,609998.6445,10930625.58,16440756.92,12281440.95,11801877.7,High,High,High,High,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,P09495,Tropomyosin alpha-4 chain OS=Rattus norvegicus OX=10116 GN=Tpm4 PE=1 SV=3,0,FALSE,33.085,23,8,109,5,248,28.5,4.69,57.18,8,cell organization and biogenesis;other biological processes,cytoskeleton;other cell component,cytoskeletal activity;other molecular function,Pf00261,24852,ENSRNOG00000015496,Tpm4,P09495; rno:24852,Striated Muscle Contraction; RHOV GTPase cycle; Smooth Muscle Contraction,Striated muscle contraction,4,2209511.938,5454366.031,50.52,16,813068.8828,1780898.195,3880095.484,2209511.938,2307174.188,7118341.781,4699150.563,5454366.031,6034878.633,5291817.961,Peak Found,High,High,High,High,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,A0A8I6AKB2,Profilin OS=Rattus norvegicus OX=10116 GN=Pfn1 PE=1 SV=1,0,FALSE,33.04,31,5,76,5,209,22.5,8.79,33.84,5,cell organization and biogenesis,,cytoskeletal activity,,,ENSRNOG00000003975,Pfn1,A0A8I6AKB2,,,0,3252488.73,5619749.344,40.72,17.55,3157510.074,3252488.73,6549037.461,2465738.461,4977527.574,5387338.656,3744318.875,5619749.344,5716399.938,6196545.594,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8L2QBS3,Eukaryotic translation initiation factor 5A OS=Rattus norvegicus OX=10116 GN=Eif5a PE=1 SV=1,0,FALSE,32.985,30,5,70,5,167,18,5.78,37.17,5,protein metabolism;other metabolic processes;other biological processes,other membranes;ER/Golgi,translation activity;nucleic acid binding activity,,,ENSRNOG00000016478,Eif5a,A0A8L2QBS3,,,0,1040608.953,11476391.55,54.36,49.31,777956.7031,1040608.953,1969311.063,382693.6563,1327265.008,1136724.199,10498020.67,11600440.5,11635069.28,11476391.55,Peak Found,Peak Found,High,Peak Found,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,A6JS30,"Eukaryotic translation initiation factor 4A2, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Eif4a2 PE=4 SV=1",0,FALSE,32.767,18,6,56,1,407,46.4,5.48,27.31,6,,,,,,,Eif4a2,A6JS30,,,0,742771.5625,3505027.906,62.52,33.08,691400.2969,742771.5625,2140824.203,487708.6484,1260586.156,4954352.531,2587166.148,2140638.563,3505027.906,4211788.719,n/a,n/a,n/a,n/a,n/a,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,A6JQC5,"Spectrin beta 2, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Spnb2 PE=4 SV=1",0,FALSE,32.409,4,8,49,8,2363,273.9,5.59,16,8,,,,,,,Spnb2,A6JQC5,,,0,501048.6363,1069492.328,93.73,49.99,45585.57422,,1426414.914,341023.4609,736165.5859,2589076.715,1110849.465,1023534.539,1069492.328,1044630.66,Peak Found,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8L2QIW0,60S ribosomal protein L6 OS=Rattus norvegicus OX=10116 GN=Rpl6 PE=1 SV=1,0,FALSE,32.233,22,8,69,8,303,34.1,10.7,34.92,8,protein metabolism;other metabolic processes,translational apparatus;other cell component,other molecular function,,,ENSRNOG00000025936,Rpl6,A0A8L2QIW0,,,0,855273.6484,3160761.594,45.62,17.73,804043.4688,855273.6484,1647504,453344.0781,1066106.211,2295365.578,2705075.93,3532888.383,3531224.172,3160761.594,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6A2Y7,Collapsin response mediator protein 1 OS=Rattus norvegicus OX=10116 GN=Crmp1 PE=1 SV=1,0,FALSE,32.188,8,4,68,1,686,74.2,6.81,36.45,4,,other cell component,other molecular function,,,ENSRNOG00000004781,Crmp1,A0A8I6A2Y7,,,0,2590079.836,1394500.922,58.86,96.21,1622758.672,2590079.836,6058634.664,2036896.094,5767567.289,4320307.125,486716.5781,544208.6875,1394500.922,1401668.094,n/a,High,High,High,High,High,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,F7FDP3,"Fusion, derived from t(1216) malignant liposarcoma (Human) OS=Rattus norvegicus OX=10116 GN=Fus PE=2 SV=1",0,FALSE,32.118,13,6,101,6,518,52.6,9.36,46.61,6,cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,signal transduction activity or receptor binding;cytoskeletal activity;nucleic acid binding activity;other molecular function,,317385,,Fus,F7FDP3; rno:317385,,,0,154663.9844,10300402.66,98.09,54.07,202561.625,139583.1875,671221.75,66444.875,154663.9844,389930.5156,9742920.469,11278114.53,11599719.16,10300402.66,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,A0A0G2JXI9,Histone H2B OS=Rattus norvegicus OX=10116 GN=ENSRNOG00000068034 PE=3 SV=2,0,FALSE,32.102,22,5,144,3,186,20.7,10.42,108.07,5,,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00125,,,ENSRNOG00000068034,A0A0G2JXI9,Formation of the beta-catenin:TCF transactivating complex; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; B-WICH complex positively regulates rRNA expression; DNA Damage/Telomere Stress Induced Senescence; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Nonhomologous End-Joining (NHEJ); Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; Oxidative Stress Induced Senescence; E3 ubiquitin ligases ubiquitinate target proteins; Estrogen-dependent gene expression; RNA Polymerase I Promoter Escape; Recognition and association of DNA glycosylase with site containing an affected purine; Cleavage of the damaged purine; Packaging Of Telomere Ends; Inhibition of DNA recombination at telomere; HATs acetylate histones; PRC2 methylates histones and DNA; Condensation of Prophase Chromosomes; Senescence-Associated Secretory Phenotype (SASP); SIRT1 negatively regulates rRNA expression; NoRC negatively regulates rRNA expression; Transcriptional regulation by small RNAs; Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3; Deposition of new CENPA-containing nucleosomes at the centromere; Assembly of the ORC complex at the origin of replication; RNA Polymerase I Promoter Opening,,27,9036092.492,25278362.84,67.52,96.54,9036092.492,9696010.906,23957283.98,6610713.529,5706778.969,123797584.1,24165661.06,21552968.66,25278362.84,32851048.91,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6GLE7,T-complex protein 1 subunit beta OS=Rattus norvegicus OX=10116 GN=Cct2 PE=1 SV=1,0,FALSE,31.828,19,7,65,7,546,58.5,6.49,19.94,7,protein metabolism;other metabolic processes,cytosol,other molecular function,,,ENSRNOG00000021317,Cct2,A0A8I6GLE7,,,0,339703.1172,3470887.5,69.15,46.5,300209.2031,339703.1172,752094.0313,47674.55078,389381.9102,594093.2188,3372311.109,3745767.5,4259051.75,3470887.5,High,High,Peak Found,Peak Found,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,O08629,Transcription intermediary factor 1-beta OS=Rattus norvegicus OX=10116 GN=Trim28 PE=1 SV=2,0,FALSE,31.679,13,8,35,8,835,88.9,5.77,11.16,8,cell organization and biogenesis;protein metabolism;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,nucleus;other cell component,nucleic acid binding activity;kinase activity;other molecular function,"Pf00628, Pf00643, Pf14634",116698,ENSRNOG00000027487,Trim28,B2RYN5; O08629; rno:116698,Generic Transcription Pathway,,1,79770.41406,493596.8125,,41.94,,,79770.41406,,,770477.4688,376497.4063,228433.8594,594048.3203,493596.8125,n/a,n/a,High,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I6GA62,NSFL1 cofactor p47 OS=Rattus norvegicus OX=10116 GN=Nsfl1c PE=1 SV=1,0,FALSE,31.315,24,7,33,7,404,44.3,5.29,9.39,7,,ER/Golgi,,,,ENSRNOG00000008604,Nsfl1c,A0A8I6GA62,,,0,209005.6641,781929.8125,87.16,31.66,48957.96094,307452.8516,634871.0469,209005.6641,116042.9219,777380.0938,305480.375,781929.8125,837461.3438,794066.125,Peak Found,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q6IFV4,"Keratin, type I cytoskeletal 13 OS=Rattus norvegicus OX=10116 GN=Krt13 PE=3 SV=1",0,TRUE,31.16,8,5,248,0,438,47.7,4.91,159.65,5,cell organization and biogenesis;stress response;other biological processes,cytoskeleton,other molecular function,Pf00038,287699,ENSRNOG00000014070,Krt13,Q6IFV4; rno:287699,Formation of the cornified envelope,,2,10108307.3,11134100.5,9.73,158.06,9551363.578,10108307.3,10301039.05,10615223.5,8205256.453,1854500.688,11134100.5,117029429.1,12441052.44,10850771.81,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,P63245,Small ribosomal subunit protein RACK1 OS=Rattus norvegicus OX=10116 GN=Rack1 PE=1 SV=3,0,FALSE,30.819,26,8,134,8,317,35.1,7.69,61.67,8,cell cycle OR cell proliferation;protein metabolism;other metabolic processes;developmental processes;signal transduction;other biological processes,plasma membrane;cytosol;mitochondrion;translational apparatus;nucleus;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;translation activity;other molecular function,Pf00400,83427,ENSRNOG00000052620,Rack1,P25388; P63245; P99049; rno:83427,TNFR1-mediated ceramide production; TNFR1-induced NF-kappa-B signaling pathway; Regulation of TNFR1 signaling,CFTR activity in the plasma membrane; IL-3 signaling pathway; TNF-alpha NF-kB signaling pathway; IL-2 signaling pathway,7,5722939.363,9788526.438,29.37,49.14,5763899.328,3545315.992,8221339.375,5244949.105,5722939.363,1152771.766,9766764.938,9788526.438,11610402.31,10354337.53,High,High,High,Peak Found,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8L2QEL3,Heterogeneous nuclear ribonucleoprotein L OS=Rattus norvegicus OX=10116 GN=Hnrnpl PE=1 SV=1,0,FALSE,30.356,16,7,43,7,630,68.5,8.56,11.38,7,RNA metabolism OR transcription;other metabolic processes,nucleus,nucleic acid binding activity,,,ENSRNOG00000020235,Hnrnpl,A0A8L2QEL3,,,0,72080.4264,2951667.438,89.87,18.6,63114.08984,82320.57031,277044.7188,,51425.64453,1954023.938,2951667.438,2912615.781,3114356.438,3340173.484,Peak Found,Peak Found,High,n/a,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,P13221,"Aspartate aminotransferase, cytoplasmic OS=Rattus norvegicus OX=10116 GN=Got1 PE=1 SV=3",0,FALSE,30.284,19,7,63,7,413,46.4,7.21,22.5,7,other metabolic processes;stress response;signal transduction;other biological processes,cytosol;other cytoplasmic organelle;other cell component,other molecular function,Pf00155,24401,,Got1,P13221; Q64570; Q6P721; rno:24401,Gluconeogenesis; Aspartate and asparagine metabolism,Hexoses metabolism in proximal tubules,3,1339204.289,2548302,48.13,16.98,960797.5469,1339204.289,2363888.398,1416205.125,647334.0859,2548302,1667866.645,2651783.961,2451940.273,2574527.703,High,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,M0R9L0,Nascent polypeptide associated complex subunit alpha OS=Rattus norvegicus OX=10116 GN=Naca PE=1 SV=1,0,FALSE,30.063,2,3,77,3,2163,220.1,9.32,40.66,3,RNA metabolism OR transcription;other metabolic processes;stress response;transport;developmental processes;other biological processes,translational apparatus;nucleus;other cell component,other molecular function,"Pf01849, Pf19026",288770,ENSRNOG00000002632,Naca,M0R9L0,,,0,380131.6328,6592026.094,69.86,36.35,242246.5234,420044.3594,906884.8125,148853.8828,380131.6328,2046865.281,5805689.875,6850200.781,6827547.438,6592026.094,Peak Found,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8I5ZN92,Actinin alpha 2 OS=Rattus norvegicus OX=10116 GN=Actn2 PE=1 SV=1,0,FALSE,30.022,9,7,36,1,898,103.6,5.6,16.01,7,cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,,,ENSRNOG00000017833,Actn2,A0A8I5ZN92,,,0,18614893.42,12681230.31,20.26,36.23,26536602.72,18614893.42,20297856.98,15727018.66,18499785.39,4936471.25,16530398.55,11566832.69,13901054.07,12681230.31,High,High,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,
FALSE,High,Master Protein,Q3ZAV2,Y box binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ybx1 PE=2 SV=1,0,FALSE,29.713,25,5,54,5,326,36.2,9.88,22.35,5,,,nucleic acid binding activity,Pf00313,500538,ENSRNOG00000023786,Ybx1,E9PTV8; Q3ZAV2,,mRNA processing; IL-2 signaling pathway,2,311626.3047,6135904.031,46.64,34.75,439113.2344,311626.3047,551707.0781,201845.6641,183151,2290725.75,4709215.547,6149181.625,6135904.031,6846991.375,Peak Found,High,High,Peak Found,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,F7FLA6,"Proteasome (Prosome, macropain) subunit, alpha type 5 OS=Rattus norvegicus OX=10116 GN=Psma5 PE=1 SV=1",0,FALSE,29.28,29,5,82,5,241,26.4,4.79,26.22,5,protein metabolism;other metabolic processes,nucleus;other cell component,,,29672,,Psma5,F7FLA6; rno:29672,,,0,484681.8906,5663627.938,51.79,47.97,358218.8555,549379.6367,1037639.938,330437.4063,484681.8906,787899.7188,5663627.938,6406814.563,6647085.281,5638376.32,Peak Found,High,High,High,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P52925,High mobility group protein B2 OS=Rattus norvegicus OX=10116 GN=Hmgb2 PE=2 SV=2,0,FALSE,29.037,28,5,74,4,210,24.1,7.39,27.92,5,cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes,non-structural extracellular;nucleus;other cell component,signal transduction activity or receptor binding;nucleic acid binding activity;other molecular function,"Pf00505, Pf09011",29395; 498072,ENSRNOG00000013167; ENSRNOG00000033321,Hmgb2,P52925; Q5FVP0; rno:29395; rno:498072,Apoptosis induced DNA fragmentation,,1,246323.6683,10471250.63,113.94,18.47,80809.46875,,750844.5547,,,8036786.406,10471250.63,7178832.625,11047649.8,10689989.27,Peak Found,n/a,High,n/a,n/a,High,High,High,High,High,1,
FALSE,High,Master Protein,A0A8L2Q3U4,Thy-1 cell surface antigen OS=Rattus norvegicus OX=10116 GN=Thy1 PE=4 SV=1,0,FALSE,28.68,21,4,88,4,222,24.6,8.91,39.71,4,,,,,24832,ENSRNOG00000006604,Thy1,A0A8L2Q3U4,,,0,5257108.188,1370045.25,29.83,61.36,6761593.094,2788554.438,4355577.621,5365726.063,5257108.188,2330987.781,124469.3203,1869614,1370045.25,1111581.5,High,High,High,High,High,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
