Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Spectral Count	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Spectral Count	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Spectral Count	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Spectral Count	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Spectral Count	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Spectral Count	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Spectral Count	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Unique Spectral Count	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Unique Spectral Count	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Unique Spectral Count	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Unique Spectral Count	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Unique Spectral Count	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Unique Spectral Count	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Unique Spectral Count	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Unique Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Total Spectral Count	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Total Spectral Count	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Total Spectral Count	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Total Spectral Count	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Total Spectral Count	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Total Spectral Count	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Total Spectral Count	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Total Spectral Count	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 Intensity	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 Intensity	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 Intensity	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 Intensity	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 Intensity	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 Intensity	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 Intensity	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 Intensity	Hela_DDA_25cm_10ng_3_31_2023_Slot2_13_1359 MaxLFQ Intensity	Hela_DDA_25cm_10ng_4_6_2023_Slot2_94_1457 MaxLFQ Intensity	Hela_DDA_25cm_10ng_4_7_2023_Slot1_39_1491 MaxLFQ Intensity	Hela_DDA_25cm_2500pg_3_31_2023_Slot2_15_1357 MaxLFQ Intensity	Hela_DDA_25cm_250pg_3_30_2023_Slot2_07_1337 MaxLFQ Intensity	Hela_DDA_25cm_250pg_3_31_2023_Slot2_19_1353 MaxLFQ Intensity	Hela_DDA_25cm_500pg_3_31_2023_Slot2_18_1354 MaxLFQ Intensity	Hela_DDA_25cm_750pg_3_31_2023_Slot2_17_1355 MaxLFQ Intensity	Indistinguishable Proteins
sp|P04183|KITH_HUMAN	P04183	KITH_HUMAN	TK1	234	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Thymidine kinase, cytosolic"	1	0.999	2	5	5	5	0	2	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	2	3	0	0	0	0	0	0	12954.53	18828.117	0	0	0	0	0	0	9078.139	12585.173	0	0	0	0	0	
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	Homo sapiens	1:Experimental evidence at protein level	"Keratin, type II cytoskeletal 1"	1	0.999	14	14	11	99	6	5	3	0	0	0	0	0	5	4	2	0	0	0	0	0	16	36	31	8	0	3	5	0	70492.02	60162.99	39488.34	0	0	0	0	0	17240.201	27200.586	15960.279	0	0	0	0	0	
sp|P04406|G3P_HUMAN	P04406	G3P_HUMAN	GAPDH	335	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glyceraldehyde-3-phosphate dehydrogenase	1	0.999	15	483	440	483	77	131	127	83	15	26	24	0	67	126	118	77	13	20	19	0	77	131	127	83	15	26	24	0	4167924.2	1.02E+07	9884868	6273920	3494363	4241494	4500239.5	0	918737.25	1453256.5	1553886.4	1020376.2	2946943.8	958412.2	1045779.56	0	
sp|P04424|ARLY_HUMAN	P04424	ARLY_HUMAN	ASL	464	Homo sapiens OX=9606	1:Experimental evidence at protein level	Argininosuccinate lyase	1	0.999	3	3	3	3	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	4158.405	13925.663	2471.9556	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P04439|HLAA_HUMAN	P04439	HLAA_HUMAN	HLA-A	365	Homo sapiens OX=9606	1:Experimental evidence at protein level	"HLA class I histocompatibility antigen, A alpha chain"	1	0.999	9	39	16	39	5	14	14	4	0	0	2	0	3	5	3	3	0	0	2	0	5	14	14	4	0	0	2	0	92952.45	198240.28	162080.75	91398.555	0	0	43953.582	0	42329.88	45881.68	44055.156	37206.477	0	0	0	0	
sp|P04626|ERBB2_HUMAN	P04626	ERBB2_HUMAN	ERBB2	1255	Homo sapiens OX=9606	1:Experimental evidence at protein level	Receptor tyrosine-protein kinase erbB-2	0.9795	0.999	2	1	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	4386.506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P04632|CPNS1_HUMAN	P04632	CPNS1_HUMAN	CAPNS1	268	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calpain small subunit 1	1	0.999	5	43	34	43	9	10	16	8	0	0	0	0	8	8	13	5	0	0	0	0	9	10	16	8	0	0	0	0	145245.53	259879.44	290428.6	166357.25	0	0	0	0	47770.105	62808.742	64023.473	40988.46	0	0	0	0	
sp|P04732|MT1E_HUMAN	P04732	MT1E_HUMAN	MT1E	61	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metallothionein-1E	0.9801	0.999	2	4	4	22	1	1	2	0	0	0	0	0	1	1	2	0	0	0	0	0	7	5	5	3	0	1	1	0	3296.1113	5153.3706	4263.961	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein beta-1	1	0.999	16	176	176	176	26	51	54	26	3	7	9	0	26	51	54	26	3	7	9	0	26	51	54	26	3	7	9	0	1141293.2	1818853.4	2054927.1	1358832.2	418877.66	855510.75	879672.25	0	347443.62	346416.66	365894.28	328040.2	0	342370	319501.1	0	
sp|P04818|TYSY_HUMAN	P04818	TYSY_HUMAN	TYMS	313	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymidylate synthase	1	0.999	7	31	31	31	8	9	10	4	0	0	0	0	8	9	10	4	0	0	0	0	8	9	10	4	0	0	0	0	66864.61	84311.28	96940.43	46392.746	0	0	0	0	34701.19	34963.266	27668.273	41910.684	0	0	0	0	
sp|P04843|RPN1_HUMAN	P04843	RPN1_HUMAN	RPN1	607	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	1	0.999	21	129	129	129	25	37	39	19	0	1	8	0	25	37	39	19	0	1	8	0	25	37	39	19	0	1	8	0	627427.56	882305.8	952434.44	703395.2	0	55041.652	237295.81	0	90142.79	97283.984	104279.04	96910.445	0	0	103333.5	0	
sp|P04844|RPN2_HUMAN	P04844	RPN2_HUMAN	RPN2	631	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	1	0.999	8	28	28	28	4	13	6	5	0	0	0	0	4	13	6	5	0	0	0	0	4	13	6	5	0	0	0	0	77740.96	288156.53	119035.59	144304.1	0	0	0	0	31769.613	50143.926	52161.297	43803.152	0	0	0	0	
sp|P04899|GNAI2_HUMAN	P04899	GNAI2_HUMAN	GNAI2	355	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(i) subunit alpha-2	1	0.999	11	43	17	55	5	14	18	5	0	0	1	0	2	6	8	1	0	0	0	0	10	17	20	7	0	0	1	0	140502.25	294206.7	340979.22	159956.58	0	47443.32	54979.133	0	66222.055	74405.31	70218.11	59064.72	0	0	0	0	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC8	130	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2A type 1-B/E	0.9964	0.999	5	4	0	95	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	13	26	33	10	3	4	5	1	0	22914.203	17554.223	0	0	0	0	0	0	0	0	0	0	0	0	0	"sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN"
sp|P04920|B3A2_HUMAN	P04920	B3A2_HUMAN	SLC4A2	1241	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anion exchange protein 2	0.9711	0.9985	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9109.991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P05023|AT1A1_HUMAN	P05023	AT1A1_HUMAN	ATP1A1	1023	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit alpha-1	1	0.999	36	195	97	195	35	65	56	31	0	1	7	0	14	34	28	19	0	0	2	0	35	65	56	31	0	1	7	0	559584	1151955.8	1078850.1	619660.75	0	25526.795	128136.81	0	70320.61	75729.22	74323.164	63474.28	0	0	59953.793	0	
sp|P05026|AT1B1_HUMAN	P05026	AT1B1_HUMAN	ATP1B1	303	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sodium/potassium-transporting ATPase subunit beta-1	1	0.999	7	21	21	21	3	7	8	3	0	0	0	0	3	7	8	3	0	0	0	0	3	7	8	3	0	0	0	0	58036.6	163530.44	149688.88	61734.914	0	0	0	0	32771.305	45230.69	45089.43	21729.1	0	0	0	0	
sp|P05067|A4_HUMAN	P05067	A4_HUMAN	APP	770	Homo sapiens OX=9606	1:Experimental evidence at protein level	Amyloid-beta precursor protein	1	0.999	7	13	12	13	4	6	3	0	0	0	0	0	4	6	2	0	0	0	0	0	4	6	3	0	0	0	0	0	22597.16	25484.746	31767.795	0	0	0	0	0	11736.559	10616.947	11334.51	0	0	0	0	0	
sp|P05091|ALDH2_HUMAN	P05091	ALDH2_HUMAN	ALDH2	517	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Aldehyde dehydrogenase, mitochondrial"	1	0.999	14	41	36	41	8	13	12	8	0	0	0	0	7	12	10	7	0	0	0	0	8	13	12	8	0	0	0	0	119551.33	230999.31	202064.3	108899.58	0	0	0	0	39052.67	39601.664	40124.54	45848.266	0	0	0	0	
sp|P05114|HMGN1_HUMAN	P05114	HMGN1_HUMAN	HMGN1	100	Homo sapiens OX=9606	1:Experimental evidence at protein level	Non-histone chromosomal protein HMG-14	1	0.999	5	47	47	47	9	13	19	4	0	0	2	0	9	13	19	4	0	0	2	0	9	13	19	4	0	0	2	0	132508.55	168060.9	163281.6	71935.94	0	0	0	0	50418.207	44561.35	42100.418	43249.477	0	0	0	0	
sp|P05141|ADT2_HUMAN	P05141	ADT2_HUMAN	SLC25A5	298	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP/ATP translocase 2	1	0.999	17	158	35	158	32	41	39	25	1	8	12	0	7	10	11	5	0	1	1	0	32	41	39	25	1	8	12	0	1421928.5	2501745	1838554.2	1704957.9	405664.03	999978.4	1067883.5	0	255181.28	431810.25	420331.34	336971.22	0	288657.88	290640.44	0	
sp|P05161|ISG15_HUMAN	P05161	ISG15_HUMAN	ISG15	165	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin-like protein ISG15	1	0.999	5	30	30	30	6	11	9	4	0	0	0	0	6	11	9	4	0	0	0	0	6	11	9	4	0	0	0	0	78419.34	143640.14	162656.94	98732.234	0	0	0	0	25684.514	35094.344	44604.91	39859.348	0	0	0	0	
sp|P05165|PCCA_HUMAN	P05165	PCCA_HUMAN	PCCA	728	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Propionyl-CoA carboxylase alpha chain, mitochondrial"	0.9801	0.999	1	2	2	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3013.6006	2962.2913	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P05166|PCCB_HUMAN	P05166	PCCB_HUMAN	PCCB	539	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Propionyl-CoA carboxylase beta chain, mitochondrial"	0.9999	0.999	2	6	6	6	3	1	2	0	0	0	0	0	3	1	2	0	0	0	0	0	3	1	2	0	0	0	0	0	6389.822	7592.36	28476.143	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P05186|PPBT_HUMAN	P05186	PPBT_HUMAN	ALPL	524	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Alkaline phosphatase, tissue-nonspecific isozyme"	1	0.999	15	57	57	57	11	16	19	10	0	0	1	0	11	16	19	10	0	0	1	0	11	16	19	10	0	0	1	0	169787.4	261467.53	285239.1	173787.94	0	0	37838.11	0	43697.008	45997.496	48603.125	42866.45	0	0	0	0	
sp|P05198|IF2A_HUMAN	P05198	IF2A_HUMAN	EIF2S1	315	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 2 subunit 1	1	0.999	17	101	101	101	26	27	30	16	0	0	2	0	26	27	30	16	0	0	2	0	26	27	30	16	0	0	2	0	403683.78	526132.6	526339.56	311042.38	0	0	97331.625	0	80012.47	109684.2	106418.29	65651.68	0	0	61768.973	0	
sp|P05204|HMGN2_HUMAN	P05204	HMGN2_HUMAN	HMGN2	90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Non-histone chromosomal protein HMG-17	1	0.9983	3	5	5	47	0	4	1	0	0	0	0	0	0	4	1	0	0	0	0	0	9	17	14	3	0	3	1	0	0	3563.6465	5587.9434	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P05387|RLA2_HUMAN	P05387	RLA2_HUMAN	RPLP2	115	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S acidic ribosomal protein P2	1	0.999	8	63	63	63	3	31	17	8	2	1	1	0	3	31	17	8	2	1	1	0	3	31	17	8	2	1	1	0	207094.95	1048696.4	859779.75	308461.5	0	220675.58	228709.64	0	36056.016	824179.6	683370.75	160203.08	0	0	0	0	
sp|P05388|RLA0_HUMAN	P05388	RLA0_HUMAN	RPLP0	317	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S acidic ribosomal protein P0	1	0.999	11	83	15	83	11	28	18	15	3	3	5	0	3	5	2	3	0	1	1	0	11	28	18	15	3	3	5	0	429297.75	848889.94	807480.56	543449	363897.2	237705.88	307975.5	0	139005.33	158475.81	171125	148860.67	0	108747.82	109724.836	0	
sp|P05423|RPC4_HUMAN	P05423	RPC4_HUMAN	POLR3D	398	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA-directed RNA polymerase III subunit RPC4	1	0.999	2	2	2	2	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4622.848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P05455|LA_HUMAN	P05455	LA_HUMAN	SSB	408	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lupus La protein	1	0.999	16	120	120	120	25	35	29	21	0	2	8	0	25	35	29	21	0	2	8	0	25	35	29	21	0	2	8	0	458978.94	599573.3	599019.4	512784.8	0	149589.56	199197.56	0	83857.25	81573.06	90361.195	93240.54	0	109953.305	93829.52	0	
sp|P05556|ITB1_HUMAN	P05556	ITB1_HUMAN	ITGB1	798	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin beta-1	1	0.999	22	143	138	143	34	39	34	27	0	3	6	0	33	38	32	26	0	3	6	0	34	39	34	27	0	3	6	0	741942.06	960754.5	917974.9	776416.06	0	81732.63	203054.4	0	102448.36	104822.375	107610.4	102384.39	0	0	101361.94	0	
sp|P05783|K1C18_HUMAN	P05783	K1C18_HUMAN	KRT18	430	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Keratin, type I cytoskeletal 18"	1	0.999	23	339	303	360	56	89	91	50	10	16	27	0	48	83	83	43	8	13	25	0	61	93	93	56	10	18	29	0	4151559.5	6350465.5	6636241.5	5279002	1504897.6	4036695.2	4275142	0	475910.97	775825.4	744331.1	610664.06	535698.4	425098.16	454227	0	
sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Keratin, type II cytoskeletal 8"	1	0.999	44	757	564	796	137	208	191	124	12	35	49	1	105	154	139	99	10	25	32	0	143	214	201	131	12	39	55	1	9205992	1.35E+07	1.32E+07	1.16E+07	3523391.5	7892383	8711710	0	954802.75	1224320.2	1201476.9	1144114.5	1023556.75	888051.25	882590.3	0	
sp|P06132|DCUP_HUMAN	P06132	DCUP_HUMAN	UROD	367	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uroporphyrinogen decarboxylase	1	0.999	6	19	19	19	1	9	8	1	0	0	0	0	1	9	8	1	0	0	0	0	1	9	8	1	0	0	0	0	17126.633	100223.27	91505.46	18700.453	0	0	0	0	0	27697.025	25760.596	0	0	0	0	0	
sp|P06280|AGAL_HUMAN	P06280	AGAL_HUMAN	GLA	429	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-galactosidase A	1	0.999	2	3	3	3	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	12183.902	14773.691	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	1	0.999	14	46	46	46	9	16	11	9	0	0	1	0	9	16	11	9	0	0	1	0	9	16	11	9	0	0	1	0	153368.84	179727.16	118206.77	126688.12	0	0	0	0	25083.111	26338.2	26461.51	28922.182	0	0	0	0	
sp|P06454|PTMA_HUMAN	P06454	PTMA_HUMAN	PTMA	111	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prothymosin alpha	1	0.999	8	135	135	135	30	35	32	18	2	8	10	0	30	35	32	18	2	8	10	0	30	35	32	18	2	8	10	0	1227044.8	1517293.8	1122254.9	807475.1	0	637338.8	926032.1	0	416456.22	393035.66	387512.4	364412.94	0	264698.6	325639.53	0	
sp|P06493|CDK1_HUMAN	P06493	CDK1_HUMAN	CDK1	297	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclin-dependent kinase 1	1	0.999	12	58	46	58	11	18	18	8	0	0	3	0	9	15	16	6	0	0	0	0	11	18	18	8	0	0	3	0	219254.9	369025.44	357677.22	240069.98	0	0	43350.45	0	71551.164	93929.52	86459.82	75652.43	0	0	0	0	
sp|P06576|ATPB_HUMAN	P06576	ATPB_HUMAN	ATP5F1B	529	Homo sapiens OX=9606	1:Experimental evidence at protein level	"ATP synthase subunit beta, mitochondrial"	1	0.999	17	175	175	175	25	64	61	20	0	3	2	0	25	64	61	20	0	3	2	0	25	64	61	20	0	3	2	0	601279.56	2088001.9	1959683.5	663160	0	164894.9	156471	0	114700.18	164557.95	175311.23	139918.33	0	121812.984	116332.75	0	
sp|P06703|S10A6_HUMAN	P06703	S10A6_HUMAN	S100A6	90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein S100-A6	1	0.999	4	70	70	70	14	12	14	13	0	9	8	0	14	12	14	13	0	9	8	0	14	12	14	13	0	9	8	0	1602376.9	1820345.1	1768771.5	2494344.8	0	2785068.8	2820448.5	0	545699.44	619244.7	632982.9	892298.8	0	1102244.9	1083617.1	0	
sp|P06730|IF4E_HUMAN	P06730	IF4E_HUMAN	EIF4E	217	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4E	1	0.999	9	38	38	38	5	13	16	4	0	0	0	0	5	13	16	4	0	0	0	0	5	13	16	4	0	0	0	0	39262.457	249004.73	251898.27	78918.84	0	0	0	0	29968.875	53851.957	52701.75	31821.63	0	0	0	0	
sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-enolase	1	0.999	24	377	342	377	57	102	107	61	13	16	21	0	56	91	94	55	11	15	20	0	57	102	107	61	13	16	21	0	4022085.2	7985549.5	7434058	6407418.5	1851585.5	5200404.5	5222084	0	503291.47	1379841.5	1342181.2	1005807	2820618.2	990907.25	1007436	0	
sp|P06737|PYGL_HUMAN	P06737	PYGL_HUMAN	PYGL	847	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Glycogen phosphorylase, liver form"	1	0.999	30	109	93	109	21	33	37	18	0	0	0	0	19	27	30	17	0	0	0	0	21	33	37	18	0	0	0	0	368783.44	539477.7	548377.8	229441.92	0	0	0	0	49876.645	54295.945	52056.684	51339.32	0	0	0	0	
sp|P06744|G6PI_HUMAN	P06744	G6PI_HUMAN	GPI	558	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glucose-6-phosphate isomerase	1	0.999	17	196	186	196	30	60	54	30	2	9	11	0	28	58	52	29	2	7	10	0	30	60	54	30	2	9	11	0	1071917.4	2185304.8	2078635.8	1349963	0	733099	776639.2	0	159469.2	230227.6	235011.05	200715.16	0	241823.83	189398.66	0	
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleophosmin	1	0.999	7	124	110	124	30	25	28	18	0	12	11	0	28	23	25	15	0	10	9	0	30	25	28	18	0	12	11	0	2837526.2	2847609.8	3189796	3275662.8	0	2782787.5	2996897.5	0	701346.9	639540.2	708900.4	803077.7	0	661927.94	712778.4	0	
sp|P06753|TPM3_HUMAN	P06753	TPM3_HUMAN	TPM3	285	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tropomyosin alpha-3 chain	1	0.999	21	107	50	211	19	30	36	19	0	1	2	0	4	16	20	8	0	1	1	0	37	56	64	35	2	6	11	0	268096.62	652667.6	650396.5	294293.8	0	50817.32	106075.81	0	111550.61	127098.67	109291.92	88777.49	0	0	101627.78	0	
sp|P06756|ITAV_HUMAN	P06756	ITAV_HUMAN	ITGAV	1048	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin alpha-V	1	0.999	26	88	88	88	17	36	29	6	0	0	0	0	17	36	29	6	0	0	0	0	17	36	29	6	0	0	0	0	216636.84	394953.38	407427.88	132415.06	0	0	0	0	33871.906	39666.582	41480.78	39252.21	0	0	0	0	
sp|P06858|LIPL_HUMAN	P06858	LIPL_HUMAN	LPL	475	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lipoprotein lipase	1	0.999	8	29	29	29	6	7	11	4	0	0	1	0	6	7	11	4	0	0	1	0	6	7	11	4	0	0	1	0	86908.8	124911.04	128827.76	69572.52	0	0	0	0	29264.01	34217.336	34995.336	24869.113	0	0	0	0	
sp|P06865|HEXA_HUMAN	P06865	HEXA_HUMAN	HEXA	529	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-hexosaminidase subunit alpha	1	0.999	12	37	37	45	13	12	8	4	0	0	0	0	13	12	8	4	0	0	0	0	15	14	10	6	0	0	0	0	132243.19	100048.18	93818.57	62144.387	0	0	0	0	24293.805	26386.744	23824.146	26436.186	0	0	0	0	
sp|P06899|H2B1J_HUMAN	P06899	H2B1J_HUMAN	H2BC11	126	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H2B type 1-J	1	0.999	8	32	0	165	3	8	11	7	1	1	1	0	0	0	0	0	0	0	0	0	26	37	34	32	5	15	15	1	128064.65	811726.75	729148.94	444255.38	950671.3	154297.14	157321.38	0	84750.3	547037.8	480153.8	293359.56	599677.1	0	0	0	sp|Q16778|H2B2E_HUMAN
sp|P07093|GDN_HUMAN	P07093	GDN_HUMAN	SERPINE2	398	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glia-derived nexin	0.9799	0.999	1	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5579.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P07099|HYEP_HUMAN	P07099	HYEP_HUMAN	EPHX1	455	Homo sapiens OX=9606	1:Experimental evidence at protein level	Epoxide hydrolase 1	1	0.999	13	80	80	80	16	27	17	17	0	1	2	0	16	27	17	17	0	1	2	0	16	27	17	17	0	1	2	0	291924.5	508707.7	551998.25	335758.75	0	0	39652.625	0	46745.812	81709.64	110206.57	67696.74	0	0	0	0	
sp|P07108|ACBP_HUMAN	P07108	ACBP_HUMAN	DBI	87	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acyl-CoA-binding protein	1	0.999	5	17	17	17	2	7	6	1	1	0	0	0	2	7	6	1	1	0	0	0	2	7	6	1	1	0	0	0	22558.008	191964.08	157167.2	22586.861	272269.7	0	0	0	9287.927	97643.33	112688.99	0	0	0	0	0	
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	Homo sapiens OX=9606	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1	0.999	16	325	291	325	57	78	83	57	6	21	23	0	50	71	74	53	5	18	20	0	57	78	83	57	6	21	23	0	3129673.2	5023891.5	5215432	4027442.5	1370581.4	2755868.5	2774072.5	0	703266.8	933707.56	1022827.3	912572.2	1355084.8	771347.25	766289.8	0	
sp|P07199|CENPB_HUMAN	P07199	CENPB_HUMAN	CENPB	599	Homo sapiens OX=9606	1:Experimental evidence at protein level	Major centromere autoantigen B	1	0.999	5	10	10	10	2	4	4	0	0	0	0	0	2	4	4	0	0	0	0	0	2	4	4	0	0	0	0	0	8814.968	16723.994	36659.504	0	0	0	0	0	0	11247.187	10257.515	0	0	0	0	0	
sp|P07203|GPX1_HUMAN	P07203	GPX1_HUMAN	GPX1	203	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione peroxidase 1	1	0.9987	3	3	3	3	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	119693.86	3178.6309	0	0	0	0	0	0	0	0	0	0	0	0	0	
sp|P07237|PDIA1_HUMAN	P07237	PDIA1_HUMAN	P4HB	508	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein disulfide-isomerase	1	0.999	31	309	309	309	54	91	94	43	1	11	15	0	54	91	94	43	1	11	15	0	54	91	94	43	1	11	15	0	1801700.8	3041839.5	3208616.5	1949332	0	1037497.94	1186962	0	159605.98	202488.27	221231.48	194061.39	0	176579.27	174128.81	0	
sp|P07305|H10_HUMAN	P07305	H10_HUMAN	H1-0	194	Homo sapiens OX=9606	1:Experimental evidence at protein level	Histone H1.0	1	0.999	6	21	21	21	7	6	5	3	0	0	0	0	7	6	5	3	0	0	0	0	7	6	5	3	0	0	0	0	204123.9	83038.25	70140.125	46217.266	0	0	0	0	64011.016	38392.582	37540.457	33998.61	0	0	0	0	
