Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d		
O95707	O95707	RPP29_HUMAN	POP4	Ribonuclease P protein subunit p29					1747.3																											2103.29					
O95714	O95714	HERC2_HUMAN	HERC2	E3 ubiquitin-protein ligase HERC2									2042.14																							3425.67					
O95716	P20337;Q96E17;O95716	RAB3D_HUMAN	RAB3D	Ras-related protein Rab-3D			3908.35	4092.45		4734.56			2334.41					3269.53							3903.9		2855.25			4250.92	2422.31			4317.44		2897.56					
O95721	O95721	SNP29_HUMAN	SNAP29	Synaptosomal-associated protein 29	5440.38			13350.4	4827.76	6174.84	2308.43	15010.4	1320.93						2297.78				18107		8362.29	7357.91		10338.7	10628.3	5190.93	15063.5					2497.85	2124.6		5808.15		
O95747	O95747	OXSR1_HUMAN	OXSR1	Serine/threonine-protein kinase OSR1	3728.47		4313.78		9215.8										5645.37				5942.1								1432.78				5665.83	9460.84			3740.65		
O95749	O95749	GGPPS_HUMAN	GGPS1	Geranylgeranyl pyrophosphate synthase			5227.8		1812.91			2677.68		2904.36				1502.72							2877.67					3893.17		2277.34		1550.03		1130.19					
O95757	O95757	HS74L_HUMAN	HSPA4L	Heat shock 70 kDa protein 4L								4421.88						10962.4	4700.78										1297.51												
O95758	O95758	PTBP3_HUMAN	PTBP3	Polypyrimidine tract-binding protein 3				1035.96	2419.71		4924.71												14442.4																		
O95777	O95777	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8	3770.86		2046.22	2089.52	3566.93		7431.84		8422.88		4281.75	4983.93	7017.26		9091.46	4376.93	8564.5	8198.19	12773.2	7668.38	13275.6	4954.33	3478.19	7451.56	6235.53	4226.9	9507.65	7999.01	9773.36	6618.16	5669.98	11367.8	11205.5	2755.74	7798.79		
O95782	O95782	AP2A1_HUMAN	AP2A1	AP-2 complex subunit alpha-1	12249.1	12922.5	15536.8	12895.6	11341.8	11605.3	12210.8	14361.2	11293.4	11248.2	15209.9	13479.5	10290.2	15719.8	9288.67	10313.5	17232.7	13377.2	12261.3	13912	17322	12597	7940.75	17678.3	17158.5	18715	10329.8	9204.55	11773.7	9916.01	17967.4	9792.77	11886.6	5066.36	11154.1		
O95785	O95785	WIZ_HUMAN	WIZ	Protein Wiz								4168.65											2414.91	3208.34	1676.31											2369.68	1936.65				
O95786	O95786	DDX58_HUMAN	DDX58	Antiviral innate immune response receptor RIG-I	3949.82						2872.74	5104.45	3847.43	3894.36					7781.78		4834.11		332959			3674.24			8221.27	7933.87				6912.23							
O95793	O95793	STAU1_HUMAN	STAU1	Double-stranded RNA-binding protein Staufen homolog 1	6382.84	5345.99		6581.86	4937.05	6752.09		5038.84	3036.7	4707.78					4362.79				4184.08					2601.66	5184.22		5541.47		12818.1		5630.08	4674.31	5005.34		4439.67		
O95801	O95801	TTC4_HUMAN	TTC4	Tetratricopeptide repeat protein 4				2765.16	5159.15	4063.75	2082.5		3003.24	8005.46					3497.36				1909.46		2404.1	972.485				2853.72	3987.16										
O95816	O95816	BAG2_HUMAN	BAG2	BAG family molecular chaperone regulator 2	6561.26	4879.98	11440.5	12001.4	4821.93	5243.7		7553.42	2584.04	6078.6	5502.39		4421.9		4420.56	3798.53	6815.75		5049.82	1912.65	10700.7	3972.02	4873.04		5823.9	9410.83	4285.74	5546.91	12293.9	2724.06	4136.36	6709.81	8748.47	2898.71	6640.36		
O95817	O95817	BAG3_HUMAN	BAG3	BAG family molecular chaperone regulator 3	3030.61	35124.7		8582.49							4339.17										7826.16			31804.8													
O95819	Q9UKE5;Q8N4C8;O95819	M4K4_HUMAN	MAP4K4	Mitogen-activated protein kinase kinase kinase kinase 4	6030.75	1259.99			4815.52	13118.6	3884.89								8553.11											4010.86	11833.6					3023			3894.64		
O95825	O95825	QORL1_HUMAN	CRYZL1	Quinone oxidoreductase-like protein 1					15679.1																																
O95831	O95831	AIFM1_HUMAN	AIFM1	"Apoptosis-inducing factor 1, mitochondrial"	5713.34			5556.37	3426.65	8463.82	6608.58	4706.21	6410.96	7342.86	5352.89	3862.84		6344.18	5952.74	4394.57	11986		4158.83	2466.29	8393.74	5079.21	7550.73	7892.61	6063.9	9107.98	7477.59	4017.65		4203.59	8307.21	4507.58	5964.86	7511.54	3689.02		
O95834	O95834	EMAL2_HUMAN	EML2	Echinoderm microtubule-associated protein-like 2	2619	7679.21		3913.55	5288.21	4344.99	3183.78	2613.68	4603.34	5196.68	2865.14	7236.86			4343.12			13518.3			8239.24	4157.87		2197.05	4680.13	4504.95	4311.72	7072.1	4210.39	5868.87	6888.9	2761.8	4051.78	1580.76	4519.35		
O95861	O95861	BPNT1_HUMAN	BPNT1	"3'(2'),5'-bisphosphate nucleotidase 1"	7885.56	12006.7		5092.23	9617.08	4222.14	7703.74	8782.48	7692.05		5300.41	9007.12			3513.4					6596.96	16080.1			5140.07	3895.91				12554.3		10037.3	5276.26					
O95865	O95865	DDAH2_HUMAN	DDAH2	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2"	8641.67		6602.76	7268.23	12889.3	6558.5	9074.95	7736.02	10838.1	3790.51	8209.44	10582.2	7797.02	9198.98	5991.53	12646.3		3985.89	6290.83	4729.55	6276.4	9012.61		7062.52	4760.23	5748	3183.75	6610.75	7280.66	7064.53	7673.66	7000.08	6127.71		5664.72		
O95870	O95870	ABHGA_HUMAN	ABHD16A	Phosphatidylserine lipase ABHD16A						963.14			1054.21						1940.1				2196.87															5277.29			
O95873	O95873	CF047_HUMAN	C6orf47	Uncharacterized protein C6orf47			4737.04			5511.56																															
O95881	O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12	11140.4	11595.6	8614.2	14694.6	9155.04	8528.14	7465.56	4411.97	13329	6147.12	9483.93		5850.48		5384.17	9322.35	8496.72	12039.2	8450.85	12565.1	15384.2	11873.9	9014.13	3528.27	8286.39		7613.42	3680.42	4979.88	4170.65	9797.66	8102.99	7102.23	9819.04	6545.89		
O95905	O95905	ECD_HUMAN	ECD	Protein ecdysoneless homolog					2817.59																																
O95926	O95926	SYF2_HUMAN	SYF2	Pre-mRNA-splicing factor SYF2	2572.16																																				
O95989	O95989	NUDT3_HUMAN	NUDT3	Diphosphoinositol polyphosphate phosphohydrolase 1															1988.46				1938.86																		
O96000	O96000	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	9632.8		4313.72	2316.16	12117.8	6689.04	17150.9	11055.2	8455.47				7896.16	6216.56	8605.47	5834.49	11267.1	8576.39	7852.37	7944.72	3732.8	5821.09	10008.8					3376.08		3690.79		4103.34		8864.06			
O96005	O96005	CLPT1_HUMAN	CLPTM1	Cleft lip and palate transmembrane protein 1	16694.8	19927.4		16367.7	11928.1	8880.63	7996.32		6520.94							7515.35	5577.56		7744.19	8720.88			3423.34	2701.53		15025.4							6676.44	9041.56			
O96008	O96008	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog	5476.14	6692.6		4816.74	6900.82	4578.61	6253.77	4936.51	6963.39	7355.1	7174.94	4068.76	8818.39	6713.03	6986.7	8979.42	13449.6	1896.83	6673.32	15065.4	5900.35	6638.6	10750.7	5263.69	6334.28	2980.3	5132.34	7631.26	4369	6026.23	8039.25	6016.05	6322.4	9167.69	5138.64		
O96011	O96011	PX11B_HUMAN	PEX11B	Peroxisomal membrane protein 11B										74021.2													8722.69									5711.22					
O96013	O96013	PAK4_HUMAN	PAK4	Serine/threonine-protein kinase PAK 4	1929.87				4574.57		4017.78	6592.18	3314.13						3641.62															4089.69	5437.54		1598.95		6116.57		
O96019	O96019;O94805	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A	8406.68	9038.21	10517.3	9080.45	9746.43	4995.49	11124.7	14610.3	11964.1	12977.9	15676.6	17454	9584.38	11415.6	9821.41	5993.48	11006.8	10993.3	11454.2	8187.22	7712.67	8042.35	6724.07	4239.06	6282.34	5532.73	6465.51	13709	7822.19	8380.87	9093.49	8938.29	8342.12	2256.58	7289.39		
O96028	O96028	NSD2_HUMAN	NSD2	Histone-lysine N-methyltransferase NSD2															4128.49																						
O96033	O96033	MOC2A_HUMAN	MOCS2	Molybdopterin synthase sulfur carrier subunit															1080.01														5176.04								
P00338	P00338	LDHA_HUMAN	LDHA	L-lactate dehydrogenase A chain	448001	430460	511907	490765	471795	405031	363487	784416	400266	451703	435113	405217	307567	493369	430053	54752.5	213963	467184	235198	424455	544311	349810	66822.7	412614	436332	536048	521423	423679	456901	555095	518295	724225	716754	49627.1	618631		
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1																														9388.83			7571.21				
P00367	P00367;P49448	DHE3_HUMAN	GLUD1	"Glutamate dehydrogenase 1, mitochondrial"	10581.1	10996.2	14355.6	12165.1	13055.8	12965.5	8965.01	12401.8	11167.2	10308.2	10904.4	11105.9	12162.2	20978.6	5689.28	16862	21223.1	12308	6971.43	10458.6	11502.4	11070.3	17393.5	13895.4	13738.8	17437.1	12933.3	13346.1	15918.4	12354.3	16862.6	14144.9	12597.3	13720	14942.6		
P00374	Q86XF0;P00374	DYR_HUMAN	DHFR	Dihydrofolate reductase				3044.34	5090.05		1312.61	11589.8	3189.45		5807.13				5728.11				9928.42						7898.96		11074.2				3359.35				10838		
P00387	P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3	13036.3	6956.85	11727.7	10425.7	9208	11455.2	13461	14926.3	12971.6	7301.93	12160.4	12669.8	14899.1	7705.12	6144.9	15174.5	21471.6	13716.7	14038.1	10511.1	17523.2	11121	16047	12125.7	10551	24629.6	19455.1	18428.4	16832.2	22720.7	17985	18430.6	12223.3	19699.2	18660.4		
P00390	P00390	GSHR_HUMAN	GSR	"Glutathione reductase, mitochondrial"	22596.9	18698.8	15461.8	14382.7	16570.7	17358.1	26836.7	23210.8	25010.3	13268.4	8109.2	25232.2	20054.7	18709.7	25944.6	5710.62	9524.08	19932.3	23438.2	21872	18561.1	16694.6	4385.72	15254.7	18508.4	27237.9	20482.4	21870	24697.3	14721.1	14513.4	14111.9	23390.3	8026.52	14742.1		
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	5749.65		6908.95	6345.94	8419.46	9750.79	10176.8	7552.73	4931.74	10575.1	12472.6	2273.82	4594.26	9134.16	11352.4	9656.57	13725	8295.78	16666.8	9027.18	9839.11	8595.45	7989.95	7336.06	11153.9	14400.4	16700.7	13764.3	9998.65	13174.8	17741.7	12009.3	8552.06	4949.19	7947.33		
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]	9088.51	5057.25	9946.52	13823.2	14336.5	12112.6	13165.4	7387.2	15857.2	10203.7	10351.4	6413.38	7601.32	16332.3	14487	3092.42		11310.7	18029.2	12235	11669.3	14705.7		14032.2	23965.9	13188.6	13755.5	20117.5	19555.5	15042.2	19847.8	15584.5	29832.5		22655.5		
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	6348.73	9015.91	9321.34	10770.6	6840.38	8261.74	5658.57	10636.8	7127.86	16147	13530.1	11192.9	4899.3	11497.4	6111.58	2785.53	4722.42	15560	7212.23	9110.79	13275.5	9323.67		15259.9	9856.47	7921.36	12811.9	7577.17	5745.12	9427.94	8473.76	8152.48	5397	3463.78	10569.2		
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	8671.97	3458.53	7884.44	6925.77	7137.6	8424.68	4298.44	9312.81	7485.34	10779.4	12334.9	7103.45	11894.3	8900.59	6413.79		3254.52	5835.01	7564.44	11604.8	6778.3	8927.17	2485.63	6791.97	10090.5	4798.72	8903	8212.96	9302.7	9706.74	4465.81	12098.1	9777.29	2950.35	7958.37		
P00505	P00505	AATM_HUMAN	GOT2	"Aspartate aminotransferase, mitochondrial"	10898.6	8048.71	8959.8	13111.6	12666.8	13741.9	21810.4	9855.16	12231.5	14919.8	14747.8	14904.1	8338.71	11609.3	14821.9	10331	17009.9	13371.1	10851.2	10400.3	12355.9	13730.5	16274	11491.4	14796.9	15742.8	12706.9	12517.5	11608.3	12915	12096.1	11026.5	15591.9	31387.2	11118.6		
P00533	P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	8814.81		2259.19	2993.43	2291.71	4857.73		5167.3		5135.67	2539.27				4201.14						7209.16	4196.17	8849.94	4324.25		4713.3	4089.56	8740.17	6822.1	5711.66		5078.43	2376.76	2531.98	4261.36		
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	68804.6	65213.4	90913.3	82386.6	89804.1	67124.1	73903.5	122904	104999	78062.1	67987.1	84970.9	60161.9	66420.8	71287.2	13181.3	25329.3	74342.5	72341.9	62667.6	97746	73168.3	12411.7	68766.5	73976.5	90113.3	64152.3	71158.6	89522	79098.4	84309.3	128331	121679	8072.66	102806		
P00568	P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	12889.2	19007.3	19641.4	11805.8	13953.9	16972.1	10491	11709.1	17058.1	8726.9	9632.62	15943	11703.5	15682.3	10308.3			10806.5	9208.93	14913.3	15618	9568.34		11498.1	16325.1	18684	14332.9	13126.5	15776.6	11369.3	14352.6	11060	14914	1364.1	13253.8		
P00750	P00750	TPA_HUMAN	PLAT	Tissue-type plasminogen activator																													19769.2								
P00846	P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a								4284.81	2477.84	3521.13					712.377									1864.58	1319.69												
P00966	P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase																						7201.79															
P01011	P01011	AACT_HUMAN	SERPINA3	Alpha-1-antichymotrypsin	2388.31	3310.63				3062.65			3822.78	5000.77	4122.84				999.287	1986.57	4292.78		4219.34		2385.26				4647.79	4919.14	3330.97	4478.33	8739.74		4126.19		6918.51	4501.78	5209.54		
P01023	P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin		24022.7		5458.31	9796.06	13973.3	21796.6	9580.6	2080.2		7717.3	7162.15	5910.1	3730.46		12736.3		2858.82	8344.96	5934.62	3974.34	5246.89	10963.7		6697.37	22441.6	5681.99	4178.95	4995.49	2604.79	6156.15	5086.16	4276.06	36864.3	7538.67		
P01033	P01033	TIMP1_HUMAN	TIMP1	Metalloproteinase inhibitor 1															1415.27											5433.13						6197.25			1659.52		
P01034	P01034	CYTC_HUMAN	CST3	Cystatin-C				2765.5		6968.68								5087.18	3616.33																		2563.45				
P01111	P01112;P01111	RASN_HUMAN	NRAS	GTPase NRas	12938.6	8528.48	13648.2	11333	7319.14	13226.7	12667.1	8506.79	13297.6		11433.5	7475.22	8983.44	15170.1	10545.9	2679.33	10604.4	6061.48	9151.15	9528.3	8915.17	13384.7	9571.44	17393.9	15573.3	12247.2	10175.2	8719.62	13593	9363.65	14067.5	15360.6	13709.4	4711.71	11425.6		
P01112	P01112	RASH_HUMAN	HRAS	GTPase HRas					4205.96			2163.48							2531.65						4109											5250.21			2192.74		
P01137	P01137	TGFB1_HUMAN	TGFB1	Transforming growth factor beta-1 proprotein							3764.49	3187.28							2049.79	1447.85	7341.58		2420.22					4303.99			3218.37		3062.85	1742.25	2468.31	2215.89		3758.44			
P01834	P01834	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant									791.671					3706.34																	3424.38				3866.6		
P01857	P01857	IGHG1_HUMAN	IGHG1	Immunoglobulin heavy constant gamma 1	9492.16	13048.7	37148	13730.8	13852.4	34981.4	18568.3	15379.9	34380.3	40387.8	42366.5	30977.4	24238.8	79353.8	10434	32504.1	66320.5	58920.5	47219.5	31523.5	48772.2	27545.2	48847.9	31648.3	57694.3	37585.4	56462.6	95598	85954.6	25291.4	49170.7	25306.8	139337	11566.6	78085.8		
P01889	P01889	HLAB_HUMAN	HLA-B	"HLA class I histocompatibility antigen, B alpha chain"							2901.45									7556.29			4974.02	3492.52						9558.38	3121.1		3418.67	4746.09		5118.4		10638.1			
P02452	P02452	CO1A1_HUMAN	COL1A1	Collagen alpha-1(I) chain		614708				3573.65				3971.56	45036.6					50066.1	29840.9	3839.03	9136.47	4711.07	3076.21	205190		2918.45			12362.5		10080.8	3629.03	3136.64	2081.61	12898	21918.7	11118.8		
P02461	P02461	CO3A1_HUMAN	COL3A1	Collagen alpha-1(III) chain																																		8489.99			
P02511	P02511	CRYAB_HUMAN	CRYAB	Alpha-crystallin B chain	18611.3	5630.87	10537.1	3949.35	11758.8	3064.75	15464.5	83671	8248.67	12798.8	8834.08	15343		11304.3	34500.3		25359.2				64126.8	15668.7		24121.8		28367.8	630.904	7944.42	26765.9	19766.9	10085.1	67417		7492.27	9731.38		
P02533	P02533;CONT|P02533|K1C14_HUMAN	K1C14_HUMAN	KRT14	"Keratin, type I cytoskeletal 14"	150550	306223	226739	172464	159825	193277	173900	203391	111109	246659	292583	334250	326119	387576	124752	221875	262587	327354	190881	219471	202345	242433	191060	237011	261926	206056	214607	266381	237404	201664	192757	119440	174533	138308	164050		
P02538	O95678;P48668;P02538;CONT|O95678|K2C75_HUMAN;CONT|P02538|K2C6A_HUMAN;CONT|P48668|K2C6C_HUMAN	K2C6A_HUMAN	KRT6A	"Keratin, type II cytoskeletal 6A"	91669.6	164159	125065	92077	84460.1	120159	104751	117455	62669.9	163582	160709	178808	188388	191987	63333.1	132043	158159	174261	110290	132955	114913	144314	116326	134379	144753	115173	134965	158681	149281	102837	120909	86768.5	103892	89541.9	99809.5		
P02545	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	64469.4	45564.2	54397	66515.5	74173.9	53514.8	56762.5	42753.5	75176.1	61700	51051.4	51704.6	72286.1	47880.3	43480.2	44510.9	61396	48631.8	46088.2	49380.8	57295.3	61036.5	80748.6	51308.4	56843.3	46957.1	60010	70773.6	65111.8	71914.3	68090	67733.1	49333.1	65849.3	59256.1		
P02649	P02649	APOE_HUMAN	APOE	Apolipoprotein E																										2094.52		28790.7									
P02656	P02656	APOC3_HUMAN	APOC3	Apolipoprotein C-III											2017.97																										
P02751	P02751	FINC_HUMAN	FN1	Fibronectin	12171.6	59302.4	3222.96					6545.08	5492.13	26147.6			25570.7			3568.76	2924.98			45903.8		15816.8	11031.3			12110.9		11434.6	7486.36	27093.1	3337.54	5237.94	9588.69	3072.43	8357.33		
P02786	P02786	TFR1_HUMAN	TFRC	Transferrin receptor protein 1	6935.14	9988.17	11326.4	16235.7	37255.6	8830.35	5793.43	14036.5	11549	17762.4	13209.9	14025.2	10756.7	9603.74	19352.9	8931.51	21320.1	13123.1	9552.6	14929.7	12471.3	18497.8	9019.44	14296.5	10534.2	7675.23	16429	16741.7	19060.7	12250.3	10248.2	7514.27	10180.2	10160.8	15290.3		
P02792	P02792	FRIL_HUMAN	FTL	Ferritin light chain	8958.99	16599.7	12419.1	2261.92	5852.52	11697.9	17484.2	16534.9	8835.26	5248.25		27995.2	8070.04	5912.59	21483.8	4203.35		18240.6	17432.8	8605.8	6085.64	5712.09	9170.91		14025		7146.03	2582.32	5209.45	4785.94		5945.77	20169.1	11557.4			
P02794	P02794	FRIH_HUMAN	FTH1	Ferritin heavy chain							2900.85	2538.14	14644.1			5377			4058.68					96512.9					2857.33								2052.56				
P04040	P04040	CATA_HUMAN	CAT	Catalase	7909.07	21483.4	7155.15	5318.62	10488.5	9857.81	7393.95	9119.62	6334.24	10644.4	12292.8	13834.4	12343.2	18877.4	5135.82	10475.9	11879.1	17192.9	7957.43	9460.06	9310.24	9819.34	8780.2	9494.7	4752.15	9894.34	7671.31	15976.7	11511.3	6909.74	10744.7	5252.65	7488.08	7785.27	12936.9		
P04049	P04049	RAF1_HUMAN	RAF1	RAF proto-oncogene serine/threonine-protein kinase							23785.3																								6327.69						
P04062	P04062	GLCM_HUMAN	GBA	Lysosomal acid glucosylceramidase	19945.8		1893.05			2987.6	1437.07		33889.2	1828.8	11498.5	1954.2	25692.7	1974.15	577.275	1787.81			25261.3		2152.05		1374.02		2809.4	29760.3			65778.9			17844.2	27015.2	4785.41	2542.91		
P04066	P04066	FUCO_HUMAN	FUCA1	Tissue alpha-L-fucosidase							8043.65	6511.98																										7475.98			
P04075	P04075	ALDOA_HUMAN	ALDOA	Fructose-bisphosphate aldolase A	135896	119613	118736	132507	151510	109515	126934	102983	112725	118923	100829	106276	94708.3	99726.8	161442	17917.4	69679.9	96469.1	76756.1	90318.7	142733	102240	16400.5	123500	125636	160393	128045	110406	133267	135684	148309	169495	172824	18052.8	162268		
P04080	P04080	CYTB_HUMAN	CSTB	Cystatin-B	5819.3	9376.06	14344.1	10927.1	8063.83	9079.76	12300.4	11007.7	8353.27	4465.15	7006.54	5475.75	6604.14	10681.9	9842.44			10822.8	14581.8	7888.29	17200.6	17875.3		8040.65	5897.15	15509.2	15263.7	8114.88	11209.2	6632	3370.81	3203.61	6804.72		2050.62		
P04083	P04083	ANXA1_HUMAN	ANXA1	Annexin A1	105011	53884	92762.5	81899	88244.5	90439.1	61385.8	93990.4	132787	81974.1	85694.9	84156.1	78712.2	88488.8	92168.8	18409.6	21814.4	96994.6	49267.8	121330	99084.9	116042	24942.5	101939	75217.8	69961.6	102518	100171	99260.7	88676.7	94974.1	123403	69407.1	14986.8	106356		
P04114	P04114	APOB_HUMAN	APOB	Apolipoprotein B-100																							5594.08			3336.27											
P04150	P04150	GCR_HUMAN	NR3C1	Glucocorticoid receptor			1611.46	1011.64			2894.51								1713.03					5310.74				2621.02		1947.82	2011.18			2627.04		1738.51			2675.08		
P04179	P04179	SODM_HUMAN	SOD2	"Superoxide dismutase [Mn], mitochondrial"	5806.86	5198.65	15930.1	7176.58	5907.63	3655.17	9147.95	19291	11792.1	12615.3	4190.7	8330.43	16999.3	21093.5	5421.9	5966.68	10263.3	4731.25	12681.6	8677.6	15264.3	11428.5	6785.48	9310.33	12258.3	12307.6	5229.58	18867.9	9886.82	7743.57	11254.1	5902.28	2719.45	16005.2	7863.13		
P04181	P04181	OAT_HUMAN	OAT	"Ornithine aminotransferase, mitochondrial"	15917.4			16744.7	20412				81379.5						19534.7	61647.1	103846	9101.71	30185.3	191682	111469	42623.6	6352.08	21692.9	15519		2307.67	14342.6	3342.02	5849.45	4326.59	6025.02	4129.84	6320.29	3322.14		
P04216	P04216	THY1_HUMAN	THY1	Thy-1 membrane glycoprotein															2060.91				2284		7225.51					3689.26						3379.65		3866.53	6349.3		
P04259	P48668;P04259;CONT|P04259|K2C6B_HUMAN;CONT|P48668|K2C6C_HUMAN	K2C6B_HUMAN	KRT6B	"Keratin, type II cytoskeletal 6B"	35438	57842	47554.7	42646.5	36484.1	45530.2	42474.9	46530.8	29615.3	52609.3	56369.8	90855.8	82040.3	66833.4	27897.1	53148.5	52284.8	70649.7	45036.3	54728.5	30800.1	62898.5	53202.4	62482.6	34246.9	40434.9	41499.6	54754.9	54270.4	56724.2	37081.3	32033.8	45756.7	24531.2	55731.7		
P04264	P04264;CONT|P04264|K2C1_HUMAN	K2C1_HUMAN	KRT1	"Keratin, type II cytoskeletal 1"	1.55E+06	2.82E+06	2.07E+06	1.58E+06	1.49E+06	1.92E+06	1.80E+06	1.95E+06	1.06E+06	2.81E+06	3.17E+06	3.23E+06	3.24E+06	4.60E+06	1.20E+06	2.09E+06	2.67E+06	2.89E+06	1.97E+06	2.42E+06	2.06E+06	2.56E+06	2.17E+06	2.43E+06	2.38E+06	2.10E+06	2.30E+06	2.61E+06	2.58E+06	1.90E+06	2.21E+06	1.43E+06	1.93E+06	1.54E+06	1.78E+06		
