Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-04_3862.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-05_3863.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-06_3864.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-16_3870.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3856.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-23-2024_Slot2-02_3859.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_10ng_2-24-2024_Slot2-03_3860.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
O75143	O75143	ATG13_HUMAN	ATG13	Autophagy-related protein 13	3788.68	2725.03	3028.38		4035	4299.92		2860.5	2742.93	4939.66	4334.84	3588.75
O75146	O75146	HIP1R_HUMAN	HIP1R	Huntingtin-interacting protein 1-related protein	7090.27	6013.43	6731.33		7389.38	8966.32		7190.1	7614.93	8054.33	9416.96	8214.13
O75147	O75147	OBSL1_HUMAN	OBSL1	Obscurin-like protein 1	6791.41	4692	5605.82		5016.29	8080.62		6002.2	4933.39	5735.55	6148.3	6055.69
O75150	O75150	BRE1B_HUMAN	RNF40	E3 ubiquitin-protein ligase BRE1B	8350.89	7267.81	8023.72		8498.46	8409.11		8049.66	8267.42	8435.59	8303.15	8561.85
O75151	O75151	PHF2_HUMAN	PHF2	Lysine-specific demethylase PHF2	2799.63	4285.3	2244.9		5803.05	3705.06		4001.68	3116.93	4179.18	3755.97	3341.58
O75152	A0A1B0GTU1;O75152	ZC11A_HUMAN	ZC3H11A	Zinc finger CCCH domain-containing protein 11A	5603.92	4669.12	5172.04		5003.97	6081.87		5260.19	4833.1	4798.72	6568.12	4983.38
O75153	O75153	CLU_HUMAN	CLUH	Clustered mitochondria protein homolog	13409.1	12879.8	13753.2		13268.7	13238.7		11748.7	11546.1	13835.2	12487.7	13164.7
O75155	O75155	CAND2_HUMAN	CAND2	Cullin-associated NEDD8-dissociated protein 2	4833.31	3018.67	4978.62		5242.71	5994.36		2144.04	2145.24	5253.67	5119.85	4318.04
O75157	O75157	T22D2_HUMAN	TSC22D2	TSC22 domain family protein 2	22388.1	31669.6	22652.6		31363.8	22354.6		33420.4	34393.5	31154	30296.5	30743.6
O75165	O75165	DJC13_HUMAN	DNAJC13	DnaJ homolog subfamily C member 13	13399.8	13029.8	14687	46518.1	13353.6	14192		14915	14663.6	13315.2	14131.3	13807.2
O75167	O75167	PHAR2_HUMAN	PHACTR2	Phosphatase and actin regulator 2	2329.25	1896.67	1797.84		3001.08	2133.88		1191.84	1400.09	1870.93	1564.08	2047.99
O75170	O75170	PP6R2_HUMAN	PPP6R2	Serine/threonine-protein phosphatase 6 regulatory subunit 2	6908.01	7971.18	7626.76		7561.29	6318.28		6353.3	6320.88	6160.76	6177.54	6147.58
O75175	O75175	CNOT3_HUMAN	CNOT3	CCR4-NOT transcription complex subunit 3	9639.36	16454.3	11368.2		15280.7	11572.3		15156.2	14891.2	15100.4	13249.8	13482.4
O75177	O75177	CREST_HUMAN	SS18L1	Calcium-responsive transactivator	1205.8				626.002	1030.04			1385.51	2104.67	1248.76	1515.94
O75179	O75179	ANR17_HUMAN	ANKRD17	Ankyrin repeat domain-containing protein 17	9965.22	9795.71	10090.7		10739.1	9070.6		9132.41	9948.52	9732.98	8912.27	9818.55
O75182	O75182	SIN3B_HUMAN	SIN3B	Paired amphipathic helix protein Sin3b	2364.02	1657.76	2532.44		1949.28	3313.38		2365.6	2603.82	2080.76	2400.51	2854.96
O75190	P25686;Q8NHS0;O75190	DNJB6_HUMAN	DNAJB6	DnaJ homolog subfamily B member 6	15629.4	14697.6	15062.2	22190.7	17397.4	16797.1		13261.1	12327.9	16526.9	19047	14204.5
O75191	O75191	XYLB_HUMAN	XYLB	Xylulose kinase	804.742	692.739	802.516		1279.25	1217.5		282.306	588.172	1974.21	1191.04	1444.37
O75208	O75208	COQ9_HUMAN	COQ9	"Ubiquinone biosynthesis protein COQ9, mitochondrial"	10921.6	5147.49	6280.4		5789.21	4830.32		6911.69	6154.28	6210.07	6561.79	6958.31
O75223	O75223	GGCT_HUMAN	GGCT	Gamma-glutamylcyclotransferase	14900.6	14861.2	13972.2		13324.1	11364.4		10715.8	10397.9	9098.85	8902.78	9151.93
O75251	O75251	NDUS7_HUMAN	NDUFS7	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"	25821.1	24238.4	21696	23356.8	24635.7	27030.5		32099.6	26862.4	23385.1	31803	26020.1
O75306	O75306	NDUS2_HUMAN	NDUFS2	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial"	13514.2	15592.8	16426.6	146748	14757.5	15033.2		17754.1	17218.6	16061.2	18487.7	14664.4
O75312	O75312	ZPR1_HUMAN	ZPR1	Zinc finger protein ZPR1	24129.5	29085.1	20541.1	183092	30100.6	21063.2		20733.9	24084.2	26165.9	21228.4	24467.4
O75317	O75317	UBP12_HUMAN	USP12	Ubiquitin carboxyl-terminal hydrolase 12			572.908		387.105			606.953			617.313	980.475
O75323	O75323	NIPS2_HUMAN	NIPSNAP2	Protein NipSnap homolog 2	66416.4	58356	60787.5	41854.5	54810.3	64434.3		70782.2	68944.1	70312.8	72715.4	68167.6
O75326	O75326	SEM7A_HUMAN	SEMA7A	Semaphorin-7A	1784.58				1132.37	647.893		1132.26	1339.69	1128.53	1586.46	1363.28
O75334	O75334	LIPA2_HUMAN	PPFIA2	Liprin-alpha-2	2229.84	2743.51	2380.99		3177.3	2895.05		2635.52	1953.76	2298.91	2091.49	2261.25
O75340	O75340	PDCD6_HUMAN	PDCD6	Programmed cell death protein 6	19421.3	29153.3	18954	21103.8	29135	23750.4		17289	21785.5	30156.5	25520.7	24238.3
O75347	O75347	TBCA_HUMAN	TBCA	Tubulin-specific chaperone A	105873	156024	107285	184562	149776	97116.7		136798	155497	153050	129394	150760
O75348	O75348	VATG1_HUMAN	ATP6V1G1	V-type proton ATPase subunit G 1	52488.8	68396.4	50026.2	61671.1	67876.6	61888.2		60350.6	78620.3	90123.9	69979.1	90548.7
O75351	O75351	VPS4B_HUMAN	VPS4B	Vacuolar protein sorting-associated protein 4B	57028.4	79376.7	67099.7	39613.6	70225.1	62251.6		58218.6	68895.4	65227	55601	69525.1
O75352	O75352	MPU1_HUMAN	MPDU1	Mannose-P-dolichol utilization defect 1 protein	2170.87	5614.93	2394.89		9484.45	1852.8		5167.31	17984.4	13613.2	10268.3	16818.5
O75355	O75355	ENTP3_HUMAN	ENTPD3	Ectonucleoside triphosphate diphosphohydrolase 3	3830.77	4095.93	4254.64		3586.15	3817.01		1735.74	2063.71	1757.17	2361.99	2512.66
O75356	O75356	ENTP5_HUMAN	ENTPD5	Nucleoside diphosphate phosphatase ENTPD5	2607.19	3443.89	3117.34		3966.8	3248.53		3382.97	2873.78	3387.25	3291.6	3271.54
O75362	O75362	ZN217_HUMAN	ZNF217	Zinc finger protein 217	1134.24	285.038	577.705		463.566	833.747			487.537	394.671	509.39	521.744
O75367	O75367	H2AY_HUMAN	MACROH2A1	Core histone macro-H2A.1	381367	237096	352467	620236	296212	358130		392805	311778	287592	419095	260469
O75368	O75368	SH3L1_HUMAN	SH3BGRL	SH3 domain-binding glutamic acid-rich-like protein	97088.4	76391.8	72451.9	145140	109992	83880.4		43965.4	55346.6	78207.8	75043.4	75643
O75369	O75369	FLNB_HUMAN	FLNB	Filamin-B	115126	117695	118313	139906	129312	124573		144952	154589	168762	162034	160409
O75376	O75376	NCOR1_HUMAN	NCOR1	Nuclear receptor corepressor 1	4096.52	3702.19	3318.39		3322.61	3085.62		2234.38	2671.45	2913.06	2967.28	3267.91
O75379	O75379	VAMP4_HUMAN	VAMP4	Vesicle-associated membrane protein 4	1531.55	916.004	1401.53		1313.13	1560.94		1063.9	1171.71	2245.48	1955.67	1705.27
O75380	O75380	NDUS6_HUMAN	NDUFS6	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial"	9861.01	11268	8301.64	15026.6	12766.1	10679.1		9003.59	11895.9	11865.4	9590.23	11722
O75381	O75381	PEX14_HUMAN	PEX14	Peroxisomal membrane protein PEX14	18263.9	18813.2	15718.9		18951.1	15198.4		22974.3	20746.9	20467.8	20348.2	20468.6
O75382	O75382	TRIM3_HUMAN	TRIM3	Tripartite motif-containing protein 3	54756	50343.4	46936.7	72927.2	57894.1	67396.7		38551.9	32421.3	54047.8	56092.7	54939.8
O75385	O75385	ULK1_HUMAN	ULK1	Serine/threonine-protein kinase ULK1	1416.43	1160.34	1963.76		1558.12	1415.42		1199.04	1284.2	1617.86	1690.23	1525.75
O75386	O75386	TULP3_HUMAN	TULP3	Tubby-related protein 3	2042.14	571.276	1954.84		1977.72	2655.58		2067.72	2116.57	1614.13	1557.24	1021.18
O75390	O75390	CISY_HUMAN	CS	"Citrate synthase, mitochondrial"	179741	196624	178328	189233	166288	133652		291850	257151	203503	265603	181121
O75391	O75391	SPAG7_HUMAN	SPAG7	Sperm-associated antigen 7	4541.96	7053.04	3678.88		7708.45	5725.85		5076.17	6180.35	6890.24	5979.7	8240.84
O75394	O75394	RM33_HUMAN	MRPL33	"39S ribosomal protein L33, mitochondrial"	5044.88	5300.74	4570.53	9154.07	5500.8	6482.29		6259.41	5571.53	6510.82	6880.72	7264.46
O75396	O75396	SC22B_HUMAN	SEC22B	Vesicle-trafficking protein SEC22b	215277	146531	194379	161590	160691	172024		178989	135287	143562	195718	148273
O75400	O75400	PR40A_HUMAN	PRPF40A	Pre-mRNA-processing factor 40 homolog A	9085.72	11966.8	10587.1	107980	13313.9	10122.3		12316.2	12017.7	11873.9	12216.6	12173.5
O75410	O75410	TACC1_HUMAN	TACC1	Transforming acidic coiled-coil-containing protein 1	16275.7	17923.3	14487.9		19011	13156.1		14549.6	15952.2	15088.7	13714.7	14464.8
O75414	O75414	NDK6_HUMAN	NME6	Nucleoside diphosphate kinase 6	3418.48	3568.02	3707.98		4287.96	3759.33		4254.5	5147.67	4784.7	4975.4	4856.05
O75420	O75420	GGYF1_HUMAN	GIGYF1	GRB10-interacting GYF protein 1	1996.7	2787.88	2684.76		2242.14	3563.58		1845.17	2107.43	3489.4	2718.99	2861.16
O75427	O75427	LRCH4_HUMAN	LRCH4	Leucine-rich repeat and calponin homology domain-containing protein 4	3486.59	3028.17	2176.08		3699.96	3814		2586.04	2698.54	3539.26	4240.28	3719.09
O75431	O75431	MTX2_HUMAN	MTX2	Metaxin-2	34129.7	34154.8	31547.5	47807.2	33563.8	29662.4		36022.8	40921.2	38079.5	40646.8	43120.5
O75436	O75436	VP26A_HUMAN	VPS26A	Vacuolar protein sorting-associated protein 26A	47471.9	40269.7	40729.7	79342.4	58574.7	62547		44240.3	43389.7	66701.7	60954.2	61892.5
O75438	O75438	NDUB1_HUMAN	NDUFB1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	21827.3	24919.1	22940.6	72148.2	22695.1	16669.2		20033.1	22988.9	23964.1	21312.3	25888.1
O75439	O75439	MPPB_HUMAN	PMPCB	Mitochondrial-processing peptidase subunit beta	37908.3	31815.9	36986.8	39683.3	34628.1	32699.6		44850.6	42967.8	44706.3	46285.9	42618.1
O75443	O75443	TECTA_HUMAN	TECTA	Alpha-tectorin	31508.8	24999.5	24173.4		24401.6	23731.8		24264.1	25247.3	24888.3	21806.1	27273.3
O75448	O75448	MED24_HUMAN	MED24	Mediator of RNA polymerase II transcription subunit 24	2041.19	2424.59	3177.27	56001.3	2217.15	2581.79		2339.41	2514.86	2007.63	2701.84	2531.11
O75449	O75449	KTNA1_HUMAN	KATNA1	Katanin p60 ATPase-containing subunit A1	8338.29	6431.1	8224.17		6666.14	6298.5		5928.37	3367.18	5320.18	4759.37	5509.68
O75475	O75475	PSIP1_HUMAN	PSIP1	PC4 and SFRS1-interacting protein	44879.7	53073.5	49254.1	86543.6	57115.8	46760.8		47498.6	43824.2	46079.2	50938.6	48672.7
O75477	O75477	ERLN1_HUMAN	ERLIN1	Erlin-1	19096.4	19226.2	18882.7	39260.7	18696.2	20394.7		17639.3	16033.9	16441.2	18672	16607.1
O75487	O75487	GPC4_HUMAN	GPC4	Glypican-4	41180.5	52291.6	39225.2	177337	45540.6	41320.7		90596.4	95139	101273	97612.2	103558
O75489	O75489	NDUS3_HUMAN	NDUFS3	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"	18213.5	11427.7	17556.6	106472	20664	21490.4		14906.7	13835.5	21954.6	20822.6	21508.9
O75494	O75494	SRS10_HUMAN	SRSF10	Serine/arginine-rich splicing factor 10	15636.5	15325.4	16820.4	91893.2	16925.3	17241.6		14316.6	13566.6	15263.3	19098.9	15900.1
O75496	O75496	GEMI_HUMAN	GMNN	Geminin					4812.53	3748.08		5434.91	148.933	735.734	659.29	429.875
O75503	O75503	CLN5_HUMAN	CLN5	Ceroid-lipofuscinosis neuronal protein 5	23612.1	32552.6	24579.5	46410.1	32519	18519.7		25653.3	28421.3	28168.3	27051.8	28053.2
O75506	O75506	HSBP1_HUMAN	HSBP1	Heat shock factor-binding protein 1	3594.7	7812.43	3983.07		7687.69	4215.7		7270.37	6736.98	5523.51	6308.8	5299.18
O75508	O75508	CLD11_HUMAN	CLDN11	Claudin-11	14294.4	13173.8	16457.6		16387.7	16207.3		8774.34	8968.54	9676.05	10939.3	9494.03
O75521	O75521	ECI2_HUMAN	ECI2	Enoyl-CoA delta isomerase 2	13917.3	20191.6	14523.3	59358	18851.6	16546.1		17322.8	15971.7	15436.1	17653	15341.3
O75525	O75525	KHDR3_HUMAN	KHDRBS3	"KH domain-containing, RNA-binding, signal transduction-associated protein 3"	17786.3	17913.3	16062	29901	17684.5	16426.6		25868.4	22843.8	23185.3	27770.6	24635.9
O75528	O75528	TADA3_HUMAN	TADA3	Transcriptional adapter 3		2229.48	1579.59		1603.57	1125.88		1264.67	2033.4	2211.52	1506.84	1774.37
O75529	O75529	TAF5L_HUMAN	TAF5L	TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L	2160.63	900.439	1938.18		1568.68	2368.6		1215.64	1234.25	1593.29	1647.14	1856.48
O75530	O75530	EED_HUMAN	EED	Polycomb protein EED	1867.04	1603.07	1781.42		1678.32	1678.48		1770.37	1824.24	2024.72	2296.75	2395.32
O75531	O75531	BAF_HUMAN	BANF1	Barrier-to-autointegration factor	73954.3	84862.4	58970.3	23577.4	55431.2	31251.1		55738.6	80645.5	44797.3	37808.5	44692.5
O75533	O75533	SF3B1_HUMAN	SF3B1	Splicing factor 3B subunit 1	36717	34688.5	37794.3	43432.4	33807.1	37230.8		42280.7	32817	32580.9	43530.5	34812.7
O75534	O75534	CSDE1_HUMAN	CSDE1	Cold shock domain-containing protein E1	37301.5	37676.1	37887	122209	38644.8	35750.1		33667	38217.6	36592.2	37564.4	34923.5
O75553	O75553	DAB1_HUMAN	DAB1	Disabled homolog 1	8231.83	9626.15	7600.45		7298.67	8351.17		7044.98	7427.92	7501.34	8339.67	9344.98
O75569	O75569	PRKRA_HUMAN	PRKRA	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	11475.8	16142.6	14627.5		16504.1	13633.7		13215.5	16518.7	16383.7	15294	14819.6
O75570	O75570	RF1M_HUMAN	MTRF1	"Peptide chain release factor 1, mitochondrial"		1736.7			3020.86				1455.03	4282.68	3613.37	2944.93
O75575	O75575	RPC9_HUMAN	CRCP	DNA-directed RNA polymerase III subunit RPC9	3804.53	3637.32	2301.58		4216.95	3541.23		2933.79	2927.37	4249.32	3023.69	2887.37
O75578	O75578	ITA10_HUMAN	ITGA10	Integrin alpha-10	1287.76	1484.09	1118.1		2000.67	1804.55			658.531	448.544	814.163	359.456
O75586	O75586	MED6_HUMAN	MED6	Mediator of RNA polymerase II transcription subunit 6	3237.8	4214.99	3919.09		3193.85	2907.34		1238.27	2710.45	3316.67	3669	3392
O75592	O75592	MYCB2_HUMAN	MYCBP2	E3 ubiquitin-protein ligase MYCBP2	5526.87	5259.77	5228.03		5431.33	6462.31		4283.86	4674.25	4996.53	5320.54	5376.12
O75600	O75600	KBL_HUMAN	GCAT	"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial"	2981.41	2412.51	2764.28	16983.3	3962.13	4580.44		3308.12	3850.72	3736.22	3836.54	3541.8
O75608	O75608	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1	38205.2	45817.7	35048.5	34338.1	28064.9	19045.4		44303.7	42478.1	28924.4	26623.2	32428.6
O75616	O75616	ERAL1_HUMAN	ERAL1	"GTPase Era, mitochondrial"	7863.62	6486.23	6849.34		5977.5	5331.73		8207.67	6765.2	4816.2	6611.13	4657.85
O75635	O75635	SPB7_HUMAN	SERPINB7	Serpin B7	1650.76	4205.2	3821.3		4853.38	3266.5		4960.48	4694.11	4960.35	5290.52	4444.01
O75643	O75643	U520_HUMAN	SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase	27627.2	21070.5	27903.8	45897.1	21452.4	24785.4		26969.2	23676.6	20988.7	27977.6	22321.8
O75648	O75648	MTU1_HUMAN	TRMU	Mitochondrial tRNA-specific 2-thiouridylase 1	4111.63	3095.53	3752		2755.1	3471.62		4584.87	3687.51	2918.67	4037.03	3176.16
O75663	O75663	TIPRL_HUMAN	TIPRL	TIP41-like protein	23206.1	25677.3	25007.9		25348.3	23692.1		22920.8	23827.6	23428.5	20121.6	20645
O75674	O75674	TM1L1_HUMAN	TOM1L1	TOM1-like protein 1	5359.38	5421.31	3805.04	21627	5228.8	3525.07		5150.6	9204.4	6315.19	5625.69	8198.85
O75676	O75676	KS6A4_HUMAN	RPS6KA4	Ribosomal protein S6 kinase alpha-4	4334.21	2807.19	3476.28		4713.55	4786.67		4294.59	2958.53	3687.76	2790.46	3517.7
O75683	O75683	SURF6_HUMAN	SURF6	Surfeit locus protein 6	7915.56	9746.9	8861.55		8401.73	7233.31		7895.9	7382.5	5840.62	7884.2	7825.96
O75688	O75688	PPM1B_HUMAN	PPM1B	Protein phosphatase 1B	10091.8	12728.8	10337.9		14141	10320.2		11995	11240.7	10334.2	10596.5	10159.8
O75691	O75691	UTP20_HUMAN	UTP20	Small subunit processome component 20 homolog	8492.62	6626.52	8241.86		6719.49	7292.06		8864.51	6299.66	5836.63	7505.82	6274.33
O75694	O75694	NU155_HUMAN	NUP155	Nuclear pore complex protein Nup155	18189.1	12130.7	16985.3	157849	14013.2	21559.5		18694.2	12795.3	15507.1	20206.9	17084.6
O75695	O75695	XRP2_HUMAN	RP2	Protein XRP2	26050.7	26618	24466.8	70382.1	24085.8	25899.3		38244.2	35348.5	32731	38686	34296.8
O75717	O75717	WDHD1_HUMAN	WDHD1	WD repeat and HMG-box DNA-binding protein 1	6236.15	6909.31	6709.94		4892.77	5521.41		5684.69	5977.23	6019.49	6393.5	5670.26
O75718	O75718	CRTAP_HUMAN	CRTAP	Cartilage-associated protein	62991.7	81419.9	65459.9	69741.8	73576.4	45734.9		84133.8	88519.3	79678.6	74131.1	73930.7
O75746	O75746	CMC1_HUMAN	SLC25A12	Calcium-binding mitochondrial carrier protein Aralar1	16642.7	11105.1	16341	36245.7	12105.5	13979.1		11124.9	9583.52	9581.49	12098.4	9825.21
O75752	O75752	B3GL1_HUMAN	B3GALNT1	"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1"	2214.08	1710.5	1356.05		2263.91	1251.83		2163.4	2655.32	2176.98	2153.84	1667.04
O75781	O75781	PALM_HUMAN	PALM	Paralemmin-1	12762.2	13311.7	12010.6		13915.6	10890.1		8763.18	11662.6	11434.1	9573.13	12124.4
O75787	O75787	RENR_HUMAN	ATP6AP2	Renin receptor	13773.2	15679.6	13742.9		12523	13798.5		19127.8	15623.2	13416	14341.3	13570.3
O75792	O75792	RNH2A_HUMAN	RNASEH2A	Ribonuclease H2 subunit A	2429.61	3269.09	3538.02		2918.46	3583.82		2123.06	2901.06	3017.93	3260.69	2910.42
O75794	O75794	CD123_HUMAN	CDC123	Cell division cycle protein 123 homolog	13332.2	12335.3	12773.2		13548.7	11853.3		10905.5	10884.9	13070.8	11497.9	11139.3
O75815	O75815	BCAR3_HUMAN	BCAR3	Breast cancer anti-estrogen resistance protein 3	5642.9	5569.25	5586.96		4652.83	5043.79		4936.62	5368.64	5760.16	5229.58	5537.71
O75817	O75817	POP7_HUMAN	POP7	Ribonuclease P protein subunit p20	8533.46	9724.06	5877.91		11836.5	10584.1		6119.59	8250.18	10104.7	10622.5	9604.95
O75818	O75818	RPP40_HUMAN	RPP40	Ribonuclease P protein subunit p40	2053.94	1746.06	987.543		2725.84	3314.64		1123.79	1123.63	2223.57	3197.8	2936.47
O75821	O75821	EIF3G_HUMAN	EIF3G	Eukaryotic translation initiation factor 3 subunit G	25953.5	33149.9	28542.6		33376.5	24708.9		25990.6	31131.3	32481.5	27660.1	32066.5
O75822	O75822	EIF3J_HUMAN	EIF3J	Eukaryotic translation initiation factor 3 subunit J	25581.1	26241.5	21051.7	37452.3	33304.3	23155		22411	21854.1	26042.8	24660.1	26816.3
O75828	O75828	CBR3_HUMAN	CBR3	Carbonyl reductase [NADPH] 3	6393.57	10248.2	8024.35		9027.02	7360.83		6238.1	5488.86	6334.06	5292.29	6187.72
O75832	O75832	PSD10_HUMAN	PSMD10	26S proteasome non-ATPase regulatory subunit 10	24176.7	34403.9	25837.6	30022.6	32416.7	20309.4		25926.2	31632.4	32570.5	26349.9	32171.8
O75844	O75844	FACE1_HUMAN	ZMPSTE24	CAAX prenyl protease 1 homolog	23878.3	19715	26440.9	40540.9	20244	24272.2		34369.2	27151.5	25886.4	30539.3	26929.2
O75845	O75845	SC5D_HUMAN	SC5D	Lathosterol oxidase	3035.35		3384.01		2224.75	3815.2			2819.23	3649.05	3252.88	3248.22
O75874	O75874	IDHC_HUMAN	IDH1	Isocitrate dehydrogenase [NADP] cytoplasmic	60972.2	72820.8	69950.5	63844.5	77976	65140.5		63551.8	70641.9	80782.5	69756.9	77095.7
O75879	O75879	GATB_HUMAN	GATB	"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial"	7642.38	6154.25	6423.38		6324.25	6079.2		6605.22	7297.38	6493.6	8067.55	7085.69
O75880	O75880	SCO1_HUMAN	SCO1	"Protein SCO1 homolog, mitochondrial"	34395.7	24569.1	32972.3	46104.3	34261.6	26893.2		36576.5	33030.2	32294.4	41040.7	37159.1
O75882	O75882	ATRN_HUMAN	ATRN	Attractin	5680.97	4806.58	5668.67		5887.84	5324.01		6481.2	6898.25	6942.41	5983.35	6111.98
O75884	O75884	RBBP9_HUMAN	RBBP9	Serine hydrolase RBBP9	11515.4	25786.4	12236.7		24211	14451		26578.6	21280.7	22596.9	15750.9	22594.2
O75886	O75886	STAM2_HUMAN	STAM2	Signal transducing adapter molecule 2	9096.47	9858.72	7765.83	25087.1	15169	12303.7		7699.1	10296.4	12848.8	10914.8	12209.6
O75891	O75891	AL1L1_HUMAN	ALDH1L1	Cytosolic 10-formyltetrahydrofolate dehydrogenase	11792.7	8241.95	11234.9	63131.3	12409.8	15666.5		8539.01	6616.58	5517.9	12551.1	6818.06
O75899	O75899	GABR2_HUMAN	GABBR2	Gamma-aminobutyric acid type B receptor subunit 2					813.371	510.058		4702.79	3950.86	3502.48	4955.4	3976.48
O75907	O75907	DGAT1_HUMAN	DGAT1	Diacylglycerol O-acyltransferase 1	3822.34	2034.32	4396.51		4667.54	5327.17		3978.93		4361.23	4207.07	2615.52
O75909	O75909	CCNK_HUMAN	CCNK	Cyclin-K	6770.97	8043.01	7275.82		6808.27	8480.38		6598.64	7194.19	5772.21	6466.89	6657.05
O75911	O75911	DHRS3_HUMAN	DHRS3	Short-chain dehydrogenase/reductase 3	25466.8	16788.9	24329.7	14223.6	17609	15521.4		15372.9	12603.2	10731.6	14239.2	11177.3
O75914	O75914	PAK3_HUMAN	PAK3	Serine/threonine-protein kinase PAK 3	2660.75	2670.51	2908.35		3148.26	3389.78		1901.03	1446.64	1424.08	988.423	1806.33
O75915	O75915	PRAF3_HUMAN	ARL6IP5	PRA1 family protein 3	81823.7	80591.5	90666.6	72661.1	71150.6	90958		92263.4	75315.8	73753.9	91718.9	76774.2
O75923	O75923	DYSF_HUMAN	DYSF	Dysferlin	2898.59	2658.83	2123.77		2771.53	3117.52		3171.81	2061.49	2187.2	2027.98	2539.42
O75925	O75925	PIAS1_HUMAN	PIAS1	E3 SUMO-protein ligase PIAS1	1507.52	741.346	1063.53		2223.18	2663.42		826.76		1717.3	2454.37	2364.49
O75934	O75934	SPF27_HUMAN	BCAS2	Pre-mRNA-splicing factor SPF27	9533.21	14062.2	9981.68		15741.6	10438.6		13015.6	14836.9	15160.7	11371.7	18051.5
O75935	O75935	DCTN3_HUMAN	DCTN3	Dynactin subunit 3	53751	58627.8	53274.9	62969.5	51869.3	35102.1		51306.3	56830.2	47234	44130.5	41822.9
O75937	O75937	DNJC8_HUMAN	DNAJC8	DnaJ homolog subfamily C member 8	20762	25004.7	20336.9		25041.5	19481		19844.5	23162	24917.6	21530.3	22468
O75940	O75940	SPF30_HUMAN	SMNDC1	Survival of motor neuron-related-splicing factor 30		6829.1	6566.2		7410.69	7215.88		11863	8389.25	7593.42	5779.43	8285.52
O75943	O75943	RAD17_HUMAN	RAD17	Cell cycle checkpoint protein RAD17	1876.22	1360			2282.69	1254.91		1474.23	2075.98	2153.27	1641.22	2151.08
O75947	O75947	ATP5H_HUMAN	ATP5PD	"ATP synthase subunit d, mitochondrial"	82857	151227	75132.2	83581.7	167555	75062.5		145752	169714	191693	155740	178371
O75953	O75953	DNJB5_HUMAN	DNAJB5	DnaJ homolog subfamily B member 5	3852.6	2862.35	4264.1		3060.15	3058.88		3310.64	3364.29	3601.7	4918.49	4312.04
O75954	O75954	TSN9_HUMAN	TSPAN9	Tetraspanin-9	6197.49	3531.76	3570.24	24689.1	5518.71	4044.7		1723.71	2441.39	3185.99	3188.12	3111.51
O75955	O75955	FLOT1_HUMAN	FLOT1	Flotillin-1	47647	33131.4	46648.8	44577.6	34809	45831.6		36682.4	32608.6	33760.7	41936.3	35329.7
O75962	O60229;O75962	TRIO_HUMAN	TRIO	Triple functional domain protein	30061.5	30163.8	29673.3	3.62E+06	29497.4	32094.3		34180.5	32281.2	31818.3	36738	31593.9
O75964	O75964	ATP5L_HUMAN	ATP5MG	"ATP synthase subunit g, mitochondrial"	98670.5	67140.2	84226.8	92429.2	79833.6	87384.3		106921	88106.9	91228.1	97700.6	91265.5
O75970	O75970	MPDZ_HUMAN	MPDZ	Multiple PDZ domain protein	6506.84	5716.06	6129.33	31105.7	6627.97	6792.04		5665.22	6157.86	6162.2	6468.02	6300.82
