Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-26_3729.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-27_3730.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-28_3731.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-29_3732.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-30_3733.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-31_3734.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-34_3737.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-35_3738.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-36_3739.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-37_3740.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-38_3741.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-18-2024_Slot1-39_3742.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-50_3744.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-51_3745.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-52_3746.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-53_3748.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-54_3749.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-55_3750.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-56_3754.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-57_3755.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-58_3756.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-59_3758.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-60_3759.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-61_3760.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-62_3762.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-63_3763.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-64_3764.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-19-2024_Slot1-65_3766.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-66_3767.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-69_3768.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-74_3770.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-75_3771.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-77_3772.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-83_3774.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-84_3775.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-85_3776.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-86_3778.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-87_3779.d	E:\Lucy\20240220_immo_astro_SCP\Lucy_immo_astro_DDM_DIA_2-20-2024_Slot1-88_3780.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_10ng_2-24-2024_Slot2-06_3864.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-17_3871.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_f_DIA_20ng_2-24-2024_Slot2-18_3872.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-13_3866.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-14_3867.d	E:\Lucy\20240224_pri_astro_bulk_SCP\Lucy_pri_astro_m_DIA_20ng_2-24-2024_Slot2-15_3868.d
P10253	P10253	LYAG_HUMAN	GAA	Lysosomal alpha-glucosidase	2950.98	2802.74	4442.46	3750.21	3621.07	3673.56	5426.05	10559.5	2964.64	6439.82	4114.97	9197.66		10866.4	3248.3		5083.72	5825.79		4634.88		3212.31		3942.53	4360.14	5857.78	5555.72	3058.69			2394.25		3238.38	4236.16	2279.54	3782.27	7597.5	11319.8	6309.88	7613.35	10422.6	11308.6	12945.2	11618.4	12891.8
P10301	P10301	RRAS_HUMAN	RRAS	Ras-related protein R-Ras	20872.6	4583.86		14983.5	7660.61	12836.9	6314.74	18347.8	8801.76	20181.5	14857		6966.68	8780.45	5209.63		7495.07	13373	9473.41	2993.62	11834.8	9469.89	11813.7	4990.62	2929.86	10116.2	14483.3	15873.3		10620.3	7703.43	11905.5	9847		12170.6		6366.27	6604.89	14339.9	11190.7	9651.27	11345.3	10278.6	10349	10029.4
P10321	P10321	HLAC_HUMAN	HLA-C	HLA class I histocompatibility antigen, C alpha chain	4258.8	10333.6	5912.36	4279.4	4429.78	1575.25	4682.09	5504.47	5870.38	2926.03	4568.34	5775.91	3059.89	4462.84	2075.45		6196.22	3596.88	5326.45	6197.72	3202.25	4434.66	5567.06	5506.48	4604.35	4803.27	5796.65	3164.13		6413.93	12193.4	7025.84	7013.71		5453.39	5209.06	4385.85	6752.45	7316.09	1843.08	3059.17	2461.3	2672.59	2537.11	2793.29
P10398	P10398	ARAF_HUMAN	ARAF	Serine/threonine-protein kinase A-Raf				2256.87	2669.32	2732.04	3891.92	2078.45	2796.07		3031.16							1944.58			3305.12				2797.23	4535.08				12556.7			1242.83		3387.6					1417.51	1242.76	1498.75	1252.71	1392.17	1413.64
P10412	P10412	H14_HUMAN	H1-4	Histone H1.4																												1218.69								1437.35				691.031	919.265	243.378	807.778	794.276	917.03
P10451	P10451	OSTP_HUMAN	SPP1	Osteopontin																																								1585.19	2616.2	2340.05	4121.69	2978.79	3870.66
P10515	P10515	ODP2_HUMAN	DLAT	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial	5606.25	8661.93	6031.47	10336.3	11994.1	9489.23	9489.43	10597.9	6604.47	4518.36	5697.24	6579.23	2591.39	5919.31	7140.21		9095.72	9554.51	8988.96	6823.17	7531.52	7356.71	11344.8	10189.4	2884.75	7826.49	8904.72	7881.71		8290.75	8648.21	9628.51	9035.55		7919.5	11699.7	6732.06	10646.4	11574.4	9027.81	6927.22	4630.69	6661.95	9635.11	5768.44
P10586	P10586	PTPRF_HUMAN	PTPRF	Receptor-type tyrosine-protein phosphatase F																																								329.073	376.819	395.096	503.548	428.38	592.755
P10589	P24468;P10589	COT1_HUMAN	NR2F1	COUP transcription factor 1																																								1361.12	992.906	1809.62	1150.15	1054.44	1201.31
P10599	P10599	THIO_HUMAN	TXN	Thioredoxin	15496.2	16094.6	13754.5	11327.3	11773	15694	11298	9033.66	13330.1	15638.3	21804.8	26908.8	17060.3	19238.8	22180.1	17489.3	11168.5	11976.4	15140.1	11903.8	14647.3	13131.4	14135.6	12225.2	16371.1	14949.4	12181.3	13533	10913.2	16584.8	19849	10063.8	17710.5	15753.8	13856.7	10395.8	11828.3	7296.59	13191.4	10801.5	19118.3	12970.8	15129.1	13539.4	14987.5
P10606	P10606	COX5B_HUMAN	COX5B	Cytochrome c oxidase subunit 5B, mitochondrial	12697.8	5199.26	11857.5	12731.6	12694.2	14905.3	16338.2	13543.6	8561.16	12697.9	7491.8	7347.87		15401.3	12307.4		14405.4	12615.3	14282.7	9212.81		5755.37	6410.19	16211.8	13893.8	9013.87	11093.6	9521.52		5542.84	6496.55	12834.2	20641.2		9383.79	12956	8942.66	10780.2	14035.6	10048.1	8917.27	4597.07	7940.84	6456.54	6872.34
P10619	P10619	PPGB_HUMAN	CTSA	Lysosomal protective protein	2087.1			7685.82	7935.63		5864.2							3459.47	7272.96		5010.46		4203.37	4196.19		6143.67	11896.7		6636.51					6699.59	3352.97		6044.49		5335.72	6596.65		11099.2	7324.43	5936.95	7742.49	5108.75	7418.55	6787.11	6983.52
P10620	P10620	MGST1_HUMAN	MGST1	Microsomal glutathione S-transferase 1	12387.8		10830.1	7189.06	6291.71	3948.35	4480.01	5618.13	4596.31	9210.31	6706.23				12170.8		8443.42	6416.13		3372.24	3861.66	5232.94	4895.69	7297.06			13438.6	14245.2		7533.64	5577.99	6261.55			5069.61	7708.65	12359.3	2256.64	3105.8	218.399	411.889	774.368	454.976	450.007	695.639
P10644	P10644	KAP0_HUMAN	PRKAR1A	cAMP-dependent protein kinase type I-alpha regulatory subunit	8573.8	13671.2	11736.5	11964.8	11594.7	9218.26	8868.09	10823.6	4383.29	5265.44	6185.69	11329.9	7481.64		10879.9		7166.76	14807.6	10939	7686.46	9297.96	8906.52	10517.9		10166.9	12962.2	9347.33	8862.51		8696.67	9932.47	11027.6	20759.5		11391.6		6424.84		9552.57	3865.83	3158.78	2412.33	3198.86	3194.12	3216.24
P10746	P10746	HEM4_HUMAN	UROS	Uroporphyrinogen-III synthase					1032.38																																			1744.27	2960.1	3388.82	3758.63	2332.77	3530.17
P10768	P10768	ESTD_HUMAN	ESD	S-formylglutathione hydrolase	44036.7	19530.9	31321.1	38333.4	37195.3	37115.1	30219.7	37941.8	42385.3	35283.7	29923.7	41539.7	29631.7	37448.2	28741.3		3276.81	6827.96	28350.8	21197.5	30558.6	29800	30569.2		22487.3	30547.6	32477.2	32907.6		19228.1	40338.1	35891.3	25259.2		43803.7		39826.6		23091.9	22402.8	30641.3	32746.1	32809	26920.1	31977.2
P10809	P10809	CH60_HUMAN	HSPD1	60 kDa heat shock protein, mitochondrial	52950.1	41865.3	52465.9	64155.3	70824.6	62374.2	72692.1	68530.7	53587.5	67658	50552.3	41950.7	39879.5	47863.4	87756.7	5325.55	76168.1	76181.2	61952.1	48087.9	68630.2	76133.5	58934.6	80245.6	63812.2	63607.6	71920.9	76721.8	3938.67	60141.7	47274.2	62344.7	62006.9	5404.33	71401.4	164259	70492.6	115389	63054.5	50579.6	60574.9	57286.1	72063.6	74081.5	70742
P10909	P10909	CLUS_HUMAN	CLU	Clusterin															1873.01					45217.6								1296.35			37643.7						27402.5	27060.9		2414.04	3840.67	3104.72	2417.25	2124.47	2310.66
P11021	P11021	BIP_HUMAN	HSPA5	Endoplasmic reticulum chaperone BiP	297994	225024	345090	206121	152622	328932	122468	220591	402987	369732	265102	224734	201536	106836	264723	61462.7	275885	218436	147567	128662	292852	214357	259785	543185	444117	246850	672646	176356	19305.5	199423	313940	226218	241563	31762.4	324533	123413	223361	338062	178719	123712	154089	169364	189169	166424	185659
P11047	P11047	LAMC1_HUMAN	LAMC1	Laminin subunit gamma-1	13719.2	12731	17562.6	12151	12940.9	14586.7		9204.54	15996.9	15987.6	9105.88	21495.2	14211.7	16831.6	8142.61		20870.9	11626.2	9298.54	15299.9	7253.06	5510.52	8251.33	23204.3	6906.75	9581.02	19373.5	15413.9		9472.95	13616.5	15097.9	12825.7		11708.9	11530.8	10697.6	17111.7	15080.2	13590.1	12950.6	13835.5	11921.3	9640.55	11179.5
P11117	P11117	PPAL_HUMAN	ACP2	Lysosomal acid phosphatase			2077.7	2806.41	4024.43		4592.88					4852.78			4967.98			1015.05						2423.99		2647.64							23928.9					4170.16		15997.9	16982.5	18013.8	20035.8	17225.2	21727.1
P11137	P11137	MTAP2_HUMAN	MAP2	Microtubule-associated protein 2									1624.89						3610.95					1264.03												9925.55								2103.16	2916.16	2929.12	3708.48	3150.95	3624.27
P11142	P54652;P11142	HSP7C_HUMAN	HSPA8	Heat shock cognate 71 kDa protein	167735	108266	128086	151884	154889	134051	159610	152666	146058	140513	141015	128203	112816	130638	159393	30269.9	35554.8	122178	135013	148090	152787	169267	154005	25587	153210	171292	144879	156303	20803.3	123734	140122	148300	154215	21819.9	154481	28852.6	162176	18095.5	148979	124431	109828	136975	117965	101816	109014
P11166	P11166	GTR1_HUMAN	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	10131.9	7010.98	19476.7	24214.8	13883.5	21215.2	7674.71	8509.15	20157.3	17237.3	22006.8	15438.8	7792.81	6905.62	18441.6		15100.2	10934.7	12558.4	14448.8	19307	11932.9	7835.37	37610.2	12901.5	9699.19	7559.31	9240.01		13619.8	30993.5	15484.8	16004.1		31306.2	14079.9	30974.5	28306.4	18550.8	20900.4	20762.8	27554.7	39606.5	40666.1	43867.1
P11169	Q8TDB8;P11169	GTR3_HUMAN	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3															8281.84				7398.66			7350.22	3243.86					9252.35		7881.86										602.581	520.072	841.295	730.447	774.599	827.659
P11171	P11171	EPB41_HUMAN	EPB41	Protein 4.1																																								524.314	528.983	668.793	866.911	670.755	738.161
P11172	P11172	UMPS_HUMAN	UMPS	Uridine 5'-monophosphate synthase	6896.8		5653.29	5131.61	4146.49	5079.33	5280.18		5684.02	5156.74					6576.13							5375.15	5388.14		1827.08					5494.29					4705.21		14568.4		4165.13	3424.78	2961.67	3086.21	2658.01	2513.7	2569
P11177	P11177	ODPB_HUMAN	PDHB	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial		7982.11		9853.54	4208.54	11238.2	9397.83	13140.3	7393.89	12219.7		9722.08			5404.64		8465.94	7963.27		9681.68		16227.9		2300.98	5839.98	11461.6	4813.17	10241.2				4438.27	8050.76			8719.93	22232.7	6196.94		3611.06	2582.21	4059.83	4408.61	3790.26	3751.18
P11182	P11182	ODB2_HUMAN	DBT	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial									10980.7	16134.4					16204.2													7640.7		10202.1					9066.59			3331.67		2061.07	1997.43	2455.51	2867.93	2926.43	3166.26
P11216	P06737;P11217;P11216	PYGB_HUMAN	PYGB	Glycogen phosphorylase, brain form	26308.6	24458.8	16519.1	25618.2	31231	21154.6	19305.2	20589.2	34222.6	19256	22885.5	14620.3	20247.9	16123.5	15969.1	9015.64		16224.7	11948	17937.1	21218.2	18015	21723.8		18993.2	21110.5	23503.4	24946.3		23445.3	14056.9	25312.9	27360.6		23696.8		23286		19917.1	43539.1	35488.2	46085.9	37301.3	38952	35961
P11233	P11233	RALA_HUMAN	RALA	Ras-related protein Ral-A	27407	32112.1	20674.9	22736.4	14362.7	12417.7	21043.1	13737.4	14956.5	29502.1	15047.3	8823.29	15915.3	19284.3	12890.4		13273.1	14831.7	20774.8	19658.3	13470	14641.4	11046.6	15606	9615.71	18074.6	31097.1	18303.5		19456.9	14796.1	17717.4	13066.1	2417.74	22860.6	13379	10549.6	14265.9	19435.4	9857.45	10347.6	8056.29	8496.94	10267.8	10709.9
P11234	P11234	RALB_HUMAN	RALB	Ras-related protein Ral-B	6424.1		4436.53		6230.51		3465.45	1260.92	4891.91	7834.22					7463.15			10584.4			5151.85				5112.81		3098.31	1896.14				3234.53			2152.28				4925.86	1873.36	2164.82	2090.58	2047.27	1915.43	1781.72
P11274	P11274	BCR_HUMAN	BCR	Breakpoint cluster region protein					1519.23																																			2863.75	2926.8	3632.31	4319.88	3742.92	4518.88
P11279	P11279	LAMP1_HUMAN	LAMP1	Lysosome-associated membrane glycoprotein 1	10537.2	10366.9	14075.4	17271.7	22233.5	18575.7	20119	11604.7	17199.6	7974.87	16802.9	19974.1	15469.5	23887.2	11476.3	3915.16	31998.4	21861.7	17531.6	16793.5	19480	17874.7	11277.9	16507.1	12535.1	16760.9	9615.36	16661.3		9795.27	15287.3	8279.86	10557.5	4484.47	14165.1	11843	16477.9	25095.6	17658.2	13776.1	27149.3	10984.5	32518.6	29696.9	27851.3
P11310	P11310	ACADM_HUMAN	ACADM	Medium-chain specific acyl-CoA dehydrogenase, mitochondrial	3788.02	9838.99	4427.67	6017.75	4022.16	5874.16	9198.83	9290.64	6634.47	7659.3	5057.89		8030.29	12928.1	5578.93		9171.21	11720.2	11676.6	5133.68	4905.65	4374.97	7599.06	8456.67	10405.3			3443.26			6375.87	7312.38	12098.1		6112.63	4694.63	5269.7	10167.6	4541.04	3773.68	4175.84	4557.79	7387.03	6468.22	6821.34
P11362;P22455;P22607	P21802;P11362;P22607;P22455	FGFR1_HUMAN;FGFR3_HUMAN;FGFR4_HUMAN	FGFR1;FGFR3;FGFR4	Fibroblast growth factor receptor 1																																								269.864	534.659	436.402	517.688	484.478	439.257
P11387	P11387	TOP1_HUMAN	TOP1	DNA topoisomerase 1	7678.45	12079.3	8733.62	8213.94	8266.76	5873.09	4917.66	5379.05	6953.29	7467.61	11010.4	10130	7455.66		6892.42		10281.4	9172.29	11410.9	5469.93	10154.4	7646.31	7618.89	7589.67	9679.78	8221.93	5324.9	11903		9134.13	13216.4	8035.31	8672.6		9742.14	8302.95	12414.5	7759.7	8097.27	9984.91	8926.06	8771.83	7158.9	9025.01	7065.6
P11388	P11388	TOP2A_HUMAN	TOP2A	DNA topoisomerase 2-alpha			24018.5	16411.2	56606.3			4648.74	27546		13133.9				10831.3		6488.61			17299.1	27835.5	9919.32	7512.42					13682.5		12413.5	16311.4								10153.3	1349.67	1316.8	1951.66	2031.95	2214.32	1674.38
P11413	P11413	G6PD_HUMAN	G6PD	Glucose-6-phosphate 1-dehydrogenase	44688.9	37933.9	44568.1	31620.3	46679.4	39023.9	42151.5	39221.8	54342	27671.9	29557.2	40064	52403.1	30494.4	58760.9	5484.74		21285.7	32552.6	43935.2	35654.9	35606.8	42189.9	8474.21	29325.1	32839.1	55734.3	31893.1	8077.44	38704.7	43265.3	33248.9	39656.9	13597.6	34398.5	10126.1	44592.9	11274	34222.3	20336.8	21940.5	27235.7	34596.3	27798.4	34724.5
P11441	P11441	UBL4A_HUMAN	UBL4A	Ubiquitin-like protein 4A									2661.6											1267.17	4077.25					3851.76	4043.42	5009.42			1633.47	1586.17	5240.62		6911.34				5581.91	2890.95	3558.17	4090.42	3808.99	2987.71	4063.56
P11498	P11498	PYC_HUMAN	PC	Pyruvate carboxylase, mitochondrial	4696.86	10511.9	15861.7	6705.01	11424.1	7288.48	4966.69		9393.23	15166.5		18045.2	8939.51	4978.69	7069.89		8853.82	8585.92	10148.6			5820.3	5630.49	4196.22	5713.87	7775.94	9290.37	3383.52		3184.98	2656.3	5265.21	6639.39		3896.87	6037.45	3222.53	8011.87		2687.64	1946.62	2543.47	2627.44	2481.27	2520.99
P11532	P11532	DMD_HUMAN	DMD	Dystrophin																																								1942.33	2153.85	2631.84	1626.73	1573.64	1541.2
P11586	P11586	C1TC_HUMAN	MTHFD1	C-1-tetrahydrofolate synthase, cytoplasmic	28701.4	20198.1	34324.2	28209.1	26175.8	29414.4	22584.8	22888.2	27678.4	30994.8	34112.1	25698.4	20945.3	28479.7	26338.4	4476.58	6660.63	30298.7	37303	30701	34298.4	34717.4	34480.6	4137.23	26501.2	30631.4	20069.9	35752.1		38462.6	36116.2	29784	28350.5		34703	3677.09	31107	3221.44	39527.1	19637.8	19574.5	22821.6	20774.8	18843.6	21632.2
P11717	P11717	MPRI_HUMAN	IGF2R	Cation-independent mannose-6-phosphate receptor	6789.34		6586.41	6068.7	10175.6	7557.88	6206.99	8007.85	7195.72	10145	9330.14	6894.62	13883.2	21687	7036.22		7696.99	7873.99		4511.95	5724.51	7102.99	6216.51	8409.33	9990.92	7374.97	7937.5	8652.17		4821.2	9057.77	5855.34			6478.36	7113.76	8596.63	8861.29	4910.04	7034.43	6133.06	6980.82	9259.11	9074.63	9474.28
P11766	P11766	ADHX_HUMAN	ADH5	Alcohol dehydrogenase class-3	13290.9	12176.1	12840	15071.5	7842.88	12013.7	13683.9	17005.9	12461.4	9138.29	11023.6	9192	11126.7		14587			6057.5	18059	12271.7	12242.6	11526.1	17526		13368.7	12508.7	16876.6	10767.1		10767.8	13143.2	13333.7	12952.7		14019.1		12269.9		11134.8	15912.8	15508.1	8664.96	12964.9	13753.1	12479.7
P11802	P11802	CDK4_HUMAN	CDK4	Cyclin-dependent kinase 4																		16623.5									18315													4790.12	5419.66	7326.82	6063.4	4655.31	5949.59
P11908	P11908	PRPS2_HUMAN	PRPS2	Ribose-phosphate pyrophosphokinase 2	7491.8		3718.03	5673.32	5309.68		7317.77	4998.56	1033.09				4919.3							5046.03	4264.53	1571.73				3788.71	2996.27								4444.02		3694.04		3806.09	718.432	1931.31	2890.94	3003.66	2226.81	2449.6
P11940	P11940;Q4VXU2	PABP1_HUMAN	PABPC1	Polyadenylate-binding protein 1	27233.7	26623.5	25569.4	27041.5	26728.6	25428.3	22548.9	30242.1	23735.6	32625.8	21393.2	26942.6	24038	36419.2	31700.3		11617.3	22332.7	24846.8	32337.2	28461	32183.9	29907	7323.16	30501.8	28452.9	33051.4	39659.3		23426.8	25041.5	28054.7	29838.8		26848	8948.93	31167.4	6464.77	35585.2	34140.4	26536.3	35676.8	27341.9	28159.1	30938.8
P12004	P12004	PCNA_HUMAN	PCNA	Proliferating cell nuclear antigen	28855	34482.6	51870.5	44965.1	47992.7	39541.7	36926.7	26272.1	36711.5	19408.9	49564.2	39452.5	53357.5	26650.6	37246.9	8247.38	10832.2	30288.1	45378.6	95967.5	36558.1	45608	40439.1	2719.6	30783	35229	15739	25522.9		21641.3	46509.2	47159.6	35170.8		24882	7095.39	39670.5		35005.7	8642.63	11624.2	12093.1	14428.9	11597.8	14184.8
P12081	P12081;P49590	HARS1_HUMAN	HARS1	Histidine--tRNA ligase, cytoplasmic	11457.8	10821	14128.3	13477.6	11525.8	11059.3	13287.8	11511.3	10266.3	11004.1	14692.2	16595.2	13082	10639	13767.8		4975.99	12397.7	9942.77	15044.5	12474.5	12639.7	13111.9	2996.25	20259.8	17661.9	17301.7	15784.5		11264.3	12855.7	14242.5	13448.7	10732	12555.9		15445.2	5301.94	17364.7	19677.3	17981.2	16089.1	15498.2	15875.8	17058.4
P12107	P12107	COBA1_HUMAN	COL11A1	Collagen alpha-1(XI) chain									1781.22			12638.9																				4129.14						2460.12		428.56	384.248	649.737	382.679	398.429	301.678
P12109	P12109	CO6A1_HUMAN	COL6A1	Collagen alpha-1(VI) chain	11787.6	3448.35	7044.92	13471.3	11541.4	7645.86	5167.66	13268.9	9633.91	8103.73	7461.5	8057.17	4805.13	7127.83	7649.07	4515.93	3920.86			7426.9	9355.36	7329.63	9112.11	11642.5	5702.28	11590.3	13417.6	12336.2		6618.67	13901.4	7164.39	14781.1		10963.9	6058.7	10100.4	16582	16047.5	10769.9	9603.92	14593.8	8314.96	9093.04	8719.33
P12110	P12110	CO6A2_HUMAN	COL6A2	Collagen alpha-2(VI) chain	5507.46			4319.16	5856.24	7096.65		17033	8416.01		13559.3	13117.8		12875.6	5735.72		10060		17134.5	4374.04	12983.3	16249.4	12738	10433.4	15590	12526.2	10401.5	9542.44		9563.7	18409.1	9969.41	14711.2		9432.72	9469.91	9024.88	9959.28	13732.2	7687.85	6072.09	5209.6	4647.9	5570.38	4894.84
P12111	P12111	CO6A3_HUMAN	COL6A3	Collagen alpha-3(VI) chain		13142.3	76354.6	15631.8	4459.79	9457.17	5941.15		34133.7	6025.29	21582	17235.8	6208.32	11142.1	2092.76	21495.4	68692.4		16076	29539.9	25912.5	29274.7	6017.72	99990.6	52545.2	20842.4	4110.91	11512.4			14054.3				10338.8	31187.8	40207.7	99732.5	11449.4	9436.73	6797.86	9501.63	4511.05	5798.3	4514.88
P12235	P12235	ADT1_HUMAN	SLC25A4	ADP/ATP translocase 1																																								13126.2	7888.48	11224.8	9978.26	14703.8	9600.48
P12236	P12236	ADT3_HUMAN	SLC25A6	ADP/ATP translocase 3	13859.9	12585.3	15709.5	17019.1	19536.3	13048.6	9498.08	23445.7	5956.65	18170.8	22826.2	19586.5	22161.8	16038.9	23509		20695.7	26948.5	13835.8	12637	14732.7	31980.6	14858.6	27693.5	26387.3	43191.5	26372.6	14304.9		9384.88	15431.3	25532.1	24079.5		29223.8	50076.6	16978.7	42708.1	28058.2	3393.11	2393.62	2014.19	2055.66	4514.15	2398.05
P12268	P12268	IMDH2_HUMAN	IMPDH2	Inosine-5'-monophosphate dehydrogenase 2	22942.2	6711	13544	17956.5	17137.9	14063.9	20373.1	13357.1	16083	17808.9	16627.1	15721.1	11443	18841.8	28952			15307.2	16313.1	18574.6	13077.6	14783.5	16021.3		11018.5	11738.8	15386.8	24153.5		13303.3	9675.5	15743.2	11653.5		22613.4		19522.8	1841.08	19377	13342.8	13914.3	12167.2	13467.1	10509.2	14632.1
P12270	P12270	TPR_HUMAN	TPR	Nucleoprotein TPR	5122.54		5492.18	4706.66	6338.75	2454.36	4208.01	6848.24	6056.86	5505.08	7913.08	8133.85	21099.6	5457.95	5736.23		6847.35		9254.46	6866.28	5398.77	5211.3	3129.07	9223.34	7960.08	5892.14	5215.02	4932.46		4164.02	7641.3	4762.55	4427.56		4094.13	6579.33	3801.91	6129.11	2905.84	3649.95	4735.98	4866.79	4901.31	4510.06	5222.83
P12277	P12277	KCRB_HUMAN	CKB	Creatine kinase B-type	30016.1	76993.4	24918	14028.2	53801.5	49830	25536.5	22796.2	36548.1	23658.2	16511.1	32217.6	38928.2	81367	29803.8	8937.43	7843.84	53514	12687.7	21810.1	29394.3	19295.4	19395.7	7112.92	13714.4	11359	46845.5	6626.94	4760.07	49848.1	70023.4	51207.7	56134.9	10345.5	32390.8	6974.8	8529.14	3355.95	11952.7	25236.2	35243	34608.1	54563	47068.4	54495
P12429	P12429	ANXA3_HUMAN	ANXA3	Annexin A3					3437.73	5535.03			2548.63	7860.46						7610.85				7814.34		12390.7					8596.66			4786.12	8255.85			4574.42	1985.97		8721.71		3899.35	3166.78	3965.75	4415.71	8441.06	6598.57	7843.56
P12694	P12694	ODBA_HUMAN	BCKDHA	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial			3686.42								5603.4				1961.3		1812.28																				8368.66	3686.98	2412.28	3165.43	4790.77	5397	6857.07	6101.22	6539.04
