Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_33_1_1 Spectral Count	female_33_2_2 Spectral Count	female_33_3_3 Spectral Count	female_37_1_1 Spectral Count	female_37_2_2 Spectral Count	female_37_3_3 Spectral Count	male_33_1_1 Spectral Count	male_33_2_2 Spectral Count	male_33_3_3 Spectral Count	male_37_1_1 Spectral Count	male_37_2_2 Spectral Count	male_37_3_3 Spectral Count	female_33_1_1 Unique Spectral Count	female_33_2_2 Unique Spectral Count	female_33_3_3 Unique Spectral Count	female_37_1_1 Unique Spectral Count	female_37_2_2 Unique Spectral Count	female_37_3_3 Unique Spectral Count	male_33_1_1 Unique Spectral Count	male_33_2_2 Unique Spectral Count	male_33_3_3 Unique Spectral Count	male_37_1_1 Unique Spectral Count	male_37_2_2 Unique Spectral Count	male_37_3_3 Unique Spectral Count	female_33_1_1 Total Spectral Count	female_33_2_2 Total Spectral Count	female_33_3_3 Total Spectral Count	female_37_1_1 Total Spectral Count	female_37_2_2 Total Spectral Count	female_37_3_3 Total Spectral Count	male_33_1_1 Total Spectral Count	male_33_2_2 Total Spectral Count	male_33_3_3 Total Spectral Count	male_37_1_1 Total Spectral Count	male_37_2_2 Total Spectral Count	male_37_3_3 Total Spectral Count	female_33_1_1 Intensity	female_33_2_2 Intensity	female_33_3_3 Intensity	female_37_1_1 Intensity	female_37_2_2 Intensity	female_37_3_3 Intensity	male_33_1_1 Intensity	male_33_2_2 Intensity	male_33_3_3 Intensity	male_37_1_1 Intensity	male_37_2_2 Intensity	male_37_3_3 Intensity	female_33_1_1 MaxLFQ Intensity	female_33_2_2 MaxLFQ Intensity	female_33_3_3 MaxLFQ Intensity	female_37_1_1 MaxLFQ Intensity	female_37_2_2 MaxLFQ Intensity	female_37_3_3 MaxLFQ Intensity	male_33_1_1 MaxLFQ Intensity	male_33_2_2 MaxLFQ Intensity	male_33_3_3 MaxLFQ Intensity	male_37_1_1 MaxLFQ Intensity	male_37_2_2 MaxLFQ Intensity	male_37_3_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|P43007|SATT_HUMAN	P43007	SATT_HUMAN	SLC1A4	532	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neutral amino acid transporter A	1.0	0.999	4	6	6	6	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2690596.8	0.0	2.1686708E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P43034|LIS1_HUMAN	P43034	LIS1_HUMAN	PAFAH1B1	410	Homo sapiens OX=9606	1:Experimental evidence at protein level	Platelet-activating factor acetylhydrolase IB subunit beta	1.0	0.999	19	173	146	173	14	15	12	15	11	15	10	15	14	17	17	18	10	13	10	12	9	13	9	13	12	15	14	16	14	15	12	15	11	15	10	15	14	17	17	18	4.8033296E8	5.12638112E8	4.5548176E8	6.4968608E8	4.8959456E8	6.2217933E8	6.3825139E8	6.434199E8	6.1321043E8	7.4424806E8	6.0207315E8	7.3254419E8	1.40141504E8	1.35764048E8	1.34036904E8	1.51190064E8	1.39218416E8	1.32084008E8	1.5477968E8	1.4549272E8	1.561592E8	1.64312784E8	1.5001968E8	1.6612976E8	
sp|P43121|MUC18_HUMAN	P43121	MUC18_HUMAN	MCAM	646	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell surface glycoprotein MUC18	1.0	0.999	23	167	167	167	10	12	13	10	10	8	14	19	11	21	19	20	10	12	13	10	10	8	14	19	11	21	19	20	10	12	13	10	10	8	14	19	11	21	19	20	2.46234944E8	3.31621504E8	4.0058832E8	1.54550128E8	2.34401312E8	2.11660096E8	7.3594662E8	8.5068934E8	6.1001376E8	6.7735354E8	8.801673E8	7.8864896E8	9.0913128E7	1.0343272E8	1.13723312E8	9.9464408E7	8.1580576E7	7.1430368E7	1.90982E8	2.14373616E8	1.71402592E8	2.15760368E8	2.25000992E8	1.9372064E8	
sp|P43155|CACP_HUMAN	P43155	CACP_HUMAN	CRAT	626	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carnitine O-acetyltransferase	1.0	0.999	14	105	105	105	10	9	8	8	8	6	9	12	9	5	11	10	10	9	8	8	8	6	9	12	9	5	11	10	10	9	8	8	8	6	9	12	9	5	11	10	1.11168568E8	1.5360864E8	7.7311392E7	8.0391312E7	8.126608E7	6.9853408E7	1.576864E8	1.65758128E8	1.59137888E8	1.56139568E8	1.49366112E8	1.51017216E8	6.4915068E7	6.0729696E7	4.5989908E7	3.1747606E7	4.2000676E7	4.364058E7	7.0296536E7	7.4363936E7	6.9542272E7	1.50279472E8	7.570824E7	7.1164096E7	
sp|P43234|CATO_HUMAN	P43234	CATO_HUMAN	CTSO	321	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cathepsin O	0.9995	0.999	2	2	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P43243|MATR3_HUMAN	P43243	MATR3_HUMAN	MATR3	847	Homo sapiens OX=9606	1:Experimental evidence at protein level	Matrin-3	1.0	0.999	37	363	363	363	31	27	29	30	28	26	34	29	30	39	27	33	31	27	29	30	28	26	34	29	30	39	27	33	31	27	29	30	28	26	34	29	30	39	27	33	2.60598067E9	2.47810253E9	2.80658381E9	1.46326093E9	2.72761651E9	2.09161523E9	2.75288115E9	2.61241267E9	2.6677975E9	2.09641139E9	2.37163955E9	1.82084365E9	4.2740096E8	4.1084032E8	4.38174496E8	3.90567808E8	4.8846864E8	4.06877248E8	4.87268192E8	4.45141952E8	4.72239296E8	4.09127072E8	4.481928E8	4.4824176E8	
sp|P43246|MSH2_HUMAN	P43246	MSH2_HUMAN	MSH2	934	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA mismatch repair protein Msh2	1.0	0.999	14	60	60	60	7	1	3	9	4	3	4	3	7	5	7	7	7	1	3	9	4	3	4	3	7	5	7	7	7	1	3	9	4	3	4	3	7	5	7	7	4.4066708E7	1.1675282E7	9820256.0	4.8854864E7	4.3832128E7	2.1386272E7	1.3607948E7	0.0	3.4633056E7	1.9076448E7	3.7221512E7	4.5161016E7	2.169922E7	0.0	0.0	2.3212122E7	1.9385416E7	1.3263816E7	0.0	0.0	1.6233778E7	2.1958182E7	1.5758717E7	1.6517061E7	
sp|P43304|GPDM_HUMAN	P43304	GPDM_HUMAN	GPD2	727	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycerol-3-phosphate dehydrogenase, mitochondrial	1.0	0.999	19	82	82	82	7	8	5	5	7	9	7	7	8	6	4	9	7	8	5	5	7	9	7	7	8	6	4	9	7	8	5	5	7	9	7	7	8	6	4	9	1.12495264E8	1.2701752E8	9.9545936E7	8.2784848E7	1.39531648E8	1.6272216E8	1.59313904E8	1.77999552E8	1.69680624E8	1.28668808E8	6.243012E7	1.19360296E8	4.3632844E7	3.9752936E7	4.7736576E7	3.38761E7	3.3165256E7	3.5691116E7	4.1498264E7	3.6622944E7	3.6459704E7	3.4182528E7	2.2385606E7	2.8523906E7	
sp|P43307|SSRA_HUMAN	P43307	SSRA_HUMAN	SSR1	286	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translocon-associated protein subunit alpha	1.0	0.999	4	35	35	35	4	2	2	2	5	2	2	2	3	4	2	5	4	2	2	2	5	2	2	2	3	4	2	5	4	2	2	2	5	2	2	2	3	4	2	5	7.4714214E8	8.472329E8	8.3638451E8	1.07518438E9	1.09185702E9	9.8631475E8	7.6038566E8	8.4645094E8	8.1212083E8	1.01123206E9	1.00519066E9	9.9865254E8	4.7662464E8	5.29304288E8	5.29797376E8	6.8682272E8	6.8267117E8	6.1869005E8	4.77703808E8	5.4307168E8	5.1715312E8	5.6411802E8	6.2792723E8	6.3569133E8	
sp|P43378|PTN9_HUMAN	P43378	PTN9_HUMAN	PTPN9	593	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 9	1.0	0.999	6	16	16	16	0	1	3	1	0	2	1	3	2	1	2	0	0	1	3	1	0	2	1	3	2	1	2	0	0	1	3	1	0	2	1	3	2	1	2	0	0.0	1.1401535E7	1.3542938E7	1.174072E7	0.0	0.0	1.20644E7	1.1236644E7	8131207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P43487|RANG_HUMAN	P43487	RANG_HUMAN	RANBP1	201	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ran-specific GTPase-activating protein	1.0	0.999	10	111	111	111	11	12	10	7	9	6	10	14	10	12	4	6	11	12	10	7	9	6	10	14	10	12	4	6	11	12	10	7	9	6	10	14	10	12	4	6	1.01911968E9	1.43824947E9	1.38021914E9	1.14063526E9	1.0507264E9	9.411648E8	1.42773914E9	1.77686426E9	1.91485248E9	7.1367622E8	5.807495E8	8.9192653E8	3.57190368E8	4.02739744E8	4.00349536E8	3.92922784E8	3.755256E8	4.01310176E8	4.5113184E8	5.3308208E8	5.6374643E8	3.00201952E8	3.75785408E8	3.82845952E8	
sp|P43490|NAMPT_HUMAN	P43490	NAMPT_HUMAN	NAMPT	491	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nicotinamide phosphoribosyltransferase	1.0	0.999	22	151	151	151	12	14	11	14	14	13	11	17	14	8	12	11	12	14	11	14	14	13	11	17	14	8	12	11	12	14	11	14	14	13	11	17	14	8	12	11	3.09046496E8	4.84809152E8	1.66192144E8	2.92337344E8	5.06815648E8	1.8900016E8	4.43399776E8	5.6733747E8	5.2268096E8	7.027544E7	2.68659616E8	1.17711864E8	8.4763928E7	9.0009984E7	7.133772E7	7.4690792E7	9.2426368E7	6.7755448E7	7.1864656E7	7.2950624E7	8.3448368E7	5.332912E7	5.2281916E7	5.2631748E7	
sp|P43686|PRS6B_HUMAN	P43686	PRS6B_HUMAN	PSMC4	418	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 6B	1.0	0.999	33	275	275	288	28	21	22	25	18	25	30	22	17	19	27	21	28	21	22	25	18	25	30	22	17	19	27	21	29	21	22	26	19	26	32	23	18	21	28	23	1.59358925E9	1.55109107E9	1.44366054E9	1.72631181E9	9.4608832E8	1.23233805E9	1.4947817E9	2.11367027E9	1.43331046E9	1.02556378E9	1.5135383E9	8.5505011E8	2.58840976E8	2.94168448E8	3.07205472E8	2.45821648E8	2.209092E8	2.7623376E8	2.91368608E8	2.94916224E8	2.96513792E8	2.58699824E8	2.67347296E8	2.59704048E8	
sp|P43897|EFTS_HUMAN	P43897	EFTS_HUMAN	TSFM	325	Homo sapiens OX=9606	1:Experimental evidence at protein level	Elongation factor Ts, mitochondrial	1.0	0.999	12	47	47	47	2	4	2	4	0	4	4	7	7	6	3	4	2	4	2	4	0	4	4	7	7	6	3	4	2	4	2	4	0	4	4	7	7	6	3	4	2.704714E7	9.2437928E7	1.41317E7	3.743976E7	2.6325236E7	4.2973164E7	5.2171944E7	1.11461112E8	1.13353896E8	4.1069956E7	3.4189936E7	3.376866E7	2.2902426E7	2.839357E7	0.0	3.4026708E7	2.3680568E7	2.9284028E7	3.1209948E7	2.8398758E7	3.5317648E7	3.8380928E7	3.4063704E7	3.2387426E7	
sp|P45877|PPIC_HUMAN	P45877	PPIC_HUMAN	PPIC	212	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase C	1.0	0.999	3	34	34	34	2	3	4	4	1	4	3	4	3	2	2	2	2	3	4	4	1	4	3	4	3	2	2	2	2	3	4	4	1	4	3	4	3	2	2	2	5.0023312E7	3.810582E7	1.07526448E8	1.5780528E8	6.4813056E7	1.8680016E8	1.43541344E8	1.6371976E8	1.46131328E8	4.0372544E7	2.77015232E8	2.56748064E8	9.6785992E7	4.9678052E7	5.0444664E7	6.0072708E7	9.983276E7	7.6832064E7	5.26831E7	6.4455428E7	5.3269576E7	8.0250352E7	1.56440896E8	1.34821952E8	
sp|P45880|VDAC2_HUMAN	P45880	VDAC2_HUMAN	VDAC2	294	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent anion-selective channel protein 2	1.0	0.999	15	301	301	301	30	21	23	24	16	29	18	19	26	41	26	28	30	21	23	24	16	29	18	19	26	41	26	28	30	21	23	24	16	29	18	19	26	41	26	28	2.68433459E9	2.48598221E9	3.13818035E9	1.6347721E9	2.93936102E9	3.30023987E9	2.97044557E9	2.56374272E9	2.85146317E9	1.72107814E9	4.07298202E9	3.96197786E9	7.9442387E8	7.4927066E8	8.1106112E8	7.7228806E8	8.4044173E8	7.9448582E8	9.3916774E8	9.0851347E8	9.4207245E8	6.8981837E8	1.02669056E9	1.01813734E9	
sp|P45954|ACDSB_HUMAN	P45954	ACDSB_HUMAN	ACADSB	432	Homo sapiens OX=9606	1:Experimental evidence at protein level	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	1.0	0.999	9	36	36	36	5	3	3	1	4	1	4	4	4	5	0	2	5	3	3	1	4	1	4	4	4	5	0	2	5	3	3	1	4	1	4	4	4	5	0	2	5.8363152E7	4.9375588E7	2.9730682E7	0.0	2.2659076E7	1.3118856E7	6.7719616E7	4.1751792E7	3.6629E7	3.9047856E7	0.0	1.9274932E7	3.1573338E7	2.9154046E7	0.0	0.0	1.2924714E7	0.0	2.5002208E7	2.565702E7	1.8665604E7	1.4542739E7	0.0	1.0712496E7	
sp|P45973|CBX5_HUMAN	P45973	CBX5_HUMAN	CBX5	191	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chromobox protein homolog 5	1.0	0.999	11	65	65	71	3	3	2	4	7	4	4	8	8	9	5	8	3	3	2	4	7	4	4	8	8	9	5	8	3	4	2	4	9	4	4	9	10	9	5	8	3.33875136E8	2.61788736E8	1.89594528E8	3.571776E8	2.70361696E8	2.62072112E8	3.65223712E8	5.9913722E8	6.4116467E8	3.3246608E8	3.70737888E8	6.4115917E8	1.5109232E8	1.73618768E8	1.6339152E8	1.73605712E8	1.8752304E8	1.75513072E8	3.10768032E8	2.9582752E8	3.10552448E8	2.583384E8	2.87504416E8	2.87996128E8	
sp|P45974|UBP5_HUMAN	P45974	UBP5_HUMAN	USP5	858	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 5	1.0	0.999	28	255	248	255	20	20	22	17	14	18	16	26	26	26	24	26	20	18	22	17	14	17	15	25	24	26	24	26	20	20	22	17	14	18	16	26	26	26	24	26	8.2322355E8	7.1861075E8	9.0466093E8	5.7180275E8	6.8333517E8	7.5721043E8	5.8823066E8	7.7356262E8	1.0653433E9	4.89391008E8	7.8685133E8	6.834345E8	1.41866144E8	1.34673536E8	1.3740096E8	1.10895728E8	1.01817856E8	1.13113776E8	1.51313952E8	1.3261104E8	1.32142856E8	1.01460384E8	1.11676736E8	1.02105672E8	
sp|P45984|MK09_HUMAN	P45984	MK09_HUMAN	MAPK9	424	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitogen-activated protein kinase 9	0.9999	0.999	4	13	3	39	1	3	1	0	2	1	0	1	1	1	0	2	0	0	0	0	2	0	0	0	0	0	0	1	4	4	3	2	5	2	3	3	3	4	2	4	3888678.0	2678682.8	4158471.5	0.0	9157870.0	2395151.8	0.0	2497851.5	2453249.5	0.0	0.0	5639369.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P45985|MP2K4_HUMAN	P45985	MP2K4_HUMAN	MAP2K4	399	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dual specificity mitogen-activated protein kinase kinase 4	1.0	0.999	8	41	41	41	3	6	5	2	4	4	0	4	4	3	3	3	3	6	5	2	4	4	0	4	4	3	3	3	3	6	5	2	4	4	0	4	4	3	3	3	2.0972872E7	2.2953134E7	1.5841768E7	1.4153201E7	4.8630316E7	2.961518E7	6015911.5	1.9868774E7	5.3946624E7	5772723.0	1.8092102E7	1.0579308E7	1.7325522E7	1.6150327E7	0.0	0.0	2.005715E7	1.731374E7	0.0	1.6500155E7	1.5754318E7	0.0	1.5085828E7	0.0	
sp|P46013|KI67_HUMAN	P46013	KI67_HUMAN	MKI67	3256	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proliferation marker protein Ki-67	1.0	0.999	23	50	50	50	1	2	2	2	2	2	8	9	6	8	3	5	1	2	2	2	2	2	8	9	6	8	3	5	1	2	2	2	2	2	8	9	6	8	3	5	0.0	0.0	5495521.5	1.2316585E7	3.324903E7	2.7387036E7	4.450912E7	6.8672904E7	3.1638888E7	4.096388E7	1.0828636E7	1.309473E7	0.0	0.0	0.0	0.0	9608290.0	0.0	9552178.0	1.760683E7	2.5909702E7	1.5256434E7	0.0	4.5522572E7	
sp|P46020|KPB1_HUMAN	P46020	KPB1_HUMAN	PHKA1	1223	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform	1.0	0.994	5	15	3	15	1	0	1	3	2	1	1	2	0	1	2	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	3	2	1	1	2	0	1	2	1	2.9964846E7	0.0	3.2326606E7	7.3910944E7	3.6699556E7	3.286945E7	4.8992852E7	4.9965088E7	0.0	0.0	9.989296E7	4.9954232E7	0.0	0.0	0.0	4.165498E7	0.0	0.0	0.0	4.7018024E7	0.0	0.0	5.334962E7	0.0	
sp|P46060|RAGP1_HUMAN	P46060	RAGP1_HUMAN	RANGAP1	587	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ran GTPase-activating protein 1	1.0	0.999	26	195	195	195	20	16	19	12	16	17	16	18	18	14	15	14	20	16	19	12	16	17	16	18	18	14	15	14	20	16	19	12	16	17	16	18	18	14	15	14	6.2873818E8	5.20259296E8	5.9528499E8	2.7154848E8	4.38184928E8	7.0900186E8	5.8798477E8	4.5084576E8	5.1569136E8	3.23831232E8	4.53136192E8	4.78419904E8	1.18817152E8	1.22646152E8	1.19604032E8	1.35456224E8	9.7273128E7	1.27162824E8	1.1310252E8	1.06090304E8	1.09843704E8	1.0121624E8	9.5439072E7	1.02855264E8	
sp|P46063|RECQ1_HUMAN	P46063	RECQ1_HUMAN	RECQL	649	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent DNA helicase Q1	1.0	0.999	23	207	194	207	18	21	20	14	17	15	17	17	18	16	15	19	17	20	19	13	16	14	16	16	17	15	13	18	18	21	20	14	17	15	17	17	18	16	15	19	6.9581498E8	7.1241862E8	7.3561946E8	4.4227744E8	7.7708909E8	5.9918182E8	6.0435091E8	1.05025171E9	5.8786374E8	3.45028768E8	9.2491725E8	6.0588109E8	1.85501168E8	1.74064944E8	1.69340672E8	1.86190992E8	1.96003584E8	1.66874448E8	1.61554656E8	1.56827472E8	1.49340912E8	1.5523272E8	1.4317432E8	1.636124E8	
sp|P46087|NOP2_HUMAN	P46087	NOP2_HUMAN	NOP2	812	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	1.0	0.999	31	179	179	179	17	17	16	17	17	17	16	12	12	13	15	10	17	17	16	17	17	17	16	12	12	13	15	10	17	17	16	17	17	17	16	12	12	13	15	10	3.58563008E8	3.42364416E8	5.09908704E8	3.8493744E8	4.06789216E8	2.84567584E8	3.50000032E8	2.26784256E8	2.9568576E8	2.596452E8	3.1498832E8	2.20402688E8	7.635472E7	6.3757124E7	7.3404632E7	6.54596E7	6.1358784E7	5.8758988E7	7.2875064E7	4.9367908E7	5.3836108E7	5.6028648E7	5.4477468E7	5.0076424E7	
sp|P46100|ATRX_HUMAN	P46100	ATRX_HUMAN	ATRX	2492	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcriptional regulator ATRX	1.0	0.999	10	34	34	34	2	1	3	2	2	1	3	5	2	5	4	4	2	1	3	2	2	1	3	5	2	5	4	4	2	1	3	2	2	1	3	5	2	5	4	4	2.4290742E7	0.0	5.068278E7	0.0	2.1114014E7	6930744.0	1.2265062E7	3.2725556E7	3.2451272E7	3.0058772E7	3.115262E7	4.4700672E7	2.1583046E7	0.0	1.2255351E7	0.0	1.3768662E7	0.0	3.2191844E7	1.5223175E7	2.056683E7	1.6898128E7	1.9025684E7	1.8456348E7	
sp|P46108|CRK_HUMAN	P46108	CRK_HUMAN	CRK	304	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adapter molecule crk	1.0	0.999	18	154	154	154	11	15	12	8	14	11	8	18	16	14	14	13	11	15	12	8	14	11	8	18	16	14	14	13	11	15	12	8	14	11	8	18	16	14	14	13	2.11888544E8	4.7909536E8	4.49286048E8	1.97712608E8	3.43634528E8	4.659376E8	3.76336448E8	4.91776096E8	5.476144E8	2.0124384E8	4.10678432E8	4.10854912E8	9.1220192E7	9.5229032E7	1.02095696E8	7.5387808E7	7.0281648E7	9.6244392E7	1.03139144E8	1.02194776E8	1.10236856E8	6.5660004E7	9.622064E7	9.5070392E7	
sp|P46109|CRKL_HUMAN	P46109	CRKL_HUMAN	CRKL	303	Homo sapiens OX=9606	1:Experimental evidence at protein level	Crk-like protein	1.0	0.999	15	102	102	102	6	8	7	6	9	7	11	10	10	8	10	10	6	8	7	6	9	7	11	10	10	8	10	10	6	8	7	6	9	7	11	10	10	8	10	10	1.20604568E8	2.7922848E8	2.21367936E8	1.82889472E8	1.46887392E8	2.75509216E8	1.62559344E8	3.33112032E8	3.48326816E8	9.220976E7	2.76733536E8	2.07465456E8	6.8098872E7	5.7543004E7	6.6309224E7	7.4182088E7	4.9017696E7	7.3966464E7	5.7895468E7	7.0158528E7	7.0787824E7	1.05222048E8	7.2630944E7	7.2170528E7	
sp|P46199|IF2M_HUMAN	P46199	IF2M_HUMAN	MTIF2	727	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translation initiation factor IF-2, mitochondrial	1.0	0.999	3	8	8	8	0	2	1	0	1	0	0	1	0	0	2	1	0	2	1	0	1	0	0	1	0	0	2	1	0	2	1	0	1	0	0	1	0	0	2	1	0.0	5941862.5	0.0	0.0	0.0	0.0	0.0	5503596.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P46379|BAG6_HUMAN	P46379	BAG6_HUMAN	BAG6	1132	Homo sapiens OX=9606	1:Experimental evidence at protein level	Large proline-rich protein BAG6	1.0	0.999	17	95	95	95	9	5	10	6	9	6	12	10	9	7	5	7	9	5	10	6	9	6	12	10	9	7	5	7	9	5	10	6	9	6	12	10	9	7	5	7	1.98569536E8	1.81600448E8	1.730944E8	1.93854624E8	1.17128696E8	1.63005552E8	2.06597824E8	2.95432768E8	2.89281152E8	1.2678864E8	9.8371696E7	1.72290752E8	5.3307172E7	5.8630732E7	5.736926E7	5.6896344E7	4.353198E7	5.1559612E7	5.8836832E7	6.4042148E7	5.759066E7	5.0725608E7	5.0239216E7	4.896032E7	
sp|P46459|NSF_HUMAN	P46459	NSF_HUMAN	NSF	744	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vesicle-fusing ATPase	1.0	0.999	33	196	194	196	15	16	18	17	21	14	15	20	15	11	17	17	15	16	18	17	20	14	15	19	15	11	17	17	15	16	18	17	21	14	15	20	15	11	17	17	4.1926112E8	4.56789312E8	5.4738445E8	5.08851424E8	5.4296877E8	4.2604624E8	4.91564896E8	6.0408051E8	5.778496E8	3.21624E8	3.20666304E8	3.71008928E8	9.4597464E7	8.7634736E7	1.03237808E8	1.04221792E8	9.1620664E7	1.00199304E8	9.0160352E7	8.7130672E7	8.5327288E7	9.933852E7	8.6026608E7	8.58116E7	
sp|P46531|NOTC1_HUMAN	P46531	NOTC1_HUMAN	NOTCH1	2555	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neurogenic locus notch homolog protein 1	1.0	0.999	8	19	14	20	0	0	0	1	0	0	1	3	4	4	2	4	0	0	0	1	0	0	1	2	4	2	1	3	0	0	0	1	0	0	1	3	5	4	2	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8717996E7	1.84853E7	4.3902164E7	2.9020324E7	3.7026952E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8927766E7	1.5897011E7	2.1106772E7	1.6301488E7	1.9239426E7	
sp|P46734|MP2K3_HUMAN	P46734	MP2K3_HUMAN	MAP2K3	347	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dual specificity mitogen-activated protein kinase kinase 3	1.0	0.999	5	17	13	17	1	5	2	1	2	2	0	0	1	2	1	0	1	3	1	1	1	2	0	0	1	2	1	0	1	5	2	1	2	2	0	0	1	2	1	0	1.1641512E7	2.200402E7	1.4271737E7	7203198.0	1.256586E7	1.6694042E7	9805219.0	0.0	9079766.0	0.0	0.0	0.0	0.0	1.2116828E7	0.0	0.0	0.0	9215221.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P46736|BRCC3_HUMAN	P46736	BRCC3_HUMAN	BRCC3	316	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lys-63-specific deubiquitinase BRCC36	1.0	0.999	3	6	6	6	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1.3703393E7	1.74322528E8	1.17108E7	0.0	9993800.0	1.3252198E7	4448012.5	0.0	0.0	8477142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P46776|RL27A_HUMAN	P46776	RL27A_HUMAN	RPL27A	148	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L27a	1.0	0.999	8	107	107	107	11	6	9	10	10	10	9	5	9	9	9	10	11	6	9	10	10	10	9	5	9	9	9	10	11	6	9	10	10	10	9	5	9	9	9	10	2.42328038E9	1.66011277E9	2.95113267E9	2.77182234E9	3.20033408E9	3.012544E9	2.7458665E9	1.99157261E9	3.0877719E9	2.32077158E9	2.94417638E9	2.87106048E9	1.10330739E9	1.20030157E9	1.18543821E9	1.19916045E9	1.69986266E9	1.34316774E9	1.17729408E9	2.09181389E9	1.40175603E9	8.5823738E8	1.25770138E9	1.2665431E9	
sp|P46777|RL5_HUMAN	P46777	RL5_HUMAN	RPL5	297	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L5	1.0	0.999	28	488	488	488	40	48	40	43	37	45	38	32	46	47	35	37	40	48	40	43	37	45	38	32	46	47	35	37	40	48	40	43	37	45	38	32	46	47	35	37	4.00222157E9	5.4853724E9	3.281472E9	4.11965926E9	4.11904051E9	4.21645594E9	5.3723817E9	4.0049449E9	4.9251389E9	3.4479639E9	3.67603072E9	4.07360461E9	8.2488525E8	8.8262957E8	8.4067162E8	8.7837338E8	9.767888E8	9.1472877E8	9.0630029E8	8.4999085E8	8.1839571E8	6.8366957E8	7.713952E8	8.2350854E8	
