Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Spectral Count	96_Lucy_astrolysis_M_60ng Spectral Count	97_Lucy_astrolysis_F_60ng Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Unique Spectral Count	96_Lucy_astrolysis_M_60ng Unique Spectral Count	97_Lucy_astrolysis_F_60ng Unique Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Total Spectral Count	96_Lucy_astrolysis_M_60ng Total Spectral Count	97_Lucy_astrolysis_F_60ng Total Spectral Count	102_Lucy_astrolysis_FT_60ng_reinject Intensity	96_Lucy_astrolysis_M_60ng Intensity	97_Lucy_astrolysis_F_60ng Intensity	102_Lucy_astrolysis_FT_60ng_reinject Unique Intensity	96_Lucy_astrolysis_M_60ng Unique Intensity	97_Lucy_astrolysis_F_60ng Unique Intensity	102_Lucy_astrolysis_FT_60ng_reinject Total Intensity	96_Lucy_astrolysis_M_60ng Total Intensity	97_Lucy_astrolysis_F_60ng Total Intensity	Indistinguishable Proteins
sp|P14550|AK1A1_HUMAN	P14550	AK1A1_HUMAN	AKR1A1	325	34.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aldo-keto reductase family 1 member A1	1.0000	0.9990	11	33	33	33	11	15	7	11	15	7	11	15	7	3.51045312E8	4.14685664E8	4.13324512E8	3.51045312E8	4.14685664E8	4.13324512E8	3.51045312E8	4.14685664E8	4.13324512E8	
sp|P14649|MYL6B_HUMAN	P14649	MYL6B_HUMAN	MYL6B	208	45.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myosin light chain 6B	1.0000	0.9990	9	20	20	34	7	7	6	7	7	6	12	11	11	1.06219384E8	1.1700816E8	9.6346928E7	1.06219384E8	1.1700816E8	9.6346928E7	1.32725873E10	1.27132447E10	1.13710111E10	
sp|P14678|RSMB_HUMAN	P14678	RSMB_HUMAN	SNRPB	240	16.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Small nuclear ribonucleoprotein-associated proteins B and B'	1.0000	0.9990	3	13	0	13	4	5	4	0	0	0	4	5	4	1.80370016E8	1.41719552E8	1.3880208E8	0.0	0.0	0.0	1.80370016E8	1.41719552E8	1.3880208E8	sp|P63162|RSMN_HUMAN
sp|P14735|IDE_HUMAN	P14735	IDE_HUMAN	IDE	1019	10.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-degrading enzyme	1.0000	0.9990	8	18	18	18	8	6	4	8	6	4	8	6	4	8.719404E7	1.21902112E8	1.04138016E8	8.719404E7	1.21902112E8	1.04138016E8	8.719404E7	1.21902112E8	1.04138016E8	
sp|P14854|CX6B1_HUMAN	P14854	CX6B1_HUMAN	COX6B1	86	62.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome c oxidase subunit 6B1	1.0000	0.9990	8	36	36	36	12	13	11	12	13	11	12	13	11	9.6183469E8	8.8614176E8	9.2475597E8	9.6183469E8	8.8614176E8	9.2475597E8	9.6183469E8	8.8614176E8	9.2475597E8	
sp|P14866|HNRPL_HUMAN	P14866	HNRPL_HUMAN	HNRNPL	589	37.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein L	1.0000	0.9990	15	99	96	99	34	31	34	33	30	33	34	31	34	1.92580774E9	2.08074534E9	2.30479181E9	1.92580774E9	2.08074534E9	2.30479181E9	1.92580774E9	2.08074534E9	2.30479181E9	
sp|P14868|SYDC_HUMAN	P14868	SYDC_HUMAN	DARS1	501	49.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aspartate--tRNA ligase, cytoplasmic	1.0000	0.9990	23	67	67	67	20	22	25	20	22	25	20	22	25	5.20255552E8	5.07522624E8	6.0415904E8	5.20255552E8	5.07522624E8	6.0415904E8	5.20255552E8	5.07522624E8	6.0415904E8	
sp|P14923|PLAK_HUMAN	P14923	PLAK_HUMAN	JUP	745	23.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Junction plakoglobin	1.0000	0.9990	16	30	30	34	11	9	10	11	9	10	12	10	12	1.30830032E8	1.3822808E8	1.15561192E8	1.30830032E8	1.3822808E8	1.15561192E8	1.30830032E8	1.3822808E8	1.15561192E8	
sp|P14927|QCR7_HUMAN	P14927	QCR7_HUMAN	UQCRB	111	29.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 7	1.0000	0.9990	5	15	15	15	4	6	5	4	6	5	4	6	5	2.26955232E8	2.2765952E8	2.02009136E8	2.26955232E8	2.2765952E8	2.02009136E8	2.26955232E8	2.2765952E8	2.02009136E8	
sp|P15104|GLNA_HUMAN	P15104	GLNA_HUMAN	GLUL	373	13.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamine synthetase	1.0000	0.9990	2	4	4	4	1	2	1	1	2	1	1	2	1	1.5829137E7	0.0	1.9038868E7	1.5829137E7	0.0	1.9038868E7	1.5829137E7	0.0	1.9038868E7	
sp|P15144|AMPN_HUMAN	P15144	AMPN_HUMAN	ANPEP	967	24.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aminopeptidase N	1.0000	0.9990	29	113	113	113	47	25	41	47	25	41	47	25	41	9.7308531E8	3.23197568E8	7.530089E8	9.7308531E8	3.23197568E8	7.530089E8	9.7308531E8	3.23197568E8	7.530089E8	
sp|P15151|PVR_HUMAN	P15151	PVR_HUMAN	PVR	417	20.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Poliovirus receptor	1.0000	0.9990	7	14	14	14	5	6	3	5	6	3	5	6	3	1.74485536E8	2.23950496E8	1.79401872E8	1.74485536E8	2.23950496E8	1.79401872E8	1.74485536E8	2.23950496E8	1.79401872E8	
sp|P15153|RAC2_HUMAN	P15153	RAC2_HUMAN	RAC2	192	29.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related C3 botulinum toxin substrate 2	1.0000	0.9990	6	3	3	20	1	0	2	1	0	2	9	4	7	7.4748592E7	0.0	7.6929352E7	7.4748592E7	0.0	7.6929352E7	1.7571575E9	1.77529421E9	1.70633792E9	
sp|P15170|ERF3A_HUMAN	P15170	ERF3A_HUMAN	GSPT1	499	30.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	1.0000	0.9990	15	49	18	49	17	13	19	5	4	9	17	13	19	5.26475808E8	4.93149632E8	5.18890624E8	2.777592E8	2.85195648E8	2.7826208E8	5.26475808E8	4.93149632E8	5.18890624E8	
sp|P15289|ARSA_HUMAN	P15289	ARSA_HUMAN	ARSA	507	4.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arylsulfatase A	1.0000	0.9990	2	5	5	5	1	1	3	1	1	3	1	1	3	4.3593156E7	6.0520568E7	3.3267688E7	4.3593156E7	6.0520568E7	3.3267688E7	4.3593156E7	6.0520568E7	3.3267688E7	
sp|P15291|B4GT1_HUMAN	P15291	B4GT1_HUMAN	B4GALT1	398	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-1,4-galactosyltransferase 1	1.0000	0.9990	3	7	7	7	3	3	1	3	3	1	3	3	1	4.4195636E7	7.9104768E7	6.422344E7	4.4195636E7	7.9104768E7	6.422344E7	4.4195636E7	7.9104768E7	6.422344E7	
sp|P15374|UCHL3_HUMAN	P15374	UCHL3_HUMAN	UCHL3	230	42.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase isozyme L3	1.0000	0.9990	10	29	29	29	11	9	9	11	9	9	11	9	9	4.36763232E8	2.81164832E8	3.76841248E8	4.36763232E8	2.81164832E8	3.76841248E8	4.36763232E8	2.81164832E8	3.76841248E8	
sp|P15408|FOSL2_HUMAN	P15408	FOSL2_HUMAN	FOSL2	326	12.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fos-related antigen 2	1.0000	0.9990	2	3	3	3	2	1	0	2	1	0	2	1	0	5298692.0	0.0	0.0	5298692.0	0.0	0.0	5298692.0	0.0	0.0	
sp|P15559|NQO1_HUMAN	P15559	NQO1_HUMAN	NQO1	274	32.10	Homo sapiens	1:Experimental evidence at protein level	NAD(P)H dehydrogenase [quinone] 1	1.0000	0.9990	8	28	28	28	8	10	10	8	10	10	8	10	10	6.2600499E8	1.17909952E9	1.11197402E9	6.2600499E8	1.17909952E9	1.11197402E9	6.2600499E8	1.17909952E9	1.11197402E9	
sp|P15586|GNS_HUMAN	P15586	GNS_HUMAN	GNS	552	15.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-acetylglucosamine-6-sulfatase	1.0000	0.9990	9	33	33	33	11	12	10	11	12	10	11	12	10	7.7112026E8	6.148672E8	5.9448474E8	7.7112026E8	6.148672E8	5.9448474E8	7.7112026E8	6.148672E8	5.9448474E8	
sp|P15848|ARSB_HUMAN	P15848	ARSB_HUMAN	ARSB	533	6.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Arylsulfatase B	1.0000	0.9990	3	6	6	6	2	2	2	2	2	2	2	2	2	1.4272125E7	0.0	0.0	1.4272125E7	0.0	0.0	1.4272125E7	0.0	0.0	
sp|P15880|RS2_HUMAN	P15880	RS2_HUMAN	RPS2	293	37.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	40S ribosomal protein S2	1.0000	0.9990	11	47	47	47	19	14	14	19	14	14	19	14	14	5.0463283E9	5.1734323E9	4.5310213E9	5.0463283E9	5.1734323E9	4.5310213E9	5.0463283E9	5.1734323E9	4.5310213E9	
sp|P15924|DESP_HUMAN	P15924	DESP_HUMAN	DSP	2871	14.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Desmoplakin	1.0000	0.9990	33	57	57	57	15	23	19	15	23	19	15	23	19	7.4378496E7	7.910384E7	1.27340384E8	7.4378496E7	7.910384E7	1.27340384E8	7.4378496E7	7.910384E7	1.27340384E8	
sp|P15927|RFA2_HUMAN	P15927	RFA2_HUMAN	RPA2	270	12.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Replication protein A 32 kDa subunit	1.0000	0.9990	3	7	7	7	3	2	2	3	2	2	3	2	2	2.14607984E8	2.70070304E8	1.07155024E8	2.14607984E8	2.70070304E8	1.07155024E8	2.14607984E8	2.70070304E8	1.07155024E8	
sp|P16035|TIMP2_HUMAN	P16035	TIMP2_HUMAN	TIMP2	220	20.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Metalloproteinase inhibitor 2	1.0000	0.9990	3	4	4	4	2	0	2	2	0	2	2	0	2	0.0	0.0	1.4306813E7	0.0	0.0	1.4306813E7	0.0	0.0	1.4306813E7	
sp|P16070|CD44_HUMAN	P16070	CD44_HUMAN	CD44	742	13.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	CD44 antigen	1.0000	0.9990	9	42	42	42	14	12	16	14	12	16	14	12	16	7.1281114E8	8.9316646E8	6.1808256E8	7.1281114E8	8.9316646E8	6.1808256E8	7.1281114E8	8.9316646E8	6.1808256E8	
sp|P16083|NQO2_HUMAN	P16083	NQO2_HUMAN	NQO2	231	24.70	Homo sapiens	1:Experimental evidence at protein level	Ribosyldihydronicotinamide dehydrogenase [quinone]	1.0000	0.9990	4	6	6	6	2	0	4	2	0	4	2	0	4	1.18897744E8	0.0	1.08394744E8	1.18897744E8	0.0	1.08394744E8	1.18897744E8	0.0	1.08394744E8	
sp|P16144|ITB4_HUMAN	P16144	ITB4_HUMAN	ITGB4	1822	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin beta-4	1.0000	0.9987	3	3	3	3	0	3	0	0	3	0	0	3	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P16152|CBR1_HUMAN	P16152	CBR1_HUMAN	CBR1	277	42.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Carbonyl reductase [NADPH] 1	1.0000	0.9990	9	16	16	20	7	4	5	7	4	5	9	5	6	2.3040192E8	2.3503312E8	2.10860544E8	2.3040192E8	2.3503312E8	2.10860544E8	3.3507088E8	2.97657376E8	2.61606832E8	
sp|P16157|ANK1_HUMAN	P16157	ANK1_HUMAN	ANK1	1881	4.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankyrin-1	1.0000	0.9986	4	4	4	5	2	2	0	2	2	0	2	3	0	0.0	2930280.8	0.0	0.0	2930280.8	0.0	0.0	1.3716361E7	0.0	
sp|P16278|BGAL_HUMAN	P16278	BGAL_HUMAN	GLB1	677	9.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-galactosidase	1.0000	0.9990	6	14	14	14	5	6	3	5	6	3	5	6	3	1.34069816E8	1.53573728E8	9.2338144E7	1.34069816E8	1.53573728E8	9.2338144E7	1.34069816E8	1.53573728E8	9.2338144E7	
sp|P16298|PP2BB_HUMAN	P16298	PP2BB_HUMAN	PPP3CB	524	14.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	1.0000	0.9990	6	10	10	19	4	3	3	4	3	3	7	5	7	7.2292624E7	4.6269072E7	3.6897624E7	7.2292624E7	4.6269072E7	3.6897624E7	1.7405768E8	1.08769656E8	1.49923376E8	
sp|P16333|NCK1_HUMAN	P16333	NCK1_HUMAN	NCK1	377	18.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytoplasmic protein NCK1	1.0000	0.9990	5	10	10	10	3	3	4	3	3	4	3	3	4	6.6761488E7	4.4094712E7	4.5633744E7	6.6761488E7	4.4094712E7	4.5633744E7	6.6761488E7	4.4094712E7	4.5633744E7	
sp|P16383|GCFC2_HUMAN	P16383	GCFC2_HUMAN	GCFC2	781	8.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Intron Large complex component GCFC2	1.0000	0.9990	3	4	4	4	0	1	3	0	1	3	0	1	3	0.0	5901100.0	5268398.5	0.0	5901100.0	5268398.5	0.0	5901100.0	5268398.5	
sp|P16435|NCPR_HUMAN	P16435	NCPR_HUMAN	POR	677	13.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADPH--cytochrome P450 reductase	1.0000	0.9990	10	23	23	23	6	10	7	6	10	7	6	10	7	1.5818112E8	1.31085824E8	1.60539728E8	1.5818112E8	1.31085824E8	1.60539728E8	1.5818112E8	1.31085824E8	1.60539728E8	
sp|P16455|MGMT_HUMAN	P16455	MGMT_HUMAN	MGMT	207	36.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methylated-DNA--protein-cysteine methyltransferase	1.0000	0.9990	7	7	7	7	2	5	0	2	5	0	2	5	0	0.0	1.2168664E7	0.0	0.0	1.2168664E7	0.0	0.0	1.2168664E7	0.0	
sp|P16930|FAAA_HUMAN	P16930	FAAA_HUMAN	FAH	419	14.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fumarylacetoacetase	1.0000	0.9990	6	14	14	14	5	3	6	5	3	6	5	3	6	1.94010128E8	1.68749072E8	1.74059248E8	1.94010128E8	1.68749072E8	1.74059248E8	1.94010128E8	1.68749072E8	1.74059248E8	
sp|P17050|NAGAB_HUMAN	P17050	NAGAB_HUMAN	NAGA	411	10.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-N-acetylgalactosaminidase	1.0000	0.9990	4	11	11	11	2	5	4	2	5	4	2	5	4	1.27144936E8	1.49401312E8	1.23648816E8	1.27144936E8	1.49401312E8	1.23648816E8	1.27144936E8	1.49401312E8	1.23648816E8	
sp|P17096|HMGA1_HUMAN	P17096	HMGA1_HUMAN	HMGA1	107	57.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group protein HMG-I/HMG-Y	1.0000	0.9990	9	63	63	63	21	23	19	21	23	19	21	23	19	9.9190047E9	6.6624471E9	9.8003732E9	9.9190047E9	6.6624471E9	9.8003732E9	9.9190047E9	6.6624471E9	9.8003732E9	
sp|P17174|AATC_HUMAN	P17174	AATC_HUMAN	GOT1	413	29.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aspartate aminotransferase, cytoplasmic	1.0000	0.9990	12	33	33	33	13	11	9	13	11	9	13	11	9	4.31332672E8	4.26543744E8	3.8228896E8	4.31332672E8	4.26543744E8	3.8228896E8	4.31332672E8	4.26543744E8	3.8228896E8	
sp|P17301|ITA2_HUMAN	P17301	ITA2_HUMAN	ITGA2	1181	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin alpha-2	1.0000	0.9990	7	15	15	15	7	2	6	7	2	6	7	2	6	7.2549408E7	2.7777624E7	4.6193908E7	7.2549408E7	2.7777624E7	4.6193908E7	7.2549408E7	2.7777624E7	4.6193908E7	
sp|P17302|CXA1_HUMAN	P17302	CXA1_HUMAN	GJA1	382	31.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gap junction alpha-1 protein	1.0000	0.9990	10	37	37	37	14	14	9	14	14	9	14	14	9	2.75272736E8	1.8173336E8	3.58079808E8	2.75272736E8	1.8173336E8	3.58079808E8	2.75272736E8	1.8173336E8	3.58079808E8	
sp|P17405|ASM_HUMAN	P17405	ASM_HUMAN	SMPD1	631	5.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sphingomyelin phosphodiesterase	1.0000	0.9990	4	8	8	8	2	4	2	2	4	2	2	4	2	8.04698E7	7.633736E7	6.0613184E7	8.04698E7	7.633736E7	6.0613184E7	8.04698E7	7.633736E7	6.0613184E7	
sp|P17480|UBF1_HUMAN	P17480	UBF1_HUMAN	UBTF	764	31.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar transcription factor 1	1.0000	0.9990	20	45	45	45	15	13	17	15	13	17	15	13	17	2.13758624E8	1.99322416E8	2.82540544E8	2.13758624E8	1.99322416E8	2.82540544E8	2.13758624E8	1.99322416E8	2.82540544E8	
sp|P17568|NDUB7_HUMAN	P17568	NDUB7_HUMAN	NDUFB7	137	27.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	1.0000	0.9990	3	5	5	5	4	0	1	4	0	1	4	0	1	9.2772432E7	7.5388328E7	1.016724E8	9.2772432E7	7.5388328E7	1.016724E8	9.2772432E7	7.5388328E7	1.016724E8	
sp|P17612|KAPCA_HUMAN	P17612	KAPCA_HUMAN	PRKACA	351	14.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	cAMP-dependent protein kinase catalytic subunit alpha	1.0000	0.9990	6	18	12	18	5	9	4	4	5	3	5	9	4	2.1820288E8	3.0160992E8	1.746852E8	2.15678176E8	2.90967232E8	1.06746128E8	2.1820288E8	3.0160992E8	1.746852E8	
sp|P17655|CAN2_HUMAN	P17655	CAN2_HUMAN	CAPN2	700	27.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Calpain-2 catalytic subunit	1.0000	0.9990	18	63	63	63	25	21	17	25	21	17	25	21	17	1.49228058E9	1.21223258E9	1.57699942E9	1.49228058E9	1.21223258E9	1.57699942E9	1.49228058E9	1.21223258E9	1.57699942E9	
sp|P17677|NEUM_HUMAN	P17677	NEUM_HUMAN	GAP43	238	67.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuromodulin	1.0000	0.9990	12	18	18	18	0	18	0	0	18	0	0	18	0	0.0	4.34956128E8	0.0	0.0	4.34956128E8	0.0	0.0	4.34956128E8	0.0	
sp|P17706|PTN2_HUMAN	P17706	PTN2_HUMAN	PTPN2	415	5.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 2	1.0000	0.9990	2	5	5	5	1	1	3	1	1	3	1	1	3	9392633.0	7391776.5	1.4049752E7	9392633.0	7391776.5	1.4049752E7	9392633.0	7391776.5	1.4049752E7	
sp|P17812|PYRG1_HUMAN	P17812	PYRG1_HUMAN	CTPS1	591	26.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	CTP synthase 1	1.0000	0.9990	15	42	41	42	15	15	12	14	15	12	15	15	12	3.17621248E8	4.314984E8	2.74288032E8	3.17621248E8	4.314984E8	2.74288032E8	3.17621248E8	4.314984E8	2.74288032E8	
sp|P17813|EGLN_HUMAN	P17813	EGLN_HUMAN	ENG	658	11.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Endoglin	1.0000	0.9990	6	21	21	21	8	8	5	8	8	5	8	8	5	1.46517248E8	1.32057656E8	1.1906144E8	1.46517248E8	1.32057656E8	1.1906144E8	1.46517248E8	1.32057656E8	1.1906144E8	
sp|P17844|DDX5_HUMAN	P17844	DDX5_HUMAN	DDX5	614	37.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX5	1.0000	0.9990	28	116	90	116	41	33	42	32	27	31	41	33	42	1.35175795E9	1.4247817E9	1.563264E9	8.9819168E8	8.2973658E8	9.1513958E8	1.35175795E9	1.4247817E9	1.563264E9	
sp|P17858|PFKAL_HUMAN	P17858	PFKAL_HUMAN	PFKL	780	23.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent 6-phosphofructokinase, liver type	1.0000	0.9990	17	42	42	48	16	14	12	16	14	12	20	14	14	3.41563968E8	3.33184928E8	2.31980896E8	3.41563968E8	3.33184928E8	2.31980896E8	4.66851328E8	4.84185216E8	4.37541344E8	
sp|P17900|SAP3_HUMAN	P17900	SAP3_HUMAN	GM2A	193	15.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ganglioside GM2 activator	1.0000	0.9990	3	6	6	6	3	1	2	3	1	2	3	1	2	1.13978016E8	9.860504E7	7.7632224E7	1.13978016E8	9.860504E7	7.7632224E7	1.13978016E8	9.860504E7	7.7632224E7	
sp|P17931|LEG3_HUMAN	P17931	LEG3_HUMAN	LGALS3	250	28.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Galectin-3	1.0000	0.9990	7	25	25	25	10	7	8	10	7	8	10	7	8	8.066553E8	1.36798541E9	6.2960442E8	8.066553E8	1.36798541E9	6.2960442E8	8.066553E8	1.36798541E9	6.2960442E8	
sp|P17980|PRS6A_HUMAN	P17980	PRS6A_HUMAN	PSMC3	439	26.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	26S proteasome regulatory subunit 6A	1.0000	0.9990	12	47	47	47	16	15	16	16	15	16	16	15	16	6.0335654E8	7.5297549E8	5.4058842E8	6.0335654E8	7.5297549E8	5.4058842E8	6.0335654E8	7.5297549E8	5.4058842E8	
sp|P17987|TCPA_HUMAN	P17987	TCPA_HUMAN	TCP1	556	34.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit alpha	1.0000	0.9990	19	60	60	60	22	19	19	22	19	19	22	19	19	1.0458583E9	9.833801E8	1.25738854E9	1.0458583E9	9.833801E8	1.25738854E9	1.0458583E9	9.833801E8	1.25738854E9	
sp|P18031|PTN1_HUMAN	P18031	PTN1_HUMAN	PTPN1	435	25.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 1	1.0000	0.9990	10	30	30	30	11	7	12	11	7	12	11	7	12	1.28054592E8	1.21294888E8	1.62095184E8	1.28054592E8	1.21294888E8	1.62095184E8	1.28054592E8	1.21294888E8	1.62095184E8	
sp|P18065|IBP2_HUMAN	P18065	IBP2_HUMAN	IGFBP2	325	34.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 2	1.0000	0.9990	6	7	7	7	1	5	1	1	5	1	1	5	1	1.2694396E7	2.1676558E7	2684702.0	1.2694396E7	2.1676558E7	2684702.0	1.2694396E7	2.1676558E7	2684702.0	
sp|P18074|ERCC2_HUMAN	P18074	ERCC2_HUMAN	ERCC2	760	5.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	General transcription and DNA repair factor IIH helicase subunit XPD	1.0000	0.9989	3	5	5	5	1	1	3	1	1	3	1	1	3	1.6043047E7	2.1878634E7	2.1823094E7	1.6043047E7	2.1878634E7	2.1823094E7	1.6043047E7	2.1878634E7	2.1823094E7	
sp|P18077|RL35A_HUMAN	P18077	RL35A_HUMAN	RPL35A	110	50.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L35a	1.0000	0.9990	9	42	42	42	15	9	18	15	9	18	15	9	18	2.42725453E9	2.43711821E9	2.24094208E9	2.42725453E9	2.43711821E9	2.24094208E9	2.42725453E9	2.43711821E9	2.24094208E9	
sp|P18084|ITB5_HUMAN	P18084	ITB5_HUMAN	ITGB5	799	11.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Integrin beta-5	1.0000	0.9990	10	18	18	18	5	9	4	5	9	4	5	9	4	1.22681736E8	1.7824976E8	6.6918432E7	1.22681736E8	1.7824976E8	6.6918432E7	1.22681736E8	1.7824976E8	6.6918432E7	
sp|P18085|ARF4_HUMAN	P18085	ARF4_HUMAN	ARF4	180	30.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	ADP-ribosylation factor 4	1.0000	0.9990	6	19	19	25	6	7	6	6	7	6	8	8	9	1.26174298E9	1.22584307E9	1.78684467E9	1.26174298E9	1.22584307E9	1.78684467E9	1.39046899E9	1.43578957E9	2.01842995E9	
sp|P18124|RL7_HUMAN	P18124	RL7_HUMAN	RPL7	248	59.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L7	1.0000	0.9990	23	80	80	80	31	26	23	31	26	23	31	26	23	3.72086528E9	2.61953254E9	3.84495078E9	3.72086528E9	2.61953254E9	3.84495078E9	3.72086528E9	2.61953254E9	3.84495078E9	
sp|P18206|VINC_HUMAN	P18206	VINC_HUMAN	VCL	1134	45.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vinculin	1.0000	0.9990	65	343	343	343	129	121	93	129	121	93	129	121	93	3.07828659E9	2.7227223E9	2.90923571E9	3.07828659E9	2.7227223E9	2.90923571E9	3.07828659E9	2.7227223E9	2.90923571E9	
sp|P18583|SON_HUMAN	P18583	SON_HUMAN	SON	2426	11.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SON	1.0000	0.9990	20	42	42	42	12	10	20	12	10	20	12	10	20	1.49557744E8	1.95340816E8	2.02110656E8	1.49557744E8	1.95340816E8	2.02110656E8	1.49557744E8	1.95340816E8	2.02110656E8	
sp|P18615|NELFE_HUMAN	P18615	NELFE_HUMAN	NELFE	380	18.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Negative elongation factor E	1.0000	0.9990	5	10	10	10	4	4	2	4	4	2	4	4	2	2.9157744E7	2.6026936E7	2.3892132E7	2.9157744E7	2.6026936E7	2.3892132E7	2.9157744E7	2.6026936E7	2.3892132E7	
sp|P18621|RL17_HUMAN	P18621	RL17_HUMAN	RPL17	184	47.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L17	1.0000	0.9990	8	44	44	44	22	13	9	22	13	9	22	13	9	2.42338611E9	2.82671872E9	2.20002662E9	2.42338611E9	2.82671872E9	2.20002662E9	2.42338611E9	2.82671872E9	2.20002662E9	
sp|P18754|RCC1_HUMAN	P18754	RCC1_HUMAN	RCC1	421	17.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Regulator of chromosome condensation	1.0000	0.9990	4	13	13	13	4	4	5	4	4	5	4	4	5	1.59406784E8	1.89724384E8	1.78204224E8	1.59406784E8	1.89724384E8	1.78204224E8	1.59406784E8	1.89724384E8	1.78204224E8	
