Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-31_4280.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_18ng_3-12-2024_Slot2-32_4281.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_18ng_3-12-2024_Slot2-33_4282.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_18ng_3-12-2024_Slot2-34_4283.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_18ng_3-12-2024_Slot2-35_4284.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_18ng_3-12-2024_Slot2-36_4285.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_18ng_3-11-2024_Slot2-25_4274.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_18ng_3-11-2024_Slot2-26_4275.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_18ng_3-11-2024_Slot2-27_4276.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_18ng_3-11-2024_Slot2-28_4277.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_18ng_3-11-2024_Slot2-29_4278.d	D:\LucyC\20240312_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_18ng_3-11-2024_Slot2-30_4279.d
P22033	P22033	MUTA_HUMAN	MMUT	Methylmalonyl-CoA mutase, mitochondrial	34986.7	35992.8	35200.2	36719.3	29686.1	28215.5	46437.7	43677.4	42939.7	49687.4	42719.6	36342.9
P22059	P22059	OSBP1_HUMAN	OSBP	Oxysterol-binding protein 1	75218.6	61965.7	69810.8	74703.1	60722.7	73734.1	61571.8	61824.1	65137.2	60478.9	65371.8	63885.5
P22061	P22061	PIMT_HUMAN	PCMT1	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	87300.4	80700.1	75505.8	89083.4	81162.5	74003.5	61937.6	61188.1	66890.6	56850.9	68639.3	91614.6
P22083	P22083	FUT4_HUMAN	FUT4	Alpha-(1,3)-fucosyltransferase 4			6416.34	6581.3	8920.82		4727.75	6107.91		5282.31		5457.12
P22087	P22087	FBRL_HUMAN	FBL	rRNA 2'-O-methyltransferase fibrillarin	111642	110381	112532	165718	122328	129139	131950	117493	122741	140241	146011	77074.8
P22090	P22090	RS4Y1_HUMAN	RPS4Y1	40S ribosomal protein S4, Y isoform 1							60148.5	44807.6	55572.8	134276	171324	154103
P22102	P22102	PUR2_HUMAN	GART	Trifunctional purine biosynthetic protein adenosine-3	173259	182044	181116	167746	149400	153445	197839	201818	204184	182487	185717	168535
P22223	P22223	CADH3_HUMAN	CDH3	Cadherin-3	8455.07	8994.38	9693.34	10643.2	13163.4	12450	3541.85		2530.35	8091.02	6242.03	8322.2
P22234	P22234	PUR6_HUMAN	PAICS	Multifunctional protein ADE2	86435.7	91821.2	79910.8	189757	143678	139031	95487.6	92056.1	99215.8	188443	194070	189924
P22304	P22304	IDS_HUMAN	IDS	Iduronate 2-sulfatase	2129.58	1926.08		52122.1	104811	111819				21369	24333.5	35252.3
P22307	P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2	142573	120346	130601	216493	237115	207995	99136.5	105332	103385	153284	175428	179966
P22314	P22314	UBA1_HUMAN	UBA1	Ubiquitin-like modifier-activating enzyme 1	632050	600543	618278	527418	481888	476635	539567	511663	512965	347588	326300	405553
P22352	P22352	GPX3_HUMAN	GPX3	Glutathione peroxidase 3	43087	35089.7	43371.3	5832.73	8232.74	6779.25	33049.2	32731.2	40319.7	2725.7	3022.02	5441.64
P22413	P22413	ENPP1_HUMAN	ENPP1	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	6632.59	7837.13	7799.45	7778.36	4418.49	6790.99	10000.4	9739.35	9944.7	6122.23	6365.25	11803.7
P22570	P22570	ADRO_HUMAN	FDXR	NADPH:adrenodoxin oxidoreductase, mitochondrial	73855.3	61176.5	66240	78587.6	58618.2	60727.5	51166.8	51901.8	50842.4	58634.9	57493.4	50696.5
P22626	P22626	ROA2_HUMAN	HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1	271811	291780	271581	899207	827734	784705	407201	402313	414983	873055	1.06173e+06	1.22905e+06
P22670	P22670;P48378;P48380	RFX1_HUMAN	RFX1	MHC class II regulatory factor RFX1	11297	9498.36	11134.3	8727.13	4855.64	9184.88	17247.5	13752.1	16500.9	8372.77	10504.9	8689.38
P22676	P22676	CALB2_HUMAN	CALB2	Calretinin				6516.43	16231	18949.9				2472.96	3354.79	4022.29
P22681	P22681	CBL_HUMAN	CBL	E3 ubiquitin-protein ligase CBL	28828.1	26168.3	30053.1	25457.4	23609.5	23215.6	35973.3	33787.4	35988.2	30509.9	26806.5	28572.1
P22692	P22692	IBP4_HUMAN	IGFBP4	Insulin-like growth factor-binding protein 4	3609.33	7643.47		19050.5	43149.1	42595.6	5678.7		5356.98	8534.25	6085.93	14166.2
P22694	P22694	KAPCB_HUMAN	PRKACB	cAMP-dependent protein kinase catalytic subunit beta	7257.96	8094.05	6644.92	5256.76	4181.25	3423.82	6175.17	6300.48	4530.86	4892.77	6694.94	7494.73
P22695	P22695	QCR2_HUMAN	UQCRC2	Cytochrome b-c1 complex subunit 2, mitochondrial	50888.5	54379.2	56794.8	105503	86100.6	85304.7	50624.8	52398.9	52641.7	81318.3	80908.9	80812.1
P22735	P22735	TGM1_HUMAN	TGM1	Protein-glutamine gamma-glutamyltransferase K	1769.87		1839.51	2983.72	3644.72	4019.55		2360.43				
P22830	P22830	HEMH_HUMAN	FECH	Ferrochelatase, mitochondrial	21036.6	21918.8	21878.1	23886	17490.2	18754.4	20030.5	19344.3	19554.9	22394.8	22369.3	21018.9
P22914	P22914	CRYGS_HUMAN	CRYGS	Gamma-crystallin S					26903.2	25902.4				7977.38	8820.29	8807.33
P23025	P23025	XPA_HUMAN	XPA	DNA repair protein complementing XP-A cells				1872.33	1744.48		2321.13	1472.63	1853.69	2081.79	1720.93	1834.72
P23141	P23141	EST1_HUMAN	CES1	Liver carboxylesterase 1		1739.48	1492.07	736.544						4451	3369.82	7039.24
P23142	P23142	FBLN1_HUMAN	FBLN1	Fibulin-1	58607.1	57478.2	69425.8	73772.6	97161	96451.8	44357.6	38204.8	44801.9	15884.4	22221.8	35748.3
P23193	Q15560;P23193	TCEA1_HUMAN	TCEA1	Transcription elongation factor A protein 1	22284	25392.4	23943.3	63761.7	45649.3	48565.5	36732.2	32589	35252.8	65058.3	56435.7	61745.5
P23229	P23229	ITA6_HUMAN	ITGA6	Integrin alpha-6	33221.3	37891.5	34523.1	36015.6	42947.3	46138.3	75821.1	77400.9	73929.4	18420.4	16714.4	24515.3
P23246	P23246	SFPQ_HUMAN	SFPQ	Splicing factor, proline- and glutamine-rich	326244	321084	314582	812382	619175	598749	407342	377059	398540	868707	985417	722780
P23258	P23258	TBG1_HUMAN	TUBG1	Tubulin gamma-1 chain	60599.5	62695.7	59435.4	55059.6	45717.8	49111.3	75673	75043.3	75661.8	55942.8	49673.4	57607.9
P23284	P23284	PPIB_HUMAN	PPIB	Peptidyl-prolyl cis-trans isomerase B	82160.7	54962.2	58366.1	1.1718e+06	1.11464e+06	1.09801e+06	49865.9	58526.3	68694.8	936426	890710	1.16232e+06
P23352	P23352	KALM_HUMAN	ANOS1	Anosmin-1	7846.6	7411.09	6644.98	12840.8	14648.2	17932	4546.2		4456.97	3767.56	3798.55	5567
P23368	P23368	MAOM_HUMAN	ME2	NAD-dependent malic enzyme, mitochondrial	98725.5	101412	97182.5	137235	95961.6	92460.9	78301.3	78843.7	77726.8	95182.2	91423	80984.9
P23378	P23378	GCSP_HUMAN	GLDC	Glycine dehydrogenase (decarboxylating), mitochondrial	4692.24	4315.52	5589.75	14325.2	17815.7	15648.7	5045.79	3894.45	4867.6	13777.2	12049.3	19317.1
P23381	P23381	SYWC_HUMAN	WARS1	Tryptophan--tRNA ligase, cytoplasmic	244723	281316	257810	316440	271762	246121	133757	122050	113541	556698	444154	538714
P23396	P23396	RS3_HUMAN	RPS3	40S ribosomal protein S3	445460	260521	272696	621374	979850	946368	415338	425269	420618	829943	865913	1.06951e+06
P23434	P23434	GCSH_HUMAN	GCSH	Glycine cleavage system H protein, mitochondrial		1599.86		16671	38070.8	37122.1	1432.69		1556.39	15532.3	35999.8	46273.7
P23443	P23443	KS6B1_HUMAN	RPS6KB1	Ribosomal protein S6 kinase beta-1	16066.5	15100.7	15940.1	16517.4	14465.9	16212.8	16978	15587	16355.6	16285.5	16225.1	14343.9
P23458	P23458	JAK1_HUMAN	JAK1	Tyrosine-protein kinase JAK1	23930.9	25751.8	26297.7	18324.4	19369.5	18708.4	22552.2	21301.7	21654.3	15176.1	14451.3	20646.6
P23468	P23468	PTPRD_HUMAN	PTPRD	Receptor-type tyrosine-protein phosphatase delta		314.006	430.598									
P23469	P23469	PTPRE_HUMAN	PTPRE	Receptor-type tyrosine-protein phosphatase epsilon	26968.3	26791.8	26275.2	19988.3	20211.3	21419.2	15041.8	16246.6	13934.2	33343.4	30573.2	34287.6
P23470	P23470	PTPRG_HUMAN	PTPRG	Receptor-type tyrosine-protein phosphatase gamma	9408.97	11253.4	11054.6	7765.9	10234.5	7821.33	11461.9	11694.6	11163	7034.09	8890.6	12072.5
P23471	P23471	PTPRZ_HUMAN	PTPRZ1	Receptor-type tyrosine-protein phosphatase zeta	5583.49	5513.51	3274.78	7605.88	9997.22	9101.94	2063.31		2326.95	12810.6	12755.3	17380.7
P23497	Q9H930;P23497	SP100_HUMAN	SP100	Nuclear autoantigen Sp-100	23765	25252	25768.7	70393.9	55501.4	57185.6	42192.7	42754	48337.5	70526.1	62644.4	100982
P23508	P23508	CRCM_HUMAN	MCC	Colorectal mutant cancer protein	15634.3	14108.6	14062.8	11706.3	14585.9	12658.5	7581.1	6645.69	6602.64	8672.81	8207.31	11240
P23510	P23510	TNFL4_HUMAN	TNFSF4	Tumor necrosis factor ligand superfamily member 4	10133	8151.54	7278.27	6368.57	10330.8	9580.38	5608.14	6554.88	5709.91			3027
P23526	P23526	SAHH_HUMAN	AHCY	Adenosylhomocysteinase	334645	350726	320682	474584	396071	392444	235888	205881	228863	409549	424306	420412
P23528	P23528;Q9Y281	COF1_HUMAN	CFL1	Cofilin-1	1.26308e+06	1.15129e+06	1.00554e+06	1.55742e+06	1.53767e+06	1.61963e+06	1.11478e+06	1.17803e+06	1.12334e+06	1.65587e+06	1.83125e+06	2.17063e+06
P23588	P23588	IF4B_HUMAN	EIF4B	Eukaryotic translation initiation factor 4B	29321.7	32929.5	30474.4	158573	186425	186126	25841.6	25714	23387.9	128852	167255	250329
P23610	P23610	HAP40_HUMAN	F8A1	40-kDa huntingtin-associated protein	10855.7	11586.7	10012.1	16264.4	11588.5	14619.2	11606.5	12433.2	11047.3	13449.7	11227.8	15127.7
P23634	P20020;P23634	AT2B4_HUMAN	ATP2B4	Plasma membrane calcium-transporting ATPase 4	116189	118635	118353	113268	111046	102459	112830	107205	108213	91740.5	90172.5	105799
P23677	P23677	IP3KA_HUMAN	ITPKA	Inositol-trisphosphate 3-kinase A	11542.1	10149.2	10062.7	4645.09			26066.6	23745.1	25381	4665.39	7529.35	
P23743	P23743	DGKA_HUMAN	DGKA	Diacylglycerol kinase alpha	40050.9	33863.3	36886	23823	21203.8	18700.9	27983.4	28496.8	31139.8	17147.5	17092.4	17391.7
P23786	P23786	CPT2_HUMAN	CPT2	Carnitine O-palmitoyltransferase 2, mitochondrial	22370.9	20253.6	22605.1	35318.3	25249.5	26081.3	14356.4	14780.3	16101.6	26284	26494.9	20944.7
P23919	P23919	KTHY_HUMAN	DTYMK	Thymidylate kinase	88556.4	66861.1	73545.1	97516	93904.5	97420.3	143713	145542	145022	120101	108765	122444
P23921	P23921	RIR1_HUMAN	RRM1	Ribonucleoside-diphosphate reductase large subunit	43732.7	47753.5	46278.5	51088.2	41535.4	40106.4	92881	89189.7	84592	101698	117077	111717
P24298	P24298	ALAT1_HUMAN	GPT	Alanine aminotransferase 1		2590.93					6581.26					
P24310	P24310	CX7A1_HUMAN	COX7A1	Cytochrome c oxidase subunit 7A1, mitochondrial	1249.46	2246.06	1956.84	1344.51								
P24311	P24311	COX7B_HUMAN	COX7B	Cytochrome c oxidase subunit 7B, mitochondrial	12867	16753.9	20395.2	40225.8	46190.6	41790.3	18822.3	17454.2	14803.1	36247.9	37708.2	41150.9
P24385	P24385	CCND1_HUMAN	CCND1	G1/S-specific cyclin-D1	36873.9	25586.2	31130.2	16027.5	23195.8	22076.8	38969.2	40010.6	40134.8	16495	15666	16776.3
P24386	P24386	RAE1_HUMAN	CHM	Rab proteins geranylgeranyltransferase component A 1	18256.7	15689.6	18404.1	19304.4	19407.5	17121.4	18958.2	17626.3	18367.9	13594.4	12605.2	17567.2
P24390	P24390	ERD21_HUMAN	KDELR1	ER lumen protein-retaining receptor 1	6159.73	6613.17	9386.29	12013.8	10490.6	9529.2	3224.01	4974.42	8842.8	6395.34	11296.9	10033
P24394	P24394	IL4RA_HUMAN	IL4R	Interleukin-4 receptor subunit alpha			630.168				1622.06	2192.36	1046.16			
P24534	P24534	EF1B_HUMAN	EEF1B2	Elongation factor 1-beta	426636	272382	280677	566889	662507	699273	318141	407646	366957	365824	380971	380872
P24539	P24539	AT5F1_HUMAN	ATP5PB	ATP synthase F(0) complex subunit B1, mitochondrial	403157	420788	425216	388345	241793	240336	380437	352859	353103	270180	342258	244217
P24593	P24593	IBP5_HUMAN	IGFBP5	Insulin-like growth factor-binding protein 5	19739.7	13619.6	19242.3	36830.6	39489.7	34433.4	6219.03	5286.86	3675.58	13817.6	25116.1	48473.4
P24666	P24666	PPAC_HUMAN	ACP1	Low molecular weight phosphotyrosine protein phosphatase	227141	254203	210790	262487	243803	250771	195967	176418	173206	212562	223801	317980
P24752	P24752	THIL_HUMAN	ACAT1	Acetyl-CoA acetyltransferase, mitochondrial	120578	95504	104908	189082	138772	145608	139638	143317	145452	176128	162943	185130
P24821	P24821	TENA_HUMAN	TNC	Tenascin	544888	554967	657696	1.32251e+06	2.11776e+06	2.17158e+06	432554	417295	407544	1.03125e+06	1.12409e+06	1.73659e+06
P24844	P24844;P19105;O14950	MYL9_HUMAN	MYL9	Myosin regulatory light polypeptide 9	556748	631857	558775	1.20283e+06	1.5322e+06	1.88274e+06	440099	390166	489961	1.26644e+06	1.35036e+06	1.59472e+06
P24863	P24863	CCNC_HUMAN	CCNC	Cyclin-C	3071.36	8827.45	10398.3			4355.02	5155.18	5542.46	4792.33	4489.57	5244.15	5092.74
P24864	P24864	CCNE1_HUMAN	CCNE1	G1/S-specific cyclin-E1	2916.08	3550.27	2487.65	1053.2			4127.55	3032.43	2647.09	987.135	739.58	1180.98
P24928	P24928	RPB1_HUMAN	POLR2A	DNA-directed RNA polymerase II subunit RPB1	24567.5	20433	22093	23417.3	19831	19410.8	30873.9	32337.3	31282.5	30153.7	28121.8	20693.8
P24941	P24941	CDK2_HUMAN	CDK2	Cyclin-dependent kinase 2	15243	16874.9	15755.8	12128.6	9780.48	11671.7	26664.3	27881.8	26502.3	19457.2	20072.2	21875.1
P25054	P25054	APC_HUMAN	APC	Adenomatous polyposis coli protein	24688.4	24399.9	26949.3	18019.3			32603.7	30158.8	31160.7	23389.7	15407.6	19670.3
P25098	P35626;P25098	ARBK1_HUMAN	GRK2	Beta-adrenergic receptor kinase 1	29885.2	27879.8	26828.1	23347	18261.2	15748.2	25157.5	27129.7	27568.3	20787.8	22703	21044
P25101	P25101	EDNRA_HUMAN	EDNRA	Endothelin-1 receptor	3224.25	2683.18	2198.74	1246.19			4023.15	3110.01	2876.24			
P25116	P25116	PAR1_HUMAN	F2R	Proteinase-activated receptor 1	962.961	631.52	611.883						410.424	1943.26	2008.69	3525.77
P25205	P25205	MCM3_HUMAN	MCM3	DNA replication licensing factor MCM3	28991.2	30138.7	27539.2	42235	41979.5	42189.3	93680.3	96413.8	97932.6	76622.9	75123.7	64762.5
P25208	P25208	NFYB_HUMAN	NFYB	Nuclear transcription factor Y subunit beta	10188.3	6510.2	11941.4	23045.8	21897.3	15780.1	19529.3	18369.3	22050.2	20268.4	16810.2	35887.6
P25311	P25311	ZA2G_HUMAN	AZGP1	Zinc-alpha-2-glycoprotein	4644.76	3464.95	4569.33	12700.7	26507.1	24385	2616.7	3823.84		5714.31	4395.84	6538.74
P25325	P25325	THTM_HUMAN	MPST	3-mercaptopyruvate sulfurtransferase	65809.7	62190.6	56281.1	70909.3	70621.4	60888.9	58158.8	61796.4	55490.6	51047.5	46216.4	70124
P25398	P25398	RS12_HUMAN	RPS12	40S ribosomal protein S12	162457	147905	141683	588709	734049	793362	180202	166171	154614	542068	768244	959876
P25440	P25440	BRD2_HUMAN	BRD2	Bromodomain-containing protein 2	5994.51	5107.85	5306.89	8228.3	6578.78	6687.94	10468.9	9486.45	8574	8367.83	7097.02	6395.38
P25445	P25445	TNR6_HUMAN	FAS	Tumor necrosis factor receptor superfamily member 6	7592.26	5903.03	6409.93	13170.1	11219	13431.7	3444.68	4047.5	4022.93	6862.84	7230.67	14054.1
P25490	P25490	TYY1_HUMAN	YY1	Transcriptional repressor protein YY1	4097.44	5101.06	6727.82	8977.44	8569.38	10501.5	10036.9	6757.62	9799.96	12628.6	13302.4	11170.2
P25685	P25685	DNJB1_HUMAN	DNAJB1	DnaJ homolog subfamily B member 1	71705.8	68914.6	60439.9	86116.3	81695.7	75479.6	75102.5	67479.9	67992.3	85291.3	82573.8	74476.6
P25686	P25686	DNJB2_HUMAN	DNAJB2	DnaJ homolog subfamily B member 2	9144.56	10288.8	9853.16	14147.6	13519.6	13407.5	8429	5781.8	6639.44	10256.6	8859.48	14552.1
P25705	P25705	ATPA_HUMAN	ATP5F1A	ATP synthase subunit alpha, mitochondrial	1.15478e+06	869427	797852	1.05425e+06	784986	795906	1.0443e+06	1.10908e+06	954138	956687	846757	644403
P25713	P25713	MT3_HUMAN	MT3	Metallothionein-3				16524.4	21880	21720.3				10395.2	13462.4	17354.5
P25774	P25774	CATS_HUMAN	CTSS	Cathepsin S				14037.2	25801.3	27424.6				25178	18972.2	31085
P25786	P25786	PSA1_HUMAN	PSMA1	Proteasome subunit alpha type-1	131232	122333	131495	567781	479191	490338	127190	106930	120817	478834	480025	528073
P25787	P25787	PSA2_HUMAN	PSMA2	Proteasome subunit alpha type-2	54194.9	53537.2	42813.8	137502	153255	144892	49882.8	50490.3	43693.6	148722	149057	113339
P25788	P25788	PSA3_HUMAN	PSMA3	Proteasome subunit alpha type-3	51589.6	50208.6	47188.5	213841	222547	217637	52505.5	41994.9	50784.3	201388	233287	275913
P25789	P25789	PSA4_HUMAN	PSMA4	Proteasome subunit alpha type-4	87722.6	68529	78996.5	248970	305973	272088	66969.3	73291.7	73663.8	304328	313442	324492
P25963	P25963	IKBA_HUMAN	NFKBIA	NF-kappa-B inhibitor alpha	7755.67	8252.71	6660.4	6394.28	6776.97	6336.27	12841	8679.18	11097.9	7996.69		7347.62
P26006	P26006	ITA3_HUMAN	ITGA3	Integrin alpha-3	415207	448091	450994	491999	655759	630595	334844	352189	357321	482733	494716	749484
P26012	P26012	ITB8_HUMAN	ITGB8	Integrin beta-8	26441.4	30439.4	32232.8	29643.6	25750.7	25975.1	7111.83	6096.97	5618.39	12902.5	12890.9	19645.3
P26022	P26022	PTX3_HUMAN	PTX3	Pentraxin-related protein PTX3	6738.33	6500.14	6183.29	20753.4	22687.8	21523	8602.63	5661.07	7183.67	8930.46	9340.8	11666.4
P26038	P26038	MOES_HUMAN	MSN	Moesin	940341	892550	825961	3.77103e+06	2.9979e+06	3.03889e+06	528851	503786	603663	2.4698e+06	2.41687e+06	2.13948e+06
P26196	P26196	DDX6_HUMAN	DDX6	Probable ATP-dependent RNA helicase DDX6	233632	257603	227171	240367	168774	172582	332795	257152	256007	257027	272671	254729
P26232	P26232	CTNA2_HUMAN	CTNNA2	Catenin alpha-2	1050.57	1918.44	861.983	704.133		732.259	958.851	821.239	673.359	1215.28	435.55	
P26358	P26358	DNMT1_HUMAN	DNMT1	DNA (cytosine-5)-methyltransferase 1	12529.2	10847.7	11326.8	18492.8	16814.7	15160.5	36244.1	29096.4	32303.3	31441.3	31532.2	18151.3
P26368	P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit	118197	113325	103804	187520	178679	162362	190371	159789	174608	184277	181476	125678
P26373	P26373	RL13_HUMAN	RPL13	60S ribosomal protein L13	291998	225373	245321	658771	1.04895e+06	967484	337189	301706	306751	744761	885169	907169
P26374	P26374	RAE2_HUMAN	CHML	Rab proteins geranylgeranyltransferase component A 2	3380.4	3653.24	3917.67	3401.79		5350.07	6469.71	6647.71	6996.41	5248.18	5156.9	4680.32
P26440	P26440	IVD_HUMAN	IVD	Isovaleryl-CoA dehydrogenase, mitochondrial	57120.5	51468.2	56247.8	141955	232132	221838	30384.9	36269	34086.2	118587	129121	199046
P26572	P26572	MGAT1_HUMAN	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	34360.4	28409.8	26575.1	16980.4	15110.3	17769.5	46861.8	49643.9	49386.5	17175.3	17439.3	15795.9
P26583	P26583	HMGB2_HUMAN	HMGB2	High mobility group protein B2	4429.67	4389.87	4291.67	154422	141282	141050	9442.62	8993.81	5843.69	276876	335690	302768
P26599	P26599;O95758	PTBP1_HUMAN	PTBP1	Polypyrimidine tract-binding protein 1	248010	247444	211480	184343	145533	140791	298461	301847	303098	231569	232311	171648
P26639	A2RTX5;P26639	SYTC_HUMAN	TARS1	Threonine--tRNA ligase 1, cytoplasmic	125462	97479.1	81974.1	199596	183501	183083	116248	85350.9	102163	174817	178351	179691
P26640	P26640	SYVC_HUMAN	VARS1	Valine--tRNA ligase	168006	160655	161025	177529	137397	144956	168298	173461	168049	149647	151652	131645
P26641	P26641	EF1G_HUMAN	EEF1G	Elongation factor 1-gamma	1.26555e+06	1.27526e+06	1.26899e+06	1.15199e+06	1.05247e+06	1.13471e+06	1.07718e+06	1.08611e+06	1.08633e+06	769776	803218	836734
P26885	P26885	FKBP2_HUMAN	FKBP2	Peptidyl-prolyl cis-trans isomerase FKBP2	17840.3	18336.9	11558.6	204286	415608	400077	9814.41	10123.1	12006.6	133154	150141	210094
P27105	P27105	STOM_HUMAN	STOM	Stomatin	117263	97401.8	106521	100002	102701	106514	67796.6	71200.9	68336.3	47788.4	41947	62447.8
P27144	P27144	KAD4_HUMAN	AK4	Adenylate kinase 4, mitochondrial	109001	89078.1	88050.5	73277	59140.6	63683.2	11777.5	13233	13547.4	21778.5	19875.3	19350
P27338	P27338	AOFB_HUMAN	MAOB	Amine oxidase [flavin-containing] B	12469	11531.6	11822.6	17160.9	10329.9	8481.24				3441.83	4249.26	2762.49
P27348	P27348	1433T_HUMAN	YWHAQ	14-3-3 protein theta	296019	349091	299675	480082	643503	686470	342030	310289	322194	386371	443108	809182
P27361	P27361	MK03_HUMAN	MAPK3	Mitogen-activated protein kinase 3	83657.4	66988.2	74545.2	71282.3	51421.8	47781	57912.1	61235.1	58505.1	56261.9	57006.6	49647.2
P27448	P27448	MARK3_HUMAN	MARK3	MAP/microtubule affinity-regulating kinase 3	26452.9	23696.7	25488.4	24526.3	27466.9	26361	28677	27651.3	27716.5	25567.8	29248.6	29266.2
P27449	P27449	VATL_HUMAN	ATP6V0C	V-type proton ATPase 16 kDa proteolipid subunit c	40281.2	29459	30620.8	44127	14840.3	15524.4	14292.2	33538.9	23936	45890	45554	42642.1
P27482	P27482	CALL3_HUMAN	CALML3	Calmodulin-like protein 3	1609.12	1892.35		5094.01	5812.44	6802.68				3177.83	3620.9	4644.91
P27540	P27540	ARNT_HUMAN	ARNT	Aryl hydrocarbon receptor nuclear translocator	4179.82	4114.4	4252.53	2592.58	3421.39		4904.94	3644.45	3495.61	3207.13	3231.23	4182.93
P27544	P27544	CERS1_HUMAN	CERS1	Ceramide synthase 1	10319	4769.56	6045.73	12949.4	13888.4	15154	6037.89	7905.84	7262.03	9684.53	9209.61	8717.39
P27635	Q96L21;P27635	RL10_HUMAN	RPL10	60S ribosomal protein L10	454511	469958	418798	419159	510269	494885	485223	459651	406180	427367	514826	601123
P27658	P27658	CO8A1_HUMAN	COL8A1	Collagen alpha-1(VIII) chain	23364.4	28978.1	26470.2	39958.1	72624	78331.5	24712.8	26877.4	24742.2	93234.7	107646	146772
P27694	P27694	RFA1_HUMAN	RPA1	Replication protein A 70 kDa DNA-binding subunit	42935.8	37397.8	41027.9	58898	47982.4	46581.5	43858	50486	56907.9	72649.8	80947.6	54927.8
P27695	P27695	APEX1_HUMAN	APEX1	DNA-(apurinic or apyrimidinic site) endonuclease	3754.19	4809.29	4500.57	164356	239518	235330	3262.57	7826.53	6515	174401	219524	283050
P27701	P27701	CD82_HUMAN	CD82	CD82 antigen	22370.5	20645.9	21240.6	15903.3	18608.6	27267.7	36789.8	34210.1	40790.9	22950.1	36477.4	41457.9
P27707	P27707	DCK_HUMAN	DCK	Deoxycytidine kinase	21754.1	10080	17668.9	22640.7	24734.5	25696.7	27860.8	30185.4	32670.6	30259.4	31678.6	45751
P27708	P27708	PYR1_HUMAN	CAD	CAD protein	101594	94798	83629.8	79569.6	69758.8	71883	118199	123293	117982	75946.6	73183	66517.6
P27797	P27797	CALR_HUMAN	CALR	Calreticulin	157249	162295	144744	446137	856645	890608	146214	148790	147609	488321	585049	699764
P27816	P27816	MAP4_HUMAN	MAP4	Microtubule-associated protein 4	300221	272872	277317	371603	360005	358619	324982	295830	315717	346166	371859	463366
P27824	P27824	CALX_HUMAN	CANX	Calnexin	471821	412092	471428	602432	768087	732973	303252	305748	360410	423442	437812	671390
P27986	P27986	P85A_HUMAN	PIK3R1	Phosphatidylinositol 3-kinase regulatory subunit alpha	14965.8	15160.5	16792.9	14351.8	12885.6	14484.3	11938.7	12730.1	12576.8	8290.11	10290.3	8915.85
P27987	P27987	IP3KB_HUMAN	ITPKB	Inositol-trisphosphate 3-kinase B	4287.99	4426.13	5513.91	4285.32		6493.01	3225.49	2199.56	3374.05	3156.96	2634.79	4407.73
P28062	P28062	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8	12624.8	12527.4	13578.7	59335	57719.2	55726.3	10118.7	9068.53	10773.8	75291.9	72013.3	74088.2
P28065	P28065	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9	4942.97	2197.43	4200.77	28485.5	23208.3	21439.9	4076.8	3855.04	4251.11	34446.8	21907.4	25601
P28066	P28066	PSA5_HUMAN	PSMA5	Proteasome subunit alpha type-5	134375	137852	93840.3	322616	296882	325213	124239	112772	112457	292584	243600	318871
P28068	P28068	DMB_HUMAN	HLA-DMB	HLA class II histocompatibility antigen, DM beta chain	1887.04	2271.73		2376.1		3291.35				3102.45	2813.24	5877.42
P28070	P28070	PSB4_HUMAN	PSMB4	Proteasome subunit beta type-4	58078.6	61425.1	54459.6	233800	210729	217366	58163.4	39619.1	51210.5	186351	243659	273873
