Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	female_1 Spectral Count	female_2 Spectral Count	female_3 Spectral Count	male_1 Spectral Count	male_2 Spectral Count	male_3 Spectral Count	female_1 Unique Spectral Count	female_2 Unique Spectral Count	female_3 Unique Spectral Count	male_1 Unique Spectral Count	male_2 Unique Spectral Count	male_3 Unique Spectral Count	female_1 Total Spectral Count	female_2 Total Spectral Count	female_3 Total Spectral Count	male_1 Total Spectral Count	male_2 Total Spectral Count	male_3 Total Spectral Count	female_1 Intensity	female_2 Intensity	female_3 Intensity	male_1 Intensity	male_2 Intensity	male_3 Intensity	female_1 MaxLFQ Intensity	female_2 MaxLFQ Intensity	female_3 MaxLFQ Intensity	male_1 MaxLFQ Intensity	male_2 MaxLFQ Intensity	male_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|O43251|RFOX2_HUMAN	O43251	RFOX2_HUMAN	RBFOX2	390	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA binding protein fox-1 homolog 2	1.0	0.999	4	11	1	11	1	2	2	3	1	2	0	0	0	1	0	0	1	2	2	3	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43252|PAPS1_HUMAN	O43252	PAPS1_HUMAN	PAPSS1	624	Homo sapiens OX=9606	1:Experimental evidence at protein level	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	1.0	0.999	6	13	13	13	2	1	1	3	2	4	2	1	1	3	2	4	2	1	1	3	2	4	3.0584172E7	1.2577949E7	1.3479854E7	2.5806974E7	3.2087486E7	3.6676064E7	1.5018116E7	0.0	0.0	1.7587576E7	1.503944E7	1.9394904E7	
sp|O43264|ZW10_HUMAN	O43264	ZW10_HUMAN	ZW10	779	Homo sapiens OX=9606	1:Experimental evidence at protein level	Centromere/kinetochore protein zw10 homolog	1.0	0.999	14	54	54	54	8	8	10	10	8	10	8	8	10	10	8	10	8	8	10	10	8	10	7.8354128E7	1.0590688E8	9.8803072E7	7.0937632E7	1.07159912E8	1.5174192E8	2.4413712E7	2.4263144E7	2.230249E7	1.8157764E7	2.3001266E7	2.8366246E7	
sp|O43290|SNUT1_HUMAN	O43290	SNUT1_HUMAN	SART1	800	Homo sapiens OX=9606	1:Experimental evidence at protein level	U4/U6.U5 tri-snRNP-associated protein 1	1.0	0.999	13	39	39	39	6	7	8	6	5	7	6	7	8	6	5	7	6	7	8	6	5	7	4.7084456E7	5.6110904E7	5.6437648E7	6.5859792E7	3.3061772E7	6.0026848E7	1.7707524E7	1.6619758E7	1.7179438E7	1.6795878E7	1.7760048E7	1.5308723E7	
sp|O43291|SPIT2_HUMAN	O43291	SPIT2_HUMAN	SPINT2	252	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kunitz-type protease inhibitor 2	0.9748	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	1.04949576E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43292|GPAA1_HUMAN	O43292	GPAA1_HUMAN	GPAA1	621	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycosylphosphatidylinositol anchor attachment 1 protein	1.0	0.999	4	14	14	14	1	2	2	2	3	4	1	2	2	2	3	4	1	2	2	2	3	4	2.8669372E7	1.1319088E8	4.816344E7	4.9216844E7	7.8832328E7	8.4670896E7	0.0	5.0658668E7	3.0174382E7	3.0830778E7	3.9378544E7	3.9524352E7	
sp|O43293|DAPK3_HUMAN	O43293	DAPK3_HUMAN	DAPK3	454	Homo sapiens OX=9606	1:Experimental evidence at protein level	Death-associated protein kinase 3	1.0	0.999	8	29	29	29	5	4	3	4	6	7	5	4	3	4	6	7	5	4	3	4	6	7	1.22088088E8	8.5850688E7	5.5981656E7	1.12466272E8	2.47589184E8	1.36651888E8	5.0076148E7	4.492452E7	4.6370456E7	4.505564E7	4.6558244E7	4.8041516E7	
sp|O43294|TGFI1_HUMAN	O43294	TGFI1_HUMAN	TGFB1I1	461	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transforming growth factor beta-1-induced transcript 1 protein	1.0	0.999	7	25	25	25	2	4	6	6	2	5	2	4	6	6	2	5	2	4	6	6	2	5	4.356936E7	5.5651388E7	8.7836088E7	2.7526752E7	2.5460208E7	3.041722E7	2.3862966E7	2.9934382E7	2.7976628E7	1.5711099E7	1.8649256E7	2.0905556E7	
sp|O43299|AP5Z1_HUMAN	O43299	AP5Z1_HUMAN	AP5Z1	807	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-5 complex subunit zeta-1	0.9999	0.999	2	7	7	7	1	0	1	2	2	1	1	0	1	2	2	1	1	0	1	2	2	1	6874999.0	0.0	7399766.5	1.3970738E7	8779915.0	1.0668527E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43301|HS12A_HUMAN	O43301	HS12A_HUMAN	HSPA12A	675	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock 70 kDa protein 12A	1.0	0.999	18	53	45	53	8	9	9	8	9	10	5	8	8	7	8	9	8	9	9	8	9	10	7.9262984E7	9.0350688E7	8.5227064E7	7.9482048E7	5.9712648E7	8.216008E7	1.4803913E7	2.05316E7	1.625054E7	1.3458699E7	1.1047196E7	1.4929926E7	
sp|O43306|ADCY6_HUMAN	O43306	ADCY6_HUMAN	ADCY6	1168	Homo sapiens OX=9606	1:Experimental evidence at protein level	Adenylate cyclase type 6	0.9772	0.9986	1	3	3	3	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43310|CTIF_HUMAN	O43310	CTIF_HUMAN	CTIF	598	Homo sapiens OX=9606	1:Experimental evidence at protein level	CBP80/20-dependent translation initiation factor	0.9746	0.999	1	3	3	3	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43314|VIP2_HUMAN	O43314	VIP2_HUMAN	PPIP5K2	1243	Homo sapiens OX=9606	1:Experimental evidence at protein level	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	0.9871	0.999	2	3	0	3	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0.0	0.0	0.0	0.0	8221215.5	9488798.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q6PFW1|VIP1_HUMAN
sp|O43318|M3K7_HUMAN	O43318	M3K7_HUMAN	MAP3K7	606	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitogen-activated protein kinase kinase kinase 7	0.9914	0.999	2	4	4	4	0	2	0	1	0	1	0	2	0	1	0	1	0	2	0	1	0	1	0.0	1.9476686E7	0.0	6177802.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43324|MCA3_HUMAN	O43324	MCA3_HUMAN	EEF1E1	174	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation elongation factor 1 epsilon-1	1.0	0.999	7	34	34	34	5	6	5	6	5	7	5	6	5	6	5	7	5	6	5	6	5	7	3.04571072E8	3.13965952E8	2.85439648E8	2.11448416E8	1.8687E8	3.2282464E8	1.17043496E8	1.40037984E8	1.23376912E8	9.7330608E7	9.1531848E7	9.9299808E7	
sp|O43390|HNRPR_HUMAN	O43390	HNRPR_HUMAN	HNRNPR	633	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein R	1.0	0.999	24	126	100	126	22	17	22	16	25	24	17	12	19	13	20	19	22	17	22	16	25	24	1.80264205E9	1.34908877E9	1.32730522E9	1.23090278E9	1.59330765E9	1.68852851E9	4.49050944E8	3.7957184E8	3.47763904E8	3.44518144E8	3.99743424E8	4.29755808E8	
sp|O43395|PRPF3_HUMAN	O43395	PRPF3_HUMAN	PRPF3	683	Homo sapiens OX=9606	1:Experimental evidence at protein level	U4/U6 small nuclear ribonucleoprotein Prp3	1.0	0.999	8	24	24	24	7	4	1	3	4	5	7	4	1	3	4	5	7	4	1	3	4	5	5.8234524E7	4.2599152E7	1.9412594E7	4.1872268E7	6.149848E7	5.759118E7	2.943814E7	2.1762918E7	0.0	2.3049012E7	3.130886E7	2.87442E7	
sp|O43396|TXNL1_HUMAN	O43396	TXNL1_HUMAN	TXNL1	289	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thioredoxin-like protein 1	1.0	0.999	13	57	57	57	6	10	8	10	12	11	6	10	8	10	12	11	6	10	8	10	12	11	3.32757632E8	3.51799072E8	3.74155424E8	3.75175328E8	3.44857088E8	3.31908992E8	7.9151784E7	7.7925128E7	7.6871632E7	7.5127584E7	7.4514848E7	6.7140824E7	
sp|O43399|TPD54_HUMAN	O43399	TPD54_HUMAN	TPD52L2	206	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tumor protein D54	1.0	0.999	19	158	158	158	23	31	26	30	26	22	23	31	26	30	26	22	23	31	26	30	26	22	1.37751667E9	1.45140518E9	1.57869133E9	1.60336179E9	1.50695437E9	1.12805862E9	2.74682624E8	2.95484352E8	3.00528352E8	3.05751392E8	2.86539104E8	2.26756112E8	
sp|O43402|EMC8_HUMAN	O43402	EMC8_HUMAN	EMC8	210	Homo sapiens OX=9606	1:Experimental evidence at protein level	ER membrane protein complex subunit 8	1.0	0.999	5	13	13	13	1	3	3	4	1	1	1	3	3	4	1	1	1	3	3	4	1	1	0.0	4.3385136E7	3.7469988E7	1.04562776E8	9.6908792E7	1.6526198E7	0.0	3.14027E7	2.833123E7	3.5256532E7	0.0	0.0	
sp|O43414|ERI3_HUMAN	O43414	ERI3_HUMAN	ERI3	337	Homo sapiens OX=9606	1:Experimental evidence at protein level	ERI1 exoribonuclease 3	0.972	0.9989	1	4	4	4	0	0	1	0	2	1	0	0	1	0	2	1	0	0	1	0	2	1	0.0	0.0	1.5271323E7	0.0	1.8454476E7	1.316696E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43427|FIBP_HUMAN	O43427	FIBP_HUMAN	FIBP	364	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acidic fibroblast growth factor intracellular-binding protein	0.9429	0.9963	2	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43432|IF4G3_HUMAN	O43432	IF4G3_HUMAN	EIF4G3	1585	Homo sapiens OX=9606	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	1.0	0.999	16	20	20	48	3	3	2	5	3	4	3	3	2	5	3	4	8	9	7	9	8	7	0.0	2.2900982E7	1.0451006E7	2.6924372E7	3.1185132E7	2.2112084E7	0.0	1.4614297E7	0.0	1.3241828E7	1.5288355E7	1.4003705E7	
sp|O43447|PPIH_HUMAN	O43447	PPIH_HUMAN	PPIH	177	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase H	1.0	0.999	4	18	18	18	3	4	2	3	3	3	3	4	2	3	3	3	3	4	2	3	3	3	2.9007216E7	4.4840596E7	2.9480542E7	2.7331912E7	3.0043806E7	1.5987082E7	1.8042782E7	1.7121628E7	1.7494074E7	1.7181582E7	1.7615764E7	0.0	
sp|O43464|HTRA2_HUMAN	O43464	HTRA2_HUMAN	HTRA2	458	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine protease HTRA2, mitochondrial	1.0	0.999	5	15	15	15	2	2	2	3	2	4	2	2	2	3	2	4	2	2	2	3	2	4	8.2481216E7	6.3991968E7	6.8855104E7	8.383604E7	4.0098196E7	1.19735168E8	4.5293528E7	4.3279424E7	4.6779624E7	4.3962016E7	0.0	5.09587E7	
sp|O43488|ARK72_HUMAN	O43488	ARK72_HUMAN	AKR7A2	359	Homo sapiens OX=9606	1:Experimental evidence at protein level	Aflatoxin B1 aldehyde reductase member 2	1.0	0.999	11	31	18	31	3	5	5	7	5	6	2	3	3	3	4	3	3	5	5	7	5	6	1.23581712E8	1.46814384E8	1.5073448E8	1.5427648E8	1.3559472E8	1.77754496E8	6.115708E7	5.7086544E7	5.860112E7	6.6199752E7	5.9276008E7	6.6230008E7	
sp|O43491|E41L2_HUMAN	O43491	E41L2_HUMAN	EPB41L2	1005	Homo sapiens OX=9606	1:Experimental evidence at protein level	Band 4.1-like protein 2	1.0	0.999	35	103	103	125	21	25	23	16	6	12	21	25	23	16	6	12	27	28	26	19	10	15	6.4280531E8	6.3484877E8	6.9318822E8	2.57043696E8	2.51333776E8	1.24246328E8	1.05903464E8	1.06693712E8	1.06864656E8	6.0665188E7	5.4808876E7	4.17445E7	
sp|O43493|TGON2_HUMAN	O43493	TGON2_HUMAN	TGOLN2	437	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trans-Golgi network integral membrane protein 2	1.0	0.999	11	55	55	55	8	13	9	10	8	7	8	13	9	10	8	7	8	13	9	10	8	7	6.7759912E7	9.3337384E7	7.2582904E7	5.5008844E7	4.5460344E7	2.75752E7	2.5250074E7	3.1633002E7	2.7881822E7	2.5562604E7	2.111537E7	1.2167468E7	
sp|O43504|LTOR5_HUMAN	O43504	LTOR5_HUMAN	LAMTOR5	91	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ragulator complex protein LAMTOR5	1.0	0.999	4	18	18	18	4	5	2	1	4	2	4	5	2	1	4	2	4	5	2	1	4	2	5.6911072E8	6.0731002E8	6.3613229E8	6.969895E8	6.3161638E8	5.02931104E8	6.4675117E8	9.0613229E8	6.7552307E8	3.97080576E8	4.38282656E8	5.7413939E8	
sp|O43505|B4GA1_HUMAN	O43505	B4GA1_HUMAN	B4GAT1	415	Homo sapiens OX=9606	1:Experimental evidence at protein level	Beta-1,4-glucuronyltransferase 1	1.0	0.999	2	8	8	8	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1.45391E7	1.4936965E7	1.1467278E7	1.3313306E7	1.4149228E7	1.6900622E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43520|AT8B1_HUMAN	O43520	AT8B1_HUMAN	ATP8B1	1251	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipid-transporting ATPase IC	1.0	0.999	4	5	5	5	0	1	1	2	0	1	0	1	1	2	0	1	0	1	1	2	0	1	0.0	6569164.5	0.0	1.0039036E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43556|SGCE_HUMAN	O43556	SGCE_HUMAN	SGCE	437	Homo sapiens OX=9606	1:Experimental evidence at protein level	Epsilon-sarcoglycan	0.9353	0.9973	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43567|RNF13_HUMAN	O43567	RNF13_HUMAN	RNF13	381	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF13	1.0	0.999	3	15	15	15	2	3	3	3	1	3	2	3	3	3	1	3	2	3	3	3	1	3	6.9457656E7	6.7985544E7	8.6988408E7	8.3192976E7	9.2463968E7	9.1302576E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43583|DENR_HUMAN	O43583	DENR_HUMAN	DENR	198	Homo sapiens OX=9606	1:Experimental evidence at protein level	Density-regulated protein	1.0	0.999	6	18	18	18	3	3	2	3	3	4	3	3	2	3	3	4	3	3	2	3	3	4	8.1283216E7	4.6474016E7	5.730598E7	6.0095112E7	8.7409792E7	5.8231892E7	3.8788272E7	3.5163268E7	3.88512E7	4.4100236E7	3.93725E7	4.1818312E7	
sp|O43592|XPOT_HUMAN	O43592	XPOT_HUMAN	XPOT	962	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-T	1.0	0.999	6	15	15	15	2	2	3	4	3	1	2	2	3	4	3	1	2	2	3	4	3	1	1.9416192E7	1.5091351E7	1.5837015E7	1.9532028E7	3776406.2	0.0	1.6585679E7	1.230439E7	0.0	1.4447724E7	0.0	0.0	
sp|O43598|DNPH1_HUMAN	O43598	DNPH1_HUMAN	DNPH1	174	Homo sapiens OX=9606	1:Experimental evidence at protein level	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	1.0	0.999	5	14	14	14	2	3	2	4	1	2	2	3	2	4	1	2	2	3	2	4	1	2	0.0	3572044.5	0.0	1.3208918E7	7966066.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43615|TIM44_HUMAN	O43615	TIM44_HUMAN	TIMM44	452	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit TIM44	1.0	0.999	25	121	121	121	23	18	18	21	19	22	23	18	18	21	19	22	23	18	18	21	19	22	8.6700909E8	6.5536762E8	9.0141574E8	8.4088531E8	8.806439E8	1.07004218E9	1.509332E8	1.3845008E8	1.44266E8	1.4170976E8	1.47539328E8	1.70297392E8	
sp|O43617|TPPC3_HUMAN	O43617	TPPC3_HUMAN	TRAPPC3	180	Homo sapiens OX=9606	1:Experimental evidence at protein level	Trafficking protein particle complex subunit 3	1.0	0.999	7	29	29	29	6	7	4	3	4	5	6	7	4	3	4	5	6	7	4	3	4	5	2.3554688E8	2.22536512E8	2.33798208E8	2.43545104E8	2.3138856E8	2.23198304E8	1.00074536E8	9.5424184E7	9.9441776E7	1.02448536E8	9.936548E7	9.3910648E7	
sp|O43633|CHM2A_HUMAN	O43633	CHM2A_HUMAN	CHMP2A	222	Homo sapiens OX=9606	1:Experimental evidence at protein level	Charged multivesicular body protein 2a	1.0	0.999	5	11	7	11	0	2	2	3	1	3	0	1	1	2	1	2	0	2	2	3	1	3	0.0	7149141.5	5213998.5	1.3717671E7	1.4831705E7	4.9506328E7	0.0	0.0	0.0	1.2576335E7	1.3658643E7	1.4452232E7	
sp|O43657|TSN6_HUMAN	O43657	TSN6_HUMAN	TSPAN6	245	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tetraspanin-6	1.0	0.999	4	19	19	19	2	3	4	3	4	3	2	3	4	3	4	3	2	3	4	3	4	3	1.30696032E8	1.8344728E8	1.5327056E8	1.19361472E8	1.26219048E8	1.13939112E8	1.082208E8	1.53618304E8	1.23564968E8	0.0	9.8772576E7	1.01279936E8	
sp|O43660|PLRG1_HUMAN	O43660	PLRG1_HUMAN	PLRG1	514	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pleiotropic regulator 1	1.0	0.999	5	11	11	11	1	0	1	1	4	4	1	0	1	1	4	4	1	0	1	1	4	4	1.4404117E7	1.2984436E7	1.390928E7	2.2532962E7	1.1621752E7	1.7168336E7	0.0	0.0	0.0	1.2201884E7	0.0	1.0561834E7	
sp|O43670|ZN207_HUMAN	O43670	ZN207_HUMAN	ZNF207	478	Homo sapiens OX=9606	1:Experimental evidence at protein level	BUB3-interacting and GLEBS motif-containing protein ZNF207	1.0	0.999	3	10	10	10	0	2	1	3	2	2	0	2	1	3	2	2	0	2	1	3	2	2	4.0428296E7	5.330796E7	5.7063632E7	5.0482756E7	4.8114788E7	3.5970936E7	0.0	4.2046076E7	4.917664E7	3.3371266E7	4.07092E7	2.8240764E7	
sp|O43674|NDUB5_HUMAN	O43674	NDUB5_HUMAN	NDUFB5	189	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial	0.9993	0.999	2	8	8	8	2	1	2	2	0	1	2	1	2	2	0	1	2	1	2	2	0	1	3.4607604E7	3.2853786E7	2.8431096E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43676|NDUB3_HUMAN	O43676	NDUB3_HUMAN	NDUFB3	98	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3	1.0	0.999	5	22	22	22	4	3	4	4	4	3	4	3	4	4	4	3	4	3	4	4	4	3	1.85567072E8	7.964544E7	1.95251984E8	7.7950088E7	1.7597584E8	1.51201184E8	7.834232E7	6.9999384E7	6.6202556E7	6.2409092E7	6.1475572E7	6.2621908E7	
sp|O43677|NDUC1_HUMAN	O43677	NDUC1_HUMAN	NDUFC1	76	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial	0.9995	0.9962	2	5	5	5	2	0	2	1	0	0	2	0	2	1	0	0	2	0	2	1	0	0	1.418779E7	2.3492172E7	1.7027984E7	2.0075766E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43678|NDUA2_HUMAN	O43678	NDUA2_HUMAN	NDUFA2	99	Homo sapiens OX=9606	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	1.0	0.999	4	20	20	20	3	4	4	4	3	2	3	4	4	4	3	2	3	4	4	4	3	2	2.0053248E7	6.4327912E7	1.37409888E8	1.15140008E8	1.0670296E8	4.1834608E7	0.0	4.5987308E7	5.5309992E7	4.8266044E7	5.7111136E7	0.0	
sp|O43681|GET3_HUMAN	O43681	GET3_HUMAN	GET3	348	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATPase GET3	1.0	0.999	7	39	39	39	6	7	7	5	7	7	6	7	7	5	7	7	6	7	7	5	7	7	3.56387072E8	3.57537696E8	3.93286624E8	3.32293056E8	3.7381888E8	3.67861248E8	1.23102096E8	1.24820136E8	1.19761424E8	1.22679736E8	1.2260848E8	1.27087984E8	
sp|O43684|BUB3_HUMAN	O43684	BUB3_HUMAN	BUB3	328	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitotic checkpoint protein BUB3	1.0	0.999	10	46	46	46	10	6	8	8	6	8	10	6	8	8	6	8	10	6	8	8	6	8	3.4166768E8	1.61518576E8	1.85548816E8	1.95182688E8	1.65601984E8	1.83835024E8	7.6766928E7	7.65496E7	7.8317864E7	7.69994E7	7.8357352E7	6.553872E7	
sp|O43688|PLPP2_HUMAN	O43688	PLPP2_HUMAN	PLPP2	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phospholipid phosphatase 2	0.8917	0.9952	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43707|ACTN4_HUMAN	O43707	ACTN4_HUMAN	ACTN4	911	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha-actinin-4	1.0	0.999	87	1153	730	1153	195	189	186	198	201	184	116	118	116	132	129	119	195	189	186	198	201	184	5.8993963E10	6.0762067E10	5.9586347E10	5.6870945E10	6.1762277E10	5.5500411E10	3.92083686E9	4.10959565E9	4.3007764E9	4.20401254E9	4.3769815E9	4.2711593E9	
sp|O43708|MAAI_HUMAN	O43708	MAAI_HUMAN	GSTZ1	216	Homo sapiens OX=9606	1:Experimental evidence at protein level	Maleylacetoacetate isomerase	1.0	0.999	6	16	16	16	4	3	4	0	3	2	4	3	4	0	3	2	4	3	4	0	3	2	7.618212E7	6.9011856E7	7.9050528E7	1.5272299E7	6.2021996E7	5.9149704E7	2.6674708E7	3.3536678E7	3.199865E7	0.0	2.3687048E7	2.1914904E7	
sp|O43715|TRIA1_HUMAN	O43715	TRIA1_HUMAN	TRIAP1	76	Homo sapiens OX=9606	1:Experimental evidence at protein level	TP53-regulated inhibitor of apoptosis 1	1.0	0.999	2	7	7	7	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2.583805E7	2.6398866E7	3.3798264E7	5.437888E7	3.1926978E7	2.4974928E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43716|GATC_HUMAN	O43716	GATC_HUMAN	GATC	136	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial	1.0	0.999	2	7	7	7	0	1	2	2	1	1	0	1	2	2	1	1	0	1	2	2	1	1	0.0	7414781.5	2.5128228E7	0.0	0.0	9885957.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43719|HTSF1_HUMAN	O43719	HTSF1_HUMAN	HTATSF1	755	Homo sapiens OX=9606	1:Experimental evidence at protein level	HIV Tat-specific factor 1	1.0	0.999	4	8	8	8	1	2	1	2	0	2	1	2	1	2	0	2	1	2	1	2	0	2	6394153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43731|ERD23_HUMAN	O43731	ERD23_HUMAN	KDELR3	214	Homo sapiens OX=9606	1:Experimental evidence at protein level	ER lumen protein-retaining receptor 3	0.9999	0.9982	2	10	10	10	1	2	1	2	2	2	1	2	1	2	2	2	1	2	1	2	2	2	5.7267544E7	4.2360728E7	5.0976192E7	2.7024936E7	3.3723912E7	3.0595244E7	4.4661188E7	2.8471408E7	3.9028256E7	2.0529378E7	2.4132998E7	2.3275782E7	
sp|O43739|CYH3_HUMAN	O43739	CYH3_HUMAN	CYTH3	400	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cytohesin-3	1.0	0.999	3	6	2	6	1	2	2	1	0	0	0	1	1	0	0	0	1	2	2	1	0	0	1.1921833E7	6230408.5	1.3997719E7	6950656.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43741|AAKB2_HUMAN	O43741	AAKB2_HUMAN	PRKAB2	272	Homo sapiens OX=9606	1:Experimental evidence at protein level	5'-AMP-activated protein kinase subunit beta-2	0.9703	0.9988	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43747|AP1G1_HUMAN	O43747	AP1G1_HUMAN	AP1G1	822	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-1 complex subunit gamma-1	1.0	0.999	20	84	84	84	13	17	12	14	15	13	13	17	12	14	15	13	13	17	12	14	15	13	2.65830688E8	2.81425088E8	3.088056E8	2.65462064E8	2.66990672E8	2.46028928E8	8.4942784E7	7.6687984E7	8.4166112E7	9.7276328E7	8.564344E7	8.8357272E7	
sp|O43752|STX6_HUMAN	O43752	STX6_HUMAN	STX6	255	Homo sapiens OX=9606	1:Experimental evidence at protein level	Syntaxin-6	1.0	0.999	8	24	23	24	6	2	3	6	4	3	5	2	3	6	4	3	6	2	3	6	4	3	4.3454432E7	1.6583302E7	2.8155374E7	6.0788864E7	3.744736E7	0.0	2.180931E7	1.579803E7	1.6293617E7	2.185849E7	1.9334106E7	0.0	
sp|O43759|SNG1_HUMAN	O43759	SNG1_HUMAN	SYNGR1	233	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synaptogyrin-1	1.0	0.999	2	7	7	7	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	0.0	1.3498294E7	1.1061157E7	1.4432552E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43760|SNG2_HUMAN	O43760	SNG2_HUMAN	SYNGR2	224	Homo sapiens OX=9606	1:Experimental evidence at protein level	Synaptogyrin-2	1.0	0.999	4	19	19	19	4	1	4	4	2	4	4	1	4	4	2	4	4	1	4	4	2	4	2.91198112E8	2.2687408E8	2.71723296E8	2.14329392E8	2.06648E8	1.86605312E8	1.63924208E8	1.87334176E8	1.58390784E8	1.37456656E8	1.23359464E8	1.19353E8	
