Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-2-2023_Slot1-13_2475.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2477.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2478.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2479.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2480.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_1ng_DIA_12-3-2023_Slot1-13_2481.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2482.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2483.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2484.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2485.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-3-2023_Slot1-14_2486.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_5ng_DIA_12-4-2023_Slot1-14_2487.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2456.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_12-1-2023_Slot1-9_2457.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2488.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2489.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2491.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2492.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_10ng_DIA_12-4-2023_Slot1-15_2493.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-10_2462.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2463.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2464.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2465.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2466.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-1-2023_Slot1-11_2467.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_250pg_DIA_12-2-2023_Slot1-11_2468.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2469.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2470.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2471.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2472.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2473.d	D:\Lucy\20231204_Hela_dilution_DIA\120423_SCP_Hela_dilution_DIA\Hela_500pg_DIA_12-2-2023_Slot1-12_2474.d
H0Y3Y6	P55036;H0Y3Y6;Q5VWC4;H0Y554	H0Y3Y6_HUMAN	PPP1CB	Serine/threonine-protein phosphatase	10251.5	6675.4	8278.14		7697.09	6678.24	13077	12911.8	15554.4	12837.7	15989.8	15630.2	20127.9		15903.5	16870	15980.5	17075.1	15467.8		7348.33	14324.4	12962.3	17258.3	14050.7	7740.28	10527.3	9592.6	11647.2	8122.01	10681.5	15694.9
H0Y4V9;H0Y641	H0Y4V9;H0Y641	H0Y4V9_HUMAN;H0Y641_HUMAN	LARP4B	La ribonucleoprotein 4B (Fragment)	1936.92		1393.51		1145.06		1142.41	924.871	1081.35	1087.7	1166.99	1229.01	1190.53		1133.35	979.99	1254.14	1283.05	1149.26													
H0Y742	H0Y742	H0Y742_HUMAN	SUN1	Sad1 and UNC84 domain containing 1 (Fragment)			2071.73			1981.75	1260.76	2575.94	2329.7	2191.21	2871.74	2186.5	1882.79		2201.18	2328.39	2206.07	2239.65	2444.19													4206.9
H0Y9Z7	H0Y9Z7	H0Y9Z7_HUMAN	KIF13A	Kinesin family member 13A (Fragment)			540.437			563.501	670.213	500.234	971.439	1070.84	690.261	960.489	586.837		897.652	744.692	750.746	748.103	603.598										530.91			
H0YDN1	Q13405;H0YDN1	H0YDN1_HUMAN	PLEC	Plectin	6973.81	4154.72			6016.44	10061.8	6847.91	7797.96	6730.98	6967.08	5577.4	6986.88	6153.17		7125.71	6522.58	6068.3	5975.36	5841.77										10354			
H0YFY6;K4DIE0	H0YFY6;K4DIE0	H0YFY6_HUMAN;K4DIE0_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1 (Fragment)	7734.1	7038.88	4791.83		6520.75	6149.59	7475.04	7087.54	7342.12	6701.85	8698.9	7441	8574.97		8135.85	8428.05	9179.42	8541.63	9211.95		5621.28		8947.71			12175.1	10018.9	10994.1	9170.06	8329.74	6519.68	7161.01
H0YGE5	P20645;F5GX24;F5H4T5;H0YGE5	H0YGE5_HUMAN	DENND5B	DENN domain containing 5B (Fragment)									397				256.095		770.621	1025.09	1463.58	1347.9	1069.39													
H0YHR2	Q9UKL6;A0A804HJ11;A0A804HL46;H0YHR2	H0YHR2_HUMAN	KANSL2	KAT8 regulatory NSL complex subunit 2 (Fragment)						5370.97		1162.09	1359.27	2198.49	3119.91	1694.71	1277.72		2340.74	1950.62	2520.49	2553.81	2186.29													
H0YLH3	Q04726;H0YKF1;H0YKN5;H0YKT2;H0YL62;H0YLH3;H0YLV6;H0YNR6	H0YLH3_HUMAN	RABGGTA	Geranylgeranyl transferase type-2 subunit alpha	5403.64	5205.05	4206.74		4945.56	7172.41	5867.56	6471.71	6742.64	6213.88	6951.26	5963.42	5540.84		5951.38	6589.27	6082.11	6442.38	6659.76		9553.64	5643.68	7360.83	1209.69	5216.53	8253.71	4255.75	5755.16	5989.58	3839.81	6889.35	3860.58
H0YLW0	Q9NZD8;H0YKB0;H0YKM5;H0YLD4;H0YLT4;H0YLW0;H0YMB7;H0YML3	H0YLW0_HUMAN	SRP14	Signal recognition particle 14	4090.52	6067.91	2552.28		3907.24	3521.49	4153.74	4788.63	5237.32	4954.52	4762.87	4308.15	4973		4534	4969.94	5115.43	5401.48	4765.81					4581.33				3015.67	3658.74			
H0YNJ9	H0YNJ9	H0YNJ9_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase	9330.62	7616.33	15174.1		9398.11	13470	8898.05	5519.34	7658.46	9900.08	4655.42	11108.5	10007.9		5634.92	5342.93	7786.38	4811.26	4151.37			13735.8	16415.1	13977.3	12442.7	11985.4	16056.3	9428.88	12067.9	17628.5	10816	14123.6
H0YNW5	P33261;A0A0C4DGL3;H0YKC5;H0YMP1;H0YNW5;H0YKI0;H0YMM5;H0YNJ9	H0YNW5_HUMAN	DUT	Deoxyuridine 5'-triphosphate nucleotidohydrolase	89773.1	88871.8	91169.3		91575	92682.8	100632	111457	113591	111627	112347	110185	134319		111622	123946	117993	122847	121717		94619	102510	89502.4	87025.3	104303	79903.6	84913.8	78712.3	96838.2	88424.4	95048.4	101244
H3BPE1;H3BQK9	Q9UPM9;A0A590UJG2;A0A7P0MQR8;H0Y390;H3BPE1;H3BQK9;A0A5F9ZGX0;E9PLY5;E9PNZ4	H3BPE1_HUMAN;H3BQK9_HUMAN	MACF1	Microtubule actin crosslinking factor 1	15551.5	15115.8	13901.1		14728.5	11656.9	13059.3	12900.9	13786.7	13343.2	13198.6	13643.2	13405.8		13293.7	13210.9	13186.9	13357.1	13339.7		22784.8	17970.3	28963.3	18063.8	23591.3	18147.4	17343.4	15828	15169.1	16520.1	18648	17034.1
H3BQ47;O75812	Q13286;A0A1B0GUX3;A0A1B0GV41;A0A1B0GV71;A0A1B0GW34;A0A1B0GWD3;B4DFF3;F6TI76;H3BMN4;O95086;Q2TA70;H3BQ47;O75812	H3BQ47_HUMAN;O75812_HUMAN	ERBB3;MVD	Mevalonate diphosphate decarboxylase								1062.63			1142.9	809.609	748.381		939.281	840.665	1038.21	815.34	727.117													
H3BRM0	P20671;H3BNX4;H3BRM0;H3BV68	H3BRM0_HUMAN	PMM2	Phosphomannomutase	61084.8	74945.4	74371.1		78266.3	71397.2	75990	68752.1	66840.2	62825.3	65835.8	68527	78984.4		75769.2	77822.8	74195.9	85797	86368.8		41511.7	81284.1	56466.2	54444.9	50002.1	60439.7	51446.4	52007.8	62052.7	79130.7	70564.2	77692.9
H3BT48	Q9H5N1;H3BT48	H3BT48_HUMAN	MPI	Mannose-6-phosphate isomerase	3228.59	4666.68	4771.32		4949.94	3844.85	4017.84	3324.8	3937.76	3675.49	3619.78	4402	3554.44		4267.14	4109.4	3380.73	3401.19	3817.62				5142.86		3056.2		7104.37	6251.16	4616.91			
H3BTB3	Q5JPE7;H3BTB3	H3BTB3_HUMAN	DDX19A	RNA helicase	6500.69	6578.58	8570.53		6516.56	4911.99	7183.42	5763.37	6821.06	6143.26	6557.25	7085.42	6649.48		6620.59	7276.25	6794.51	6854.56	7061.81				7797.76		8982.52	6883.51	7403.92	8001.98	7240.41	8142.76	8226.93	9586.96
H7BY16	H7BY16	H7BY16_HUMAN	NCL	Nucleolin		2774.04			2913.21		1542.11	1029.58	1360.11		1474.01	947.108	1059.04		1730.69	1243.33	1429.05	1418.15	1488.18													
H7BYY1	B7Z596;F5H7S3;H0YK48;H0YKJ4;H7BYY1;A0A494BZZ2;H0YN06	H7BYY1_HUMAN	TPM1	Tropomyosin 1	117531	95009.8	112062		103458	95517.7	117168	117626	123190	126344	126318	120196	133541		131772	136001	135785	140502	140414		135503	109557	108368	117758	120494	103757	108173	120310	102090	112819	109734	99513
H7BZ94	H7BZ94	H7BZ94_HUMAN	P4HB	protein disulfide-isomerase			1190.59				536.326	623.542	639.406		556.464	476.394	300.828		525.133	462.14		938.486	639.652													
H7BZB9	H7BZB9	H7BZB9_HUMAN	MAP2	Microtubule associated protein 2 (Fragment)	4100.36	4242.53	3925.22		3879.53	4418.05	3212.07	3038.77	3344.52	2787.82	3402.47	2371.22	3101.3		3222.21	3743.17	3094.73	3549.99	2572.79		5665.51					9304.59	4888.96		3162.17	2945.92		4378.23
H7C0Y5	Q9BZG1;C9JBF9;E7ES50;H7C0Y5;K7EIF1;K7EJW6;Q96P73;V9GY60	H7C0Y5_HUMAN	CSNK1E	Casein kinase 1 epsilon (Fragment)	4219.08	3076.32	4219.21		4804.66	3828.82	4204.67	4252.72	4293.24	3478.09	3739.8	4583.62	4898.48		4171.35	4623.91	3855.8	3950.63	3828.64		6233.69					6141.76	3094.12	4487.23		4173.91	3395.1	
H7C151	Q9NXG6;A0A0C4DGS6;H7C151	H7C151_HUMAN	TP53BP1	Tumor protein p53 binding protein 1 (Fragment)			1068.51			1521.85	1038.2	1249.73	1602.86	1623.81	1231.9	1467.58	1355.24		1486.37	1521.84	1404.49	1264.46	1701.67													
H7C2K6	A0A0C4DH22;A0A1B0GTW6;H7C2K6	H7C2K6_HUMAN	EPB41L1	Erythrocyte membrane protein band 4.1 like 1 (Fragment)							489.14	768.164	483.629	709.581	823.583		888.573		662.17	588.337	1035.02	899.378	687.197													
H7C3C4	H7C3C4	H7C3C4_HUMAN	SLC4A7	Anion exchange protein (Fragment)	3633.71		2325.07			4022.22	3736.41	3462.69	3394.3	3730.16	3555.33	3403.13	3153.58		3228.62	4106.8	3972.27	3950.6	3600.29							4323.12				4440.41		2144.88
H7C3M6	H7C3M6	H7C3M6_HUMAN	FAM78B	Family with sequence similarity 78 member B (Fragment)	2063.52	2398.09	3016.66		3235.88		2569.92	2101.71	2609.09	2539.64	2689.69	2593.25	2563.26		2631.7	2637.38	2752.18	2165.4	2583.16								3021.32					3323.77
H7C4E5	H7C4E5	H7C4E5_HUMAN	COX17	Cytochrome c oxidase copper chaperone COX17 (Fragment)							908.264	927.79	908.258	559.17		710.83	548.08		803.184	903.207	1031.01	884.844	740.734													
I3L1S9	Q99801;H3BP15;H3BSZ2;H3BTN7;I3L1S9	I3L1S9_HUMAN	ARHGAP17	Rho GTPase activating protein 17							1920.03	2923.24	2245.62	2117.27	1829.58	2064	2279.19		1604.45	1847.97	2009.79	2351.65	2001.5													
I3L3Q4	I3L3Q4	I3L3Q4_HUMAN	GLOD4	Glyoxalase domain containing 4 (Fragment)	5128.25	4614.52	4560.82		5554.94	4504.15	4528.02	4549.87	4664.56	4653.15	4056.04	4103.41	4627.1		5110.17	5076.67	4763.33	5164.25	5106.15							6579.82	4187.69	4010.32	2277.26		4176.34	
J3KMW2	Q92925;A0A8V8TLC8;A0A8V8TLF2;A0A8V8TLV0;J3KMW2	J3KMW2_HUMAN	VTI1B	Vesicle transport through interaction with t-SNAREs 1B		4359.61			3408.08		3461.76	3483.55	3130.64	3577.81	3275.78	3253.39	3101.74		3441.54	3787.93	3735.2	3609.47	3503.22								6997.38				3384.45	
J3KMZ9	P55196;A8MPX8;J3KMZ9;Q5TIA5;A0A804HJ19;H0Y8U7;H0Y947	J3KMZ9_HUMAN	LDLR	Low density lipoprotein receptor (Fragment)		4409.63	1422.1			1879.78	1417.59	1588.55			1463.81	1710.92	1363.54		1516.14	1748.32	1504.52	1703.67	1776.66								2126.45					
J3KN66	J3KN66	J3KN66_HUMAN	TOR1AIP1	Torsin 1A interacting protein 1					1105.1	1663.8	385.279	431.712		462.217		518.368	1068.04		578.028	400.257	377.493	355.777	524.443		1737.64							1949.94	2726.18	600.532		2066.44
J3KP58	J3KP58	J3KP58_HUMAN	CLIP1	CAP-Gly domain containing linker protein 1			3824.4		5094.13	5598.31	4208.47	3613.2	4637.37	4618.63	3772.41	5311.64	4150.08		3893.98	3227.33	3736.02	3482.12				7668.35	4153.86		8537.4		5270.79		3483.44			5982.87
J3KTD8	J3KTD8	J3KTD8_HUMAN	CBFB	Core-binding factor subunit beta (Fragment)							544.93		206.492	961.608	470.135	439.978	353.864		410.23	716.529	530.305	702.016	834.72													
J3QL03	Q9BZE9;J3KRY7;J3QL03;J3QR11	J3QL03_HUMAN	SKA2	Spindle and kinetochore-associated protein 2 (Fragment)								2578.43	3656.4	1556.29		1562.31	1457.67		3124.12	2835.47	2264.58	2594.98	2573.53							7009.61						
J3QLH4	P62195;A0A994J6G7;J3KRN9;J3QLH4;J3QRR2;J3QRV8;J3QSA8	J3QLH4_HUMAN	NAE1	NEDD8 activating enzyme E1 subunit 1 (Fragment)	4687.51	5196.85	3376.31		6246.53	6146.29	6209.21	6291.76	6525.65	6615.73	6038.32	5914.87	6955.56		6692.25	6689.09	6855.92	5946.02	6118.62			1943.71	10564				6083.8		4135.16	5488.85		6817.96
J3QRS6	Q9NZ52;B7WPJ3;J3QRP2;J3QRS6	J3QRS6_HUMAN	IMPACT	Impact RWD domain protein (Fragment)							1207.3	1594	1028.21		1178.6	1512.24	953.535		1009.45	1204.03	1042.21	1200.7	1206.29													
K7EIU7;K7EJ19;K7EQ35	K7EIU7;K7EJ19;K7EQ35	K7EIU7_HUMAN;K7EJ19_HUMAN;K7EQ35_HUMAN	NARS1	Asparaginyl-tRNA synthetase 1 (Fragment)			3963.54		3119.75		2955.98	2384.83	2649.03	3347.8	1931.85		3933.74		2593.58	2601.44	2289.71		1759.52										5361.9			
K7EJU7	Q6NYC1;B2RNG4;K7EJU7	K7EJU7_HUMAN	BCAS3	BCAS3 microtubule associated cell migration factor (Fragment)							1084.54	1011.76	1380.23	1144.93	1657.41	1199.23	1279.47		1205.2	1350.23	1020.8	1246.28	1197.67													
K7EKZ2;K7EQZ3	K7EKZ2;K7EQZ3	K7EKZ2_HUMAN;K7EQZ3_HUMAN		Uncharacterized protein (Fragment)		775.071					585.118		481.102		723.748	397.312	708.894		600.956	688.85	540.907	540.824	777.837													
K7EL81	K7EL81	K7EL81_HUMAN	PPP1R12C	Protein phosphatase 1 regulatory subunit 12C (Fragment)								983.131	833.842	1077.78	1146.17	978.014	786.058		1139.58	1277.91	1036.64	1157.6	804.498													
K7ELC7	Q08117;K7ELC7;K7EQH3	K7ELC7_HUMAN	RPL27	60S ribosomal protein L27 (Fragment)	3293.93	3170.39	2204.89		2206.7	2029.32	2520.65	2360.73	2566.91	3584.6	2615.99	2831.43	3446.22		3049.46	3059.87	2971.21	2947.33	3168.24						2281.75		3667.65		3839.16	3891.52	3306.67	5175.04
K7ELW0	P54725;A0A494C0B2;K7ELW0;K7ENI9	K7ELW0_HUMAN	PARK7	Parkinsonism associated deglycase	19131.3	16773.2	16978		17785.7	19301.4	17690.4	17238	16915.8	17238.4	14394.4	16629.9	18912.6		14888	19037.2	15534.9	16304.5	18858.3		9725.69	16114.9	21454.8	16121.7	14113.5	20477	16552.4	21269.9	18303.2	16924.2	20777.9	17316.1
K7EML6	Q9UK45;K7EML6;K7ENY2	K7EML6_HUMAN	PPP1R13L	Protein phosphatase 1 regulatory subunit 13 like (Fragment)	5353.13	5020.26	4389.21		5780.55	6486.86	4632.83	4223.39	4855.81	4892.33	3244.58	4763.04	4972.57		5110.26	4942.89	5016.7	5482.41	4822.37								4855.54		7964.54			6678.89
K7ENF0	K7ENF0	K7ENF0_HUMAN	NARS1	Asparaginyl-tRNA synthetase 1							1625.83						1414.9		1576.87	1602.02	1259.78	1272.78	1474.66													
K7EP06	P07992;K7EP06;K7ES44	K7EP06_HUMAN	RNMT	mRNA (guanine-N(7))-methyltransferase	5411.51	6460.73	3785.56		4583.23	4214.77	4289.8	3758.48	3313.21	3954.68	3735.95	3891.17	3559.9		3947.48	3420.33	3574.15	3769.79	3963.85				7456.56			5294.53					9361.1	4719.97
K7EQT8	O95707;K7EQT8;K7ERD7;K7ESH7	K7EQT8_HUMAN	HAUS1	HAUS augmin like complex subunit 1	2778.66	2065.28	4244.81		3469.81	2482.2	2726.16	3014.44	2779.5	3150.18	2584.02	4019.33	3077.06		3039.61	3271.44	2970.51	3357.25	3531.17												1755.57	1548.96
L0R6Q1	L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	22794.5	23451.5	21245.5		18897.6	22542.8	21966	22727.9	22152.1	24577.7	24437.5	22950.9	21535.1		21476.7	20934.7	20260.2	22009.2	21972.6		21106.9	18897.1	21817.6	31015.1	22984.1	22646.6	22409	23794.3	19691.2	16144.5	25668.8	19622.7
L0R819	L0R819;U3KQ49;U3KQP1;U3KQP6	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	2125.73	3061.15				2615.47	1791.74	1674.58	1989.96	2205.41	1532.86	2045.98	1952.85		1871.16	1927.98	1647.63	1915.9	2122.17		5763.94									2664.81		
L0R8F8	L0R8F8	MIDUO_HUMAN	MIEF1	Mitochondrial ribosome and complex I assembly factor AltMIEF1	6944.94	8809.35	9857.29		5489.52	8372.44	7137.64	6316.01	6515.15	6108.84	6726.78	6086.26	5660.86		6990.13	6523.97	6475.55	6783.09	6067.43								4365.52	6657.31	6756.67		5986.3	9172.38
M0QXS5	P22415;Q15853;B1AQP1;B4DL54;M0QXS5;E9PME6;H0YD59;M0QYU5;M0R1C4	M0QXS5_HUMAN	HNRNPL	Heterogeneous nuclear ribonucleoprotein L (Fragment)							2712.07	1896.52	2242.5	1884.12	2430.32	2804.23	2384.66		2152.04	1585.01	2116.03	2523.83	2237.05											2096.19	3521.21	
M0QZM1	M0QZM1	M0QZM1_HUMAN	HNRNPM	Heterogeneous nuclear ribonucleoprotein M (Fragment)	7959.18	7304.6	7259.45		7485.26	9325.55	9527.25	10467	11454.7	9303.81	10506.7	9774.5	9925.04		11136.2	10605.1	11166.1	11799.6	11192.2				5185.3	6945.29	10788.1	12638.5	6679.03	3325.45	7669.26	5040.79	3656.31	9901.1
M0R0H4;M0R0Y2;M0R1H9	Q03405;M0QX22;M0QYR3;M0R0H4;M0R0Y2;M0R1H9;M0R2E8	M0R0H4_HUMAN;M0R0Y2_HUMAN;M0R1H9_HUMAN	BRD4;NAPA;RABAC1	Bromodomain containing 4 (Fragment)	1040.11		2320.72				962.467	548.224	837.482	876.321	824.139	710.344	953.186		727.362	864.353	1048.42	916.186										2631.87				
M0R221	Q9BQ48;M0R221	M0R221_HUMAN	SNRPA	U1 small nuclear ribonucleoprotein A (Fragment)	9807.4	9125.37	8571.82		9271.15	8177.03	8169.52	6896.66	6675.91	7203.13	6998.39	6795.35	9558.24		8225.8	8105.91	7180.66	8734.78	7716.05				9112.04	9176.49			7760.56	8706.03	13643.3	7631.41	6922.52	6909.29
M0R2K9;M0R2Q6	M0R2K9;M0R2Q6	M0R2K9_HUMAN;M0R2Q6_HUMAN	FKBP8	peptidylprolyl isomerase (Fragment)							6695.2	6721.54	6947.99	6772.65	6213.86	6895.93	7040.87		8611.03	7516.22	8113.41	6657.44	7458.76						6323.31							
O00115	O00115;A0A8V8TNK3;K7ENE5	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	21170.3	19834	19665.8		19113.8	18892.1	19906.3	20527.7	20121.2	20666.5	20339.8	20128.8	23164		21952.4	21717	21770.8	20788.6	21930.2		19931.6	24383.2	25325.8	18504.4	21810.5	21463.8	22907.6	20138.7	18643.9	22999.9	20238.1	20900.5
O00139	O00139;A0A6Q8PFA6;A0A6Q8PG37;A0A6Q8PGG1;A0A6Q8PGH7;A0A6Q8PH57;D6R9M0	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	9648.96	10444	10618		10906.4	11419.5	11307.2	11457.2	11247.7	11030.1	11465.7	12203.1	11104.7		10971.3	11391.5	11903.2	11162	11281.7		15941.2	14187.4	14019.9	6461.72	20135.6	14846.4	14003.4	11668.7	12076.5	9937.48	11542	9989.42
O00141	O00141;A0A7P0PE46;H3BP77;A0A0A0MSY6;A0A7I2V5S4;A0A7P0MLU2;J3KS73	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1							518.552	1171.77	809.963	931.286	570.537	749.436	986.368		910.251	712.704	718.377	796.175	820.943													
O00148	O00148;K7EQN7;A0A0D9SEM9	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	71797.6	70522.5	69377.9		75639.9	77959.4	73033.3	74918.1	74129.6	77047.6	76263.9	72329.9	77629.2		77804.3	75698.1	78704.2	77125.5	78338.7		66473.9	62237.3	66875.4	81070.1	65838.5	67915.9	75898.4	70735.9	70089.6	77543.8	67721.4	72091.5
O00151	O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	11520.6	11301	12016.5		15555.5	12354.9	15248.6	15452.7	15872.3	15877	15239.2	14392.3	15355.8		14986.5	14054.4	15360.9	14131.3	14536.7		20783.2	13096.7	12731.2	14546.8	20125	12704.3	11858.7	13703	12696.7	10889.9	9949.68	11481.2
O00154	O00154;K7EKP8	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	7295.69	8865.5	5844.17		8724.04	8915.09	8610.45	8194.6	7925.61	8083.6	8644.68	8942.07	10531.5		8901.85	9749.21	9443.56	9206.7	9585.34		6118.69			8744.29			12522.7	5277.44	6037.6	9221.39	7874.53	9132.68
O00159	O00159;F5H6E2	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	19376.7	19188.6	21356		20468.3	20401.5	19781.6	19934.9	19972.1	20544.9	20513.1	20690.9	22259.4		20826	19900.3	19796.4	19935.5	19902.8		20156.6	24944.7	17915.3	19571.8	26107.6	22502.4	19696.7	21171.4	19013.6	23408.4	20193.3	19991.5
O00161	O00161;H3BP15;H3BV99;H3BM38;H3BQY9;H3BR18;H3BNE1;H3BPJ0;H3BR99	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23					2907.17	1868.82	1460.55	1795.71	1185.97	1845.17	1815.49	1635.42	1546.96		1432.29	1999.94	1788.95	1539.09	1591.34													
O00165	O00165;A0A8V8TLX9;Q5VYD6;E9PIQ7	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1			1555.88			2435.13	2505.08	3149.34	2733.24	2290.63	2745.58	2512.51	2439.77		2414.33	2897.67	2877.58	3294.66	3041.79													
O00170	O00170;A0A804HKH9;E9PMH2;A0A804HIX8;A0A804HJ38;A0A804HJ46;A0A804HKK3;A0A804HKL7;V9GYQ3	AIP_HUMAN	AIP	AH receptor-interacting protein	7174.78	9154.3	7171.4		8593.49	7211.67	7276.35	7237.26	7191.04	7249.74	7399.37	8100.08	8379.96		7809.5	8332.04	8627.13	7987.09	8119.13		13105.8	12363.1	5795.6	36366.6	12419.3	9943.02	9617.8	6758.65	9797.55	9064.42	11038	9013.85
O00178	O00178;F5H257;F5H716	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	4660.19	7103.42	6109.1		5408.43	4873.3	7678.45	8477.46	9775.9	7055.58	8439.98	6482.35	8609.3		6102.75	5516.17	5408.24	5700.7	5280.22				6300.92			9697.63		6996.29	6580.83	7960.62	6593.13	6361.52
O00180	O00180	KCNK1_HUMAN	KCNK1	Potassium channel subfamily K member 1							1078.15	1407.26	1552.26	1437.39	1606.66	1496.71	1401.27		1202.17	1146.52	1316.61	1370.9	1247.79													
O00186	O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	5056.26	4565.73	5516.69		4253.37	4270.93	5370.75	5130.3	5394.02	5324.54	4959.33	4868.49	4683.7		4868.84	5191.5	5233.55	5222.92	5141.31		5640.24		8399.2			6580.07	4017.37	5141.74	5221.2	6429.63	6326.63	5970.63
O00189	O00189;C9IZL5;C9JC87;C9JMG3;C9JWL4;F8WCR6;H0Y6K1	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1		3833.45					3340.89	4151.35	2686.55	4357.75	3235.92	3076.84	2626.94		3732.19	3574.26	2455.07	3618.25	4038.4					3671.51								
O00193	O00193;E9PM92;E9PRZ9	SMAP_HUMAN	SMAP	Small acidic protein															374.673	387.308	903.108	567.229	931.709													
O00194	O00194;K7ES39	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B					4125.2		2413.24	2683.85	2156.69	2567.5	2275.25	2084.17	2617.14		2256.5	2064.11	1974.12	2353.35	2188							5631.35		3792.85		2218.04	4177.03	
