Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Spectral Count	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Spectral Count	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Spectral Count	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Spectral Count	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Spectral Count	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Spectral Count	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Unique Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Unique Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Unique Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Unique Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Unique Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Unique Intensity	Hela_10ng_DDA_8-3-2023_S1-D1_2074 Total Intensity	Hela_1250ng_DDA_8-3-2023_S1-G1_2077 Total Intensity	Hela_2500pg_DDA_8-3-2023_S1-F1_2076 Total Intensity	Hela_310pg_DDA_8-3-2023_S1-A1_2079 Total Intensity	Hela_5ng_DDA_8-4-2023_S1-D1_2083 Total Intensity	Hela_625pg_DDA_8-3-2023_S1-H1_2078 Total Intensity	Indistinguishable Proteins
sp|Q9NY93|DDX56_HUMAN	Q9NY93	DDX56_HUMAN	DDX56	547	6.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX56	1	0.999	3	7	7	7	3	1	1	0	2	0	3	1	1	0	2	0	3	1	1	0	2	0	26736.734	3663.29	5351.5654	0	13409.469	0	26736.734	3663.29	5351.5654	0	13409.469	0	26736.734	3663.29	5351.5654	0	13409.469	0	
sp|Q9NYB0|TE2IP_HUMAN	Q9NYB0	TE2IP_HUMAN	TERF2IP	399	7.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Telomeric repeat-binding factor 2-interacting protein 1	1	0.999	2	4	4	4	3	0	1	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	18094.152	0	3126.9094	0	0	0	18094.152	0	3126.9094	0	0	0	18094.152	0	3126.9094	0	0	0	
sp|Q9NYH9|UTP6_HUMAN	Q9NYH9	UTP6_HUMAN	UTP6	597	5.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	U3 small nucleolar RNA-associated protein 6 homolog	1	0.999	2	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	19993.633	0	3447.5745	0	0	0	19993.633	0	3447.5745	0	0	0	19993.633	0	3447.5745	0	0	0	
sp|Q9NYJ1|COA4_HUMAN	Q9NYJ1	COA4_HUMAN	COA4	87	33.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial"	1	0.9989	3	10	10	10	4	1	3	0	2	0	4	1	3	0	2	0	4	1	3	0	2	0	24666.35	4675.059	10478.697	0	5939.168	0	24666.35	4675.059	10478.697	0	5939.168	0	24666.35	4675.059	10478.697	0	5939.168	0	
sp|Q9NYK5|RM39_HUMAN	Q9NYK5	RM39_HUMAN	MRPL39	338	11.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	"39S ribosomal protein L39, mitochondrial"	1	0.9989	3	4	4	4	3	0	1	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	20238.13	6049.78	8461.736	0	0	0	20238.13	6049.78	8461.736	0	0	0	20238.13	6049.78	8461.736	0	0	0	
sp|Q9NYL4|FKB11_HUMAN	Q9NYL4	FKB11_HUMAN	FKBP11	201	10.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP11	1	0.9989	2	5	5	5	2	1	2	0	0	0	2	1	2	0	0	0	2	1	2	0	0	0	58705.184	10155.746	19629.135	0	12635.676	3396.3193	58705.184	10155.746	19629.135	0	12635.676	3396.3193	58705.184	10155.746	19629.135	0	12635.676	3396.3193	
sp|Q9NZ45|CISD1_HUMAN	Q9NZ45	CISD1_HUMAN	CISD1	108	32.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	CDGSH iron-sulfur domain-containing protein 1	1	0.999	3	12	12	12	6	1	4	0	1	0	6	1	4	0	1	0	6	1	4	0	1	0	21779.236	6398.5503	12898.102	0	7802.149	2535.1484	21779.236	6398.5503	12898.102	0	7802.149	2535.1484	21779.236	6398.5503	12898.102	0	7802.149	2535.1484	
sp|Q9NZ63|TLS1_HUMAN	Q9NZ63	TLS1_HUMAN	C9orf78	289	11.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Telomere length and silencing protein 1 homolog	1	0.999	2	4	4	4	3	0	0	0	1	0	3	0	0	0	1	0	3	0	0	0	1	0	11587.363	4253.953	6359.3276	0	5188.951	0	11587.363	4253.953	6359.3276	0	5188.951	0	11587.363	4253.953	6359.3276	0	5188.951	0	
sp|Q9NZL9|MAT2B_HUMAN	Q9NZL9	MAT2B_HUMAN	MAT2B	334	20.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methionine adenosyltransferase 2 subunit beta	1	0.999	6	19	19	19	7	3	5	0	4	0	7	3	5	0	4	0	7	3	5	0	4	0	167713.58	26355.016	50043.844	0	38313.203	12665.139	167713.58	26355.016	50043.844	0	38313.203	12665.139	167713.58	26355.016	50043.844	0	38313.203	12665.139	
sp|Q9NZT2|OGFR_HUMAN	Q9NZT2	OGFR_HUMAN	OGFR	677	14.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Opioid growth factor receptor	1	0.999	5	23	23	23	7	4	5	0	7	0	7	4	5	0	7	0	7	4	5	0	7	0	26939.115	2250.9106	6693.7544	0	7690.291	0	26939.115	2250.9106	6693.7544	0	7690.291	0	26939.115	2250.9106	6693.7544	0	7690.291	0	
sp|Q9NZZ3|CHMP5_HUMAN	Q9NZZ3	CHMP5_HUMAN	CHMP5	219	10.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Charged multivesicular body protein 5	1	0.9981	2	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	102673.98	0	29482.736	0	13683.027	0	102673.98	0	29482.736	0	13683.027	0	102673.98	0	29482.736	0	13683.027	0	
sp|Q9P000|COMD9_HUMAN	Q9P000	COMD9_HUMAN	COMMD9	198	24.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	COMM domain-containing protein 9	1	0.999	4	10	10	10	4	1	3	0	2	0	4	1	3	0	2	0	4	1	3	0	2	0	61002.883	7612.595	17494.57	0	9588.317	0	61002.883	7612.595	17494.57	0	9588.317	0	61002.883	7612.595	17494.57	0	9588.317	0	
sp|Q9P013|CWC15_HUMAN	Q9P013	CWC15_HUMAN	CWC15	229	14.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spliceosome-associated protein CWC15 homolog	1	0.999	3	6	6	6	3	0	2	0	1	0	3	0	2	0	1	0	3	0	2	0	1	0	125811.89	18837.709	13022.415	0	51596.113	1747.7571	125811.89	18837.709	13022.415	0	51596.113	1747.7571	125811.89	18837.709	13022.415	0	51596.113	1747.7571	
sp|Q9P015|RM15_HUMAN	Q9P015	RM15_HUMAN	MRPL15	296	22.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	"39S ribosomal protein L15, mitochondrial"	1	0.999	6	9	9	9	6	2	1	0	0	0	6	2	1	0	0	0	6	2	1	0	0	0	52504.99	2954.0955	26529.15	0	15198.623	0	52504.99	2954.0955	26529.15	0	15198.623	0	52504.99	2954.0955	26529.15	0	15198.623	0	
sp|Q9P016|THYN1_HUMAN	Q9P016	THYN1_HUMAN	THYN1	225	10.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Thymocyte nuclear protein 1	1	0.9985	3	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	33507.97	0	5521.458	0	4153.7236	0	33507.97	0	5521.458	0	4153.7236	0	33507.97	0	5521.458	0	4153.7236	0	
sp|Q9P0V3|SH3B4_HUMAN	Q9P0V3	SH3B4_HUMAN	SH3BP4	963	10.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	SH3 domain-binding protein 4	1	0.999	9	11	11	11	10	1	0	0	0	0	10	1	0	0	0	0	10	1	0	0	0	0	41980.133	6610.065	17390.826	0	12540.48	3480.3594	41980.133	6610.065	17390.826	0	12540.48	3480.3594	41980.133	6610.065	17390.826	0	12540.48	3480.3594	
sp|Q9P0V9|SEP10_HUMAN	Q9P0V9	SEP10_HUMAN	SEPTIN10	454	12.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Septin-10	1	0.999	4	12	12	12	6	1	3	0	2	0	6	1	3	0	2	0	6	1	3	0	2	0	50207.26	6233.211	20243.078	0	12670.728	0	50207.26	6233.211	20243.078	0	12670.728	0	50207.26	6233.211	20243.078	0	12670.728	0	
sp|Q9P206|K1522_HUMAN	Q9P206	K1522_HUMAN	KIAA1522	1035	3.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein KIAA1522	1	0.999	2	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	24731.83	0	0	0	0	0	24731.83	0	0	0	0	0	24731.83	0	0	0	0	0	
sp|Q9P287|BCCIP_HUMAN	Q9P287	BCCIP_HUMAN	BCCIP	314	14.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	BRCA2 and CDKN1A-interacting protein	1	0.999	4	8	8	8	6	0	1	0	1	0	6	0	1	0	1	0	6	0	1	0	1	0	52798.67	8865.278	18469.57	0	10761.333	0	52798.67	8865.278	18469.57	0	10761.333	0	52798.67	8865.278	18469.57	0	10761.333	0	
sp|Q9P2B2|FPRP_HUMAN	Q9P2B2	FPRP_HUMAN	PTGFRN	879	9.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prostaglandin F2 receptor negative regulator	1	0.999	8	14	14	14	8	2	1	0	3	0	8	2	1	0	3	0	8	2	1	0	3	0	60384.457	21652.967	29599.508	0	19068.521	5452.868	60384.457	21652.967	29599.508	0	19068.521	5452.868	60384.457	21652.967	29599.508	0	19068.521	5452.868	
sp|Q9P2B4|CT2NL_HUMAN	Q9P2B4	CT2NL_HUMAN	CTTNBP2NL	639	8	Homo sapiens OX=9606	1:Experimental evidence at protein level	CTTNBP2 N-terminal-like protein	1	0.9987	4	8	8	8	6	1	0	0	1	0	6	1	0	0	1	0	6	1	0	0	1	0	44438.777	3430.5652	0	0	0	0	44438.777	3430.5652	0	0	0	0	44438.777	3430.5652	0	0	0	0	
sp|Q9P2N5|RBM27_HUMAN	Q9P2N5	RBM27_HUMAN	RBM27	1060	3.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 27	1	0.9988	3	3	3	8	3	0	0	0	0	0	3	0	0	0	0	0	4	2	1	0	1	0	25735.656	0	0	0	0	0	25735.656	0	0	0	0	0	29162.541	3878.96	8231.467	0	8558.59	0	
sp|Q9P2R3|ANFY1_HUMAN	Q9P2R3	ANFY1_HUMAN	ANKFY1	1169	8.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rabankyrin-5	1	0.999	6	7	7	7	7	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	39965.81	0	14173.3955	0	0	0	39965.81	0	14173.3955	0	0	0	39965.81	0	14173.3955	0	0	0	
sp|Q9P2R7|SUCB1_HUMAN	Q9P2R7	SUCB1_HUMAN	SUCLA2	463	9.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"	1	0.9988	4	6	6	6	3	0	3	0	0	0	3	0	3	0	0	0	3	0	3	0	0	0	71322.67	18025.73	34115.934	0	35674.82	4492.7856	71322.67	18025.73	34115.934	0	35674.82	4492.7856	71322.67	18025.73	34115.934	0	35674.82	4492.7856	
sp|Q9UBB5|MBD2_HUMAN	Q9UBB5	MBD2_HUMAN	MBD2	411	10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methyl-CpG-binding domain protein 2	1	0.9982	3	4	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	65690.87	0	6558.7007	0	0	0	65690.87	0	6558.7007	0	0	0	65690.87	0	6558.7007	0	0	0	
sp|Q9UBC2|EP15R_HUMAN	Q9UBC2	EP15R_HUMAN	EPS15L1	864	12	Homo sapiens OX=9606	1:Experimental evidence at protein level	Epidermal growth factor receptor substrate 15-like 1	1	0.999	7	11	11	11	6	1	3	0	1	0	6	1	3	0	1	0	6	1	3	0	1	0	23276.21	0	6504.7656	0	3244.374	0	23276.21	0	6504.7656	0	3244.374	0	23276.21	0	6504.7656	0	3244.374	0	
sp|Q9UBD5|ORC3_HUMAN	Q9UBD5	ORC3_HUMAN	ORC3	711	4.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	Origin recognition complex subunit 3	1	0.999	3	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	37488.39	0	3557.9568	0	0	0	37488.39	0	3557.9568	0	0	0	37488.39	0	3557.9568	0	0	0	
sp|Q9UBF2|COPG2_HUMAN	Q9UBF2	COPG2_HUMAN	COPG2	871	5.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Coatomer subunit gamma-2	1	0.999	4	3	3	10	3	0	0	0	0	0	3	0	0	0	0	0	7	1	1	0	1	0	9437.814	0	0	0	0	0	9437.814	0	0	0	0	0	0	11244.512	0	0	40226.234	6270.6914	
sp|Q9UBG0|MRC2_HUMAN	Q9UBG0	MRC2_HUMAN	MRC2	1479	1.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	C-type mannose receptor 2	1	0.999	2	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	19854.29	2402.3662	6257.9795	0	0	0	19854.29	2402.3662	6257.9795	0	0	0	19854.29	2402.3662	6257.9795	0	0	0	
sp|Q9UBI6|GBG12_HUMAN	Q9UBI6	GBG12_HUMAN	GNG12	72	66.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	1	0.999	4	15	15	15	3	3	5	0	4	0	3	3	5	0	4	0	3	3	5	0	4	0	121949.17	22890.934	50463	0	53491.62	4315.749	121949.17	22890.934	50463	0	53491.62	4315.749	121949.17	22890.934	50463	0	53491.62	4315.749	
sp|Q9UBK8|MTRR_HUMAN	Q9UBK8	MTRR_HUMAN	MTRR	698	10.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methionine synthase reductase	1	0.999	5	11	11	11	7	1	3	0	0	0	7	1	3	0	0	0	7	1	3	0	0	0	51065.305	8306.811	27695.008	0	16468.223	0	51065.305	8306.811	27695.008	0	16468.223	0	51065.305	8306.811	27695.008	0	16468.223	0	
sp|Q9UBP6|TRMB_HUMAN	Q9UBP6	TRMB_HUMAN	METTL1	276	19.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	tRNA (guanine-N(7)-)-methyltransferase	1	0.999	2	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	21417.547	2639.3408	5670.036	0	2684.0747	0	21417.547	2639.3408	5670.036	0	2684.0747	0	21417.547	2639.3408	5670.036	0	2684.0747	0	
sp|Q9UBU8|MO4L1_HUMAN	Q9UBU8	MO4L1_HUMAN	MORF4L1	362	10.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mortality factor 4-like protein 1	1	0.9988	3	4	3	4	3	0	0	0	1	0	2	0	0	0	1	0	3	0	0	0	1	0	15148.451	0	0	0	0	0	6013.629	0	0	0	0	0	15148.451	0	0	0	0	0	
sp|Q9UBV8|PEF1_HUMAN	Q9UBV8	PEF1_HUMAN	PEF1	284	6.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peflin	1	0.9988	2	7	7	7	3	0	2	0	2	0	3	0	2	0	2	0	3	0	2	0	2	0	52494.2	12795.338	22797.896	0	26646.043	0	52494.2	12795.338	22797.896	0	26646.043	0	52494.2	12795.338	22797.896	0	26646.043	0	
sp|Q9UBX3|DIC_HUMAN	Q9UBX3	DIC_HUMAN	SLC25A10	287	29.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial dicarboxylate carrier	1	0.999	8	14	14	14	6	1	3	0	4	0	6	1	3	0	4	0	6	1	3	0	4	0	84060.66	11981.496	25884.613	0	17011.23	5138.827	84060.66	11981.496	25884.613	0	17011.23	5138.827	84060.66	11981.496	25884.613	0	17011.23	5138.827	
sp|Q9UDR5|AASS_HUMAN	Q9UDR5	AASS_HUMAN	AASS	926	3	Homo sapiens OX=9606	1:Experimental evidence at protein level	"Alpha-aminoadipic semialdehyde synthase, mitochondrial"	1	0.999	2	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	21025.02	0	0	0	0	0	21025.02	0	0	0	0	0	21025.02	0	0	0	0	0	
sp|Q9UDY2|ZO2_HUMAN	Q9UDY2	ZO2_HUMAN	TJP2	1190	2.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tight junction protein ZO-2	1	0.999	3	4	4	4	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	21090.41	0	0	0	0	0	21090.41	0	0	0	0	0	21090.41	0	0	0	0	0	
sp|Q9UEW8|STK39_HUMAN	Q9UEW8	STK39_HUMAN	STK39	545	4.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	STE20/SPS1-related proline-alanine-rich protein kinase	1	0.999	2	3	3	3	2	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	42381.42	0	6224.7803	0	0	0	42381.42	0	6224.7803	0	0	0	42381.42	0	6224.7803	0	0	0	
sp|Q9UEY8|ADDG_HUMAN	Q9UEY8	ADDG_HUMAN	ADD3	706	4.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gamma-adducin	1	0.9987	3	6	6	6	3	0	1	0	2	0	3	0	1	0	2	0	3	0	1	0	2	0	19978.902	10378.942	14758.51	0	21364.955	0	19978.902	10378.942	14758.51	0	21364.955	0	19978.902	10378.942	14758.51	0	21364.955	0	
sp|Q9UFW8|CGBP1_HUMAN	Q9UFW8	CGBP1_HUMAN	CGGBP1	167	18	Homo sapiens OX=9606	1:Experimental evidence at protein level	CGG triplet repeat-binding protein 1	1	0.999	3	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	69715.41	0	10075.439	0	3864.794	0	69715.41	0	10075.439	0	3864.794	0	69715.41	0	10075.439	0	3864.794	0	
sp|Q9UG63|ABCF2_HUMAN	Q9UG63	ABCF2_HUMAN	ABCF2	623	13.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-binding cassette sub-family F member 2	1	0.999	8	16	16	16	7	2	3	0	4	0	7	2	3	0	4	0	7	2	3	0	4	0	74436.82	19150.473	32271.086	0	33464.297	2495.8848	74436.82	19150.473	32271.086	0	33464.297	2495.8848	74436.82	19150.473	32271.086	0	33464.297	2495.8848	
sp|Q9UGP8|SEC63_HUMAN	Q9UGP8	SEC63_HUMAN	SEC63	760	7.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translocation protein SEC63 homolog	1	0.999	6	9	9	9	4	0	3	0	2	0	4	0	3	0	2	0	4	0	3	0	2	0	79948.125	12701.525	22184.781	0	19242.535	0	79948.125	12701.525	22184.781	0	19242.535	0	79948.125	12701.525	22184.781	0	19242.535	0	
sp|Q9UGV2|NDRG3_HUMAN	Q9UGV2	NDRG3_HUMAN	NDRG3	375	9.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein NDRG3	1	0.999	3	8	8	8	4	0	3	0	1	0	4	0	3	0	1	0	4	0	3	0	1	0	86238.23	15640.353	29628.965	0	20729.809	6981.135	86238.23	15640.353	29628.965	0	20729.809	6981.135	86238.23	15640.353	29628.965	0	20729.809	6981.135	
sp|Q9UH62|ARMX3_HUMAN	Q9UH62	ARMX3_HUMAN	ARMCX3	379	25.9	Homo sapiens OX=9606	1:Experimental evidence at protein level	Armadillo repeat-containing X-linked protein 3	1	0.999	6	11	11	11	8	0	0	0	3	0	8	0	0	0	3	0	8	0	0	0	3	0	57464.957	0	10782.665	0	0	0	57464.957	0	10782.665	0	0	0	57464.957	0	10782.665	0	0	0	
sp|Q9UH99|SUN2_HUMAN	Q9UH99	SUN2_HUMAN	SUN2	717	2.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	SUN domain-containing protein 2	1	0.9989	2	6	6	6	1	0	1	0	4	0	1	0	1	0	4	0	1	0	1	0	4	0	115725.16	8285.121	29012.797	0	53689.39	0	115725.16	8285.121	29012.797	0	53689.39	0	115725.16	8285.121	29012.797	0	53689.39	0	
sp|Q9UHD2|TBK1_HUMAN	Q9UHD2	TBK1_HUMAN	TBK1	729	3.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase TBK1	1	0.9989	2	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	14010.6455	0	0	0	0	0	14010.6455	0	0	0	0	0	14010.6455	0	0	0	0	0	
sp|Q9UHD9|UBQL2_HUMAN	Q9UHD9	UBQL2_HUMAN	UBQLN2	624	7.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquilin-2	1	0.999	4	8	8	18	3	2	1	0	2	0	3	2	1	0	2	0	7	3	4	0	4	0	33939.117	14632.324	20013.89	0	21570.383	0	33939.117	14632.324	20013.89	0	21570.383	0	72082.42	20744.098	32687.38	0	32151.682	2274.9531	
sp|Q9UI10|EI2BD_HUMAN	Q9UI10	EI2BD_HUMAN	EIF2B4	523	8.8	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translation initiation factor eIF-2B subunit delta	1	0.999	3	5	5	5	4	0	1	0	0	0	4	0	1	0	0	0	4	0	1	0	0	0	30205.197	0	0	0	0	0	30205.197	0	0	0	0	0	30205.197	0	0	0	0	0	
sp|Q9UI26|IPO11_HUMAN	Q9UI26	IPO11_HUMAN	IPO11	975	2.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Importin-11	1	0.9988	2	3	3	3	3	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	19738.75	0	3818.0469	0	0	0	19738.75	0	3818.0469	0	0	0	19738.75	0	3818.0469	0	0	0	
sp|Q9UIA9|XPO7_HUMAN	Q9UIA9	XPO7_HUMAN	XPO7	1087	12.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-7	1	0.999	12	25	25	25	13	0	5	0	7	0	13	0	5	0	7	0	13	0	5	0	7	0	78063.77	7433.24	31040.34	0	22103.21	6520.923	78063.77	7433.24	31040.34	0	22103.21	6520.923	78063.77	7433.24	31040.34	0	22103.21	6520.923	
sp|Q9UID3|VPS51_HUMAN	Q9UID3	VPS51_HUMAN	VPS51	782	5.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 51 homolog	1	0.999	3	5	5	5	4	0	1	0	0	0	4	0	1	0	0	0	4	0	1	0	0	0	22196.248	0	9263.015	0	3644.5664	0	22196.248	0	9263.015	0	3644.5664	0	22196.248	0	9263.015	0	3644.5664	0	
sp|Q9UIG0|BAZ1B_HUMAN	Q9UIG0	BAZ1B_HUMAN	BAZ1B	1483	7.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tyrosine-protein kinase BAZ1B	1	0.999	8	10	10	10	7	0	1	0	2	0	7	0	1	0	2	0	7	0	1	0	2	0	73825.195	4483.4688	32385.781	0	45298.11	3793.842	73825.195	4483.4688	32385.781	0	45298.11	3793.842	73825.195	4483.4688	32385.781	0	45298.11	3793.842	
sp|Q9UIQ6|LCAP_HUMAN	Q9UIQ6	LCAP_HUMAN	LNPEP	1025	2.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucyl-cystinyl aminopeptidase	1	0.999	2	5	5	5	5	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	47426.414	0	3875.6646	0	0	0	47426.414	0	3875.6646	0	0	0	47426.414	0	3875.6646	0	0	0	
sp|Q9UJ70|NAGK_HUMAN	Q9UJ70	NAGK_HUMAN	NAGK	344	17.4	Homo sapiens OX=9606	1:Experimental evidence at protein level	N-acetyl-D-glucosamine kinase	1	0.999	5	15	15	15	10	1	2	0	2	0	10	1	2	0	2	0	10	1	2	0	2	0	126724.94	8183.275	33232.11	0	18595.11	0	126724.94	8183.275	33232.11	0	18595.11	0	126724.94	8183.275	33232.11	0	18595.11	0	
sp|Q9UJW0|DCTN4_HUMAN	Q9UJW0	DCTN4_HUMAN	DCTN4	460	11.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dynactin subunit 4	1	0.9989	5	8	8	8	6	0	2	0	0	0	6	0	2	0	0	0	6	0	2	0	0	0	63066.164	0	7489.299	0	0	0	63066.164	0	7489.299	0	0	0	63066.164	0	7489.299	0	0	0	
sp|Q9UJX3|APC7_HUMAN	Q9UJX3	APC7_HUMAN	ANAPC7	565	9.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Anaphase-promoting complex subunit 7	1	0.999	4	8	8	8	4	2	1	0	1	0	4	2	1	0	1	0	4	2	1	0	1	0	70563.95	4005.8652	18897.754	0	13867.453	0	70563.95	4005.8652	18897.754	0	13867.453	0	70563.95	4005.8652	18897.754	0	13867.453	0	
sp|Q9UJY1|HSPB8_HUMAN	Q9UJY1	HSPB8_HUMAN	HSPB8	196	12.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heat shock protein beta-8	1	0.9978	2	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	52006.39	15636.206	0	0	0	0	52006.39	15636.206	0	0	0	0	52006.39	15636.206	0	0	0	0	
sp|Q9UK41|VPS28_HUMAN	Q9UK41	VPS28_HUMAN	VPS28	221	17.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 28 homolog	1	0.999	3	6	6	6	5	0	0	0	1	0	5	0	0	0	1	0	5	0	0	0	1	0	16445.66	0	0	0	0	0	16445.66	0	0	0	0	0	16445.66	0	0	0	0	0	
