Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-07_4449.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-07_4462.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-07_4475.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-08_4450.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-08_4463.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-08_4476.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-09_4451.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-09_4464.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-09_4477.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-10_4452.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-10_4465.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-10_4478.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4453.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4466.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4479.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-11_4454.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-11_4467.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_f_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-11_4480.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_10ng_15min_3-18-2024_Slot2-01_4443.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_20ng_15min_3-19-2024_Slot2-01_4456.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c1_bulk_DIA_30ng_15min_3-19-2024_Slot2-01_4469.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_10ng_15min_3-18-2024_Slot2-02_4444.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_20ng_15min_3-19-2024_Slot2-02_4457.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c2_bulk_DIA_30ng_15min_3-19-2024_Slot2-02_4470.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_10ng_15min_3-18-2024_Slot2-03_4445.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_20ng_15min_3-19-2024_Slot2-03_4458.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_c3_bulk_DIA_30ng_15min_3-19-2024_Slot2-03_4471.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_10ng_15min_3-18-2024_Slot2-04_4446.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_20ng_15min_3-19-2024_Slot2-04_4459.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v1_bulk_DIA_30ng_15min_3-19-2024_Slot2-04_4472.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_10ng_15min_3-18-2024_Slot2-05_4447.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_20ng_15min_3-19-2024_Slot2-05_4460.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v2_bulk_DIA_30ng_15min_3-19-2024_Slot2-05_4473.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_10ng_15min_3-18-2024_Slot2-06_4448.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_20ng_15min_3-19-2024_Slot2-06_4461.d	D:\LucyC\20240320_pri_astro_w229E_bulk_SCP_DIA\Lucy_pri_m_astro_v3_bulk_DIA_30ng_15min_3-19-2024_Slot2-06_4474.d
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1	28820.1	30740.7	26691.1	29974.7	30512.1	27565.4	25736.5	26769.9	25404.1	123980	133041	127793	96289.3	105198	106250	98223.6	106471	103975	5085.28	7208.79	4581.45	6518.78	6199.42	5671.97	5641.92	4675.19	5060.21	8047.92	7169.98	7884.47	6631.35	7389.08	8022.85	7582.67	8425.87	8405.43
P00367	P00367;P49448	DHE3_HUMAN	GLUD1	"Glutamate dehydrogenase 1, mitochondrial"	72357.8	68819.2	62559.5	77531.8	70932.5	68552.4	77666.1	80451.3	74081.2	112461	108865	102197	86334.1	84077.7	76621.9	84553.8	83547	75902.1	82185.9	82113.3	75929.3	87099.1	85661.7	72268.2	97990.6	90181.6	87669.5	104418	108039	91581.9	100115	101553	82652.3	83703.3	80644.9	66639.6
P00374	P00374	DYR_HUMAN	DHFR	Dihydrofolate reductase	9741.07	8878.48	8002.31	8120.19	9744.56	9018.83	8740.02	8843.48	8509.48	12639.6	14550.7	13165.9	12976.2	12212.3	10202.1	15657.7	14457.4	11285	23984.2	23783.8	21867.1	24701.1	22562.8	22908.7	24371.6	20664.7	22684.4	31320.1	35183.9	28919.7	31395	35733.6	27920.2	31282.3	35244.7	29365.3
P00387	P00387	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3	294842	301551	279679	292362	295243	275159	276313	308457	269612	300292	298676	279301	267835	258455	268958	262954	279431	249791	236520	231499	225474	233243	242590	239135	260734	249142	254701	255372	228715	210908	234677	192575	184367	201428	215408	197317
P00390	P00390	GSHR_HUMAN	GSR	"Glutathione reductase, mitochondrial"	7289.74	7652.78	8982.82	7980.26	8944.84	7340.48	7304.92	7221.49	8447.1	56289.3	56793.5	65644.7	87437.3	92990.3	98375.4	92004.8	87190.7	97229.9	10784.5	9973.27	8932.96	10822.4	11235	10976.3	11622.1	11454.1	9814.67	68955.4	77196.6	72935.2	69344.9	72418.6	77919.9	88946.6	109643	129740
P00395	P00395	COX1_HUMAN	MT-CO1	Cytochrome c oxidase subunit 1	21551.2	25850.8	24898.6	26546.9	24393.6	21671.9	23018	25271	24520.2	15713.1	16114.9	16554		15358.5	12453.3		10243.2	12608.6	27563.8	23020.7	20874	29083.8	22900.9	18233.4	25952.5	24805.6	25331.6	10522.9	10725.7	10453.3	9092.75	13830.1	15779.9	9696.97	6268.07	8566.91
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2	180916	171978	131455	179687	171242	133757	193457	164764	127223	194318	182664	123125	202929	138918	107189	194002	151666	113920	192034	180404	124972	199171	180051	126612	214339	178209	111497	172080	145697	133870	170927	135085	134938	180481	163841	149756
P00414	P00414	COX3_HUMAN	MT-CO3	Cytochrome c oxidase subunit 3	4458.93	8299.26	11908.7	4838.2	8575.82	10882.3	5372.91	15319.5	16128.5	4444.84	4018.26	4031.01	2772.99	3448.4	5002.91	2385.92	3789.84	3598.53	6815.46	8972.81	10877.3	3836.88	11050.2	13834.1	6820.02	15292.4	17168.2	2439.22	2469.29	1941.6	3938.7	3238.26	5194.99	2154.35	2056.48	2184.51
P00441	P00441	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]			111723							184098	192158	207484	411462	463340	460340	374869	472910	427260										156390	143038	134316	180096	175945	184181	235022	252699	245574
P00451	P00451	FA8_HUMAN	F8	Coagulation factor VIII	11436.9	10239	8636.99	11892.7	9458.69	10174.6	14020.3	13630.6	11464.5	22345.2	31141.9	19401	25246.8	25720	31018.9	24256.3			10008.2	6768.05	8520.06	8271.97	9168.4	8176.9	12766.7	9071.67	7594.64	44772.6						12507.5		
P00488	P00488	F13A_HUMAN	F13A1	Coagulation factor XIII A chain	7684.25	9822.39	4672.91	4725.67	4504.34	6552.25	5200.08	5334.14	6159.6	4859.63	3562.83	3918.19	4482.16	7563.69	8113.3	5659.1	5708.65	5062.31	5657.9	5037.82	4731.26	4320.12	4795.35	4020.05	5355.95	5349.67	5695.55	4672.76	3305.51	3920.01	4345.52	2511.63	6466.28	7012.96	6035.21	4019.73
P00491	P00491	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase	37025.4	37588	39116.1	32992.5	42208.2	42808.8	40159.1	44759	43708.7	33967.3	41029	40812.4	42786.4	42831.1	48461.1	42891.1	42339.9	42681.1	23551	29108.5	28173.7	25339.2	28851	27129.4	29211.1	32448.5	32501.3	19310.4	24458.2	24576.8	22713.1	23864	23003.4	27201	26688.4	30482.9
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase	7188.1	6892.75	7205.45	7400.44	7039.04	6338.24	6832.33	7023.33	8116.56	36386.8	38651.5	36747.1	33075.1	33705.1	29827.8	26140.1	32458.4	33347.8	7167.18	6952.68	6294.98	6587.69	7556.39	7217.39	6436.77	7055.44	6593.6	42675.5	45142.9	38584.4	40714.4	44171.6	45264.8	46329.2	57000.8	56023.8
P00505	P00505	AATM_HUMAN	GOT2	"Aspartate aminotransferase, mitochondrial"	58685.7	59447.1	57705	58261.1	59612.3	56147.7	48170.4	45476.7	44456.1	127231	144220	140048	182613	215133	214574	187762	211188	203173	40515	42674.3	36952.9	36790.4	36847.2	33843	41131.8	44352.4	43696.8	177998	199221	197639	178384	190551	195750	210435	249303	250554
P00519	P42684;P00519	ABL1_HUMAN	ABL1	Tyrosine-protein kinase ABL1	11330.2	9406.89	10817.3	11209.8	11185.4	12118.8	13354.6	11619.9	11343	8165.05	11819.1	11789.4	7171.32	11914.4	15859.7	16872.2	13223.3	16869.9	9959.17	10947.9	12140.6	9934.33	11873.4	12014.7	11292.3	12816.6	10259.4	10465.5	11580.8	10945.4	10903.9	11164.9	9862.06	12753.3	10770.3	12836.9
P00533	P00533	EGFR_HUMAN	EGFR	Epidermal growth factor receptor	49302.4	52014.8	46360.9	49747.5	52073	48117.7	50700.6	53203	48698.4	35212.3	38624.9	36434.2	49388.7	43670.1	47364.8	47635.3	44372.9	43932.9	79732.3	79388.4	72508.9	78165.6	79401.6	69425.9	80675.4	85107.3	77154.2	33546.5	33875.1	30957.5	31579.1	31011.8	32230.9	38224.5	44495.3	44042.6
P00558	P00558	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1	211529	196113	185997	219283	230599	200540	239333	234114	213228	301492	298258	302035	248148	239318	248806	239567	265838	231136	116608	116206	106325	115294	112074	110491	129071	120669	132413	258506	261238	254244	254354	275872	258646	274666	293754	316746
P00568	P00568	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1	77773.3	82181.6	72505.3	83956.2	74246.7	71177.3	85810	85494.7	80413.7	88287.6	92715.9	98364.3	69462.3	82130.4	86481.8	70214.1	78662.9	87045.3	63231.9	66885.4	57371.3	63121.1	58809.3	48007.1	70377.2	67909.6	68550.9	73890.2	79228.6	79190.1	70865	78122.1	78205.7	74141.1	85741.8	88773.9
P00742	P00742	FA10_HUMAN	F10	Coagulation factor X	14691.7	10980.8	5736	13791.1	11362.8	5706.25	19638.6	13320.7	6279.1	28065.7	20044.5	17381.2	46005	42961	40934	38373.9	35291.8	42355.9	19338.1	13082.6	7250.63	21569	15720.7	8596.79	22052.2	17859.1	7973.09		5158.57				3125.65	10646.7	12856	8113.61
P00749	P00749	UROK_HUMAN	PLAU	Urokinase-type plasminogen activator	25105.3	26180.8	26765.7	23431.8	25039.1	28330.4	27827.1	30384.2	30675.6	26447.7	31681.7	37090.8	31688.8	42002.5	43351.3	35308.6	40990.5	44113.8	21619.7	22992.3	24590.9	19644.4	22017.2	24424.7	20605.6	22058.5	23746.7	18793	20325.3	23806	20353.5	23138.8	24960.5	26000.2	34006.7	39232.1
P00750	P00750	TPA_HUMAN	PLAT	Tissue-type plasminogen activator	38239.9	45488.2	46885.6	37085.7	44847	49673.7	40341.1	43996.4	49664.1	46089.1	43954.3	48342.6	47494.3	53610.2	55975.8	51332.4	52072.9	55162.9	16626.9	15882.2	19861.6	16049.6	16017.2	17064.7	14609.6	18403.7	17540.9	8053.86	8449.05	11665.1	11158.8	12291.6	12729.4	12221.3	10932.8	14010.2
P00813	P00813	ADA_HUMAN	ADA	Adenosine deaminase	8558.22	9493.21	10322.5	9393.17	9221.56	8375.12	8266.46	7888.11	8307.87	7203.31	5740.93	6624.96	7823.81	6037.39	7980.72	10607.8	7948.44	8335.24	4805.1	6467.09	6176.34	4466.93	5645.76	5856.67	6509.44	5902.4	6891.44	4520.6	6119.7	6618.13	6834.21	6874.04	6865.71	7759.61	8750.74	9615.95
P00846	P00846	ATP6_HUMAN	MT-ATP6	ATP synthase subunit a	55936.6	49523.6	56907.7	50879.1	52938.8	58416.4	52549.2	56788.5	61384.5	33559	31469.6	36469.4	16919.1	16799.5	19711.4	20052.7	23877	21758.9	45455.7	44882.9	45504.4	37024.9	40674.7	36477.2	37667.4	40767.8	43707.2	19795.3	19515.7	23444.1	23934.2	27598.6	28671.5	24707.5	24486.1	32321.3
P00918	P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2	40064.1	38199.1	38850.2	32993	36519.5	35801.7	34517.5	36609.9	34217.4	82017.6	90995.4	94485	40205	37614.9	46546.8	35803.9	41104.5	43524.7										14091.4	15693.7	16429.1	11750.1	14062.8	13320.9	16414	17170	15772.5
P00966	P00966	ASSY_HUMAN	ASS1	Argininosuccinate synthase	28443.6	25490.1	25128	27106.5	26481.2	26038	29635.9	28409.9	27511.4	16209.3	15377.7	16419.1	15763.9	14807.8	14651.3	16176.2	15461.4	14770	10671.5	10065.1	10516.1	10569.8	11687	10312	13370.8	11242.4	9985.49		4375.95				4322.29		5935.52	4214.62
P00973	P00973	OAS1_HUMAN	OAS1	2'-5'-oligoadenylate synthase 1						939.857				13479.9	10796.5	9283.29	5645.85	11261.4	11165.7	8931.79	9152.93	8357.6										21913.2	26216.6	20180.8	20659.5	19184.7	21025.8	15843.9	14277.2	15539.7
P01011	P01011	AACT_HUMAN	SERPINA3	Alpha-1-antichymotrypsin	20268.9	20151.4	18986.1	20119.9	22260.7	18312.4	20031.9	21060.6	15860.8	18928.4	21519.8	20562.4	12310.6	9658.63	15654.9	12444.9	15066.3	18051.4			12538.5					17453.9						1939.51				
P01023	P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin	137316	137915	103113	124943	123586	100954	160481	154911	122304	99267.2	117536	121155	181409	214064	217808	190601	218141	207816	111124	102112	81654.3	105500	102337	86306	103631	106229	96461.2	42602.2	38297	30792.4	41056.5	44556.6	37357.3	80174.5	88996.1	87833.4
P01024	P01024	CO3_HUMAN	C3	Complement C3	6176.67	8036.06	7132.88	6404.9	7350.3	5297.98	7666.32	5534.84	6738.45	4238.15	5936.77	3487.03		10814.7	10756.1	6492.56	8263.72	9233.3	10121.2	12893.1	10756.2	9227.52	9037.39	8482.88	10884.1	9142.63	8013.14		2905.67	3345.17	2679.7	1608.23	2515.41			
P01031	P01031	CO5_HUMAN	C5	Complement C5	16644.6	18230.2	10821.7	19407.1	16395.8	9437.07	21588.4	17212.9	12059.3	9154.09	9298.94	7018.66	16782.3	14481.2	13269.6	17573.3	16700.7	16266.8	15231.8	14948.3	12314.8	15215	12335.3	9814.44	12665.2	13143.4	9825.04	4068.75		5047.21	4108.69	5273.61	4567.68	7200.68	7378.88	
P01033	P01033	TIMP1_HUMAN	TIMP1	Metalloproteinase inhibitor 1							7505.83			8547.86			19146.2		15846.3	16283.9	14627.2	19387.9										6232.39			3481		4509.41	3503.23	4477.81	4492.48
P01034	P01034	CYTC_HUMAN	CST3	Cystatin-C					5433.94					18711.9	17758.1	21589	18401.9	21937.7	25820.1	22285.9	23964.6	21116.3							7434.36			17012.2	14974.9	26533.7	15875.7	16103.5	31109.9	22820.5	24601.5	21172.8
P01040	P01040	CYTA_HUMAN	CSTA	Cystatin-A	1544.03	2901.09	2487			1937.54		2071.32	1825.45		4349.76	3754.07	3897.83	4332.76	3903.88	4602.98	4133.98	4080.34						1477.25				1411.75		2461.44		3154.93	2030.28			2869.59
P01111	P01111	RASN_HUMAN	NRAS	GTPase NRas				5233.3	2776		4235.3	3570.16	2516.35	17908.2	21662.9	16136.7	27021	29167.3	26298.3	25341.8	33139.7	27855	6548.38	6026.69	2833.1	6113.63	4763.99	2765.92	5651.66		3236.44	19805	15602.1	8872.92	17319.8	15736.7	13240.7	25733	33018.7	23514.4
P01112	P01112;P01111	RASH_HUMAN	HRAS	GTPase HRas	11414.6	12749.2	11870.3	13084.6	11517.5	9684.05	13920.3	13143.4	8853.56	29132.6	30600.2	29263.1	25038	32706.5	30994.7	33611.1	28633.1	29598.7	13530.5	10307.2	9073.23	12229	10244.9	12568.4	10685.6	9179.13	5790.3	30548.3	28926.4	19207.9	37435	31611.5	24215.3	43403.2	41744.3	44255.3
P01116	P01116	RASK_HUMAN	KRAS	GTPase KRas	15778.6	16429.6	15047.2	15217.6	16756	11099.9	14838	17242.7	20519.5	47207.5	66115.4	64268.7	67240.5	76029.4	84053.9	71702.2	77578.4	75993.7	19465.7	19990.8	18049.2	13035.5	11470	9578.44	14404.8	13208.9	11465.8	50390.7	65924.1	53789.7	55124.7	67125.3	61389.3	83843.3	88556.9	90381.9
P01130	P01130	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor	10940.7	8885.54	8793.26	11503.7	10147.8	7360.89	11945.7	10850.7	8763.15	7355.68	10094.8	7763.06	11264.5	9716.74	9014.1	8521.27	9227.04	8071.15	17112.3	16415.6	12108	18605.2	16292.7	13313.6	18274.4	15939.2	12219.1	10231.7	10486.3	8330.44	8164.45	9841.38	9192.61	11904.9	12884.4	11406.4
P01137	P01137	TGFB1_HUMAN	TGFB1	Transforming growth factor beta-1 proprotein	4468.69	4195.4	4059.69	3455.8	3565.34	4139.98	4536.8	3516.07	4363.71	3914.54	2213.7		2863.07	4870.8		3393.13	4659.09	3617.67	3952.74	3027.49	4838.2	3950.49	3320.21	4123.98	4221.48	2827.17	4126.13	4566.18	3054.82	3707.78	5776.38	4362.79	4366.3	5689.8	4778.14	4856.75
P01344	P01344	IGF2_HUMAN	IGF2	Insulin-like growth factor II	814.963				5361.48			6916.38		1959.93	6784.66					2156.65		6331.87		6317.94	24800.4	4310.35	10200.4	21374		8864.48		4045.25	9061.12		3223.29	5982.17	4111.04	2499.24	3936.58	3665.12
P01706;P01709	P01709;P01706	LV208_HUMAN;LV211_HUMAN	IGLV2-11;IGLV2-8	Immunoglobulin lambda variable 2-11			2922.78			3136.86	1988.94	4388.84	3517.87	6207.44	7415.29	10104.6	25405.6	20740.4	20848.4	18593.7	23928.7	27625.6		2545.55	3541.91	2696.56					4250.96	3158.7	3402.21		6777.81	5540.23				12504.4
P01889	P01889	HLAB_HUMAN	HLA-B	"HLA class I histocompatibility antigen, B alpha chain"	38763.3	43176.8	41491.6	42994.7	42072.7	42483.2	39996	40774.9	47383.1	60338.1	62727.8	64811.6	84889.7	80321.4	98546.7	83885	99289.2	99967.6	22105.3	17878.3	22382.8	21785.4	20139.7	23831.7	19851.1	20923	19486.1	103990	124165	119623	87649.3	91123	97128.2	91480.9	102013	113781
P01893	P01893	HLAH_HUMAN	HLA-H	"Putative HLA class I histocompatibility antigen, alpha chain H"		4020.06	4630.63					3290.55	4649		1027.98									2587.22	1985						1435.22	1892.54	1587.79	2207.24	3697.08	4804.35	5607.09	3853.96	5537.1	5231.34
P01903	P01906;P01903	DRA_HUMAN	HLA-DRA	"HLA class II histocompatibility antigen, DR alpha chain"	17881.3	18695.5	20283.1	12219.4	15207.8	16696.3	16417.7	17270.4	15896.5	35125.9	40407.5	44221.7	32653.8	38929.2	31796	31337.3	36821.7	29873.4	8119.65	13528.3	12793.5	9039.65	13268.3	11205.8	14711.4	16203.8	18609.6	79266.8	81289	80495.5	87255.6	84917.2	65042.3	102267	113480	113867
P01911	P01911	DRB1_HUMAN	HLA-DRB1	"HLA class II histocompatibility antigen, DRB1 beta chain"	37197.1	28316.4	20070.8	49150.5	26429.3	23646	32197.1	27758.3	22882.2	83469.2	69436.4	54297.2	89170.2	83106.7	61166.6	86400	74739.9	58919.3	34081	27166.6	21674.8	33033.8	24498.2	19326.7	39467.4	23455.2	22939.8	149580	96627.3	73867.8	139358	104153	73972.4	183581	147785	116734
P02452	P02452	CO1A1_HUMAN	COL1A1	Collagen alpha-1(I) chain	224392	250088	245825	191823	241859	229441	170942	201759	199438	41667.4	41050.6	43235.9	48523.3	59719.4	61427.6	51426.6	58397.3	60253.1	123023	126362	125830	111040	122581	115787	110977	115973	116081	39818.1	42821.9	44929.4	41218	46062.3	46984.9	65138.6	75101	74181.7
P02458	P02458	CO2A1_HUMAN	COL2A1	Collagen alpha-1(II) chain	6061.67	4889.32	3105.93			2616.96		4819.82	3232.5	5513.26	5677.53	5651.37	9218.38	8522.43	5657.54	7019.81	8228.06	7927.79				3841.18	2771.21	2784.13		2507.51	2665.54			3190.76	3682.23	3279.6	956.87	5828.58	4596.71	3866.64
P02461	P02461	CO3A1_HUMAN	COL3A1	Collagen alpha-1(III) chain	98907.9	103840	95198.2	94178	95162.1	98876.5	81073	77517	71172.3	51195.6	32135.7	41829.6	40995.4	45281.3	57924.1	40347.7	49310.4	60694.8		48292	41451	138305	45532	47274.7		51478.8	32896.4	30410.6	22846.9	22297.3	27345.1					55940.7
P02462	P02462;P29400	CO4A1_HUMAN	COL4A1	Collagen alpha-1(IV) chain	42593.2	45796.4	29713.8	47356.3	49747.7	43084.4	45985.1	50638.7	33995.4	18981.3	19105.4	18916.4	18847.4	16672.3	16665.5	21439.5	18730.6	16394.5	11220.6	9783.3	9217.6	10898.4	11915.9	8363.37	11689.2	10917	8978.6	12375.4	12812.7	10139.9	14419	13719	12298.2	16924	15982.4	14952.5
P02511	P02511	CRYAB_HUMAN	CRYAB	Alpha-crystallin B chain	140801	159277	163973	138195	149010	159384	126447	144429	152440	218674	240334	261112	191051	184238	187079	188018	190941	172413	12431.7	15204.2	16309.5	14157	13939.1	15411.2	13911.9	15941.9	14844.7	76949.2	85358.4	86259.5	64632.6	71650.1	64778	63682.9	75240.7	85573.8
P02533	P02533;CONT|P02533|K1C14_HUMAN	K1C14_HUMAN	KRT14	"Keratin, type I cytoskeletal 14"	43683	42774.1	41814.5	30946.4	30817.6	32304	20805.8	22892.6	21899.7	109966	127856	134419	108581	120271	127935	107311	125439	120314	10628	11016.6	9739.3	28009.5	26862.1	28472.4	13811.5	10926.1	10145.3	34198.3	32329.7	35387.4	58785.4	64902.4	65321	24314.6	29807.8	30515.7
P02538	P48668;P02538;P04259;CONT|P02538|K2C6A_HUMAN;CONT|P04259|K2C6B_HUMAN;CONT|P48668|K2C6C_HUMAN	K2C6A_HUMAN	KRT6A	"Keratin, type II cytoskeletal 6A"	23255.6	22507.2	22277.1	23223.9	23283.8	22855.7	12016.2	13330.6	11527.6	82413.1	79524.3	73121	70972.3	71866.6	60532.2	69651.8	69583	59171.2	10444.2	9780.1	10013.5	26203.6	27008.9	24920	5127.04	6231.29	4690.89	20643.5	19599.8	18815.5	61492.1	61797.9	49200.1	27519.4	28077.7	26536.4
P02545	P02545	LMNA_HUMAN	LMNA	Prelamin-A/C	302026	315646	288091	276220	293679	285483	259329	264153	245713	419325	460410	451448	323535	324706	330888	321839	369318	352456	452489	470635	421068	421999	441025	377538	462474	458792	416118	428705	469503	426804	400473	419043	386578	216000	251708	247154
P02649	P02649	APOE_HUMAN	APOE	Apolipoprotein E	2652.82	4073.9	4513.17	1751.95	3770.4	5006.85	3273.85	3248.41	3476.69	3506.6	4192.3	5377.11		3859.43	4747.29	5085.43		3239.46	3810.65	4347.08	4826.2	3984.05	5053.03	6363.74	2812.94	3518.26	3985.79	5084.29	6375.57	7457.82	7330.78	6548.66	8306.24	5782.91	8905.14	11634
P02655	P02655	APOC2_HUMAN	APOC2	Apolipoprotein C-II	10573.1	8394.47	6420.16		7758.98	5049.94	11624	10911.5	6626.6	66495.9	65087.9	50679.2	36917.6	43704.3	39847.5	40225	37800.6	39271.3	8640.75	5888.92		8232.38			8910.09	7226.3	4190.22	14451.3	14593.7	8822.41	27118	22678.1	12802.8	29266.7	32139.9	23080.2
P02656	P02656	APOC3_HUMAN	APOC3	Apolipoprotein C-III	12515.3	14387.6	9101.89	11896.8	11171.1	8865.38	14325.4	16362.3	10089.4	124494	135183	124379	253814	276670	252846	238668	292200	252951	14484.3	11559	10263.4	12396.2	10828.5	7185.53	12224.1	12317.2	7281.28	30622.8	36257.7	27882	47039.7	50694.2	44603.7	86524.5	99414.8	93974.3
P02679	P02679	FIBG_HUMAN	FGG	Fibrinogen gamma chain	11824.7	19326	24849.6	6657.35	14719.8	17912.2	6829.78	13041.4	15363.2	4550.94	11809.4	8869.75		10947.7	9576.89		6500.88	5293.07	6335.65	9518.75	13210.9	10929.6	13182.2	19709	9404.52	14657.7	17126.4	4376.5	9775.97	10717.3		3517.49	3842.52		2857.43	3882.97
P02686	P02686	MBP_HUMAN	MBP	Myelin basic protein		2208.43								8734.7	8601.19	4694.11			4897.67											2449.79		5934.49	6536.33	7177.35	9769.84	7971.9	11432.5	9484.28	12099.3	15246.8
P02751	P02751	FINC_HUMAN	FN1	Fibronectin	866238	824005	755697	882499	852372	743698	876071	864547	780294	301188	308574	290644	382501	386335	364054	402914	404189	350030	535874	508012	445442	551325	524585	463331	570055	540152	464316	119094	123170	101509	111471	105228	95625.1	169040	162597	157076
P02753	P02753	RET4_HUMAN	RBP4	Retinol-binding protein 4		891.01	1679.88	2091.98	1702.13	1176.55		1237.54	1363.36		3857.18		9534.99	10760.3	10673.4	9364.9	10527.2	11627.4			723.38		1197.27	990.923	1293.57	1355.19	1158.24	2573.41	1980.29	2028.27	2530.72					4066.69
