Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-99_3554.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-100_3555.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-101_3557.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-102_3558.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-103_3559.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-10-2024_Slot1-113_3560.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-114_3562.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_noDDM_DIA_2-11-2024_Slot1-115_3563.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-53_3542.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-54_3543.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-57_3545.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-58_3546.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-59_3549.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-10-2024_Slot1-60_3550.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-61_3567.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-62_3568.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-63_3569.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_2-11-2024_Slot1-64_3570.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-47_3534.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-50_3535.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-9-2024_Slot1-51_3537.d	D:\Data\Lucy\20240212_immo_astro_SCP\Lucy_immo_astro_wDDM_DIA_200flow_2-10-2024_Slot1-52_3538.d
Q5BKY9	Q8N9E0;Q5BKY9;G3XAI9	F133B_HUMAN	FAM133B	Protein FAM133B		148.539	525.631	636.976	522.446				710.653	447.297	384.11	233.09	303.335	714.798					261.967			
Q15102	Q15102;M0R389	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1		92.1124		666.51					89.8221	511.247	240.831	405.524	303.383	570.598					331.684	315.557		
P22307	P22307	SCP2_HUMAN	SCP2	Sterol carrier protein 2		299.952	555.333	319.371	526.315	913.331			334.489	651.588	597.746	265.448	303.394	612.882					560.138	311.485	358.83	703.369
P51665	P51665;H3BNT4;H3BTM2	PSMD7_HUMAN	PSMD7	26S proteasome non-ATPase regulatory subunit 7		251.829		408.708		291.796			149.731	343.554	383.123	341.862	303.591	432.424				412.113	416.992	519.34	647.575	233.254
O95777	O95777;F2Z2Y6	LSM8_HUMAN	LSM8	U6 snRNA-associated Sm-like protein LSm8				89.7397						180.227	267.036	76.3285	303.766	254.754					420.342			
P04062	P04062;A0A0G2JLB3;A0A0G2JNZ0;A0A0G2JNZ5	GBA1_HUMAN	GBA1	Lysosomal acid glucosylceramidase			198.542		642.924				128.762		420.347		304.022	126.773					338.832	231.053		337.676
O95568	O95568;M0QX80;M0QXB5;M0QY80	MET18_HUMAN	METTL18	Histidine protein methyltransferase 1 homolog		145.107		197.808		547.383				114.402			304.209	308.948					177.708	265.8		506.533
Q13619	Q13619;Q13620;A0A669KAX4;A0A7P0T954;A0A7P0T9L3;A0A7P0TAQ3;K4DI93;A0A0A0MR50;A0A7P0T8P8;A0A7P0T9C8	CUL4A_HUMAN	CUL4A	Cullin-4A				465.041					155.988			294.155	304.256	272.505					103.044			
P60468	P60468	SC61B_HUMAN	SEC61B	Protein transport protein Sec61 subunit beta		836.037	114.283	738.242		1309.96			210.91	453.25	164.91	515.008	304.32	491.935					477.769	324.391		728.998
P29218	P29218;E5RGY4;E5RHE9;E5RIP7;H0YBL1;E5RG13;E5RG94;E5RI82;E5RIF4	IMPA1_HUMAN	IMPA1	Inositol monophosphatase 1		553.941		515.14		318.3			158.168	139.433	169.036	267.244	305.814	205.22	530.817			39.1796	229.432	363.395	91.5439	
Q9Y2L1	Q9Y2L1;G3V1E0;F2Z2B6	RRP44_HUMAN	DIS3	Exosome complex exonuclease RRP44		162.767		427.696					185.64				305.964	173.877					251.985			
P59827	P59827;A0A669KBJ0	BPIB4_HUMAN	BPIFB4	BPI fold-containing family B member 4									61.201	162.214	237.749	138.703	305.976	20.3327	187.637	821.478		180.172	78.9349	315.506	183.601	473.417
P46063	P46063	RECQ1_HUMAN	RECQL	ATP-dependent DNA helicase Q1		265.401	563.825	353.294	1562.83	808.875			311.814	348.259	399.033	380.564	306.093	278.847					180.936			
Q7RTV0	Q7RTV0	PHF5A_HUMAN	PHF5A	PHD finger-like domain-containing protein 5A		181.1	254.971	351.613					323.515	384.163			306.44	294.142					169.047		156.167	
P15374	P15374;A0A087WTB8;Q5TBK7	UCHL3_HUMAN	UCHL3	Ubiquitin carboxyl-terminal hydrolase isozyme L3		236.226		285.227					829.82		174.731		306.636	260.045					97.1597	317.243		
Q15046	Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase		365.648		558.001		372.163			641.9	659.746	663.221	521.563	308.081	722.596					544.235	482.189		327.669
Q6DD88	Q6DD88;F5H6I7	ATLA3_HUMAN	ATL3	Atlastin-3		225.396	457.668	498.091					62.2893	282.307	384.318	169.894	308.565	120.827					277.273			611.167
Q96CX2	Q96CX2	KCD12_HUMAN	KCTD12	BTB/POZ domain-containing protein KCTD12		2020.01		335.054	1298.65	1858.83			185.122	615.427	229.681	685.437	308.96	411.693					2064.2	1013.25		120.223
Q9GZP4	Q9GZP4;X6R8S9	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1				122.906					364.227	290.693	104.018	203.501	309.03	179.881					346.938	617.877		105.291
Q8TCT9	Q8TCT9;A0A075B6F6;A0A0S2Z6F0;A0A3B3IT72;A0A3B3IUB5;A0A0C4DGU3	HM13_HUMAN	HM13	Minor histocompatibility antigen H13		896.27		933.873	929.269	707.272			601.944	918.439	948.807	582.236	310.038	857.99					696.965	899.073		405.594
Q96GK7	Q96GK7;Q6P2I3;C9J5B6;C9JGM0	FAH2A_HUMAN	FAHD2A	Fumarylacetoacetate hydrolase domain-containing protein 2A		131.786		252.521					100.747	125.508	103.813		311.059	164.021					239.305			
Q13557	Q13557;E9PBG7;E9PF82;A0A8V8TN60;A0A8V8TN65;A0A8V8TN88;A0A8V8TNA1;A0A8V8TNA7;A0A8V8TND4;A0A8V8TPJ8;A0A8V8TPK3;A0A8V8TPY4;A0A994J516;A0A994J5B0;A0A994J7X8;D6R938;H0Y9J2	KCC2D_HUMAN	CAMK2D	Calcium/calmodulin-dependent protein kinase type II subunit delta		397.083		346.301					283.217		369.241	417.217	311.07	256.253					574.765	698.289		
P31483	P31483;Q01085;F8W8I6;A6NKZ9;C9JTN7;E5RGV5;E7ETC0;E7ETJ9;H7BY49	TIA1_HUMAN	TIA1	Cytotoxic granule associated RNA binding protein TIA1		411.669		573.247	391.414	340.475			451.569	589.476	302.447	324.099	311.632	366.826					696.686	471.295		
P17812	P17812;Q9NRF8;A0A3B3IRQ8;A0A3B3IRI2;A0A3B3ITF6;A0A8Q3WKZ7;A0A8Q3WL40;A0A3B3ITB8;A0A3B3ITH9;A0A8Q3WL00;A0A8Q3WL12	PYRG1_HUMAN	CTPS1	CTP synthase 1		443.024	1135.51	643.421	304.048				233.81	397.41	423.747	414.97	313.543	294.5	564.271				438.041	387.384		
Q9Y6R7	Q9Y6R7;A0A087WXI2	FCGBP_HUMAN	FCGBP	IgGFc-binding protein										341.302		448.61	313.71	86.0474				608.468				
Q96CT7	Q96CT7	CC124_HUMAN	CCDC124	Coiled-coil domain-containing protein 124		326.988		475.173	237.436				186.169		348.736		313.835	210.445					364.062			
A0AVT1	A0AVT1	UBA6_HUMAN	UBA6	Ubiquitin-like modifier-activating enzyme 6		395.229		533.886		453.622			253.378	156.175	322.544	299.21	314.006	291.128					281.925	556.957		
P00450	P00450;E9PFZ2;H7C5R1	CERU_HUMAN	CP	Ceruloplasmin		235.685	284.805	201.509	416.831					633.924	507.721	179.623	314.19	3.05212				354.506	297.224	874.738	1371.97	272.762
Q5SSJ5	Q5SSJ5;B0QZK4;Q5SWC8	HP1B3_HUMAN	HP1BP3	Heterochromatin protein 1-binding protein 3		566.571	837.971	602.147		481.112			381.26	539.943	470.387	451.575	314.397	510.145					383.171	133.712		823.249
A0A0C4DH41;P01824;P01825;P06331;P0DP06;P0DP08	P01824;P01825;P06331;A0A0C4DH41;P0DP06;P0DP08;A0A0J9YWU9	HV434_HUMAN;HV439_HUMAN;HV459_HUMAN;HV461_HUMAN;HVD34_HUMAN;HVD82_HUMAN	IGHV4-30-4;IGHV4-34;IGHV4-38-2;IGHV4-39;IGHV4-59;IGHV4-61	Immunoglobulin heavy variable 4-61		153.574	326.023							853.596	569.002	385.58	315.558			636.016		278.45		413.783	840.949	
Q07866	Q07866;E7EVH7;F8W6L3;G3V2E7;G3V3H3;G3V5R9;G5E9S8;H0YG16;H0YJL0;H0YJT3;H0YJU9	KLC1_HUMAN	KLC1	Kinesin light chain 1		362.038	148.026	291.368		312.92			323.789	209.894	222.988	491.352	316.447	196.974					333.467	303.017	267.019	
P61077	P61077;P62837;A0A087WY85;D6RAH7;D6RAW0;D6RFM0;H9KV45	UB2D3_HUMAN	UBE2D3	Ubiquitin-conjugating enzyme E2 D3		157.654							313.738	292.41	781.328	700.575	316.933	643.979					597.052	494.69		
P62140	P62140;A0A8V8TQ71;A0A8V8TRH9;C9J9S3;C9JP48;H0Y3Y6;A0A8V8TR83	PP1B_HUMAN	PPP1CB	Serine/threonine-protein phosphatase PP1-beta catalytic subunit		335.728	191.691	256.074		258.575			334.057	250.855	356.493	305.844	317.106	540.624			750.124		146.669			146.114
P36871	P36871;A0A3B3ITK7	PGM1_HUMAN	PGM1	Phosphoglucomutase-1		452.395	931.957	448.663	412.778	1009.94			752.894	610.414	454.105	532.55	317.385	352.408		320.141			661.247	411.894		
Q96AY3	Q96AY3;K7ESG6	FKB10_HUMAN	FKBP10	Peptidyl-prolyl cis-trans isomerase FKBP10		771.499		300.83		1449.46			152.801		346.356	240.27	318.315	371.284					607.116	231.646		577.978
Q6P2Q9	Q6P2Q9;A0A994J491;A0A994J6E8;A0A994J6S8;I3L3Z8	PRP8_HUMAN	PRPF8	Pre-mRNA-processing-splicing factor 8		401.902	596.629	101.937		516.9			259.699	375.351	143.936	448.588	318.867	349.871					211.485			
Q10471	Q10471	GALT2_HUMAN	GALNT2	Polypeptide N-acetylgalactosaminyltransferase 2		578.878	380.768	292.096					261.963	435.745	231.187	340.381	319.674	204.725					200.765			402.255
P16930	P16930;A0A804HJ13;A0A804HJX2;B7Z4W2;H0YLC7	FAAA_HUMAN	FAH	Fumarylacetoacetase		639.603	354.749	437.435		743.171			153.328	343.861	464.879	455.088	319.74	176.329					241.579	661.677	503.355	
Q92499	Q92499;A0A087WZ71;A0A7I2V2M5;A0A7I2V421;A0A7I2V430;A0A7I2V4F0;A0A7I2V4J3;A0A7I2V5X8;A0A7I2YQ77	DDX1_HUMAN	DDX1	ATP-dependent RNA helicase DDX1		295.147	537.492	522.664	590.766	590.735			340.723	224.086	401.127	248.74	319.862	387.451	837.826	355.808			361.645	262.799		
A0A994J6S0	O00468;E7ETU9;A0A994J6E2;A0A994J6S0;C9JXZ0	A0A994J6S0_HUMAN	HNRNPD	Heterogeneous nuclear ribonucleoprotein D (Fragment)		1611.33	105.212	178.275		1928.72			390.301	194.445	259.669	576.617	320.35	316.772					400.711			712.109
P04844	P04844;A0A994J5J1	RPN2_HUMAN	RPN2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2		732.661		734.954	1401.47	1304.17			577.123	331.253	761.199	302.768	320.696	816.398					370.715	585.73		1065.98
P21964	P21964;A0A7I2V370;E7EMS6;E7EUU8;A0A7I2V3G7;H7BZ45	COMT_HUMAN	COMT	Catechol O-methyltransferase		411.228							102.029	1027.48	787.793	437.121	321.489	247.469					135.053	242.343		
Q53GS9	Q53GS9;B9A018;A0A087X1B2	SNUT2_HUMAN	USP39	U4/U6.U5 tri-snRNP-associated protein 2		463.289	850.668						82.4258			182.397	321.698	211.067					47.394			149.792
Q9BZZ5	Q9BZZ5;E9PQK6	API5_HUMAN	API5	Apoptosis inhibitor 5		432.081		502.411	499.78				390.747	357.927	451.866	815.862	322.142	416.089					405.462			2061.01
Q9UBQ5	Q9UBQ5;K7ERF1;K7ES31	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K									563.375	591.203	534.403	293.683	322.233	353.387					388.816	207.481		
P55263	P55263;A0A5F9ZHJ1;A0A5K1VW54;A0A5K1VW94	ADK_HUMAN	ADK	Adenosine kinase		511.585	419.843	407.408		309.811			260.784				322.919							220.534		
P09104	P09104;F5H0C8;U3KQP4	ENOG_HUMAN	ENO2	Gamma-enolase		892.987	1305.98	2009.67	739.335	481.53			774.245	977.214	966.597	945.577	323.613	321.692			481.655		920.761	559.235		127.237
Q96RF0	Q96RF0	SNX18_HUMAN	SNX18	Sorting nexin-18				107.817					390.882	34.3392	285.638	230.638	325.064	193.886					218.247	40.8566		
Q9BUL8	Q9BUL8;C9J5C3;C9J6F3;C9J932;C9JND6;C9JSA3;F8WDF3;H7C5M9	PDC10_HUMAN	PDCD10	Programmed cell death protein 10		133.027							247.006	11.8715	92.8782	523.293	325.81	144.821					421.509	526.351		
P54920	P54920;M0R0I4;M0R0Y2;M0R213;M0R2M1	SNAA_HUMAN	NAPA	Alpha-soluble NSF attachment protein		269.728		309.671	450.202	455.568			140.646	287.067	353.116	302.582	326.815	303.585					367.726	821.606		
P26368	P26368	U2AF2_HUMAN	U2AF2	Splicing factor U2AF 65 kDa subunit				478.62					203.646	221.285	221.268	412.168	327.443	285.068					380.424			356.23
Q9Y285	Q9Y285;K7ER00	SYFA_HUMAN	FARSA	Phenylalanine--tRNA ligase alpha subunit		133.703		490.832					216.878	493.415	216.744	381.691	327.927	301.947					348.755	359.742		
O60925	O60925;E5RGS4	PFD1_HUMAN	PFDN1	Prefoldin subunit 1		321.19	313.295	610.873		422.902			288.432	443	623.73	713.591	329.891	416.684	468.033				303.339	294.356		
P51452	P51452	DUS3_HUMAN	DUSP3	Dual specificity protein phosphatase 3		149.518	598.966	480.847					40.5282	566.218	61.7286	97.6184	330.045	93.7382					238.619	94.8408		
Q6K0P9	Q6K0P9	IFIX_HUMAN	PYHIN1	Pyrin and HIN domain-containing protein 1			598.561	163.429	437.645		3291.4	1140.5	350.825	322.931	2764.32	230.795	330.171	254.328	2285.48	523.179	1098.24	1430.24	2487.45	340.215	504.991	275.366
P51570	P51570	GALK1_HUMAN	GALK1	Galactokinase									284.22	210.915		230.768	332.177	247.335					127.181			
P28062	P28062;X5D2R7;A0A140T998;Q5JNW7	PSB8_HUMAN	PSMB8	Proteasome subunit beta type-8		331.554	91.8535	428.8	509.463	815.485		739.515	346.918	377.391	809.888	413.249	332.721	584.935	395.686				535.762	544.74		663.174
P17301	P17301;E7EMF1;E7ESP4;E9PB77	ITA2_HUMAN	ITGA2	Integrin alpha-2		234.477	145.544	571.159					65.9053	267.016	191.711	282.601	332.912	129.677						103.331		643.906
Q13492	Q13492;H0YCY1;H0YEF7;H0YEH1	PICAL_HUMAN	PICALM	Phosphatidylinositol-binding clathrin assembly protein									125.134		51.9776		333.159	74.5747								
Q15459	Q15459	SF3A1_HUMAN	SF3A1	Splicing factor 3A subunit 1		294.929	512.781	372.406		478.48			352.417	233.514		555.963	333.574	304.258					321.425			561.384
Q86U42	Q86U42;A0A7I2V383;B4DEH8;G3V4T2;H0YJH9	PABP2_HUMAN	PABPN1	Polyadenylate-binding protein 2				750.142					257.815	120.864	224.993	485.281	334.122	265.267					266.204			
P49593	P49593;B5MCS3	PPM1F_HUMAN	PPM1F	Protein phosphatase 1F		131.414	170.497	150.376	162.399				199.447		224.501	201.044	336.279	113.187					147.066			
Q13595	Q13595	TRA2A_HUMAN	TRA2A	Transformer-2 protein homolog alpha		187.616		240.994		109.603			128.123	142.157	307.38	271.304	336.296	242.918					180.704			187.812
Q9NYL9	Q9NYL9;H0YNU8	TMOD3_HUMAN	TMOD3	Tropomodulin-3		206.177	303.611					3866.4	583.317	644.829	784.48	499.331	336.38	412.109					454.274	609.527	229.636	
O00487	O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14		447.386	1833	359.476		589.815			478.872	773.713	819.567	404.414	337.165	758.262					521.26	241.539		192.831
O75608	O75608;A0A087X1K9;B4DP64;E5RGR0	LYPA1_HUMAN	LYPLA1	Acyl-protein thioesterase 1						371.36			409.352	549.755	154.649		337.414	235.106		853.623		1115.67	266.263	733.851		
Q9BXS5	Q9BXS5;E7ENJ6;K7EJL1	AP1M1_HUMAN	AP1M1	AP-1 complex subunit mu-1				216.827					350.823		284.194	144.868	339.026	227.303					253.531	146.341		
O43324	O43324;D6RBD7;C9J1V9;D6RCQ0;H0YAL7	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1		197.204		183.317					304.604		289.558	271.951	339.392	175.95					182.051	169.387		
P45974	P45974	UBP5_HUMAN	USP5	Ubiquitin carboxyl-terminal hydrolase 5		1508.8		415.115	969.255	586.495			465.084	496.967	333.187	338.512	339.546	227.084	1069.97			98.5342	391.374	182.488		900.438
P46977	P46977	STT3A_HUMAN	STT3A	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A		364.986	227.794	564.655					310.216	621.461	667.242	408.677	339.664	301.968	306.164				325.721	389.827		735.964
P39687	P39687;H0YN26	AN32A_HUMAN	ANP32A	Acidic leucine-rich nuclear phosphoprotein 32 family member A			853.102		361.431				266.573	171.258	482.885	633.185	340.616	909.004					364.083			
P19827	P19827;H7C0N0	ITIH1_HUMAN	ITIH1	Inter-alpha-trypsin inhibitor heavy chain H1				90.8927						354.464	243.92	73.882	341.338			642.014		252.362	136.046	441.432	327.956	
Q12904	Q12904;A0A5F9ZHC5;A0A804HJ47;A0A8C8KIA0;A0A8C8MUD1	AIMP1_HUMAN	AIMP1	Aminoacyl tRNA synthase complex-interacting multifunctional protein 1		140.967		241.845					331.518	340.735	278.139	423.775	342.296	296.394					304.805	361.397		
P07360	P07360	CO8G_HUMAN	C8G	Complement component C8 gamma chain		161.897		255.213					105.218				342.829	154.325						515.246		
O76027	O76027	ANXA9_HUMAN	ANXA9	Annexin A9		136.094		178.135					89.5306	437.181			344.854	93.4364					121.51			
O94826	O94826	TOM70_HUMAN	TOMM70	Mitochondrial import receptor subunit TOM70		142.422	417.714	190.059		778.378			48.9961	371.405	321.318	384.232	346.102	279.082					273.296			
Q32MZ4	Q32MZ4;A0A8V8TLX7;C9JTC6	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1		628.551	679.708	262.539		560.338			328.343	317.717	237.297	316.523	347.685	408.778					402.544	482.785		
Q96TA1	Q96TA1	NIBA2_HUMAN	NIBAN2	Protein Niban 2		588.918	373.853	556.02	754.704	490.269		1070.87	584.579	238.681	685.129	560.175	348.068	248.248					490.399	612.796		
P13797	P13797	PLST_HUMAN	PLS3	Plastin-3		243.624	186.815	78.7589	908.28	335.15			407.744	617.07	397.243	322.162	348.789	288.794	477.535				414.882	414.278	540.189	158.323
Q9NQW7	Q9NQW7;Q5T6H2;Q5T6H3;Q5T6H7	XPP1_HUMAN	XPNPEP1	Xaa-Pro aminopeptidase 1		174.288				312.999			198.367	158.577	281.125	174.351	348.904	127.976				255.122	233.43	426.231		
P20042	P20042	IF2B_HUMAN	EIF2S2	Eukaryotic translation initiation factor 2 subunit 2		222.123	222.632	878.339		569.486			216.28	496.725	689.166	622.455	349.477	283.863		158.552			552.346	380.028		
P00352	contam_sp|P00330|ADH1_YEAST;P00352;P49447;A0A804HJD7;A0A804HKE0;A0A804HJZ0	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1		1140.27	793.917	621.025	1441.96	1128.79			1146.74	520.461	586.587	755.711	350.665	351.373	771.893	1370.87			729.539	718.406	1256.56	1288.28
P28065	P28065;A0A0G2JJA7;A0A0G2JJQ0;A2ACR0;A2ACR1	PSB9_HUMAN	PSMB9	Proteasome subunit beta type-9		108.499		114.871		338.984			251.507	284.196	600.639	224.359	350.783	610.227				182.725	298.493	397.419		192.198
Q9NZL9	Q9NZL9;A0A8Q3SIE5;A0A8Q3WK74;A0A8Q3WK80;A0A8Q3WK84;A0A8Q3WKR9;A0A8Q3WLC0;A0A8Q3WLP1;E5RJR3	MAT2B_HUMAN	MAT2B	Methionine adenosyltransferase 2 subunit beta		258.692			471.452	1836.17			251.191	319.785	263.675	316.102	351.179	444.774		957.922			259.725		318.279	536.924
Q5GLZ8	Q5GLZ8;D6RCL5;H0Y6K7	HERC4_HUMAN	HERC4	Probable E3 ubiquitin-protein ligase HERC4		347.614		262.547	418.587								353.446	61.1228					206.365			
Q92621	Q92621	NU205_HUMAN	NUP205	Nuclear pore complex protein Nup205		49.7235		235.905					147.602	170.644		140.339	354.044	102.792								306.974
P49736	P49736;H0Y8E6	MCM2_HUMAN	MCM2	DNA replication licensing factor MCM2		355.337	1078.1	120.019					476.966	405.424	252.07	324.259	354.24	751.362					373.663			
P0C7P4;P47974	P47974;P0C7P4	TISD_HUMAN;UCRIL_HUMAN	UQCRFS1P1;ZFP36L2	Putative cytochrome b-c1 complex subunit Rieske-like protein 1			243.174	422.484							398.999	434.712	356.097	94.542					350.679			1127.58
P32455	P32455	GBP1_HUMAN	GBP1	Guanylate-binding protein 1		217.815	389.994	349.499	810.216	664.048			91.8074	1806.18	80.2935		356.142	124.349	3735.13	5903.16	721.712		274.813	358.61	840.439	1617.41
Q16563	Q16563;A0A0U1RQT9;A0A994J5J4;A0A994J5W6;A0A994J846;C9JYN0	SYPL1_HUMAN	SYPL1	Synaptophysin-like protein 1		258.422							415.139	211.052	517.949	321.365	356.175	229.884		455.861		584.8	589.824	610.988	480.013	817.757
P50151	P50151;H0YL72;H0YMU3	GBG10_HUMAN	GNG10	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10		378.116	332.479	444.974		606.061			489.648	181.668	223.109	437.172	356.258	193.932					631.599	149.354		1085.25
Q92900	Q92900;A0A994J4L7	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1		638.64	703.054	459.478		646.664			359.056	444.915	424.354	335.086	356.693	377.448					508.503	205.873		280.851
Q13310	Q13310;A0A7I2V4L7;A0A7I2V598;A0A7I2V5W9;B1ANR0;H0Y5F5;H0YEU6	PABP4_HUMAN	PABPC4	Polyadenylate-binding protein 4		442.052	863.725	492.104		763.852			77.1544	258.567	152.421	218.277	357.155	437.616					198.973	174.972		170.403
Q99426	Q99426;A0A494C0X0;K7EK42;K7EP07	TBCB_HUMAN	TBCB	Tubulin-folding cofactor B		360.923	324.535	431.608		318.916			195.246	622.972	376.774	462.297	358.193	228.379					449.369			
Q9HB71	Q9HB71	CYBP_HUMAN	CACYBP	Calcyclin-binding protein		172.098		126.609					495.055		282.606	267.217	358.32	550.015					267.991	220.848		
Q14566	Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6		316.737	1032.14		435.508	504.635			132.636	301.792		219.766	358.379	471.132					179.427			
O00429	O00429;A0A8V8TQT5;A0A994J3G1;A0A994J3G5;A0A994J3M8;A0A994J402;A0A994J696;A0A994J6A0;A0A994J6L8;F8VUJ9;F8VZ52;H0YI79	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein									209.614	430.613	528.133	387.403	358.798	195.194						300.144		
G3V0H7;P49815	P49815;G3V0H7;B4DE93;H0YD04;H0YE81	SO1B7_HUMAN;TSC2_HUMAN	SLCO1B7;TSC2	Putative solute carrier organic anion transporter family member 1B7									77.713		673.197		359.132	42.958					217.75			
P15927	P15927;Q5TEJ7	RFA2_HUMAN	RPA2	Replication protein A 32 kDa subunit		108.122	400.361	67.451					261.379		184.548	206.855	359.134	235.801					192.739			
Q9Y2U2	Q9Y2U2;C9J7L8;H7C5Q2	KCNK7_HUMAN	KCNK7	Potassium channel subfamily K member 7		268.206		360.674	250.292	244.077			373.467	128.621	288.387		359.283	113.206					225.731	130.692		514.438
P02792	P02792	FRIL_HUMAN	FTL	Ferritin light chain									222.872	25.0616	160.816	126.454	359.366	201.614	438.075					700.257		
O76071	O76071;G5E9C5	CIAO1_HUMAN	CIAO1	Probable cytosolic iron-sulfur protein assembly protein CIAO1		613.001		217.818	512.212	511.384			195.75	85.0391	187.146	193.134	359.953	198.422		458.076			286.371			
Q9H444	Q9H444	CHM4B_HUMAN	CHMP4B	Charged multivesicular body protein 4b				285.739					570.305	466.177	1422.46	115.619	360.386	182.698					304.129			
Q15637	Q15637;A0A7P0T9U7	SF01_HUMAN	SF1	Splicing factor 1		326.63		135.838					272.794		65.1493	469.11	361.083	207.977								
A0A0B4J1X8;P0DP04	P01780;P01762;P01763;P01766;P01782;A0A0B4J1V1;A0A0B4J1X8;A0A0C4DH32;P0DP04;A0A075B7F0;A0A0B4J2B5	HV343_HUMAN;HV43D_HUMAN	IGHV3-43;IGHV3-43D	Immunoglobulin heavy variable 3-43									364.076	440.091	475.513	703.698	361.842	51.9353		655.234			70.7025	841.073	394.804	
Q14914	F2Z3J9;Q14914	PTGR1_HUMAN	PTGR1	Prostaglandin reductase 1		118.603		367.149		303.628			578.086	623.947	503.079	381.476	362.295	701.484	571.244	1076.6	603.115	534.765	259.232	941.914	473.032	
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2		516.127	807.29	406.311					282.672	453.435	517.994	235.321	362.531	426.948					679.824	1145.25	1098.17	1834.18
P33993	P33993	MCM7_HUMAN	MCM7	DNA replication licensing factor MCM7		355.929	1570.45	195.221					364.51	387.362	211.27	482.608	363.76	761.23	775.204				369.194			
P62330	P62330	ARF6_HUMAN	ARF6	ADP-ribosylation factor 6			333.767	459.15		395.406			356.555	223.679	375.764	190.865	365.163	280.767					394.705	322.327		
O14974	O14974;F8VZN8;A0A3B3ISH4;H0YHI8	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A		336.735	164.619		629.692	470.52			956.959	278.852	254.56	403.563	366.47	355.778				707.556	257.591	168.032	1590.65	719.026
P63279	P63279;B0QYN7;H3BPC4;H3BQQ9	UBC9_HUMAN	UBE2I	SUMO-conjugating enzyme UBC9				501.272		684.606			186.164	668.976	284.041	354.84	366.707	635.73					483.742			
