Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-07_9785.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-08_9786.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-09_9787.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-10_9788.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-11_9789.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_day0_PC12_control_75ng_12-28-2023_Slot1-12_9790.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-13_9795.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-14_9796.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-15_9797.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-16_9798.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-17_9799.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day2_PC12_75ng_12-28-2023_Slot1-18_9800.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-19_9805.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-20_9806.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-21_9807.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-22_9808.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-23_9809.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day4_PC12_75ng_12-29-2023_Slot1-24_9810.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-25_9815.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-26_9816.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-27_9817.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-28_9818.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-29_9819.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_diff_day6_PC12_75ng_12-29-2023_Slot1-30_9820.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-01_9780.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-02_9775.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-03_9776.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-04_9777.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-05_9778.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_control_75ng_12-27-2023_Slot1-06_9779.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-31_9825.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-32_9826.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-33_9827.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-34_9828.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-35_9829.d	D:\Lucy\20240104_Arpa_PC12\PC12_75ng_Pro2\Arpa_undiff_PC12_floating_75ng_12-30-2023_Slot1-36_9830.d
B2GUW6	B2GUW6	AEN_RAT	Aen	Apoptosis-enhancing nuclease	2455.91	1936.82	2234.13	2953.49	2284.58	2342.77	1983.37	2315.97	2250.29	3191.9	2110.94	2199.57	2346.08	1989.16	2076.16	1987.22	2598.2	2371.98	2224.74	2164.24	3303.35	1644.22	1831.49	2402.27	1671.33		2038.66	1723.09	2499.26	1604.46	5684.35	6026.5	5859.13	6363.51	6240.44	6429.14
B2GUW9	B2GUW9	B2GUW9_RAT	Bclaf3	BCLAF1 and THRAP3 family member 3	2660.01	2482.66	2276.03	2616.47	2399.79	2590.07	2706.54	1999.81	2697.15	2722.69	2803.59	2198.94	2259.13	2304.19	2025.26	2140.44	2252.99	1733.9	1646.05	1834.76	1614.32	1632.84	1648.79	1852.68	1869.8	1893.62	2470.48	2262.12	1845.07	2191.43	2226.37	1631.58	1772.31	1863.78	1705.6	2230.6
B2GUX7	B2GUX7	B2GUX7_RAT	Creg1	Cellular repressor of E1A-stimulated genes 1	111.707	1067.54	105.49		91.9497	182.051	1926.49	2406.63	2841.9	2401.74	1993.67	2711.66													1307.61	1589.5	1421.2	1453.31	1462.32	1335.85				959.285		
B2GUX8	B2GUX8	B2GUX8_RAT	Sh3bp5l	SH3 domain-binding protein 5	985.647	1278.59	1349.84	1659.1	1232.95	1239.13	1067.25	1113.26	957.313	879.854	983.74	882.865	1551.71	1532.92	1497.62	1229.94	1938.36	1291.5	796.815	1403.01	1227.74	1465.88	1327.11	1302.8	1115.2	1412.36	1166.15	1015.13	1512.2	1302.29	760.758	576.51	862.948		377.269	645.934
B2GUZ1	B2GUZ1	UBP4_RAT	Usp4	Ubiquitin carboxyl-terminal hydrolase 4	5785.9	5269.42	5026	6071.22	4788.65	5241.19	6191.1	6289.01	6156.4	6595.08	5989.25	5872.29	6731.82	7442.48	6656.67	6526.44	6343.98	6394.24	6016.24	6091.13	5944.7	5765.97	6042.24	5856.66	6352.22	5373.58	5865.1	6386.58	5550.68	5471.93	4277.82	4866.04	3862.61	4947.92	5557.83	4638.62
B2GUZ2	B2GUZ2	SKA3_RAT	Ska3	Spindle and kinetochore-associated protein 3	584.472	543.037	537.823	699.304	461.714	685.136	515.281	582.868	435.099	610.196	538.982	546.836	488.698	266.398	241.915	347.568	205.261	532.259	346.926			183.745		139.418	456.034	698.653	457.021	784.366	488.63	791.051						
B2GUZ3	B2GUZ3	B2GUZ3_RAT	Mthfd1l	formate--tetrahydrofolate ligase	32901.1	32563	32729.9	32389.6	31433.6	32829.8	33652.4	32384.3	34860.3	35910	37324.3	33818.5	41557	43219.6	42316.6	42516.4	39940.5	41852.6	41852.5	42176.2	42547.2	42054.4	42057.8	42040.5	27815.6	28745.8	28034.1	29667.1	30334.8	27506.2	45751.7	44094.7	44871.3	44208.4	40797.5	46360.8
B2GUZ5	B2GUZ5	CAZA1_RAT	Capza1	F-actin-capping protein subunit alpha-1	99465	96824.9	97186.1	95350.3	95765.1	93527.2	61429	70134	71291.2	67065.9	66276.1	67594	66730.4	71161.7	67329	68996.9	71364.3	72715	57774.2	63920.9	56214.6	58001.1	58256.1	56893.6	63272.1	68752	70743	76779.1	80032.3	64986	46069.3	53178.9	50667.1	58488.7	45746.1	60188.2
B2GUZ7	B2GUZ7	B2GUZ7_RAT	Tbcc	Tubulin folding cofactor C	6150.85	5991.18	6197.03	5888.37	5842.06	5708.3	8119.99	8785.91	8724.73	9029.49	8311.64	7822.77	11209.7	11787.1	13376.8	11971.3	11794.8	11278.5	10609.9	11327.2	11194.5	11852.2	11477.7	10618.6	5226.49	5660.5	5369.1	5754.53	5378.34	4998.99	1868.56	1457.42	2170.82	1954.82	1642.35	1699.65
B2GV02	B2GV02	B2GV02_RAT	Racgap1	Rac GTPase-activating protein 1	4389.28	3525.45	3908.27	4202.43	4382.67	3783.19	3746.39	3134.25	3996.17	4147.59	3775.34	3499.93	3290.91	2825.17	2954	3342.3	2891.01	2439.86	4134.79	3379.27	3803.08	4229.78	3338.47	2956.71	2749.94	2100.17	2848.88	3489.73	2751.55	2198.87	1624.54	2405.13	2358.04	1928.85	3337.58	
B2GV05	B2GV05	RBM5_RAT	Rbm5	RNA-binding protein 5	4375.4	4388.74	5089.24	4281.22	4523.18	4400.27	5535.15	5713.74	6367.02	5636.19	5192.27	6623.93	4431.01	4131.18	3411.32	3556.08	3972.29	4109.4	4348.81	4634.15	4294.93	4789.51	4548.55	4092.57	5632.45	5635.52	6367.78	6061.85	4531.69	5849.07	3966.86	4302.96	3937.28	4630.69	4758.52	4687.14
B2GV14	B2GV14	B2GV14_RAT	Txlna	Taxilin alpha	4397.99	4852.3	3986.58	4324.46	4604.8	4589.84	2686.42	2569.29	2748.07	2925.75	2693.75	2796.65	4386.03	4271.19	4296.9	4046.74	4559.5	4180.15	3544.54	3266.56	3198.65	3275.98	3770.59	3748.78	3940.6	4464.7	4348.52	4403.51	4648.06	4897.64	3466.93	3781.37	3641.78	3589.85	3308.45	4490.96
B2GV15	B2GV15	B2GV15_RAT	Dbt	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	11615.9	11120.4	10572	11023.9	11422	11313.8	12179.5	13819	11796.9	12325.6	13098.6	12404.6	10386.9	8983.52	8422.38	9190.02	9130.7	8788.85	9450.47	9224.5	9034.8	9485.78	9687.07	8917.23	13004	13056.8	11136.1	12448.3	11968	12111.5	32043.8	31478.6	32656.9	32880.7	32784.7	33994.1
B2GV22	B2GV22	PTSS2_RAT	Ptdss2	Phosphatidylserine synthase 2					442.302								452.16		485.691				621.386	459.961	579.295	729.997					602.232	802.888	695.818	508.773			675.975	643.728	800.697	741.118
B2GV24	B2GV24	UFL1_RAT	Ufl1	E3 UFM1-protein ligase 1	8474.9	8821.14	8504.91	9201.57	9136.99	8167.26	12102.5	8507.39	10155.6	8733.74	10192.5	9691.04	10501.5	10196.8	10657.7	10659	10660.7	10636.4	12663.4	12829.6	12768.8	12225.9	12199.2	12739.5	9572.48	8063.68	9669.17	10425.8	9216.72	10417.9	15709.8	15953.6	16440.7	15238.9	16166.8	16461.3
B2GV29	B2GV29	B2GV29_RAT	Trmt13	tRNA:m(4)X modification enzyme TRM13	1014.78	1374.09	844.257	1000.09	623.209	1216.62						838.207	490.644	1003.87	1139.92	817.497	1482.44	794.156	943.337	569.394	817.605		590.932	746.96	1224.3	1323.31	1497.15	1112.36	1128.39	1592.92						
B2GV34	B2GV34	B2GV34_RAT	Tedc2	LOC100158225 protein	767.79	887.01	964.853	1038.55	1102.45	1213.3	764.191	1021.08	754.897	654.646	928.163	826.538	907.075	681.626	728.32	623.516	672.048	135.081	524.702	535.738	592.474	621.999	564.996	376.777	1506	1081.44	943.217	1329.24	883.935	1145.56	240.912	223.494	370.256		335.653	292.405
B2GV38	B2GV38	UBL4A_RAT	Ubl4a	Ubiquitin-like protein 4A	17253	16323.4	17154.1	15808	16568.5	14920.8	14982.2	16320.5	15129.4	13476	15973.5	15469	13292	14422.4	15720.2	13717.7	14383.6	14754.1	13340.4	15299.5	14084.6	14035.2	14797.1	15101	15398.5	15514.5	16722.3	14926.4	15802.7	13588	13426.8	13596.9	13923.4	13038.2	13772.4	13955.3
B2GV41	B2GV41	B2GV41_RAT	Usp39	ubiquitinyl hydrolase 1	5225.93	5353.67	5459.43	4882.18	5299.19	5001.13	5490.57	4687.04	4219.35	4244.15	4390.72	4356.47	3719.39	4332.4	4693.16	4616.59	4133.28	3882.67	3717.59	4429.28	3556.53	3788.91	4203.2	4128.35	6418.84	8305.29	6738.94	7375.5	7097.21	7672.67	7338.42	7387.25	7360.59	7789.89	6994.71	7211.52
B2GV44	B2GV44	B2GV44_RAT	C7h12orf56	RGD1561648	3914.71	3010.51	3930.48	3637.85	3061.1	3592.63	3406.07				2530.47		2747.87		3191.46	3149.96	2620.5	3190.94	2758.1	2581.42	2678.56	2753.48	2332.04	2471.38	5249.47	4293.81	4136.53	4751.3	4194.91	4231.51	5015.73	4399.04	3993.92	4322.77	4717.8	4471.5
B2GV49	B2GV49	B2GV49_RAT	Ccdc87	Coiled-coil domain containing 87	1168.6	1242.02	1112.76	901.173	1223.4	1268.4	1890.78	938.917	1197.32	1320.44	1131.03	2108.2	1215.52	1156.74	1152.22	1242.12	1058.96	1188.31	1170.66	855.069	921.194	1163.91	1060.92	925.329	882.489	940.536	1370.52	1071.4	1036.32	1069.04	495.594	359.021	578.761	469.386	638.464	587.178
B2GV52	B2GV52	BL1S5_RAT	Bloc1s5	Biogenesis of lysosome-related organelles complex 1 subunit 5	4669.02	4433.46	5410.35	4666.79	4520.21	5363.02	4119.17	4729.23	4987.15	5434.86	4970.93	4747.61	5074.59	5188.52	4965.04	4757.84	4760.77	4224.59	4369.18	4839.21	4366.36	4804.5	5300.94	3717.9	5785.44	5608.61	6315.7	5405.55	4939.91	5058.04	6110.73	5947.2	5534.9	6143.45	6373.91	5841.74
B2GV53	B2GV53	B2GV53_RAT	Slc25a32	Solute carrier family 25 member 32	1318.64	1331.09	966.188	1251.59	1279.6	1411.28	541.46	1448.24	1067.24	1355.24	747.034	904.529		674.596	740.747	685.474	834.286	1024.91	831.284	743.79	683.708	996.556	1129.81	954.69	1072.52	1199.68	1358.7	1208.93	937.225	999.809	2922.61	3402.71	3422.62	3693.81	2994.89	3559.9
B2GV54	B2GV54	NCEH1_RAT	Nceh1	Neutral cholesterol ester hydrolase 1	10401.7	10154.5	10598.2	10510.6	10860.2	10492.1	8795.37	8087.27	8065.21	8573.35	7766.75	9426.58	11312.3	10974	10286	10733.8	10433.3	10915.2	10537.5	10761	9215.68	10797.3	10708.9	11263.5	7148.06	7032.89	6503.6	7109.49	7653.02	7639.49	15384.3	14675.4	13254.4	14437.3	13797.5	16257.4
B2GV55	B2GV55	B2GV55_RAT	Ube2q1	Ubiquitin conjugating enzyme E2 Q1	3242.3	3053.89	3146.16	3085.54	2719.84	2945.58	3592.57	3467.02	3491.06	4392.16	3461.55	3283.19	2395.47	3298.65	2951.53	3373.22	3500.24	2978.45	2210.72	3757.13	2538.56	2435.28	2369.27	3443.27	2235.25	2079.25	2041.88	1762.86	2228.44	3150.02	1832.42	1474.21	1560.45	2120.79	849.519	1671.1
B2GV72	B2GV72	CRB3_RAT	Cbr3	Carbonyl reductase [NADPH] 3	15038.3	14271.7	18381.7	15668	16022.7	16259.2	19830.7	16876.5	17504.7	16167.4	19529.3	18370.6	25476.3	24317.7	23161.1	22472.7	21517.4	24055.7	22694.3	22089.4	21969.9	24097.5	21909.2	21400.7	25135.4	23633.3	22302.7	24094.8	23278.1	23583.1	9676.19	11885.5	10205.8	10720.1	11076.6	10126.4
B2GV73	B2GV73	B2GV73_RAT	Arpc3	Actin-related protein 2/3 complex subunit 3	16770.8	18514.7	17611.3	19583.4	18610.5	19000.3	15587.1	15187.9	15636.2	16709.2	15975.5	16401.6	19001.8	21583.8	20263.8	24235.7	23088.7	22118	21617	21035.5	22502.2	23286.1	22304.2	24544.6	18664.2	16765.2	18765.6	20020.9	19149.4	17262.5	9635.56	11378.3	12254.8	12571.3	11386	12061.7
B2GV94	B2GV94	B2GV94_RAT	Retreg3	Fam134c protein	3457.58	4232.14	3733.75	3059.6	3227.88	3747.1	2585.63	3129	2325.19	2289.21	2494.34	2773.36	2371.01	2310.54	1946.21	1921.78	1645.67	1933.73	1664.72	1404.36	1336.49	1447.9	1753.94	1710.99	2036.4	2742.44	2402.32	2595.56	2815.74	2441.45	1088.44	1768.18	2307.14	937.854	1291.51	1847.76
B2GV96	B2GV96	B2GV96_RAT	Ccdc115	Coiled-coil domain containing 115	15115.7	15384.6	14390.6	14893	14923.3	13838.9	13538.2	12657.6	13731.7	12730.5	13711.8	14213.7	14677.4	14852.9	13957.1	14706.2	13810.4	13877.2	16333.3	17547	16803.7	16674.3	17250.3	16234.2	13293.4	12700.3	13528.5	13541.8	13028.5	13533.9	33382.9	33950.6	34320.7	34325.8	34616.7	32501.6
B2GVA7	B2GVA7	B2GVA7_RAT	Ing1	Inhibitor of growth protein	494.384	327.595	505.409	420.64	487.533	605.2							313.266	470.787	358.746	346.132	289.059	180.284	286.123	234.118	454.937	241.858	282.011	360.642	150.376	111.206		189.131	126.283	180.464	289.283	589.849	358.503	623.554	546.619	758.581
B2RYA6	B2RYA6	B2RYA6_RAT	Prcc	Proline rich mitotic checkpoint control factor	4615.63	3860.03	4539.35	4092.89	3752.52	4189.09	3053.04	3512.56	2919.22	2896.89	3127.33	3198.93	4759.22	4196.82	4605.79	4175.79	3695.59	4554.41	3301.95	3438.19	3608.24	3043.63	3386.37	3748.85	2529.03	3255.87	2701.69	3073.41	2664.69	3336.33	2928.79	3041.84	2907.4	3167.3	3014.59	3057.35
B2RYB1	B2RYB1	B2RYB1_RAT	Txndc11	Thioredoxin domain containing 11	2014.86				697.889			1916.68	1656.08		2636.43	2066.88					1352.97								1799.36		1705.22	1694.52				1049.91	809.472			
B2RYC1	B2RYC1	B2RYC1_RAT	Cdc40	Cdc40 protein	2800.05	2835.98	2631.64	2584.53	2284.86	3006.35	2034.06	2856.03	2262.97	2307.11	2448.08	2253.06	2402.09	2554.16	2088.72	2254.56	2310.08	3329.81	2065.15	1552.01	1855.44	2980.45	1847.54	3031.42	1982.87	2176.71	1504.39	1944.92	2110.84	2565.08	2487.46	2588.59	2355.47	3195.76	2703.04	1872.79
B2RYD0	B2RYD0	B2RYD0_RAT	Ube2g2	Ubiquitin-conjugating enzyme E2G 2	3232.34	3126.77	3031.14	3219.12	3869.59	2936.86	2977.55		2299.9		2685.82	1681.68	3828.68	3353.19	4007.82	3165.72	2731.42	2873.37	4942.09	3844.79	4793.34	4357.23	4853.53	4031.42	4930.7	4712.2		4777.55	4896.72	5879.3	4183.33	4839.61	5191.8		3473.96	3454.81
B2RYD6	A0A8I5ZT76;B2RYD6;Q4QQS2	IT70B_RAT	Ift70b	Intraflagellar transport protein 70B	3426.36	2941.96	2364.03	3038.11	2381.79	2541.2	3070.23	3130.22	2484.02	2967.54	3187.62	3138.87	2805.71	3108.99	2628.39	2477.37	2579.83	2698.2	2628.92	2747.76	2637.18	2597.65	2886.12	2204.84	3879.64	3655.43	3809.3	3452.26	3778.65	3499.34	2550.8	2745.66	2812.59	2803.75	2878.75	3212.07
B2RYD7	B2RYD7	B2RYD7_RAT	Stt3b	dolichyl-diphosphooligosaccharide--protein glycotransferase	10490.4	10917.1	10730.3	11828.9	11015.7	10726	9601.69	9891.16	9400.7	9290.43	7776.43	9597.12	9492.98	9838.78	9998.52	10184.7	10780.1	10190.4	11367.4	11510.5	11232.4	11714.2	12536.1	12566	12529.4	12761.2	11964.2	13226.2	12454.7	12132.3	12492.5	12172.6	12942.4	13626	12843.5	13362.5
B2RYF1	B2RYF1	PPR37_RAT	Ppp1r37	Protein phosphatase 1 regulatory subunit 37			1010.73	1999.99	562.726	999.143	2824.42		2147.08	2535.29	2379.5			1781.08							1147.13	1057.37			1574.53	1313.42	1429.47	1563.5	1602.98	1337.16					1420.26	1355.29
B2RYF5	B2RYF5	B2RYF5_RAT	Med9	Mediator of RNA polymerase II transcription subunit 9	1343.57	1050.93	1347.6	888.093	819.13	1311.41	1456.1	1499.59	887.243	2044.76	1657.48	1877.49	1665.46	1253.76	1781.74	2016.61	1682.3	1973.29	1422.75	1497.4	1422.37	1635.28	2451.63	1937.81				2124.06		1863.7						772.044
B2RYF7	B2RYF7	WASH1_RAT	Washc1	WASH complex subunit 1	5104.37	4821.78	4616.15	4951.81	5297.72	4820.31	6381.1	6900.62	6525.44	6063.47	6162.6	6422.16	6296.03	5627.29	6401.01	6516.69	6029.72	6913.02	5471.59	5440.08	5406.78	5517.25	5389.17	6196.51	6010.03	5994.66	6571.75	6137.94	5964.98	5545.24	5115.12	5473	4704.74	5668.77	4989.77	5846.23
B2RYG1	B2RYG1;D3ZUE5	FA32A_RAT	Fam32a	Protein FAM32A	4830.25	4932.74	4689.55	4782.28	5126.97	4951.48	6403.15	6261.96	6445.73	8238.33	6839.06	5515.32	4738.29	4026.24	4551.02	4150.77	3957.12	4812.5	4337.08	4444.4	3983.78	4780.61	4241.99	3138.75	5694.82	5013.8	8176.44	5274.21	6527.88	6166.29	6434.97	5870.08	5617.93	6796.94	6758.86	6825.44
B2RYG5	B2RYG5	B2RYG5_RAT	Taf15	TATA-box binding protein associated factor 15	2434.61	2352.63	2669.16	2878.03	2837.91	2584.39	1746.96	1566.14	1711.42	2052.35	1856.7	1297.86	1606.72	1105.11	672.988	1694.87	1163.17	1744.2	747.72	468.446	649.12	568.625	800.865	643.349	245.791	1096.48	907.315	732.367	1037.91	265.227	533.283	403.312	730.635	652.53	667.293	547.52
B2RYG6	A0A8I6A324;B2RYG6	OTUB1_RAT	Otub1	Ubiquitin thioesterase OTUB1	23683.4	25664.3	26253.6	25206.4	24892.8	27697.4	13978.6	18895.1	20201	19554	16900.9	20500.9	26060.2	28075.1	25969.4	26412.3	29272.9	30461.3	21769.8	28421.7	24667.8	26968.3	25598.8	27849.8	17015.9	18005.6	17376.9	17383	17275.9	17710.5	16942.5	15395.9	13189.4	20094.4	14868	15448.5
B2RYI0	B2RYI0	WDR91_RAT	Wdr91	WD repeat-containing protein 91	14964.3	15589.1	16232.3	16162.9	15955.9	15157.9	15192.7	14906.9	13824.8	14198.8	13913.9	14145.2	13207	13401.6	12594.2	13780.7	12983.1	12565.2	12305.7	11373	11683.7	10477.1	12322.8	11213.2	14463.8	15609.2	17147.3	15232.5	14674.1	14708.5	12472.2	13168.2	12671.6	12750.5	12382.6	13742.7
B2RYI2	B2RYI2	B2RYI2_RAT	Srp68	Signal recognition particle subunit SRP68	13983.5	13124.4	12663.6	12422.6	12912.6	12771.6	12541.6	11090	10552.1	9682.33	10813.2	11848.2	11876	10833	11638.8	12372.3	11395.3	11730.7	13641.5	13522.9	13952.8	13533.6	12929.4	13827.2	15146	15119	15390.8	15176.7	14754.3	15138.3	15324.7	15000.3	14343.4	15001.4	14985.4	15105.1
B2RYI5	B2RYI5;A0A8I6AWD6	B2RYI5_RAT	Ankrd40	Ankyrin repeat domain 40	6868.96	6163.98	7128.58	5961.69	6999.98	8027.75	8875.1	7755.52	8660.37	9533.79	10467.4	9809.61	9727.81	10786.2	9790.53	9474.62	10459.8	10301.4	8396.51	7862.35	8294.23	8025.46	7261.4	8485.29	5004.09	5303.91	5356.48	4911.05	4609.5	4839.19	2491.51	2724.58	2370.05	1829.39	3106.19	2390.78
B2RYJ4	B2RYJ4	ADPPT_RAT	Aasdhppt	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	5696.28	5448.01	5410.33	5449.73	5693.79	4710.58	3795.88	4596	3781.68	3681.4	3458.34	3090.52	5311.18	4852.62	4188.39	5641.09	4918.34	5107.1	3391	4030.49	4038.24	3761.78	3796.99	4146	2940.14	3360.02	2758.84	2847.69	2535.27	3452.2	3905.85	3289.99	4191.59	4794.59	5184.21	4109.51
B2RYJ8	B2RYJ8	ESRP2_RAT	Esrp2	Epithelial splicing regulatory protein 2	1623.84	1602.39	1802.49	1944.57	1721.82				1415.11		1087.06		1451.01	1783.39		2147.63	1363.47		1953.7	2330.12	1974.38	1351.27	1959.92	1580.29	1921.75	2147.9	2400.34	2923.14	2367.19	2679.4	2915.06	2484.05	3013.3	2150.54	2590.51	2384.13
B2RYK9	B2RYK9	B2RYK9_RAT	Dmkn	Dermokine	943.851	739.868	636.243	1010.05	826.003	642.413							1412.58	1213.35	1109.07	906.004	1390.95	1469.01	808.289	845.573	1045.24	1141	1300.85	1025.89			452.358				1941.12	1599.4	1949.6	1908.78	2124.89	1660.02
B2RYL1	B2RYL1	DERPC_RAT	Derpc	Decreased expression in renal and prostate cancer protein	7480.56	7341.11	7069.08	5867.44	6479.37	7881.96	7029.18	6576.64	7481.39	7317.81	7104.09	4860.81	5683.63	5434.76	6096.14	5915.82	4796.51	5770.74	6759.44	7358.84	6998.4	6154.4	6442.93	6979.16	4667.45	5281.57	5523.88	5063.61	5438.15	5265.25	13285.5	15479	14367.4	16236.8	14087.8	15599.7
B2RYL4	B2RYL4	B2RYL4_RAT	Armc6	Armadillo repeat containing 6	3708.68	3848.98	3834.49	3726.79	3627.71	2929.77	5394.85	4373.09	4517.25	3414.3	4331.59	3630.62	4748.12	3712.22	4375.2	3767.21	3842.74	3618.29	4830.04	4696.41	4817.23	4919.07	4937.54	4132.1	2774.63	2904.42	2464.2	2829.81	4303.93	3492.08	2330.17	2421.15	2113.29	2294.12	2136.59	2376.31
B2RYM5	B2RYM5	BRCC3_RAT	Brcc3	Lys-63-specific deubiquitinase BRCC36	7510.8	7115.88	7475.96	6565.59	7221.95	6541.1	8278.73	8589.91	8383.58	8603.22	7689.92	7684.12	7214.49	8938.97	7956.5	8965.7	8265.68	7626.31	6548.28	7286.81	6638.17	7263.79	6851.22	6975.61	6051.82	5744.8	6562.73	6751.84	6454.06	5975.86	5794.09	6208.5	6094.13	6304.65	5789.67	5356.84
B2RYM6	B2RYM6	B2RYM6_RAT	Zc3hc1	Zc3hc1 protein	3888.37	3820.27	3882.53	4019.84	3737.26	3556.57	3778.63	3698.74	3443.47	3688.49	3534.64	3190.47	3484.13	3550.93	3730.98	3465.51	3277.51	3582.23	3341.58	3619.24	3863.85	3282.28	3605.19	2912.76	2966.63	2720.5	2721.61	3238.13	3158.18	2815.2	3992.74	4188.04	4225.27	4467.89	5022.32	5394.87
B2RYN0	B2RYN0	B2RYN0_RAT	Pgm3	Phosphoacetylglucosamine mutase	11376.9	10284.5	11325.9	10799.2	11780.5	10060	13027.6	12536.3	12522.3	13146	13931.4	12801.6	14777.3	14726.5	14849.9	15061.1	14673.6	15942.1	15034.6	14126.3	14934.7	15418.5	14261.4	15231.4	7681.6	7913.28	8722.58	8008.51	8002.96	8299.29	7481.08	7563.52	6763.82	7642.65	6906.8	6818.6
B2RYN1	B2RYN1	B2RYN1_RAT	Fn3krp	protein-ribulosamine 3-kinase	13796.3	12108.8	12402.4	11685	11669.5	11789.7	6439.04	6171.15	6874.71	7089.14	7080.12	7690.74	7478.7	8014.35	7419.18	7097.08	6885.06	7435.83	7699.42	7461.99	7604.84	6625.73	7852.07	6418.8	10571	9912.57	8629.9	10757.4	9209.66	9414.87	11126.9	9916.43	10336	10599.7	10453.3	10773.1
