Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-220_3831.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-221_3832.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-222_3833.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-224_3835.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-225_3823.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-226_3824.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-228_3826.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-229_3827.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-22-2024_Slot1-230_3828.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-242_3837.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-243_3838.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-245_3840.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-246_3841.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-314_3844.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-316_3846.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-317_3847.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_day6diff_PC12_DDM_DIA_2-23-2024_Slot1-318_3848.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-196_3784.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-197_3785.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-198_3786.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-200_3788.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-20-2024_Slot1-201_3789.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-202_3791.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-203_3792.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-204_3793.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-205_3794.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-206_3795.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-207_3796.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-219_3805.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-220_3806.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-221_3807.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-222_3808.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-223_3809.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-21-2024_Slot1-224_3810.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-226_3816.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-227_3817.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-228_3818.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-229_3819.d	E:\Lucy\20240222_PC12_SCP_DIA\Lucy_undiff_PC12_DDM_DIA_2-22-2024_Slot1-230_3820.d
A0A8I6AUC8	A0A8I6AUC8	A0A8I6AUC8_RAT	Nom1	Nucleolar protein with MIF4G domain 1																							6339.48				5068.12												
A0A8I6AUH3	A0A8I6AUH3	A0A8I6AUH3_RAT	Ddx50	RNA helicase					1004.37						849.279			1533.82	1532.9	2777.64		921.086							11614.1	3092.43	3908.94			2342.33	1147.3	3137.47	2185.06			1334.44	2209.6		
A0A8I6AUJ4	A0A8I6AUJ4	A0A8I6AUJ4_RAT	Mast4	non-specific serine/threonine protein kinase																																							
A0A8I6AUM0	A0A8I6AUM0	A0A8I6AUM0_RAT	Ddhd2	DDHD domain containing 2																											1895.98												
A0A8I6AUP1	A0A8I6AUP1	A0A8I6AUP1_RAT	Ubl5	Ubiquitin-like 5	4648.88			6164.15							5564.74											2642.01	6604.54		4684.37	7807.15	6005.75			9878.55	8417.53	10963.7		8844.49		6405.19			
A0A8I6AUQ0	A0A8I6AUQ0	A0A8I6AUQ0_RAT	Knop1	Lysine-rich nucleolar protein 1																																							
A0A8I6AUQ7	A0A8I6AUQ7	A0A8I6AUQ7_RAT	Zpr1	ZPR1 zinc finger	669.185	1872.59					2309.38						730.452		1842.48			2260					1234.37		2569.79		4780.72			1380.12	3956.62	679.061		1026.32		1939.75	1624.42	1244.68	
A0A8I6AUU1	A0A8I6AUU1	A0A8I6AUU1_RAT	Lpin3	phosphatidate phosphatase																																							
A0A8I6AUY4	A0A8I6AUY4	A0A8I6AUY4_RAT	Mrps30	Mitochondrial ribosomal protein S30																																							
A0A8I6AV53	A0A8I6AV53	A0A8I6AV53_RAT	Mrpl18	Mitochondrial ribosomal protein L18																											663.386				1265.76							183.024	
A0A8I6AVA2	A0A8I6AVA2	A0A8I6AVA2_RAT	Gcfc2	GC-rich sequence DNA-binding factor 2													644.302																										
A0A8I6AVC5	A0A8I6AVC5	A0A8I6AVC5_RAT	Ltbp3	Latent transforming growth factor beta binding protein 3																																							
A0A8I6AVK1	A0A8I6AVK1	A0A8I6AVK1_RAT	C1h11orf58	Small acidic protein					942.432												3342.69						7134.56									4036.46				2030.64		2415.96	
A0A8I6AVM7	A0A8I6AVM7	A0A8I6AVM7_RAT	Serinc2	Serine incorporator 2																																							
A0A8I6AVM8	A0A8I6AVM8	A0A8I6AVM8_RAT	Lnpk	Endoplasmic reticulum junction formation protein lunapark	2769.59	7564.64			1802.17		5658.79		2565.89	5105.46			4624.7	4596.64	3490.55	4417.81		4383.44		3021.67			9427.41		2841.44		1194.56	2997.64	3960.83	1795.07	1544.48					1933.1	1286.19	589.019	
A0A8I6AVP3;A0A8I6GI64	A0A8I6AVP3;A0A8I6GI64	A0A8I6AVP3_RAT;A0A8I6GI64_RAT	LOC120102904;Lad1	Ladinin-1-like																																							
A0A8I6AVP7	A0A8I6AVP7	A0A8I6AVP7_RAT	Odr4	Protein odr-4 homolog																																					813.252		
A0A8I6AVZ7	A0A8I6AVZ7	A0A8I6AVZ7_RAT	Mtcl1	Microtubule crosslinking factor 1																							1652.51																
A0A8I6AW46	A0A8I6AW46	A0A8I6AW46_RAT	Qrich1	Glutamine-rich 1																																				998.505			
A0A8I6AW56	A0A8I6AW56	A0A8I6AW56_RAT	Maff	MAF bZIP transcription factor F																																							
A0A8I6AW75	A0A8I6AW75	A0A8I6AW75_RAT	Marchf6	Membrane associated ring-CH-type finger 6							4044.76														2594.12																		
A0A8I6AW91	A0A8I6AW91	A0A8I6AW91_RAT	Srp72	Signal recognition particle subunit SRP72	1318.41	7047.24		2694.8	1531.26		2047.91				3073.31	783.075	5712.86		1780.27			2529.99	3955.67		2638.01	7267.89	2290.66				3285.88		2605.13	2384.55	1781.47	2829.9	4264.88	5821.24		1701.6	1158.66	2826.76	6176.81
A0A8I6AWM3	A0A8I6AWM3	A0A8I6AWM3_RAT	Sptb	Spectrin beta chain				4420.8							4912.18				5853.77	2925.57						6234.65				6734.92	1104.22			47.7506				5438.14	4404.21				2387.74
A0A8I6AWS0	A0A8I6AWS0	A0A8I6AWS0_RAT	Npc2	NPC intracellular cholesterol transporter 2	5274.58				3381.81			13955.4	12785.3		31154.4					13903.9											3205.23												
A0A8I6AWS9	A0A8I6AWS9	A0A8I6AWS9_RAT	Taf8	Transcription initiation factor TFIID subunit 8																																							
A0A8I6AWT9	A0A8I6AWT9	A0A8I6AWT9_RAT	Mtss1	MTSS I-BAR domain containing 1																																							
A0A8I6AXM6	A0A8I6AXM6	A0A8I6AXM6_RAT	Phf21a	PHD finger protein 21A																																							
A0A8I6AXR8	A0A8I6AXR8	A0A8I6AXR8_RAT	Nipbl	Nipped-B protein																									6381.72		8489.48										910.052		
A0A8I6AZX8	A0A8I6AZX8	A0A8I6AZX8_RAT	Lrrc75a	Leucine rich repeat containing 75A																														798.5									
A0A8I6B0E2	A0A8I6B0E2	A0A8I6B0E2_RAT	ENSRNOG00000069260	Cytosol aminopeptidase domain-containing protein	6449.89	2154.97	9099.65	3863.44	10703.8	748.811	4411.43		2458.25	8625.52	5575.34	9830.69	6351.14	8286.64	9281.7	3294.18	5243.26	11527		6358.43		3598.58	5979.37		1868.17	5567.62	1832.37	3699.47	2661.67	4299.7		1288.02		4053.55		5436.53	3984.91		
A0A8I6B1F0	A0A8I6B1F0	A0A8I6B1F0_RAT	LOC120093621	Sentrin-specific protease 2-like		5488.36	3041.78										5615.72	2332.52	2204.49	2879.3		2773.12	1980.87		1705.95						5023.02			3505.34	571.192					2776.78		2615.35	
A0A8I6B1N9	A0A8I6B1N9	A0A8I6B1N9_RAT	Iqce	IQ motif containing E																																							
A0A8I6B1S7	A0A8I6B1S7	A0A8I6B1S7_RAT	ENSRNOG00000066477	N-alpha-acetyltransferase 50																																							
A0A8I6B288	A0A8I6B288	A0A8I6B288_RAT	Nab2	Ngfi-A binding protein 2																																							
A0A8I6B3N0	A0A8I6B3N0	A0A8I6B3N0_RAT	Spag9	Sperm associated antigen 9		2176.05			911.938							19433.3	971.443		14123.6			820.88					663.99		39067.1		1927.85			1502.77	2723.43	8678.86			12836.7	1605.85	11415.6	3650.09	2708.61
A0A8I6B3N3	A0A8I6B3N3	A0A8I6B3N3_RAT	Atp6v1g1	V-type proton ATPase subunit G	10831	2640.85	5079.98		5369.89	819.405	4871.67				4038.59		4863.36	4824.23			4564.6				6980.98	2327.36	4512	4679.77	4023.17		3505.35	3343.24	7218.9	5388.31	3214.71	6379.16	5150.59	3407.55	8358.25	962.301	6590.24	3589.84	
A0A8I6B436	A0A8I6B436	A0A8I6B436_RAT	Lyst	Lysosomal trafficking regulator																																							
A0A8I6B4A1	A0A8I6B4A1	A0A8I6B4A1_RAT	ENSRNOG00000065234	Glyceraldehyde 3-phosphate dehydrogenase NAD(P) binding domain-containing protein																																							
A0A8I6B4V4	A0A8I6B4V4	A0A8I6B4V4_RAT	Smpd4	Sphingomyelin phosphodiesterase 4							2757.86					20042.2										1.76E+06					1309.66			2173.51	3061.67	2322.29					44296.8		
A0A8I6B5N9	A0A8I6B5N9	A0A8I6B5N9_RAT	RGD1561149	Similar to mKIAA1522 protein																																							
A0A8I6B5Q4	A0A8I6B5Q4	A0A8I6B5Q4_RAT	Or4c122	Olfactory receptor																																							
A0A8I6B5X8	A0A8I6B5X8	A0A8I6B5X8_RAT	Cmc1	COX assembly mitochondrial protein																																							
A0A8I6B5Y3	A0A8I6B5Y3	A0A8I6B5Y3_RAT	Nelfcd	Negative elongation factor complex member C/D																		7287.85																					
A0A8I6B677	A0A8I6B677	A0A8I6B677_RAT	Tatdn2	TatD DNase domain containing 2																																							
A0A8I6G251	A0A8I6G251	A0A8I6G251_RAT	Tnpo3	Transportin 3				9114.2	5161.46																		13446.4		6419.9											6838.49		3914.56	
A0A8I6G2H8	A0A8I6G2H8	A0A8I6G2H8_RAT	H3f3a-ps9	Hypothetical LOC100360368	314257	758850	756546	946732	355790	955862	923154	1.04E+06	714979	983023	811943			769941		634879	989264	498645	982199	986179	798995	931246	478576	1.26E+06	748363	1.12E+06	334525	1.14E+06	1.03E+06	460061	374406	841874	813036	795328	911275	246453	210530	267049	
A0A8I6G2S6	A0A8I6G2S6	A0A8I6G2S6_RAT	Dimt1	rRNA adenine N(6)-methyltransferase																																							
A0A8I6G2U9	A0A8I6G2U9	A0A8I6G2U9_RAT	Sh3pxd2a	SH3 and PX domains 2A																																							
A0A8I6G366	A0A8I6G366	A0A8I6G366_RAT	Pold3	DNA polymerase delta subunit 3												1297.86															820.652												
A0A8I6G3L4	A0A8I6G3L4	A0A8I6G3L4_RAT	Mcoln1	Mucolipin TRP cation channel 1																																							
A0A8I6G3Q5	A0A8I6G3Q5	A0A8I6G3Q5_RAT	Uprt	Uracil phosphoribosyltransferase homolog					896.869																																		
A0A8I6G3R2	A0A8I6G3R2	A0A8I6G3R2_RAT	Cbl	E3 ubiquitin-protein ligase CBL	2884.5	2624.96			6096.89		1047.51				1270.19		1805.95										1272.28				1036.76										1942.92	934.795	
A0A8I6G3S1	A0A8I6G3S1	A0A8I6G3S1_RAT	Mon1b	Vacuolar fusion protein MON1 homolog																																							
A0A8I6G409	A0A8I6G409	A0A8I6G409_RAT	Ldb1	LIM domain binding 1																																							
A0A8I6G470	A0A8I6G470	A0A8I6G470_RAT	RGD1562608	Similar to KIAA1328 protein																																							
A0A8I6G475	A0A8I5ZRR5;A0A8I6G475	A0A8I6G475_RAT	ENSRNOG00000067245	Uncharacterized protein	3730.53		2020.58	2444.28	5895.91						3610.77	7667.3			1536.11	762.146		6325.16			780.003	1540.41	2484.1		1030.76		1110.56	13913.9		2614.08					31388.3	1426.96	9376.16	11324	
A0A8I6G4B6	A0A8I6G4B6	A0A8I6G4B6_RAT	Neil1	DNA-(apurinic or apyrimidinic site) lyase																																							
A0A8I6G4I5	A0A8I6G4I5	A0A8I6G4I5_RAT	Grsf1	G-rich RNA sequence binding factor 1																3722.58				11729.1		6541.74									3477.77					1012.77	490.97	791.448	
A0A8I6G4R8	A0A8I6G4R8	A0A8I6G4R8_RAT	Hdac5	Histone deacetylase																																							
A0A8I6G5P0	A0A8I6G5P0	A0A8I6G5P0_RAT	Eif2s2	Eukaryotic translation initiation factor 2 subunit beta	3182.5	5773	6150.89	5310.49	7440.65		4753.28	13247.9			5440.26	5329.65			4586.72			7000.02		6730.53	6080.65	15569.1	2928.8		7552.08	3317.6	5370.49	4672.21	4454.68	8464.48	3370.5	10461.9	5056.5	4085.18	3775.08	3189.8	6447.67	8211.97	4651.1
A0A8I6G5Q1	A0A8I6G5Q1	A0A8I6G5Q1_RAT	Sema4d	Semaphorin 4D																																							
A0A8I6G5W4	A0A8I6G5W4	A0A8I6G5W4_RAT	Snrnp70	U1 small nuclear ribonucleoprotein 70 kDa	5173.15		5216.3	6609.46	5179.82		7825.5				3111.14	8732.1	7359.56		13223.6		1970.92	8526.19		3867.5	5509.14	7094.79	9010.44	4060.62	4426.98		9091.3	4356.65		3276.72	5972.32		13600.1	7123.18	10666.5	7430.21	6388.34	6292.82	4632.59
A0A8I6G641	A0A8I6G641	A0A8I6G641_RAT	Ep300	histone acetyltransferase																							5626.58													4201.59			
A0A8I6G6F3	A0A8I6G6F3	A0A8I6G6F3_RAT	Nfkb2	Nuclear factor kappa B subunit 2																																							
A0A8I6G6W8	A0A8I6AGW8;A0A8I6G6W8	A0A8I6G6W8_RAT	Prrc2c	Proline-rich coiled-coil 2C	841.233				5352.25																525.498		3601.53				3203.27			5642.96	4313.43		17563.6			2188.81	926.956	5966.45	
A0A8I6G706	A0A8I6G706	A0A8I6G706_RAT	Ankrd52	Ankyrin repeat domain 52							6909.33																																
A0A8I6G751	A0A8I6G751	A0A8I6G751_RAT	Papola	Poly(A) polymerase													2573.37																	1236.08						612.674	520.469		
A0A8I6G7I2	A0A8I6G7I2	A0A8I6G7I2_RAT	Sf1	Splicing factor 1	2204.65		8032.43	5548.67	2194.71				3221.41			1626.27	3549.81		1462.79			9189.48		4316.91	9705.04		2832.91		12541.9	3493.49	3952.47			1495.53	1871.48	1728.98	8630.03	3520.39		2162.67	4363.92	2465.4	4175.61
A0A8I6G7K3	A0A8I6G7K3	A0A8I6G7K3_RAT	Cnnm1	Metal transporter																											1873.74												
A0A8I6G7M4	A0A8I6G7M4	A0A8I6G7M4_RAT	Strip2	Striatin interacting protein 2																																						2257.51	
A0A8I6G8D1	A0A8I6G8D1	A0A8I6G8D1_RAT	Trim56	RING-type E3 ubiquitin transferase	1278.2				861.826		24896.4									33652.8				1186.49					13453.8		10236.1					29403.2						707.072	
A0A8I6G8E6	A0A8I6G8E6	A0A8I6G8E6_RAT	Gpatch8	G patch domain containing 8																																							
A0A8I6G8I6	A0A8I6G8I6	A0A8I6G8I6_RAT	Cul2	Cullin 2					2280.71																		2513.31								607.66					2677.31			
A0A8I6G8I7	P62979;A0A8I6AN99;P62986;P0CG51;A0A8I6A1Y5;Q63429;A0A8I6G8I7;A0A8I5ZTA8;P62982;A0A8I6A5Y3	A0A8I6G8I7_RAT	Rps27a-ps2	Ubiquitin-ribosomal protein eS31 fusion protein																		4426.02																					
A0A8I6G8L9	A0A8I6G8L9	A0A8I6G8L9_RAT	Sin3b	SIN3 transcription regulator family member B																																							
A0A8I6G966	A0A8I6G966	A0A8I6G966_RAT	Or13a27d	Olfactory receptor																																							
A0A8I6G9C0	A0A8I6G9C0	A0A8I6G9C0_RAT	Rabgap1l	RAB GTPase activating protein 1-like																																						6724.5	
A0A8I6G9F8	A0A8I6G9F8	A0A8I6G9F8_RAT	Wdr59	WD repeat domain 59																																							
A0A8I6G9X6	A0A8I6G9X6	A0A8I6G9X6_RAT	Kntc1	Kinetochore associated 1										3985.72		1713.53			16414.5												1219.1				3973.6						3047.53	1519.2	
A0A8I6G9Y8	A0A8I6G9Y8	A0A8I6G9Y8_RAT	AABR07068905.1	Uncharacterized protein	4793.63	2760.35		11127.5	4682.12		10413.8				4497.5	9586.1	1954.24		9001.11			3792.41			1210.52		4240.93		6887.9		1371.31			4507.17	2616.47			2011.54	1589.01	4669.7	3034.8	2120.74	6690.94
A0A8I6GA21	A0A8I6GA21	A0A8I6GA21_RAT	Saxo2	Stabilizer of axonemal microtubules 2																																							
A0A8I6GAD6	A0A8I6GAD6	A0A8I6GAD6_RAT	Nrbp1	Nuclear receptor binding protein 1			392.728																								802.115			1213.38				2418.51		856.984			
A0A8I6GAE6	A0A8I6GAE6	A0A8I6GAE6_RAT	Ddx19b	RNA helicase	2470.63	11324.9	4752.66		3416.13				3088.9	9105.25			9830.23		7832.41			8888.27	8691.54	9913.87	8150.45	18939.5	4707.54		13024.8		2035.14	10598.6		4366.86	4451.72		1127.45	10936.5		9507.89	2145.69	8380.55	6038.36
A0A8I6GAR2	A0A8I6GAR2	A0A8I6GAR2_RAT	Tnrc6a	Trinucleotide repeat containing adaptor 6A																																							
A0A8I6GB80	A0A8I6GB80	A0A8I6GB80_RAT	Scai	Protein SCAI																																							
A0A8I6GB94	A0A8I6GB94	A0A8I6GB94_RAT	Nktr	Natural killer cell triggering receptor																											753.738												
A0A8I6GBB8	A0A8I6GBB8	A0A8I6GBB8_RAT	Ttc21b	Tetratricopeptide repeat domain 21B	3457.45																										1695.51				1479.37		1753.41			552.591			
A0A8I6GBD2	A0A8I6GBD2	A0A8I6GBD2_RAT	Actr10	Actin related protein 10	1918.56	5620.18			1527.87		1261.15					2734.21			6264.7			2527.29			2039	1555.18					2088.79			2007.44			951.487				738.359	3663.2	2410.71
A0A8I6GBE0	A0A8I6GBE0	A0A8I6GBE0_RAT	Dpp9	Dipeptidyl peptidase 9	2541.32			7982.9	4605.57										2129.89			4453.91			5575.73		902.687	3505.39			2597.58			1840.34	2390.85			2898.37			4516.14	893.823	
A0A8I6GBQ0	A0A8I6GBQ0	A0A8I6GBQ0_RAT	Stk26	Protein kinase domain-containing protein		1737.3					2924.64					3021.76			2367.62			3146.83					5819.7				1504.28			3259.66			5726.66			977.137	516.602		
A0A8I6GBT2;M0R766	A0A8I6GBT2;M0R766	A0A8I6GBT2_RAT;M0R766_RAT	AABR07006081.1;Tvp23b	Golgi apparatus membrane protein TVP23 homolog																																							
A0A8I6GBU6	A0A8I6GBU6	A0A8I6GBU6_RAT	LOC108349189	High mobility group protein B1 pseudogene																																							
A0A8I6GCQ3	A0A8I6GCQ3	A0A8I6GCQ3_RAT	Ano8	Anoctamin																																							
A0A8I6GD86	A0A8I6GD86	A0A8I6GD86_RAT	Tmem181	Transmembrane protein 181																		1447.89													984.233					684.431			
A0A8I6GDA1	A0A8I6GDA1	A0A8I6GDA1_RAT	Arhgap21	Rho GTPase activating protein 21																																							
A0A8I6GDP5	A0A8I6GDP5	A0A8I6GDP5_RAT	Tjap1	Tight junction associated protein 1																																							
A0A8I6GDY5	A0A8I6GDY5	A0A8I6GDY5_RAT	RGD1564651	Similar to oocyte specific homeobox 3	2097.98																														715.276								
A0A8I6GDZ5	A0A8I6GDZ5	A0A8I6GDZ5_RAT	Mettl2	tRNA N(3)-methylcytidine methyltransferase																															3252.98								
A0A8I6GE00	A0A8I6GE00	A0A8I6GE00_RAT	Tut7	RNA uridylyltransferase																															190.876								
A0A8I6GEB4	A0A8I6GEB4	A0A8I6GEB4_RAT	Rpe	Ribulose-phosphate 3-epimerase																																							
A0A8I6GEF9	A0A8I6GEF9	A0A8I6GEF9_RAT	Mrpl58	Mitochondrial ribosomal protein L58																							1760.04											2404.14			4207.96		
A0A8I6GEL5	A0A8I6GEL5	A0A8I6GEL5_RAT	Rps7-ps23	40S ribosomal protein S7	3013.08										2271.95															50837.5				7624.63						8156.65	1690.07		
A0A8I6GEV9	A0A8I6GEV9	A0A8I6GEV9_RAT	Abce1	ATP binding cassette subfamily E member 1	5410.42	13041.7	3556.86	8697.96	4072.73	3240.48		1851.69			4824	6449.25	3419.51		6056.95	2113.11		7789.82		44391.3	4813.55		2940.18	3528.41	5933.55	7460.96	2988.61	8849.58	7740.95	6550.14	4685.42	5342.54	7585.77	6042.07		3585.76	4805.96	4609.1	7240.03
A0A8I6GF57	A0A8I6GF57	A0A8I6GF57_RAT	Myt1	Myelin transcription factor 1																																							
A0A8I6GFD8	A0A8I6GFD8	A0A8I6GFD8_RAT	Sfpq	Splicing factor proline and glutamine rich	3970.08	17536.7	10793.9	23739.7	8094.29	9947.38		19240.1	11764	6883.91	10555	8276.5	13860.7	5104.6	12579.6	14088.3	15295.9	19814.6		8102.41	19127.6	25523.6	7503.61	6928.16	13163.5	15368.4	9934.13	16310.8	15093.9	8202.76	12732.8	8765.58	10990.2	6099.4	10057.9	17036.6	9463.34	22869.7	18075.7
A0A8I6GFK7	A0A8I6GFK7	A0A8I6GFK7_RAT	LOC102554746	Uncharacterized LOC102554746																									87408.9														
A0A8I6GFP5	A0A8I6GFP5	A0A8I6GFP5_RAT	AC106663.1	Protein MIX23	8824.46	16723.7	8936.13	4952.08		12656.5	4216.12		10935.9	8222.91	6205.73		9348.51	9921.61	6283.09	6086.56		11049.5	4639.64	17144.8	3976.41	12567.1	14327.2	6536.58	8906.91		10247.9	12416	14467	12460.1	8667.47	13559.5	6708.7	7807.88		10392.4	10187.2	7791.7	13009.9
A0A8I6GFU3	A0A8I6GFU3	A0A8I6GFU3_RAT	Svil	Supervillin																																							
A0A8I6GFV7	A0A8I6GFV7	A0A8I6GFV7_RAT	Or1f21b	Olfactory receptor			4302.52				6351.92											1780.55													4048.68				1905.98	1308.62			
A0A8I6GFX3	A0A8I6GFX3	A0A8I6GFX3_RAT	Tut4	RNA uridylyltransferase																															2328.82								
A0A8I6GFZ6	A0A8I6GFZ6	A0A8I6GFZ6_RAT	Topbp1	DNA topoisomerase II binding protein 1																																							
A0A8I6GGK9	A0A8I6GGK9	A0A8I6GGK9_RAT	Ppie	Peptidyl-prolyl cis-trans isomerase E																											1272.33			2120.1									
A0A8I6GGS4	A0A8I6GGS4	A0A8I6GGS4_RAT	ENSRNOG00000068437	KH type-2 domain-containing protein	3767.64	4495.18			2584.03										3906.24			3902.75									1888.08			5726.63	3956.02		4005.51	7417.24		4988.5		2909.95	
A0A8I6GGS8	A0A8I6GGS8	A0A8I6GGS8_RAT	Twf1-ps1	ADF-H domain-containing protein	1311.29				1139.48								107.494					3162.37									578.58			615.089	1487.81								
A0A8I6GH65	A0A8I6GH65	A0A8I6GH65_RAT	Lrrc36	Leucine rich repeat containing 36	623.792				16258.9													2665.14			1751.15						12657.6				2654.34		20840.3						
A0A8I6GH80	A0A8I6GH80	A0A8I6GH80_RAT	Vps4b	vesicle-fusing ATPase	1693.97	3751.02	7947.44		3017.49								9083.48		6823.98								5321.78				983.886			3495.31	2065.35	4466.67				2106.81		2904	2630.06
A0A8I6GH88	A0A8I6GH88	A0A8I6GH88_RAT	Fkbp2	peptidylprolyl isomerase	25042.4	8054.78	2842.17	16984.3	18973	47606.4	6839.38	17063.5	19705.5	41034.9	13371.4	12189.5	12109.3	48994.4	17311	27529.5	29775.4	14950	13873.3	14302.3		24160.7	16470		10597.3	13197.2	13561.7	3758.45		14893	9555.16	18053.2	17642.1	13397.2	2131.26	14049.1	18515.3	16529.6	4070.73
A0A8I6GHG1	A0A8I6GHG1	A0A8I6GHG1_RAT	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2																																							
A0A8I6GHH3	A0A8I6GHH3	A0A8I6GHH3_RAT	Sh3bgrl1	SH3 domain binding glutamate-rich protein like	1205.64		1555.27	3987.71							3093.44	2043.03	2800.24		2929.11		4648.9	2794.52									847.667		786.036	4310.01	921.578	4719.7				516.608	1665.71	1141.45	
A0A8I6GHP9	A0A8I6GHP9	A0A8I6GHP9_RAT	Vps13d	Vacuolar protein sorting 13 homolog D																																							
A0A8I6GHU4	A0A8I6GHU4	A0A8I6GHU4_RAT	ENSRNOG00000066358	Nuclear export mediator factor											1389.45										829.025		621.233																
A0A8I6GHY8	A0A8I6GHY8	A0A8I6GHY8_RAT	AABR07004112.1	Matrin-3	2405.09	1647.03	1111.13		590.693		5017.09					2140.31			3039.09	4529.05		3142.38		2244.91	4012.16	5334.21			2278.07		2031.7			4073.07	6299.46	6533.06	2724.38	1952.91	1416.17	2472.73	5760.98	1614.34	2459.91
A0A8I6GI04	A0A8I6GI04	A0A8I6GI04_RAT	Or52n5-ps1	Olfactory receptor	6746.59		7609.79		7933.7		5087.34		10956.2		4313.18	10274.7	4779.43	5342.58	6542.68	4361.49	6158.28			7543.26	4557.71	3614.02	6351.59		8253.57		4834.35		6841.06		2223.89	6098.27	11516.4	5305.24		5888.61	11200.9	6359.79	
A0A8I6GI47	A0A8I6GI47	A0A8I6GI47_RAT	Atp9a	Phospholipid-transporting ATPase	352.449	2533.55			640.591								604.773													3014.99					828.428					378.338		588.728	
