Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	PC12_day6_1_1 Spectral Count	PC12_day6_2_2 Spectral Count	PC12_day6_3_3 Spectral Count	PC12_undiff_1_1 Spectral Count	PC12_undiff_2_2 Spectral Count	PC12_undiff_3_3 Spectral Count	PC12_day6_1_1 Unique Spectral Count	PC12_day6_2_2 Unique Spectral Count	PC12_day6_3_3 Unique Spectral Count	PC12_undiff_1_1 Unique Spectral Count	PC12_undiff_2_2 Unique Spectral Count	PC12_undiff_3_3 Unique Spectral Count	PC12_day6_1_1 Total Spectral Count	PC12_day6_2_2 Total Spectral Count	PC12_day6_3_3 Total Spectral Count	PC12_undiff_1_1 Total Spectral Count	PC12_undiff_2_2 Total Spectral Count	PC12_undiff_3_3 Total Spectral Count	PC12_day6_1_1 Intensity	PC12_day6_2_2 Intensity	PC12_day6_3_3 Intensity	PC12_undiff_1_1 Intensity	PC12_undiff_2_2 Intensity	PC12_undiff_3_3 Intensity	PC12_day6_1_1 MaxLFQ Intensity	PC12_day6_2_2 MaxLFQ Intensity	PC12_day6_3_3 MaxLFQ Intensity	PC12_undiff_1_1 MaxLFQ Intensity	PC12_undiff_2_2 MaxLFQ Intensity	PC12_undiff_3_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q499P8|RUSF1_RAT	Q499P8	RUSF1_RAT	Rusf1	466	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	RUS family member 1	1.0	0.999	4	14	14	14	5	3	3	1	2	0	5	3	3	1	2	0	5	3	3	1	2	0	19402.258	22533.576	18657.27	30850.11	32611.223	9741.746	0.0	0.0	0.0	17252.125	17910.264	0.0	
sp|Q499Q5|MKS1_RAT	Q499Q5	MKS1_RAT	Mks1	561	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Tectonic-like complex member MKS1	0.9603	0.9984	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	5968.7026	0.0	0.0	11095.148	9121.845	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q499R4|YRDC_RAT	Q499R4	YRDC_RAT	Yrdc	280	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Threonylcarbamoyl-AMP synthase	0.9397	0.9975	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	9847.84	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q499U2|ELMO3_RAT	Q499U2	ELMO3_RAT	Elmo3	720	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Engulfment and cell motility protein 3	1.0	0.999	6	18	18	18	2	3	1	2	6	4	2	3	1	2	6	4	2	3	1	2	6	4	40734.82	47207.633	19893.807	20763.242	23358.586	40252.695	17683.564	19473.861	0.0	12539.78	11882.952	14486.876	
sp|Q499U6|NSE1_RAT	Q499U6	NSE1_RAT	Nsmce1	266	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Non-structural maintenance of chromosomes element 1 homolog	0.969	0.9988	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	7038.971	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4AE70|CARM1_RAT	Q4AE70	CARM1_RAT	Carm1	651	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Histone-arginine methyltransferase CARM1	1.0	0.9989	3	5	5	5	2	0	2	0	1	0	2	0	2	0	1	0	2	0	2	0	1	0	5703.6523	6818.632	11876.608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4AEF8|COPG1_RAT	Q4AEF8	COPG1_RAT	Copg1	874	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Coatomer subunit gamma-1	1.0	0.999	15	97	95	97	16	15	15	19	15	17	15	15	14	19	15	17	16	15	15	19	15	17	315048.6	306521.3	257901.92	374730.3	361999.0	373979.03	81029.305	84499.85	97038.3	100337.016	103133.49	111111.664	
sp|Q4FZT0|STML2_RAT	Q4FZT0	STML2_RAT	Stoml2	353	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Stomatin-like protein 2, mitochondrial	1.0	0.999	8	50	50	50	7	5	9	9	8	12	7	5	9	9	8	12	7	5	9	9	8	12	234463.0	232777.5	133542.45	232851.44	117221.37	183545.69	78221.02	75133.34	71251.16	70596.375	59823.484	57888.562	
sp|Q4FZT2|PPME1_RAT	Q4FZT2	PPME1_RAT	Ppme1	386	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Protein phosphatase methylesterase 1	1.0	0.999	8	60	60	60	9	12	10	9	11	9	9	12	10	9	11	9	9	12	10	9	11	9	266020.06	233981.2	228959.88	241085.73	241300.19	242009.2	80982.945	72739.71	71415.805	78047.734	76435.89	76256.77	
sp|Q4FZT6|H2A3_RAT	Q4FZT6	H2A3_RAT	H2ac25	130	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Histone H2A type 3	0.9999	0.999	8	633	0	633	79	73	86	124	129	142	0	0	0	0	0	0	79	73	86	124	129	142	5304159.5	5032240.5	4962718.0	7797685.5	6857281.5	5590527.0	1792231.6	1620454.8	1585380.1	2762121.5	2244930.5	2260925.5	sp|Q64598|H2A1F_RAT, tr|A0A8I5ZYY0|A0A8I5ZYY0_RAT, tr|A0A8I6ARS7|A0A8I6ARS7_RAT, tr|A0A8L2QLK6|A0A8L2QLK6_RAT, tr|D3ZVK7|D3ZVK7_RAT, tr|G3V9C0|G3V9C0_RAT, tr|Q6I8Q6|Q6I8Q6_RAT
sp|Q4FZT8|SPRY4_RAT	Q4FZT8	SPRY4_RAT	Spryd4	207	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	SPRY domain-containing protein 4	1.0	0.999	4	19	19	19	4	4	3	1	4	3	4	4	3	1	4	3	4	4	3	1	4	3	76224.8	56351.19	62178.78	31849.238	36673.504	31720.527	30083.123	33226.543	43559.293	22241.463	16801.125	22219.82	
sp|Q4FZT9|PSMD2_RAT	Q4FZT9	PSMD2_RAT	Psmd2	908	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 2	1.0	0.999	32	234	234	234	35	45	39	35	43	37	35	45	39	35	43	37	35	45	39	35	43	37	1024891.5	1049716.4	934677.8	881035.0	863133.1	964492.94	135519.7	131240.73	132014.19	128578.75	125111.92	127784.04	
sp|Q4FZU1|COQ4_RAT	Q4FZU1	COQ4_RAT	Coq4	265	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	0.9436	0.9977	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	15520.267	10282.808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4FZU2|K2C6A_RAT	Q4FZU2	K2C6A_RAT	Krt6a	552	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 6A	0.9986	0.999	8	3	0	76	1	1	1	0	0	0	0	0	0	0	0	0	21	25	17	5	4	4	14908.486	19731.492	11488.197	0.0	0.0	8042.243	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A8I5ZMI8|A0A8I5ZMI8_RAT, tr|A0A8I6G380|A0A8I6G380_RAT
sp|Q4FZU3|NSRP1_RAT	Q4FZU3	NSRP1_RAT	Nsrp1	547	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Nuclear speckle splicing regulatory protein 1	0.9117	0.9962	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	2824.831	0.0	6307.361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4FZU8|RIPR1_RAT	Q4FZU8	RIPR1_RAT	Ripor1	1217	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Rho family-interacting cell polarization regulator 1	0.8859	0.995	1	3	3	3	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4FZU9|S52A3_RAT	Q4FZU9	S52A3_RAT	Slc52a3	463	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Solute carrier family 52, riboflavin transporter, member 3	0.9749	0.999	1	14	14	14	2	2	2	4	2	2	2	2	2	4	2	2	2	2	2	4	2	2	38965.957	43427.094	33881.203	25796.385	26869.387	19719.387	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4FZV0|MANBA_RAT	Q4FZV0	MANBA_RAT	Manba	881	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Beta-mannosidase	0.8961	0.9955	1	2	2	2	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	8753.436	0.0	0.0	0.0	3876.4902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4FZV2|SFT2B_RAT	Q4FZV2	SFT2B_RAT	Sft2d2	157	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Vesicle transport protein SFT2B	0.9735	0.9989	1	2	2	2	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	5220.3447	0.0	9207.17	7359.353	0.0	8875.676	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4FZX7|SRPRB_RAT	Q4FZX7	SRPRB_RAT	Srprb	269	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Signal recognition particle receptor subunit beta	1.0	0.999	9	64	64	64	10	11	10	11	11	11	10	11	10	11	11	11	10	11	10	11	11	11	280604.72	269764.03	273533.66	199121.02	174304.52	205575.36	101678.164	103418.57	107192.89	74259.4	71379.516	71720.49	
sp|Q4FZY0|EFHD2_RAT	Q4FZY0	EFHD2_RAT	Efhd2	239	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	EF-hand domain-containing protein D2	1.0	0.999	8	36	32	36	6	6	7	4	6	7	5	5	6	4	6	6	6	6	7	4	6	7	105095.52	78094.195	66856.17	71760.39	59755.44	262274.94	34353.2	36869.156	31573.646	34336.38	23904.057	30708.209	
sp|Q4FZZ1|PXK_RAT	Q4FZZ1	PXK_RAT	Pxk	580	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	PX domain-containing protein kinase-like protein	0.9749	0.999	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	15143.128	15925.339	15477.585	19126.068	20550.75	19966.91	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4G008|K0930_RAT	Q4G008	K0930_RAT		404	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Uncharacterized protein KIAA0930 homolog	0.9948	0.999	1	4	4	4	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	41464.14	31638.365	35533.29	25835.242	0.0	25865.523	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4G009|MCTS1_RAT	Q4G009	MCTS1_RAT	Mcts1	182	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Malignant T-cell-amplified sequence 1	1.0	0.999	3	19	19	19	1	2	1	4	7	4	1	2	1	4	7	4	1	2	1	4	7	4	13416.159	41118.688	11856.708	54301.473	65459.184	50714.508	0.0	26521.531	0.0	16116.594	21233.316	21605.662	
sp|Q4G017|NISCH_RAT	Q4G017	NISCH_RAT	Nisch	1502	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Nischarin	1.0	0.999	38	271	271	271	49	53	51	34	43	41	49	53	51	34	43	41	49	53	51	34	43	41	1521602.0	1571420.2	1437016.4	1012783.9	1126385.5	1178161.0	160985.61	161923.39	159953.38	129568.23	134980.16	135091.48	
sp|Q4G056|TYDP1_RAT	Q4G056	TYDP1_RAT	Tdp1	609	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Tyrosyl-DNA phosphodiesterase 1	0.9888	0.9942	2	2	2	2	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	9102.553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4G061|EIF3B_RAT	Q4G061	EIF3B_RAT	Eif3b	797	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit B	1.0	0.999	24	133	133	133	24	24	15	22	21	27	24	24	15	22	21	27	24	24	15	22	21	27	329999.25	371609.16	264913.94	379305.53	360749.16	410916.0	46939.95	48910.836	45869.07	58889.61	65687.37	68613.42	
sp|Q4G063|CREL2_RAT	Q4G063	CREL2_RAT	Creld2	349	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Protein disulfide isomerase Creld2	1.0	0.999	2	8	8	8	1	1	2	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	54272.137	45771.492	48839.64	40728.977	17892.045	16225.25	32916.305	26705.117	29944.29	25580.426	0.0	0.0	
sp|Q4G069|RMD1_RAT	Q4G069	RMD1_RAT	Rmdn1	310	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Regulator of microtubule dynamics protein 1	1.0	0.9989	2	9	9	9	2	4	1	0	1	1	2	4	1	0	1	1	2	4	1	0	1	1	15141.099	15827.363	9019.511	9275.992	11886.161	7498.749	10194.876	10310.217	0.0	0.0	0.0	0.0	
sp|Q4G074|KBP_RAT	Q4G074	KBP_RAT	Kifbp	617	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	KIF-binding protein	1.0	0.999	3	6	6	6	0	0	0	2	3	1	0	0	0	2	3	1	0	0	0	2	3	1	0.0	3620.9397	0.0	23978.559	27371.742	39179.01	0.0	0.0	0.0	16235.876	18438.271	26076.309	
sp|Q4G075|ILEUA_RAT	Q4G075	ILEUA_RAT	Serpinb1a	379	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Leukocyte elastase inhibitor A	1.0	0.999	16	61	53	61	19	21	21	0	0	0	16	18	19	0	0	0	19	21	21	0	0	0	441325.84	474599.84	467467.78	0.0	0.0	0.0	73100.21	74608.43	78514.5	0.0	0.0	0.0	
sp|Q4KLF8|ARPC5_RAT	Q4KLF8	ARPC5_RAT	Arpc5	151	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 5	1.0	0.999	9	48	39	48	8	7	8	8	10	7	7	5	6	6	9	6	8	7	8	8	10	7	228026.84	211395.42	211515.22	139716.42	133309.31	133494.89	76109.1	72228.26	81462.33	56874.402	55184.18	58210.348	
sp|Q4KLG9|ZFN2B_RAT	Q4KLG9	ZFN2B_RAT	Zfand2b	257	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	AN1-type zinc finger protein 2B	0.9749	0.999	1	7	7	7	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	23861.783	28732.738	26833.545	33086.367	33193.992	33883.215	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4KLH4|PSPC1_RAT	Q4KLH4	PSPC1_RAT	Pspc1	522	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Paraspeckle component 1	1.0	0.999	15	62	62	62	5	6	4	13	15	19	5	6	4	13	15	19	5	6	4	13	15	19	127930.945	103972.66	54236.562	240445.14	245978.48	284625.72	21308.74	25740.98	24733.705	35765.137	36840.848	39584.516	
sp|Q4KLH5|AGFG1_RAT	Q4KLH5	AGFG1_RAT	Agfg1	561	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Arf-GAP domain and FG repeat-containing protein 1	1.0	0.999	10	61	21	61	11	13	12	6	10	9	4	6	4	1	4	2	11	13	12	6	10	9	324956.8	332471.94	281281.0	208345.03	173023.42	184366.56	93991.586	88956.32	92673.234	73377.984	63303.59	70552.81	
sp|Q4KLK9|SSU72_RAT	Q4KLK9	SSU72_RAT	Ssu72	194	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	1.0	0.999	3	10	10	10	0	2	0	4	3	1	0	2	0	4	3	1	0	2	0	4	3	1	26475.307	30699.482	0.0	45750.2	43071.12	41153.12	16655.324	18576.277	0.0	24291.033	23444.81	26251.512	
sp|Q4KLL0|TCEA1_RAT	Q4KLL0	TCEA1_RAT	Tcea1	301	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Transcription elongation factor A protein 1	1.0	0.999	12	59	55	59	9	5	5	13	13	14	8	5	5	12	12	13	9	5	5	13	13	14	84252.16	81667.734	46405.81	220919.66	214267.02	203459.73	21005.186	18392.875	18826.088	37171.758	35884.754	34891.004	
sp|Q4KLL4|TM9S4_RAT	Q4KLL4	TM9S4_RAT	Tm9sf4	643	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Transmembrane 9 superfamily member 4	1.0	0.999	7	37	37	37	10	6	7	4	4	6	10	6	7	4	4	6	10	6	7	4	4	6	147023.97	145545.4	74082.74	70280.27	40013.754	40004.89	39423.652	41680.3	38115.215	29346.31	28588.04	30330.283	
sp|Q4KLN4|GLE1_RAT	Q4KLN4	GLE1_RAT	Gle1	698	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	mRNA export factor GLE1	1.0	0.999	3	11	11	11	1	1	2	2	2	3	1	1	2	2	2	3	1	1	2	2	2	3	10524.409	10088.874	15849.858	14930.7	19998.828	22614.738	0.0	0.0	12338.878	0.0	15326.827	17288.283	
sp|Q4KLN6|RIR2_RAT	Q4KLN6	RIR2_RAT	Rrm2	390	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Ribonucleoside-diphosphate reductase subunit M2	1.0	0.9989	3	3	3	3	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0.0	0.0	0.0	10333.802	0.0	21534.844	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4KLN7|ARFG3_RAT	Q4KLN7	ARFG3_RAT	Arfgap3	525	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	ADP-ribosylation factor GTPase-activating protein 3	1.0	0.999	7	31	31	31	6	7	5	5	4	4	6	7	5	5	4	4	6	7	5	5	4	4	81883.375	87718.42	87423.83	73891.8	51627.176	68551.25	32490.844	33245.832	33636.785	28950.324	31769.707	29850.275	
sp|Q4KLY4|RING2_RAT	Q4KLY4	RING2_RAT	Rnf2	308	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase RING2	1.0	0.999	4	22	16	22	2	4	2	5	3	6	2	3	1	4	2	4	2	4	2	5	3	6	24547.658	23879.598	11440.024	41641.812	27298.656	67211.69	12662.27	11927.247	0.0	21363.266	19660.717	24404.678	
sp|Q4KLZ6|TKFC_RAT	Q4KLZ6	TKFC_RAT	Tkfc	578	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Triokinase/FMN cyclase	1.0	0.999	6	32	32	32	3	4	2	6	11	6	3	4	2	6	11	6	3	4	2	6	11	6	38042.43	52328.848	34664.49	77003.86	69162.586	79794.72	19531.348	18922.072	20007.318	26054.98	25175.746	27141.367	
sp|Q4KM30|DESI1_RAT	Q4KM30	DESI1_RAT	Desi1	168	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Desumoylating isopeptidase 1	0.9336	0.9972	1	2	2	2	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0.0	10777.049	0.0	0.0	10248.469	12899.784	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4KM31|LIMD2_RAT	Q4KM31	LIMD2_RAT	Limd2	128	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	LIM domain-containing protein 2	0.9749	0.999	1	6	6	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6619.39	7390.831	7030.5933	7222.459	8060.293	10442.68	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4KM35|PSB10_RAT	Q4KM35	PSB10_RAT	Psmb10	273	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Proteasome subunit beta type-10	1.0	0.999	2	16	16	16	3	2	2	3	3	3	3	2	2	3	3	3	3	2	2	3	3	3	85827.89	84206.53	79878.445	108597.125	109554.58	98037.54	58429.71	59264.164	56352.29	75367.37	71475.39	65442.36	
sp|Q4KM37|CEP41_RAT	Q4KM37	CEP41_RAT	Cep41	339	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Centrosomal protein of 41 kDa	1.0	0.999	3	8	8	8	1	1	0	2	2	2	1	1	0	2	2	2	1	1	0	2	2	2	5450.6465	6454.908	0.0	12127.9	13668.311	21919.426	3505.5771	3439.0793	0.0	8743.673	9160.886	11002.307	
sp|Q4KM49|SYYC_RAT	Q4KM49	SYYC_RAT	Yars1	528	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Tyrosine--tRNA ligase, cytoplasmic	1.0	0.999	29	158	158	158	24	23	22	33	30	26	24	23	22	33	30	26	24	23	22	33	30	26	617375.1	645156.0	387146.75	839680.75	660415.6	707374.75	85916.71	87464.66	84576.49	109337.164	106868.65	104614.65	
sp|Q4KM64|JAGN1_RAT	Q4KM64	JAGN1_RAT	Jagn1	183	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Protein jagunal homolog 1	0.9999	0.999	2	8	8	8	1	0	2	1	2	2	1	0	2	1	2	2	1	0	2	1	2	2	48668.438	48714.4	30748.922	23367.982	39322.414	34503.047	30228.293	30253.38	0.0	0.0	24555.186	18852.506	
sp|Q4KM65|CPSF5_RAT	Q4KM65	CPSF5_RAT	Nudt21	227	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 5	1.0	0.999	8	55	55	55	7	8	7	14	10	9	7	8	7	14	10	9	7	8	7	14	10	9	201953.39	186740.58	160579.64	278647.34	231368.6	255662.17	57735.105	59857.074	60805.54	84890.086	76734.54	83984.22	
sp|Q4KM73|KCY_RAT	Q4KM73	KCY_RAT	Cmpk1	196	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	UMP-CMP kinase	1.0	0.999	8	53	53	53	8	7	7	11	10	10	8	7	7	11	10	10	8	7	7	11	10	10	204618.53	252891.06	191154.67	236181.7	258555.39	267359.12	42065.055	37394.32	41484.633	50309.926	49184.625	52309.938	
sp|Q4KM74|SC22B_RAT	Q4KM74	SC22B_RAT	Sec22b	215	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Vesicle-trafficking protein SEC22b	1.0	0.999	11	75	75	75	14	15	14	9	12	11	14	15	14	9	12	11	14	15	14	9	12	11	400675.34	314140.8	352449.44	361567.5	252944.44	288346.5	74517.54	71037.36	72720.125	67123.75	65517.656	66278.75	
sp|Q4KM77|EI24_RAT	Q4KM77	EI24_RAT	Ei24	340	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Etoposide-induced protein 2.4 homolog	1.0	0.999	3	9	3	9	0	3	2	1	1	2	0	1	1	0	0	1	0	3	2	1	1	2	37104.258	60131.906	39917.023	20721.504	18680.834	35512.133	0.0	40811.242	28030.844	0.0	0.0	22558.217	
sp|Q4KM86|GGACT_RAT	Q4KM86	GGACT_RAT	Ggact	149	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Gamma-glutamylaminecyclotransferase	1.0	0.999	3	17	17	17	1	2	3	4	5	2	1	2	3	4	5	2	1	2	3	4	5	2	24187.277	33586.918	28120.873	50908.152	80780.914	31219.727	14670.75	12808.245	16084.766	20862.27	21008.795	21784.23	
sp|Q4KM92|PUS1_RAT	Q4KM92	PUS1_RAT	Pus1	423	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Pseudouridylate synthase 1 homolog	1.0	0.999	3	9	9	9	1	1	1	1	3	2	1	1	1	1	3	2	1	1	1	1	3	2	13571.462	18130.107	16141.717	17255.082	28935.746	29719.867	0.0	0.0	0.0	0.0	15113.783	19993.887	
sp|Q4KM98|MFF_RAT	Q4KM98	MFF_RAT	Mff	218	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Mitochondrial fission factor	1.0	0.999	3	17	17	17	2	3	3	1	4	4	2	3	3	1	4	4	2	3	3	1	4	4	44028.85	54460.68	43904.805	28946.738	38156.63	24707.898	20901.887	24779.191	19705.957	17746.805	16301.02	15884.022	
sp|Q4KMA2|RD23B_RAT	Q4KMA2	RD23B_RAT	Rad23b	415	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	UV excision repair protein RAD23 homolog B	1.0	0.999	5	28	22	28	4	4	4	5	5	6	3	3	3	4	4	5	4	4	4	5	5	6	111884.85	133788.66	97743.125	115373.82	107985.46	125160.83	40449.895	45403.03	40858.69	43264.113	40483.42	41949.6	
sp|Q4QQR9|MEMO1_RAT	Q4QQR9	MEMO1_RAT	Memo1	297	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Protein MEMO1	1.0	0.9989	3	7	7	7	1	1	0	1	2	2	1	1	0	1	2	2	1	1	0	1	2	2	12110.883	12656.941	0.0	13289.496	21005.145	22002.07	0.0	0.0	0.0	0.0	13557.799	8940.957	
sp|Q4QQS8|NUP85_RAT	Q4QQS8	NUP85_RAT	Nup85	656	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Nuclear pore complex protein Nup85	1.0	0.999	6	17	17	17	2	1	2	3	5	4	2	1	2	3	5	4	2	1	2	3	5	4	99373.0	80881.8	34982.773	49748.508	59443.062	66129.75	24596.64	26002.43	27935.232	29318.68	29526.604	32029.506	
sp|Q4QQT3|CELF1_RAT	Q4QQT3	CELF1_RAT	Celf1	487	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	CUGBP Elav-like family member 1	1.0	0.999	6	32	16	32	7	5	4	6	5	5	4	2	2	3	3	2	7	5	4	6	5	5	109180.17	151167.66	112502.5	138766.83	123377.836	165749.0	45249.766	44279.18	54292.15	56638.63	57195.293	51072.438	
sp|Q4QQT4|2AAB_RAT	Q4QQT4	2AAB_RAT	Ppp2r1b	601	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	1.0	0.999	9	9	9	44	1	0	1	2	2	3	1	0	1	2	2	3	7	5	6	8	9	9	10408.289	15624.182	3415.8809	27750.8	16300.914	26338.121	5999.5947	6421.478	0.0	11366.399	9631.857	12138.998	
sp|Q4QQT6|BRX1_RAT	Q4QQT6	BRX1_RAT	Brix1	352	Rattus norvegicus OX=10116	2:Experimental evidence at transcript level	Ribosome biogenesis protein BRX1 homolog	1.0	0.9989	4	11	11	11	0	2	0	2	4	3	0	2	0	2	4	3	0	2	0	2	4	3	29307.836	48615.695	0.0	56265.883	70978.305	59310.05	16313.438	21295.117	0.0	24712.066	24455.1	27263.127	
sp|Q4QQU1|BUD13_RAT	Q4QQU1	BUD13_RAT	Bud13	636	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	BUD13 homolog	0.9749	0.999	1	7	7	7	0	1	1	2	2	1	0	1	1	2	2	1	0	1	1	2	2	1	0.0	16890.451	13674.299	15745.475	15383.538	18648.93	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q4QQU5|YIPF6_RAT	Q4QQU5	YIPF6_RAT	Yipf6	236	Rattus norvegicus OX=10116	1:Experimental evidence at protein level	Protein YIPF6	1.0	0.999	2	12	12	12	2	2	1	2	2	3	2	2	1	2	2	3	2	2	1	2	2	3	22998.252	23144.441	12068.898	19813.312	20270.43	19774.637	13055.024	12411.692	0.0	11261.185	11407.535	11229.219	
