Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P37108|SRP14_HUMAN	P37108	SRP14_HUMAN	SRP14	136	Homo sapiens OX=9606	Signal recognition particle 14 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
sp|P37198|NUP62_HUMAN	P37198	NUP62_HUMAN	NUP62	522	Homo sapiens OX=9606	Nuclear pore glycoprotein p62 	1:Experimental evidence at protein level	1.0000	0.9950	2	2	2	2	2	2	     0	     0	     0			
sp|P37235|HPCL1_HUMAN	P37235	HPCL1_HUMAN	HPCAL1	193	Homo sapiens OX=9606	Hippocalcin-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	4	1	4	4	1	4	     0	     0	     0			
sp|P37268|FDFT_HUMAN	P37268	FDFT_HUMAN	FDFT1	417	Homo sapiens OX=9606	Squalene synthase 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	7	7	7	     0	     0	     0	7C(57.0214), 9C(57.0214)		
sp|P37802|TAGL2_HUMAN	P37802	TAGL2_HUMAN	TAGLN2	199	Homo sapiens OX=9606	Transgelin-2 	1:Experimental evidence at protein level	1.0000	0.9990	14	13	14	22	19	22	     0	     0	     0	12M(15.9949), 2M(15.9949), 3M(15.9949), 4C(57.0214), 6C(57.0214), 6M(15.9949), N-term(42.0106)		
sp|P37837|TALDO_HUMAN	P37837	TALDO_HUMAN	TALDO1	337	Homo sapiens OX=9606	Transaldolase 	1:Experimental evidence at protein level	1.0000	0.9990	18	18	18	25	25	25	     0	     0	     0	5C(57.0214)		
sp|P38117|ETFB_HUMAN	P38117	ETFB_HUMAN	ETFB	255	Homo sapiens OX=9606	Electron transfer flavoprotein subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	36	36	36	     0	     0	     0	12C(57.0214), 7C(57.0214)		
sp|P38159|RBMX_HUMAN	P38159	RBMX_HUMAN	RBMX	391	Homo sapiens OX=9606	RNA-binding motif protein, X chromosome 	1:Experimental evidence at protein level	1.0000	0.9990	14	4	14	18	7	18	     0	     0	     0	N-term(42.0106)		
sp|P38432|COIL_HUMAN	P38432	COIL_HUMAN	COIL	576	Homo sapiens OX=9606	Coilin 	1:Experimental evidence at protein level	1.0000	0.9976	2	2	2	2	2	2	     0	     0	     0			
sp|P38606|VATA_HUMAN	P38606	VATA_HUMAN	ATP6V1A	617	Homo sapiens OX=9606	V-type proton ATPase catalytic subunit A 	1:Experimental evidence at protein level	1.0000	0.9989	9	9	9	11	11	11	     0	     0	     0	22C(57.0214), 8C(57.0214)		
sp|P38646|GRP75_HUMAN	P38646	GRP75_HUMAN	HSPA9	679	Homo sapiens OX=9606	Stress-70 protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	32	31	32	71	68	71	     0	     0	     0	11M(15.9949), 12M(15.9949), 13C(57.0214), 13M(15.9949), 1M(15.9949), 21M(15.9949)		
sp|P38919|IF4A3_HUMAN	P38919	IF4A3_HUMAN	EIF4A3	411	Homo sapiens OX=9606	Eukaryotic initiation factor 4A-III 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	16	16	16	     0	     0	     0			
sp|P39019|RS19_HUMAN	P39019	RS19_HUMAN	RPS19	145	Homo sapiens OX=9606	40S ribosomal protein S19 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	15	15	15	     0	     0	     0			
sp|P39023|RL3_HUMAN	P39023	RL3_HUMAN	RPL3	403	Homo sapiens OX=9606	60S ribosomal protein L3 	1:Experimental evidence at protein level	1.0000	0.9990	27	24	27	43	39	43	     0	     0	     0	11C(57.0214), 16M(15.9949), 3C(57.0214), 4C(57.0214)		
sp|P39060|COIA1_HUMAN	P39060	COIA1_HUMAN	COL18A1	1754	Homo sapiens OX=9606	Collagen alpha-1(XVIII) chain 	1:Experimental evidence at protein level	1.0000	0.9984	2	2	2	2	2	2	     0	     0	     0			
sp|P39656|OST48_HUMAN	P39656	OST48_HUMAN	DDOST	456	Homo sapiens OX=9606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	11	11	11	     0	     0	     0			
sp|P39687|AN32A_HUMAN	P39687	AN32A_HUMAN	ANP32A	249	Homo sapiens OX=9606	Acidic leucine-rich nuclear phosphoprotein 32 family member A 	1:Experimental evidence at protein level	1.0000	0.9990	8	4	8	9	4	9	     0	     0	     0	12C(57.0214), 1C(57.0214)		
sp|P39748|FEN1_HUMAN	P39748	FEN1_HUMAN	FEN1	380	Homo sapiens OX=9606	Flap endonuclease 1 	1:Experimental evidence at protein level	1.0000	0.9984	4	4	4	5	5	5	     0	     0	     0	11C(57.0214)		
sp|P40121|CAPG_HUMAN	P40121	CAPG_HUMAN	CAPG	348	Homo sapiens OX=9606	Macrophage-capping protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	N-term(42.0106)		
sp|P40199|CEAM6_HUMAN	P40199	CEAM6_HUMAN	CEACAM6	344	Homo sapiens OX=9606	Carcinoembryonic antigen-related cell adhesion molecule 6 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0			
sp|P40222|TXLNA_HUMAN	P40222	TXLNA_HUMAN	TXLNA	546	Homo sapiens OX=9606	Alpha-taxilin 	1:Experimental evidence at protein level	1.0000	0.9965	3	3	3	3	3	3	     0	     0	     0			
sp|P40227|TCPZ_HUMAN	P40227	TCPZ_HUMAN	CCT6A	531	Homo sapiens OX=9606	T-complex protein 1 subunit zeta 	1:Experimental evidence at protein level	1.0000	0.9990	17	12	17	22	16	22	     0	     0	     0	2C(57.0214), 7C(57.0214)		
sp|P40261|NNMT_HUMAN	P40261	NNMT_HUMAN	NNMT	264	Homo sapiens OX=9606	Nicotinamide N-methyltransferase 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	5	5	5	     0	     0	     0			
sp|P40429|RL13A_HUMAN	P40429	RL13A_HUMAN	RPL13A	203	Homo sapiens OX=9606	60S ribosomal protein L13a 	1:Experimental evidence at protein level	1.0000	0.9989	9	5	9	21	8	21	     0	     0	     0	1M(15.9949)		
sp|P40616|ARL1_HUMAN	P40616	ARL1_HUMAN	ARL1	181	Homo sapiens OX=9606	ADP-ribosylation factor-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	     0	     0	     0			
sp|P40763|STAT3_HUMAN	P40763	STAT3_HUMAN	STAT3	770	Homo sapiens OX=9606	Signal transducer and activator of transcription 3 	1:Experimental evidence at protein level	1.0000	0.9986	6	6	6	6	6	6	     0	     0	     0	2C(57.0214)		
sp|P40818|UBP8_HUMAN	P40818	UBP8_HUMAN	USP8	1118	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 8 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	     0	     0	     0			
sp|P40925|MDHC_HUMAN	P40925	MDHC_HUMAN	MDH1	334	Homo sapiens OX=9606	Malate dehydrogenase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	15	15	15	     0	     0	     0	12C(57.0214), 5C(57.0214)		
sp|P40926|MDHM_HUMAN	P40926	MDHM_HUMAN	MDH2	338	Homo sapiens OX=9606	Malate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	21	21	21	46	46	46	     0	     0	     0	10M(15.9949), 11C(57.0214), 15C(57.0214), 1M(15.9949), 2C(57.0214), 6C(57.0214), 9C(57.0214)		
sp|P40937|RFC5_HUMAN	P40937	RFC5_HUMAN	RFC5	340	Homo sapiens OX=9606	Replication factor C subunit 5 	1:Experimental evidence at protein level	1.0000	0.9987	5	5	5	6	6	6	     0	     0	     0	9C(57.0214)		
sp|P40938|RFC3_HUMAN	P40938	RFC3_HUMAN	RFC3	356	Homo sapiens OX=9606	Replication factor C subunit 3 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	4	4	4	     0	     0	     0			
sp|P40939|ECHA_HUMAN	P40939	ECHA_HUMAN	HADHA	763	Homo sapiens OX=9606	Trifunctional enzyme subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	34	34	34	46	46	46	     0	     0	     0	12C(57.0214), 12M(15.9949), 13C(57.0214), 1C(57.0214), 5C(57.0214)		
sp|P41091|IF2G_HUMAN	P41091	IF2G_HUMAN	EIF2S3	472	Homo sapiens OX=9606	Eukaryotic translation initiation factor 2 subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	12	2	12	16	4	16	     0	     0	     0	11C(57.0214), 3C(57.0214), 6C(57.0214), 8C(57.0214), N-term(42.0106)		
sp|P41208|CETN2_HUMAN	P41208	CETN2_HUMAN	CETN2	172	Homo sapiens OX=9606	Centrin-2 	1:Experimental evidence at protein level	1.0000	0.9989	2	1	2	2	1	2	     0	     0	     0			
sp|P41227|NAA10_HUMAN	P41227	NAA10_HUMAN	NAA10	235	Homo sapiens OX=9606	N-alpha-acetyltransferase 10 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	4	2	4	     0	     0	     0			
sp|P41240|CSK_HUMAN	P41240	CSK_HUMAN	CSK	450	Homo sapiens OX=9606	Tyrosine-protein kinase CSK 	1:Experimental evidence at protein level	1.0000	0.9944	2	2	2	2	2	2	     0	     0	     0			
sp|P41250|GARS_HUMAN	P41250	GARS_HUMAN	GARS1	739	Homo sapiens OX=9606	Glycine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	11	11	11	     0	     0	     0	11C(57.0214)		
sp|P41252|SYIC_HUMAN	P41252	SYIC_HUMAN	IARS1	1262	Homo sapiens OX=9606	Isoleucine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	13	13	13	     0	     0	     0	10C(57.0214), 2C(57.0214)		
sp|P42126|ECI1_HUMAN	P42126	ECI1_HUMAN	ECI1	302	Homo sapiens OX=9606	Enoyl-CoA delta isomerase 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|P42166|LAP2A_HUMAN	P42166	LAP2A_HUMAN	TMPO	694	Homo sapiens OX=9606	Lamina-associated polypeptide 2, isoform alpha 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	10C(57.0214), 15C(57.0214)		
sp|P42167|LAP2B_HUMAN	P42167	LAP2B_HUMAN	TMPO	454	Homo sapiens OX=9606	Lamina-associated polypeptide 2, isoforms beta/gamma 	1:Experimental evidence at protein level	1.0000	0.9990	14	7	14	17	7	17	     0	     0	     0	17C(57.0214)		
sp|P42224|STAT1_HUMAN	P42224	STAT1_HUMAN	STAT1	750	Homo sapiens OX=9606	Signal transducer and activator of transcription 1-alpha/beta 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	15	15	15	     0	     0	     0	10C(57.0214)		
sp|P42285|MTREX_HUMAN	P42285	MTREX_HUMAN	MTREX	1042	Homo sapiens OX=9606	Exosome RNA helicase MTR4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
sp|P42330|AK1C3_HUMAN	P42330	AK1C3_HUMAN	AKR1C3	323	Homo sapiens OX=9606	Aldo-keto reductase family 1 member C3 	1:Experimental evidence at protein level	1.0000	0.9990	29	9	29	82	21	82	     0	     0	     0	10C(57.0214), 16C(57.0214), 4M(15.9949), 5C(57.0214), 5M(15.9949), 6C(57.0214), 7C(57.0214), 7M(15.9949)		
sp|P42345|MTOR_HUMAN	P42345	MTOR_HUMAN	MTOR	2549	Homo sapiens OX=9606	Serine/threonine-protein kinase mTOR 	1:Experimental evidence at protein level	1.0000	0.9896	2	2	2	2	2	2	     0	     0	     0			
sp|P42677|RS27_HUMAN	P42677	RS27_HUMAN	RPS27	84	Homo sapiens OX=9606	40S ribosomal protein S27 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	8	3	8	     0	     0	     0	10M(15.9949), 5C(57.0214)		
sp|P42704|LPPRC_HUMAN	P42704	LPPRC_HUMAN	LRPPRC	1394	Homo sapiens OX=9606	Leucine-rich PPR motif-containing protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	59	58	59	85	84	85	     0	     0	     0	14M(15.9949), 1C(57.0214), 21C(57.0214), 2C(57.0214), 4C(57.0214), 5C(57.0214), 6C(57.0214)		
sp|P42765|THIM_HUMAN	P42765	THIM_HUMAN	ACAA2	397	Homo sapiens OX=9606	3-ketoacyl-CoA thiolase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	25	25	25	     0	     0	     0	3C(57.0214), 6C(57.0214)		
sp|P42766|RL35_HUMAN	P42766	RL35_HUMAN	RPL35	123	Homo sapiens OX=9606	60S ribosomal protein L35 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	11	11	11	     0	     0	     0			
sp|P42785|PCP_HUMAN	P42785	PCP_HUMAN	PRCP	496	Homo sapiens OX=9606	Lysosomal Pro-X carboxypeptidase 	1:Experimental evidence at protein level	1.0000	0.9978	3	3	3	3	3	3	     0	     0	     0			
sp|P43034|LIS1_HUMAN	P43034	LIS1_HUMAN	PAFAH1B1	410	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	16	16	16	     0	     0	     0	14C(57.0214), 5C(57.0214), 9C(57.0214)		
sp|P43155|CACP_HUMAN	P43155	CACP_HUMAN	CRAT	626	Homo sapiens OX=9606	Carnitine O-acetyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	8	8	8	     0	     0	     0	6C(57.0214)		
sp|P43243|MATR3_HUMAN	P43243	MATR3_HUMAN	MATR3	847	Homo sapiens OX=9606	Matrin-3 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	16	16	16	     0	     0	     0	2C(57.0214)		
sp|P43246|MSH2_HUMAN	P43246	MSH2_HUMAN	MSH2	934	Homo sapiens OX=9606	DNA mismatch repair protein Msh2 	1:Experimental evidence at protein level	1.0000	0.9982	9	9	9	10	10	10	     0	     0	     0	5C(57.0214)		
sp|P43304|GPDM_HUMAN	P43304	GPDM_HUMAN	GPD2	727	Homo sapiens OX=9606	Glycerol-3-phosphate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	15	15	15	     0	     0	     0	5C(57.0214)		
sp|P43307|SSRA_HUMAN	P43307	SSRA_HUMAN	SSR1	286	Homo sapiens OX=9606	Translocon-associated protein subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9973	2	2	2	3	3	3	     0	     0	     0			
sp|P43353|AL3B1_HUMAN	P43353	AL3B1_HUMAN	ALDH3B1	468	Homo sapiens OX=9606	Aldehyde dehydrogenase family 3 member B1 	1:Experimental evidence at protein level	1.0000	0.9986	4	4	4	4	4	4	     0	     0	     0			
sp|P43487|RANG_HUMAN	P43487	RANG_HUMAN	RANBP1	201	Homo sapiens OX=9606	Ran-specific GTPase-activating protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0	2C(57.0214)		
sp|P43490|NAMPT_HUMAN	P43490	NAMPT_HUMAN	NAMPT	491	Homo sapiens OX=9606	Nicotinamide phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	17	17	17	     0	     0	     0	5C(57.0214), 7C(57.0214)		
sp|P43686|PRS6B_HUMAN	P43686	PRS6B_HUMAN	PSMC4	418	Homo sapiens OX=9606	26S proteasome regulatory subunit 6B 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	10	10	10	     0	     0	     0	10C(57.0214)		
sp|P43897|EFTS_HUMAN	P43897	EFTS_HUMAN	TSFM	325	Homo sapiens OX=9606	Elongation factor Ts, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	4	4	4	4	4	4	     0	     0	     0			
sp|P45877|PPIC_HUMAN	P45877	PPIC_HUMAN	PPIC	212	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase C 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	     0	     0	     0			
sp|P45880|VDAC2_HUMAN	P45880	VDAC2_HUMAN	VDAC2	294	Homo sapiens OX=9606	Voltage-dependent anion-selective channel protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	21	21	21	     0	     0	     0	2C(57.0214), 4C(57.0214), 7C(57.0214), N-term(42.0106)		
sp|P45954|ACDSB_HUMAN	P45954	ACDSB_HUMAN	ACADSB	432	Homo sapiens OX=9606	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	1C(57.0214), 5C(57.0214)		
sp|P45973|CBX5_HUMAN	P45973	CBX5_HUMAN	CBX5	191	Homo sapiens OX=9606	Chromobox protein homolog 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	8C(57.0214)		
sp|P45974|UBP5_HUMAN	P45974	UBP5_HUMAN	USP5	858	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 5 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0			
sp|P46013|KI67_HUMAN	P46013	KI67_HUMAN	MKI67	3256	Homo sapiens OX=9606	Proliferation marker protein Ki-67 	1:Experimental evidence at protein level	1.0000	0.9982	3	3	3	3	3	3	     0	     0	     0	10C(57.0214)		
sp|P46060|RAGP1_HUMAN	P46060	RAGP1_HUMAN	RANGAP1	587	Homo sapiens OX=9606	Ran GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	11	11	11	     0	     0	     0	10C(57.0214)		
sp|P46063|RECQ1_HUMAN	P46063	RECQ1_HUMAN	RECQL	649	Homo sapiens OX=9606	ATP-dependent DNA helicase Q1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0			
sp|P46087|NOP2_HUMAN	P46087	NOP2_HUMAN	NOP2	812	Homo sapiens OX=9606	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	14	14	14	     0	     0	     0	5C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P46459|NSF_HUMAN	P46459	NSF_HUMAN	NSF	744	Homo sapiens OX=9606	Vesicle-fusing ATPase 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	12	12	12	     0	     0	     0	10C(57.0214)		
sp|P46776|RL27A_HUMAN	P46776	RL27A_HUMAN	RPL27A	148	Homo sapiens OX=9606	60S ribosomal protein L27a 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	     0	     0	     0	5C(57.0214)		
sp|P46777|RL5_HUMAN	P46777	RL5_HUMAN	RPL5	297	Homo sapiens OX=9606	60S ribosomal protein L5 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	25	25	25	     0	     0	     0	11C(57.0214), 3M(15.9949), 4C(57.0214), 8C(57.0214)		
sp|P46778|RL21_HUMAN	P46778	RL21_HUMAN	RPL21	160	Homo sapiens OX=9606	60S ribosomal protein L21 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	8	8	8	     0	     0	     0			
sp|P46779|RL28_HUMAN	P46779	RL28_HUMAN	RPL28	137	Homo sapiens OX=9606	60S ribosomal protein L28 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	13	13	13	     0	     0	     0	2C(57.0214)		
sp|P46781|RS9_HUMAN	P46781	RS9_HUMAN	RPS9	194	Homo sapiens OX=9606	40S ribosomal protein S9 	1:Experimental evidence at protein level	1.0000	0.9989	21	21	21	27	27	27	     0	     0	     0			
sp|P46782|RS5_HUMAN	P46782	RS5_HUMAN	RPS5	204	Homo sapiens OX=9606	40S ribosomal protein S5 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	13	13	13	     0	     0	     0	3C(57.0214), 5C(57.0214), 6M(15.9949), 9C(57.0214)		
sp|P46783|RS10_HUMAN	P46783	RS10_HUMAN	RPS10	165	Homo sapiens OX=9606	40S ribosomal protein S10 	1:Experimental evidence at protein level	1.0000	0.9990	9	5	9	13	8	13	     0	     0	     0			
sp|P46821|MAP1B_HUMAN	P46821	MAP1B_HUMAN	MAP1B	2468	Homo sapiens OX=9606	Microtubule-associated protein 1B 	1:Experimental evidence at protein level	1.0000	0.9990	22	21	22	27	26	27	     0	     0	     0	8C(57.0214)		
sp|P46926|GNPI1_HUMAN	P46926	GNPI1_HUMAN	GNPDA1	289	Homo sapiens OX=9606	Glucosamine-6-phosphate isomerase 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	5	3	5	     0	     0	     0	15C(57.0214)		
sp|P46939|UTRN_HUMAN	P46939	UTRN_HUMAN	UTRN	3433	Homo sapiens OX=9606	Utrophin 	1:Experimental evidence at protein level	1.0000	0.9925	6	6	6	6	6	6	     0	     0	     0			
sp|P46940|IQGA1_HUMAN	P46940	IQGA1_HUMAN	IQGAP1	1657	Homo sapiens OX=9606	Ras GTPase-activating-like protein IQGAP1 	1:Experimental evidence at protein level	1.0000	0.9990	32	30	32	40	38	40	     0	     0	     0	13C(57.0214), 17C(57.0214), 9C(57.0214), N-term(42.0106)		
sp|P46977|STT3A_HUMAN	P46977	STT3A_HUMAN	STT3A	705	Homo sapiens OX=9606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
sp|P47712|PA24A_HUMAN	P47712	PA24A_HUMAN	PLA2G4A	749	Homo sapiens OX=9606	Cytosolic phospholipase A2 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	21	21	21	     0	     0	     0	1C(57.0214), 5M(15.9949), 6C(57.0214), N-term(42.0106)		
sp|P47755|CAZA2_HUMAN	P47755	CAZA2_HUMAN	CAPZA2	286	Homo sapiens OX=9606	F-actin-capping protein subunit alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0	N-term(42.0106)		
sp|P47756|CAPZB_HUMAN	P47756	CAPZB_HUMAN	CAPZB	272	Homo sapiens OX=9606	F-actin-capping protein subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	16	16	16	     0	     0	     0	11C(57.0214), 2C(57.0214), 9C(57.0214)		
sp|P47813|IF1AX_HUMAN	P47813	IF1AX_HUMAN	EIF1AX	144	Homo sapiens OX=9606	Eukaryotic translation initiation factor 1A, X-chromosomal 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	4	4	1	4	     0	     0	     0	5C(57.0214)		
sp|P47895|AL1A3_HUMAN	P47895	AL1A3_HUMAN	ALDH1A3	512	Homo sapiens OX=9606	Aldehyde dehydrogenase family 1 member A3 	1:Experimental evidence at protein level	1.0000	0.9982	3	3	3	4	4	4	     0	     0	     0	7C(57.0214)		
sp|P47897|SYQ_HUMAN	P47897	SYQ_HUMAN	QARS1	775	Homo sapiens OX=9606	Glutamine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	13	13	13	     0	     0	     0			
sp|P47914|RL29_HUMAN	P47914	RL29_HUMAN	RPL29	159	Homo sapiens OX=9606	60S ribosomal protein L29 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0			
sp|P47985|UCRI_HUMAN	P47985	UCRI_HUMAN	UQCRFS1	274	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit Rieske, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	6	1	6	8	2	8	     0	     0	     0			
sp|P47989|XDH_HUMAN	P47989	XDH_HUMAN	XDH	1333	Homo sapiens OX=9606	Xanthine dehydrogenase/oxidase 	1:Experimental evidence at protein level	1.0000	0.9964	4	4	4	4	4	4	     0	     0	     0			
sp|P48047|ATPO_HUMAN	P48047	ATPO_HUMAN	ATP5PO	213	Homo sapiens OX=9606	ATP synthase subunit O, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	15	15	15	     0	     0	     0	5C(57.0214)		
sp|P48147|PPCE_HUMAN	P48147	PPCE_HUMAN	PREP	710	Homo sapiens OX=9606	Prolyl endopeptidase 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	2	2	2	     0	     0	     0	3C(57.0214), 4C(57.0214)		
sp|P48163|MAOX_HUMAN	P48163	MAOX_HUMAN	ME1	572	Homo sapiens OX=9606	NADP-dependent malic enzyme 	1:Experimental evidence at protein level	1.0000	0.9987	7	7	7	9	9	9	     0	     0	     0	15C(57.0214), 9C(57.0214)		
sp|P48444|COPD_HUMAN	P48444	COPD_HUMAN	ARCN1	511	Homo sapiens OX=9606	Coatomer subunit delta 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	12	12	12	     0	     0	     0	4C(57.0214)		
sp|P48449|LSS_HUMAN	P48449	LSS_HUMAN	LSS	732	Homo sapiens OX=9606	Lanosterol synthase 	1:Experimental evidence at protein level	1.0000	0.9966	2	2	2	2	2	2	     0	     0	     0	2C(57.0214)		
sp|P48506|GSH1_HUMAN	P48506	GSH1_HUMAN	GCLC	637	Homo sapiens OX=9606	Glutamate--cysteine ligase catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9989	10	10	10	10	10	10	     0	     0	     0	11C(57.0214), 1C(57.0214), 8C(57.0214), 9C(57.0214)		
sp|P48507|GSH0_HUMAN	P48507	GSH0_HUMAN	GCLM	274	Homo sapiens OX=9606	Glutamate--cysteine ligase regulatory subunit 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	8C(57.0214)		
sp|P48509|CD151_HUMAN	P48509	CD151_HUMAN	CD151	253	Homo sapiens OX=9606	CD151 antigen 	1:Experimental evidence at protein level	1.0000	0.9899	3	3	3	3	3	3	     0	     0	     0	13C(57.0214), 6C(57.0214), 7C(57.0214)		
sp|P48556|PSMD8_HUMAN	P48556	PSMD8_HUMAN	PSMD8	350	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 8 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	10	10	10	     0	     0	     0			
sp|P48637|GSHB_HUMAN	P48637	GSHB_HUMAN	GSS	474	Homo sapiens OX=9606	Glutathione synthetase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	N-term(42.0106)		
