Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	71_Hela_200pg_1 Spectral Count	72_Hela_200pg_2 Spectral Count	73_Hela_200pg_3 Spectral Count	71_Hela_200pg_1 Unique Spectral Count	72_Hela_200pg_2 Unique Spectral Count	73_Hela_200pg_3 Unique Spectral Count	71_Hela_200pg_1 Total Spectral Count	72_Hela_200pg_2 Total Spectral Count	73_Hela_200pg_3 Total Spectral Count	71_Hela_200pg_1 Intensity	72_Hela_200pg_2 Intensity	73_Hela_200pg_3 Intensity	71_Hela_200pg_1 MaxLFQ Intensity	72_Hela_200pg_2 MaxLFQ Intensity	73_Hela_200pg_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q8NC51|PAIRB_HUMAN	Q8NC51	PAIRB_HUMAN	SERBP1	408	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plasminogen activator inhibitor 1 RNA-binding protein	1.0	0.999	4	7	7	7	3	3	1	3	3	1	3	3	1	613132.0	724440.0	222818.42	380568.97	266698.2	0.0	
sp|Q92688|AN32B_HUMAN	Q92688	AN32B_HUMAN	ANP32B	251	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acidic leucine-rich nuclear phosphoprotein 32 family member B	1.0	0.9813	2	6	6	6	2	2	2	2	2	2	2	2	2	220379.9	216542.78	239502.22	144053.36	136359.31	153815.83	
sp|Q92945|FUBP2_HUMAN	Q92945	FUBP2_HUMAN	KHSRP	711	Homo sapiens OX=9606	1:Experimental evidence at protein level	Far upstream element-binding protein 2	1.0	0.9834	2	2	2	2	1	1	0	1	1	0	1	1	0	0.0	71130.96	0.0	0.0	0.0	0.0	
sp|Q92973|TNPO1_HUMAN	Q92973	TNPO1_HUMAN	TNPO1	898	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transportin-1	1.0	0.9989	2	3	3	3	2	0	1	2	0	1	2	0	1	0.0	0.0	116548.72	0.0	0.0	0.0	
sp|Q969Q0|RL36L_HUMAN	Q969Q0	RL36L_HUMAN	RPL36AL	106	Homo sapiens OX=9606	1:Experimental evidence at protein level	60S ribosomal protein L36a-like	0.9987	0.9985	2	5	1	5	1	2	2	0	0	1	1	2	2	115824.695	150865.52	186424.3	0.0	87704.91	107653.61	
sp|Q96AE4|FUBP1_HUMAN	Q96AE4	FUBP1_HUMAN	FUBP1	644	Homo sapiens OX=9606	1:Experimental evidence at protein level	Far upstream element-binding protein 1	1.0	0.9874	2	3	3	3	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q96AG4|LRC59_HUMAN	Q96AG4	LRC59_HUMAN	LRRC59	307	Homo sapiens OX=9606	1:Experimental evidence at protein level	Leucine-rich repeat-containing protein 59	1.0	0.9942	2	4	4	4	1	2	1	1	2	1	1	2	1	0.0	237517.38	74027.43	0.0	0.0	0.0	
sp|Q96HC4|PDLI5_HUMAN	Q96HC4	PDLI5_HUMAN	PDLIM5	596	Homo sapiens OX=9606	1:Experimental evidence at protein level	PDZ and LIM domain protein 5	0.8087	0.9824	1	2	2	2	1	0	1	1	0	1	1	0	1	72124.15	54991.79	79344.82	0.0	0.0	0.0	
sp|Q99436|PSB7_HUMAN	Q99436	PSB7_HUMAN	PSMB7	277	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proteasome subunit beta type-7	0.7552	0.976	1	3	3	3	1	1	1	1	1	1	1	1	1	54184.426	92287.305	0.0	0.0	0.0	0.0	
sp|Q99497|PARK7_HUMAN	Q99497	PARK7_HUMAN	PARK7	189	Homo sapiens OX=9606	1:Experimental evidence at protein level	Parkinson disease protein 7	1.0	0.995	3	9	9	9	3	3	3	3	3	3	3	3	3	1090021.1	1169661.5	1122204.5	634057.4	692875.94	667215.56	
sp|Q99584|S10AD_HUMAN	Q99584	S10AD_HUMAN	S100A13	98	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein S100-A13	0.7325	0.973	1	2	2	2	1	1	0	1	1	0	1	1	0	104338.51	88045.766	0.0	0.0	0.0	0.0	
sp|Q99714|HCD2_HUMAN	Q99714	HCD2_HUMAN	HSD17B10	261	Homo sapiens OX=9606	1:Experimental evidence at protein level	3-hydroxyacyl-CoA dehydrogenase type-2	1.0	0.9915	2	2	2	2	2	0	0	2	0	0	2	0	0	320973.16	0.0	0.0	0.0	0.0	0.0	
sp|Q99729|ROAA_HUMAN	Q99729	ROAA_HUMAN	HNRNPAB	332	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A/B	1.0	0.997	1	2	2	2	1	1	0	1	1	0	1	1	0	70212.2	80409.88	0.0	0.0	0.0	0.0	
sp|Q99733|NP1L4_HUMAN	Q99733	NP1L4_HUMAN	NAP1L4	375	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleosome assembly protein 1-like 4	0.8004	0.9814	1	2	2	2	0	1	1	0	1	1	0	1	1	75784.96	89738.586	73901.69	0.0	0.0	0.0	
sp|Q99832|TCPH_HUMAN	Q99832	TCPH_HUMAN	CCT7	543	Homo sapiens OX=9606	1:Experimental evidence at protein level	T-complex protein 1 subunit eta	1.0	0.9974	4	9	9	9	3	3	3	3	3	3	3	3	3	614391.6	668853.0	442734.3	367684.47	345015.53	286154.0	
sp|Q9BQE3|TBA1C_HUMAN	Q9BQE3	TBA1C_HUMAN	TUBA1C	449	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tubulin alpha-1C chain	1.0	0.999	19	13	2	59	6	3	4	2	0	0	26	17	16	8266970.0	1695616.2	1985949.0	4222244.5	1130005.8	788944.94	
sp|Q9BWD1|THIC_HUMAN	Q9BWD1	THIC_HUMAN	ACAT2	397	Homo sapiens OX=9606	1:Experimental evidence at protein level	Acetyl-CoA acetyltransferase, cytosolic	0.844	0.9862	1	2	2	2	0	1	1	0	1	1	0	1	1	0.0	70863.7	80335.086	0.0	0.0	0.0	
sp|Q9BXP5|SRRT_HUMAN	Q9BXP5	SRRT_HUMAN	SRRT	876	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serrate RNA effector molecule homolog	0.7157	0.9708	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9BXT2|CCG6_HUMAN	Q9BXT2	CCG6_HUMAN	CACNG6	260	Homo sapiens OX=9606	1:Experimental evidence at protein level	Voltage-dependent calcium channel gamma-6 subunit	0.7325	0.973	1	2	2	2	1	0	1	1	0	1	1	0	1	0.0	0.0	174901.72	0.0	0.0	0.0	
sp|Q9H1E3|NUCKS_HUMAN	Q9H1E3	NUCKS_HUMAN	NUCKS1	243	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	0.9131	0.9928	1	3	3	3	1	1	1	1	1	1	1	1	1	154831.25	166974.3	177046.89	0.0	0.0	0.0	
sp|Q9H299|SH3L3_HUMAN	Q9H299	SH3L3_HUMAN	SH3BGRL3	93	Homo sapiens OX=9606	1:Experimental evidence at protein level	SH3 domain-binding glutamic acid-rich-like protein 3	0.9825	0.9987	1	3	3	3	1	1	1	1	1	1	1	1	1	83669.375	67430.95	0.0	0.0	0.0	0.0	
sp|Q9HC38|GLOD4_HUMAN	Q9HC38	GLOD4_HUMAN	GLOD4	313	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glyoxalase domain-containing protein 4	0.8045	0.9819	1	1	1	1	0	0	1	0	0	1	0	0	1	89053.14	126981.95	66649.67	0.0	0.0	0.0	
sp|Q9NRR5|UBQL4_HUMAN	Q9NRR5	UBQL4_HUMAN	UBQLN4	601	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquilin-4	0.9808	0.9985	1	1	0	1	1	0	0	0	0	0	1	0	0	341904.8	0.0	0.0	0.0	0.0	0.0	sp|Q9UHD9|UBQL2_HUMAN, sp|Q9UMX0|UBQL1_HUMAN
sp|Q9P0U1|TOM7_HUMAN	Q9P0U1	TOM7_HUMAN	TOMM7	55	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM7 homolog	0.7146	0.9706	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	89719.11	73622.195	0.0	0.0	0.0	
sp|Q9UBI6|GBG12_HUMAN	Q9UBI6	GBG12_HUMAN	GNG12	72	Homo sapiens OX=9606	1:Experimental evidence at protein level	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	0.7401	0.9741	1	1	1	1	0	0	1	0	0	1	0	0	1	0.0	0.0	77323.63	0.0	0.0	0.0	
sp|Q9UBR2|CATZ_HUMAN	Q9UBR2	CATZ_HUMAN	CTSZ	303	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cathepsin Z	0.9395	0.9951	1	3	3	3	1	1	1	1	1	1	1	1	1	94325.84	77547.52	0.0	0.0	0.0	0.0	
sp|Q9UMS4|PRP19_HUMAN	Q9UMS4	PRP19_HUMAN	PRPF19	504	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-processing factor 19	0.8454	0.9863	1	1	1	1	1	0	0	1	0	0	1	0	0	62320.67	0.0	0.0	0.0	0.0	0.0	
sp|Q9UN86|G3BP2_HUMAN	Q9UN86	G3BP2_HUMAN	G3BP2	482	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras GTPase-activating protein-binding protein 2	0.9856	0.9989	1	1	1	1	1	0	0	1	0	0	1	0	0	78609.47	59571.0	0.0	0.0	0.0	0.0	
sp|Q9UQ80|PA2G4_HUMAN	Q9UQ80	PA2G4_HUMAN	PA2G4	394	Homo sapiens OX=9606	1:Experimental evidence at protein level	Proliferation-associated protein 2G4	1.0	0.999	6	8	8	8	3	4	1	3	4	1	3	4	1	734612.9	411488.0	313811.94	214302.62	281557.94	274738.12	
sp|Q9Y266|NUDC_HUMAN	Q9Y266	NUDC_HUMAN	NUDC	331	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear migration protein nudC	1.0	0.9983	3	7	7	7	2	2	3	2	2	3	2	2	3	189426.75	292233.94	302217.84	113672.98	136077.14	119954.695	
sp|Q9Y2S6|TMA7_HUMAN	Q9Y2S6	TMA7_HUMAN	TMA7	64	Homo sapiens OX=9606	1:Experimental evidence at protein level	Translation machinery-associated protein 7	0.9297	0.9943	1	3	3	3	1	1	1	1	1	1	1	1	1	139727.36	189908.16	153559.34	0.0	0.0	0.0	
sp|Q9Y383|LC7L2_HUMAN	Q9Y383	LC7L2_HUMAN	LUC7L2	392	Homo sapiens OX=9606	1:Experimental evidence at protein level	Putative RNA-binding protein Luc7-like 2	1.0	0.983	2	3	1	3	0	1	2	0	0	1	0	1	2	146160.83	88190.14	145129.77	75807.23	0.0	75080.77	
sp|Q9Y3B3|TMED7_HUMAN	Q9Y3B3	TMED7_HUMAN	TMED7	224	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 7	0.8378	0.9855	1	1	1	1	1	0	0	1	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9Y3F4|STRAP_HUMAN	Q9Y3F4	STRAP_HUMAN	STRAP	350	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine-threonine kinase receptor-associated protein	0.9774	0.9982	1	3	3	3	1	1	1	1	1	1	1	1	1	54187.94	72385.77	70730.625	0.0	0.0	0.0	
sp|Q9Y490|TLN1_HUMAN	Q9Y490	TLN1_HUMAN	TLN1	2541	Homo sapiens OX=9606	1:Experimental evidence at protein level	Talin-1	0.8284	0.9845	1	2	2	2	1	1	0	1	1	0	1	1	0	75312.33	84762.8	0.0	0.0	0.0	0.0	
sp|Q9Y696|CLIC4_HUMAN	Q9Y696	CLIC4_HUMAN	CLIC4	253	Homo sapiens OX=9606	1:Experimental evidence at protein level	Chloride intracellular channel protein 4	1.0	0.9893	3	3	3	3	1	2	0	1	2	0	1	2	0	43722.66	190829.84	0.0	0.0	0.0	0.0	
